Year,UNIT_MEASURE,Научна област,Врста образовања,Пол,Value
2019,Број,"Пољопривреда, шумарство, рибарство и ветеринарство",Уписани на специјалистичке студије,M,0
2019,Број,"Друштвене науке, новинарство и информисање",Докторанти,Оба пола,8
2019,Број,"Пословање, администрација и право",Докторанти,Ж,5
2019,Број,Образовање,Докторанти,M,3
2019,Број,Услуге,Уписани на магистарске студије,Оба пола,1
2019,Број,,Уписани на магистарске студије,Ж,1
2019,Број,Укупно,Уписани на магистарске студије,M,0
2019,Број,"Природне науке, математика и статистика",Уписани на мастер студије,Оба пола,291
2019,Број,"Инжeњерство, производња и грађевинарство",Уписани на специјалистичке студије,Ж,142
2019,Број,Информационе и комуникационе технологије,Уписани на специјалистичке студије,M,149
2019,Број,Здравство и социјална заштита,Уписани на специјалистичке студије,Оба пола,0
2019,Број,"Пољопривреда, шумарство, рибарство и ветеринарство",Уписани на специјалистичке студије,Ж,0
2019,Број,"Друштвене науке, новинарство и информисање",Уписани на специјалистичке студије,M,0
2019,Број,"Пословање, администрација и право",Докторанти,Оба пола,10
2019,Број,Образовање,Докторанти,Ж,5
2019,Број,Услуге,Докторанти,M,5
2019,Број,Образовање,Уписани на магистарске студије,Оба пола,0
2019,Број,Услуге,Уписани на магистарске студије,Ж,0
2019,Број,Укупно,Уписани на магистарске студије,M,0
2019,Број,"Природне науке, математика и статистика",Уписани на мастер студије,Оба пола,6
2019,Број,"Инжeњерство, производња и грађевинарство",Уписани на специјалистичке студије,Ж,3
2019,Број,Информационе и комуникационе технологије,Уписани на специјалистичке студије,M,3
2019,Број,Здравство и социјална заштита,Уписани на специјалистичке студије,Оба пола,0
2019,Број,"Пољопривреда, шумарство, рибарство и ветеринарство",Уписани на специјалистичке студије,Ж,0
2019,Број,"Друштвене науке, новинарство и информисање",Уписани на специјалистичке студије,M,0
2019,Број,"Пословање, администрација и право",Докторанти,Оба пола,0
2019,Број,Образовање,Докторанти,Ж,0
2019,Број,Услуге,Докторанти,M,0
2020,Број,Укупно,Уписани на магистарске студије,Оба пола,4
2020,Број,"Природне науке, математика и статистика",Уписани на магистарске студије,Ж,3
2020,Број,"Инжeњерство, производња и грађевинарство",Уписани на магистарске студије,M,1
2020,Број,Информационе и комуникационе технологије,Уписани на мастер студије,Оба пола,2 430
2020,Број,Здравство и социјална заштита,Уписани на специјалистичке студије,Ж,1 036
2020,Број,"Пољопривреда, шумарство, рибарство и ветеринарство",Уписани на специјалистичке студије,M,1 394
2020,Број,"Друштвене науке, новинарство и информисање",Уписани на специјалистичке студије,Оба пола,170
2020,Број,"Пословање, администрација и право",Уписани на специјалистичке студије,Ж,39
2020,Број,Образовање,Уписани на специјалистичке студије,M,131
2020,Број,Услуге,Докторанти,Оба пола,184
2020,Број,Укупно,Докторанти,Ж,79
2020,Број,"Природне науке, математика и статистика",Докторанти,M,105
2020,Број,"Инжeњерство, производња и грађевинарство",Уписани на магистарске студије,Оба пола,0
2020,Број,Информационе и комуникационе технологије,Уписани на магистарске студије,Ж,0
2020,Број,Здравство и социјална заштита,Уписани на магистарске студије,M,0
2020,Број,"Пољопривреда, шумарство, рибарство и ветеринарство",Уписани на мастер студије,Оба пола,93
2020,Број,"Друштвене науке, новинарство и информисање",Уписани на специјалистичке студије,Ж,26
2020,Број,"Пословање, администрација и право",Уписани на специјалистичке студије,M,67
2020,Број,Образовање,Уписани на специјалистичке студије,Оба пола,0
2020,Број,Услуге,Уписани на специјалистичке студије,Ж,0
2020,Број,Укупно,Уписани на специјалистичке студије,M,0
2020,Број,"Природне науке, математика и статистика",Докторанти,Оба пола,12
2020,Број,"Инжeњерство, производња и грађевинарство",Докторанти,Ж,8
2020,Број,Информационе и комуникационе технологије,Докторанти,M,4
2020,Број,Здравство и социјална заштита,Уписани на магистарске студије,Оба пола,0
2020,Број,"Пољопривреда, шумарство, рибарство и ветеринарство",Уписани на магистарске студије,Ж,0
2020,Број,"Друштвене науке, новинарство и информисање",Уписани на магистарске студије,M,0
2020,Број,"Пословање, администрација и право",Уписани на мастер студије,Оба пола,399
2020,Број,Образовање,Уписани на специјалистичке студије,Ж,252
2020,Број,Услуге,Уписани на специјалистичке студије,M,147
2020,Број,Укупно,Уписани на специјалистичке студије,Оба пола,0
2020,Број,"Природне науке, математика и статистика",Уписани на специјалистичке студије,Ж,0
2020,Број,"Инжeњерство, производња и грађевинарство",Уписани на специјалистичке студије,M,0
2020,Број,Информационе и комуникационе технологије,Докторанти,Оба пола,2
2020,Број,Здравство и социјална заштита,Докторанти,Ж,1
2020,Број,"Пољопривреда, шумарство, рибарство и ветеринарство",Докторанти,M,1
2020,Број,"Друштвене науке, новинарство и информисање",Уписани на магистарске студије,Оба пола,0
2020,Број,"Пословање, администрација и право",Уписани на магистарске студије,Ж,0
2020,Број,Образовање,Уписани на магистарске студије,M,0
2020,Број,Услуге,Уписани на мастер студије,Оба пола,117
2020,Број,Укупно,Уписани на специјалистичке студије,Ж,82
2020,Број,"Природне науке, математика и статистика",Уписани на специјалистичке студије,M,35
2020,Број,"Инжeњерство, производња и грађевинарство",Уписани на специјалистичке студије,Оба пола,0
2020,Број,Информационе и комуникационе технологије,Уписани на специјалистичке студије,Ж,0
2020,Број,Здравство и социјална заштита,Уписани на специјалистичке студије,M,0
2020,Број,"Пољопривреда, шумарство, рибарство и ветеринарство",Докторанти,Оба пола,5
2020,Број,"Друштвене науке, новинарство и информисање",Докторанти,Ж,3
2020,Број,"Пословање, администрација и право",Докторанти,M,2
2020,Број,Образовање,Уписани на магистарске студије,Оба пола,0
2020,Број,Услуге,Уписани на магистарске студије,Ж,0
2020,Број,Укупно,Уписани на магистарске студије,M,0
2020,Број,"Природне науке, математика и статистика",Уписани на мастер студије,Оба пола,52
2020,Број,"Инжeњерство, производња и грађевинарство",Уписани на специјалистичке студије,Ж,10
2020,Број,Информационе и комуникационе технологије,Уписани на специјалистичке студије,M,42
2020,Број,Здравство и социјална заштита,Уписани на специјалистичке студије,Оба пола,170
2020,Број,"Пољопривреда, шумарство, рибарство и ветеринарство",Уписани на специјалистичке студије,Ж,39
2020,Број,"Друштвене науке, новинарство и информисање",Уписани на специјалистичке студије,M,131
2020,Број,"Пословање, администрација и право",Докторанти,Оба пола,96
2020,Број,Образовање,Докторанти,Ж,35
2020,Број,Услуге,Докторанти,M,61
2020,Број,Укупно,Уписани на магистарске студије,Оба пола,0
2020,Број,"Природне науке, математика и статистика",Уписани на магистарске студије,Ж,0
2020,Број,"Инжeњерство, производња и грађевинарство",Уписани на магистарске студије,M,0
2020,Број,Информационе и комуникационе технологије,Уписани на мастер студије,Оба пола,216
2020,Број,Здравство и социјална заштита,Уписани на специјалистичке студије,Ж,119
2020,Број,"Пољопривреда, шумарство, рибарство и ветеринарство",Уписани на специјалистичке студије,M,97
2020,Број,"Друштвене науке, новинарство и информисање",Уписани на специјалистичке студије,Оба пола,0
2020,Број,"Пословање, администрација и право",Уписани на специјалистичке студије,Ж,0
2020,Број,Образовање,Уписани на специјалистичке студије,M,0
2020,Број,Услуге,Докторанти,Оба пола,14
2020,Број,Укупно,Докторанти,Ж,9
2020,Број,"Природне науке, математика и статистика",Докторанти,M,5
2020,Број,"Инжeњерство, производња и грађевинарство",Уписани на магистарске студије,Оба пола,0
2020,Број,Информационе и комуникационе технологије,Уписани на магистарске студије,Ж,0
2020,Број,Здравство и социјална заштита,Уписани на магистарске студије,M,0
2020,Број,"Пољопривреда, шумарство, рибарство и ветеринарство",Уписани на мастер студије,Оба пола,619
2020,Број,"Друштвене науке, новинарство и информисање",Уписани на специјалистичке студије,Ж,194
2020,Број,"Пословање, администрација и право",Уписани на специјалистичке студије,M,425
2020,Број,Образовање,Уписани на специјалистичке студије,Оба пола,0
2020,Број,Услуге,Уписани на специјалистичке студије,Ж,0
2020,Број,Укупно,Уписани на специјалистичке студије,M,0
2020,Број,"Природне науке, математика и статистика",Докторанти,Оба пола,22
2020,Број,"Инжeњерство, производња и грађевинарство",Докторанти,Ж,12
2020,Број,Информационе и комуникационе технологије,Докторанти,M,10
2020,Број,Здравство и социјална заштита,Уписани на магистарске студије,Оба пола,2
2020,Број,"Пољопривреда, шумарство, рибарство и ветеринарство",Уписани на магистарске студије,Ж,1
2020,Број,"Друштвене науке, новинарство и информисање",Уписани на магистарске студије,M,1
2020,Број,"Пословање, администрација и право",Уписани на мастер студије,Оба пола,216
2020,Број,Образовање,Уписани на специјалистичке студије,Ж,79
2020,Број,Услуге,Уписани на специјалистичке студије,M,137
2020,Број,Укупно,Уписани на специјалистичке студије,Оба пола,0
2020,Број,"Природне науке, математика и статистика",Уписани на специјалистичке студије,Ж,0
2020,Број,"Инжeњерство, производња и грађевинарство",Уписани на специјалистичке студије,M,0
2020,Број,Информационе и комуникационе технологије,Докторанти,Оба пола,1
2020,Број,Здравство и социјална заштита,Докторанти,Ж,0
2020,Број,"Пољопривреда, шумарство, рибарство и ветеринарство",Докторанти,M,1
2020,Број,"Друштвене науке, новинарство и информисање",Уписани на магистарске студије,Оба пола,2
2020,Број,"Пословање, администрација и право",Уписани на магистарске студије,Ж,2
2020,Број,Образовање,Уписани на магистарске студије,M,0
2020,Број,Услуге,Уписани на мастер студије,Оба пола,381
2020,Број,Укупно,Уписани на специјалистичке студије,Ж,129
2020,Број,"Природне науке, математика и статистика",Уписани на специјалистичке студије,M,252
2020,Број,"Инжeњерство, производња и грађевинарство",Уписани на специјалистичке студије,Оба пола,0
2020,Број,Информационе и комуникационе технологије,Уписани на специјалистичке студије,Ж,0
2020,Број,Здравство и социјална заштита,Уписани на специјалистичке студије,M,0
2020,Број,"Пољопривреда, шумарство, рибарство и ветеринарство",Докторанти,Оба пола,8
2020,Број,"Друштвене науке, новинарство и информисање",Докторанти,Ж,8
2020,Број,"Пословање, администрација и право",Докторанти,M,0
2020,Број,Образовање,Уписани на магистарске студије,Оба пола,0
2020,Број,Услуге,Уписани на магистарске студије,Ж,0
2020,Број,Укупно,Уписани на магистарске студије,M,0
2020,Број,"Природне науке, математика и статистика",Уписани на мастер студије,Оба пола,328
2020,Број,"Инжeњерство, производња и грађевинарство",Уписани на специјалистичке студије,Ж,142
2020,Број,Информационе и комуникационе технологије,Уписани на специјалистичке студије,M,186
2020,Број,Здравство и социјална заштита,Уписани на специјалистичке студије,Оба пола,0
2020,Број,"Пољопривреда, шумарство, рибарство и ветеринарство",Уписани на специјалистичке студије,Ж,0
2020,Број,"Друштвене науке, новинарство и информисање",Уписани на специјалистичке студије,M,0
2020,Број,"Пословање, администрација и право",Докторанти,Оба пола,24
2020,Број,Образовање,Докторанти,Ж,3
2020,Број,Услуге,Докторанти,M,21
2020,Број,Укупно,Уписани на магистарске студије,Оба пола,0
2020,Број,"Природне науке, математика и статистика",Уписани на магистарске студије,Ж,0
2020,Број,"Инжeњерство, производња и грађевинарство",Уписани на магистарске студије,M,0
2020,Број,Информационе и комуникационе технологије,Уписани на мастер студије,Оба пола,9
2020,Број,Здравство и социјална заштита,Уписани на специјалистичке студије,Ж,3
2020,Број,"Пољопривреда, шумарство, рибарство и ветеринарство",Уписани на специјалистичке студије,M,6
2020,Број,"Друштвене науке, новинарство и информисање",Уписани на специјалистичке студије,Оба пола,0
2020,Број,"Пословање, администрација и право",Уписани на специјалистичке студије,Ж,0
2020,Број,Образовање,Уписани на специјалистичке студије,M,0
