Year,UNIT_MEASURE,Teritory,SEX,AGE,Value
2013,NUMBER,PELAGICEVO,M,10-14,94
2013,NUMBER,PELAGICEVO,F,10-14,91
2013,NUMBER,PETROVAC,_T,10-14,21
2013,NUMBER,PETROVAC,M,10-14,9
2013,NUMBER,PETROVAC,F,10-14,12
2013,NUMBER,PETROVO,_T,10-14,265
2013,NUMBER,PETROVO,M,10-14,125
2013,NUMBER,PETROVO,F,10-14,140
2013,NUMBER,GRAD PRIJEDOR,_T,10-14,3719
2013,NUMBER,GRAD PRIJEDOR,M,10-14,1888
2013,NUMBER,GRAD PRIJEDOR,F,10-14,1831
2013,NUMBER,PRNJAVOR,_T,10-14,1869
2013,NUMBER,PRNJAVOR,M,10-14,959
2013,NUMBER,PRNJAVOR,F,10-14,910
2013,NUMBER,RIBNIK,_T,10-14,310
2013,NUMBER,RIBNIK,M,10-14,151
2013,NUMBER,RIBNIK,F,10-14,159
2013,NUMBER,ROGATICA,_T,10-14,416
2013,NUMBER,ROGATICA,M,10-14,213
2013,NUMBER,ROGATICA,F,10-14,203
2013,NUMBER,RUDO,_T,10-14,305
2013,NUMBER,RUDO,M,10-14,166
2013,NUMBER,RUDO,F,10-14,139
2013,NUMBER,SRBAC,_T,10-14,850
2013,NUMBER,SRBAC,M,10-14,446
2013,NUMBER,SRBAC,F,10-14,404
2013,NUMBER,SREBRENICA,_T,10-14,515
2013,NUMBER,SREBRENICA,M,10-14,278
2013,NUMBER,SREBRENICA,F,10-14,237
2013,NUMBER,STANARI,_T,10-14,323
2013,NUMBER,STANARI,M,10-14,172
2013,NUMBER,STANARI,F,10-14,151
2013,NUMBER,TESLIC,_T,10-14,2082
2013,NUMBER,TESLIC,M,10-14,1053
2013,NUMBER,TESLIC,F,10-14,1029
2013,NUMBER,GRAD TREBINJE,_T,10-14,1481
2013,NUMBER,GRAD TREBINJE,M,10-14,768
2013,NUMBER,GRAD TREBINJE,F,10-14,713
2013,NUMBER,UGLJEVIK,_T,10-14,753
2013,NUMBER,UGLJEVIK,M,10-14,382
2013,NUMBER,UGLJEVIK,F,10-14,371
2013,NUMBER,FOCA,_T,10-14,783
2013,NUMBER,FOCA,M,10-14,390
2013,NUMBER,FOCA,F,10-14,393
2013,NUMBER,HAN PIJESAK,_T,10-14,134
2013,NUMBER,HAN PIJESAK,M,10-14,70
2013,NUMBER,HAN PIJESAK,F,10-14,64
2013,NUMBER,CAJNICE,_T,10-14,232
2013,NUMBER,CAJNICE,M,10-14,131
2013,NUMBER,CAJNICE,F,10-14,101
2013,NUMBER,CELINAC,_T,10-14,812
2013,NUMBER,CELINAC,M,10-14,434
2013,NUMBER,CELINAC,F,10-14,378
2013,NUMBER,SAMAC,_T,10-14,771
2013,NUMBER,SAMAC,M,10-14,403
2013,NUMBER,SAMAC,F,10-14,368
2013,NUMBER,SEKOVICI,_T,10-14,292
2013,NUMBER,SEKOVICI,M,10-14,157
2013,NUMBER,SEKOVICI,F,10-14,135
2013,NUMBER,SIPOVO,_T,10-14,545
2013,NUMBER,SIPOVO,M,10-14,270
2013,NUMBER,SIPOVO,F,10-14,275
2013,NUMBER,REPUBLIKA SRPSKA,_T,15-19,69969
2013,NUMBER,REPUBLIKA SRPSKA,M,15-19,36081
2013,NUMBER,REPUBLIKA SRPSKA,F,15-19,33888
2013,NUMBER,GRAD BANJA LUKA,_T,15-19,10268
2013,NUMBER,GRAD BANJA LUKA,M,15-19,5211
2013,NUMBER,GRAD BANJA LUKA,F,15-19,5057
2013,NUMBER,BERKOVICI,_T,15-19,84
2013,NUMBER,BERKOVICI,M,15-19,46
2013,NUMBER,BERKOVICI,F,15-19,38
2013,NUMBER,GRAD BIJELJINA,_T,15-19,6029
2013,NUMBER,GRAD BIJELJINA,M,15-19,3141
2013,NUMBER,GRAD BIJELJINA,F,15-19,2888
2013,NUMBER,BILECA,_T,15-19,747
2013,NUMBER,BILECA,M,15-19,423
2013,NUMBER,BILECA,F,15-19,324
2013,NUMBER,BRATUNAC,_T,15-19,1135
2013,NUMBER,BRATUNAC,M,15-19,597
2013,NUMBER,BRATUNAC,F,15-19,538
2013,NUMBER,BROD,_T,15-19,924
2013,NUMBER,BROD,M,15-19,484
2013,NUMBER,BROD,F,15-19,440
2013,NUMBER,VISEGRAD,_T,15-19,526
2013,NUMBER,VISEGRAD,M,15-19,262
2013,NUMBER,VISEGRAD,F,15-19,264
2013,NUMBER,VLASENICA,_T,15-19,709
2013,NUMBER,VLASENICA,M,15-19,352
2013,NUMBER,VLASENICA,F,15-19,357
2013,NUMBER,VUKOSAVLJE,_T,15-19,270
2013,NUMBER,VUKOSAVLJE,M,15-19,147
2013,NUMBER,VUKOSAVLJE,F,15-19,123
2013,NUMBER,GACKO,_T,15-19,601
2013,NUMBER,GACKO,M,15-19,303
2013,NUMBER,GACKO,F,15-19,298
2013,NUMBER,GRAD GRADISKA,_T,15-19,3034
2013,NUMBER,GRAD GRADISKA,M,15-19,1555
2013,NUMBER,GRAD GRADISKA,F,15-19,1479
2013,NUMBER,GRAD DERVENTA,_T,15-19,1570
2013,NUMBER,GRAD DERVENTA,M,15-19,829
2013,NUMBER,GRAD DERVENTA,F,15-19,741
2013,NUMBER,GRAD DOBOJ,_T,15-19,3582
2013,NUMBER,GRAD DOBOJ,M,15-19,1825
2013,NUMBER,GRAD DOBOJ,F,15-19,1757
2013,NUMBER,DONJI ZABAR,_T,15-19,229
2013,NUMBER,DONJI ZABAR,M,15-19,116
2013,NUMBER,DONJI ZABAR,F,15-19,113
2013,NUMBER,GRAD ZVORNIK,_T,15-19,3271
2013,NUMBER,GRAD ZVORNIK,M,15-19,1730
2013,NUMBER,GRAD ZVORNIK,F,15-19,1541
2013,NUMBER,ISTOCNI DRVAR,_T,15-19,1
2013,NUMBER,ISTOCNI DRVAR,M,15-19,-
2013,NUMBER,ISTOCNI DRVAR,F,15-19,1
2013,NUMBER,ISTOCNI MOSTAR,_T,15-19,11
2013,NUMBER,ISTOCNI MOSTAR,M,15-19,8
2013,NUMBER,ISTOCNI MOSTAR,F,15-19,3
2013,NUMBER,GRAD ISTOCNO SARAJEVO,_T,15-19,3429
2013,NUMBER,GRAD ISTOCNO SARAJEVO,M,15-19,1722
2013,NUMBER,GRAD ISTOCNO SARAJEVO,F,15-19,1707
2013,NUMBER,ISTOCNA ILIDZA,_T,15-19,789
2013,NUMBER,ISTOCNA ILIDZA,M,15-19,403
2013,NUMBER,ISTOCNA ILIDZA,F,15-19,386
2013,NUMBER,ISTOCNO NOVO SARAJEVO,_T,15-19,599
2013,NUMBER,ISTOCNO NOVO SARAJEVO,M,15-19,309
2013,NUMBER,ISTOCNO NOVO SARAJEVO,F,15-19,290
2013,NUMBER,ISTOČNI STARI GRAD,_T,15-19,47
2013,NUMBER,ISTOČNI STARI GRAD,M,15-19,21
2013,NUMBER,ISTOČNI STARI GRAD,F,15-19,26
2013,NUMBER,PALE,_T,15-19,1263
2013,NUMBER,PALE,M,15-19,624
2013,NUMBER,PALE,F,15-19,639
2013,NUMBER,SOKOLAC,_T,15-19,639
2013,NUMBER,SOKOLAC,M,15-19,327
2013,NUMBER,SOKOLAC,F,15-19,312
2013,NUMBER,TRNOVO,_T,15-19,92
2013,NUMBER,TRNOVO,M,15-19,38
2013,NUMBER,TRNOVO,F,15-19,54
2013,NUMBER,JEZERO,_T,15-19,73
2013,NUMBER,JEZERO,M,15-19,34
2013,NUMBER,JEZERO,F,15-19,39
2013,NUMBER,KALINOVIK,_T,15-19,85
2013,NUMBER,KALINOVIK,M,15-19,37
2013,NUMBER,KALINOVIK,F,15-19,48
2013,NUMBER,KNEZEVO,_T,15-19,599
2013,NUMBER,KNEZEVO,M,15-19,299
2013,NUMBER,KNEZEVO,F,15-19,300
2013,NUMBER,KOSTAJNICA,_T,15-19,339
2013,NUMBER,KOSTAJNICA,M,15-19,178
2013,NUMBER,KOSTAJNICA,F,15-19,161
2013,NUMBER,KOTOR VAROS,_T,15-19,1362
2013,NUMBER,KOTOR VAROS,M,15-19,711
2013,NUMBER,KOTOR VAROS,F,15-19,651
2013,NUMBER,KOZARSKA DUBICA,_T,15-19,1145
2013,NUMBER,KOZARSKA DUBICA,M,15-19,591
2013,NUMBER,KOZARSKA DUBICA,F,15-19,554
2013,NUMBER,KRUPA NA UNI,_T,15-19,95
2013,NUMBER,KRUPA NA UNI,M,15-19,51
2013,NUMBER,KRUPA NA UNI,F,15-19,44
2013,NUMBER,KUPRES,_T,15-19,11
2013,NUMBER,KUPRES,M,15-19,8
2013,NUMBER,KUPRES,F,15-19,3
2013,NUMBER,LAKTASI,_T,15-19,2123
2013,NUMBER,LAKTASI,M,15-19,1115
2013,NUMBER,LAKTASI,F,15-19,1008
2013,NUMBER,LOPARE,_T,15-19,886
2013,NUMBER,LOPARE,M,15-19,437
2013,NUMBER,LOPARE,F,15-19,449
2013,NUMBER,LJUBINJE,_T,15-19,195
2013,NUMBER,LJUBINJE,M,15-19,101
2013,NUMBER,LJUBINJE,F,15-19,94
2013,NUMBER,MILICI,_T,15-19,709
2013,NUMBER,MILICI,M,15-19,371
2013,NUMBER,MILICI,F,15-19,338
2013,NUMBER,MODRICA,_T,15-19,1490
2013,NUMBER,MODRICA,M,15-19,750
2013,NUMBER,MODRICA,F,15-19,740
2013,NUMBER,MRKONJIC GRAD,_T,15-19,930
2013,NUMBER,MRKONJIC GRAD,M,15-19,519
2013,NUMBER,MRKONJIC GRAD,F,15-19,411
2013,NUMBER,NEVESINJE,_T,15-19,750
2013,NUMBER,NEVESINJE,M,15-19,376
2013,NUMBER,NEVESINJE,F,15-19,374
2013,NUMBER,NOVI GRAD,_T,15-19,1527
2013,NUMBER,NOVI GRAD,M,15-19,785
2013,NUMBER,NOVI GRAD,F,15-19,742
2013,NUMBER,NOVO GORAZDE,_T,15-19,135
2013,NUMBER,NOVO GORAZDE,M,15-19,66
2013,NUMBER,NOVO GORAZDE,F,15-19,69
2013,NUMBER,OSMACI,_T,15-19,394
2013,NUMBER,OSMACI,M,15-19,200
2013,NUMBER,OSMACI,F,15-19,194
2013,NUMBER,OSTRA LUKA,_T,15-19,206
2013,NUMBER,OSTRA LUKA,M,15-19,107
2013,NUMBER,OSTRA LUKA,F,15-19,99
2013,NUMBER,PELAGICEVO,_T,15-19,221
2013,NUMBER,PELAGICEVO,M,15-19,117
2013,NUMBER,PELAGICEVO,F,15-19,104
2013,NUMBER,PETROVAC,_T,15-19,9
2013,NUMBER,PETROVAC,M,15-19,6
2013,NUMBER,PETROVAC,F,15-19,3
2013,NUMBER,PETROVO,_T,15-19,327
2013,NUMBER,PETROVO,M,15-19,178
2013,NUMBER,PETROVO,F,15-19,149
2013,NUMBER,GRAD PRIJEDOR,_T,15-19,4904
2013,NUMBER,GRAD PRIJEDOR,M,15-19,2485
2013,NUMBER,GRAD PRIJEDOR,F,15-19,2419
2013,NUMBER,PRNJAVOR,_T,15-19,2204
2013,NUMBER,PRNJAVOR,M,15-19,1187
2013,NUMBER,PRNJAVOR,F,15-19,1017
2013,NUMBER,RIBNIK,_T,15-19,327
2013,NUMBER,RIBNIK,M,15-19,162
2013,NUMBER,RIBNIK,F,15-19,165
2013,NUMBER,ROGATICA,_T,15-19,574
2013,NUMBER,ROGATICA,M,15-19,305
2013,NUMBER,ROGATICA,F,15-19,269
2013,NUMBER,RUDO,_T,15-19,368
2013,NUMBER,RUDO,M,15-19,190
2013,NUMBER,RUDO,F,15-19,178
2013,NUMBER,SRBAC,_T,15-19,997
2013,NUMBER,SRBAC,M,15-19,511
2013,NUMBER,SRBAC,F,15-19,486
2013,NUMBER,SREBRENICA,_T,15-19,739
2013,NUMBER,SREBRENICA,M,15-19,397
2013,NUMBER,SREBRENICA,F,15-19,342
2013,NUMBER,STANARI,_T,15-19,376
2013,NUMBER,STANARI,M,15-19,177
2013,NUMBER,STANARI,F,15-19,199
2013,NUMBER,TESLIC,_T,15-19,2482
2013,NUMBER,TESLIC,M,15-19,1271
2013,NUMBER,TESLIC,F,15-19,1211
2013,NUMBER,GRAD TREBINJE,_T,15-19,1547
2013,NUMBER,GRAD TREBINJE,M,15-19,818
2013,NUMBER,GRAD TREBINJE,F,15-19,729
2013,NUMBER,UGLJEVIK,_T,15-19,903
2013,NUMBER,UGLJEVIK,M,15-19,468
2013,NUMBER,UGLJEVIK,F,15-19,435
2013,NUMBER,FOCA,_T,15-19,1045
2013,NUMBER,FOCA,M,15-19,558
2013,NUMBER,FOCA,F,15-19,487
2013,NUMBER,HAN PIJESAK,_T,15-19,205
2013,NUMBER,HAN PIJESAK,M,15-19,86
2013,NUMBER,HAN PIJESAK,F,15-19,119
2013,NUMBER,CAJNICE,_T,15-19,280
2013,NUMBER,CAJNICE,M,15-19,158
2013,NUMBER,CAJNICE,F,15-19,122
2013,NUMBER,CELINAC,_T,15-19,1066
2013,NUMBER,CELINAC,M,15-19,541
2013,NUMBER,CELINAC,F,15-19,525
2013,NUMBER,SAMAC,_T,15-19,996
2013,NUMBER,SAMAC,M,15-19,489
2013,NUMBER,SAMAC,F,15-19,507
2013,NUMBER,SEKOVICI,_T,15-19,373
2013,NUMBER,SEKOVICI,M,15-19,183
2013,NUMBER,SEKOVICI,F,15-19,190
2013,NUMBER,SIPOVO,_T,15-19,552
2013,NUMBER,SIPOVO,M,15-19,307
2013,NUMBER,SIPOVO,F,15-19,245
2013,NUMBER,REPUBLIKA SRPSKA,_T,20-24,66641
2013,NUMBER,REPUBLIKA SRPSKA,M,20-24,34593
2013,NUMBER,REPUBLIKA SRPSKA,F,20-24,32048
2013,NUMBER,GRAD BANJA LUKA,_T,20-24,10309
2013,NUMBER,GRAD BANJA LUKA,M,20-24,5114
2013,NUMBER,GRAD BANJA LUKA,F,20-24,5195
2013,NUMBER,BERKOVICI,_T,20-24,86
2013,NUMBER,BERKOVICI,M,20-24,43
2013,NUMBER,BERKOVICI,F,20-24,43
2013,NUMBER,GRAD BIJELJINA,_T,20-24,5932
2013,NUMBER,GRAD BIJELJINA,M,20-24,3044
2013,NUMBER,GRAD BIJELJINA,F,20-24,2888
2013,NUMBER,BILECA,_T,20-24,609
2013,NUMBER,BILECA,M,20-24,313
2013,NUMBER,BILECA,F,20-24,296
2013,NUMBER,BRATUNAC,_T,20-24,1175
2013,NUMBER,BRATUNAC,M,20-24,633
2013,NUMBER,BRATUNAC,F,20-24,542
2013,NUMBER,BROD,_T,20-24,846
2013,NUMBER,BROD,M,20-24,433
2013,NUMBER,BROD,F,20-24,413
2013,NUMBER,VISEGRAD,_T,20-24,504
2013,NUMBER,VISEGRAD,M,20-24,282
2013,NUMBER,VISEGRAD,F,20-24,222
2013,NUMBER,VLASENICA,_T,20-24,621
2013,NUMBER,VLASENICA,M,20-24,307
2013,NUMBER,VLASENICA,F,20-24,314
2013,NUMBER,VUKOSAVLJE,_T,20-24,260
2013,NUMBER,VUKOSAVLJE,M,20-24,142
2013,NUMBER,VUKOSAVLJE,F,20-24,118
2013,NUMBER,GACKO,_T,20-24,440
2013,NUMBER,GACKO,M,20-24,238
2013,NUMBER,GACKO,F,20-24,202
2013,NUMBER,GRAD GRADISKA,_T,20-24,2685
2013,NUMBER,GRAD GRADISKA,M,20-24,1415
2013,NUMBER,GRAD GRADISKA,F,20-24,1270
2013,NUMBER,GRAD DERVENTA,_T,20-24,1390
2013,NUMBER,GRAD DERVENTA,M,20-24,737
2013,NUMBER,GRAD DERVENTA,F,20-24,653
2013,NUMBER,GRAD DOBOJ,_T,20-24,3285
2013,NUMBER,GRAD DOBOJ,M,20-24,1719
2013,NUMBER,GRAD DOBOJ,F,20-24,1566
2013,NUMBER,DONJI ZABAR,_T,20-24,218
2013,NUMBER,DONJI ZABAR,M,20-24,117
2013,NUMBER,DONJI ZABAR,F,20-24,101
2013,NUMBER,GRAD ZVORNIK,_T,20-24,3408
2013,NUMBER,GRAD ZVORNIK,M,20-24,1840
2013,NUMBER,GRAD ZVORNIK,F,20-24,1568
2013,NUMBER,ISTOCNI DRVAR,_T,20-24,5
2013,NUMBER,ISTOCNI DRVAR,M,20-24,3
2013,NUMBER,ISTOCNI DRVAR,F,20-24,2
2013,NUMBER,ISTOCNI MOSTAR,_T,20-24,12
2013,NUMBER,ISTOCNI MOSTAR,M,20-24,8
2013,NUMBER,ISTOCNI MOSTAR,F,20-24,4
2013,NUMBER,GRAD ISTOCNO SARAJEVO,_T,20-24,3652
2013,NUMBER,GRAD ISTOCNO SARAJEVO,M,20-24,1849
2013,NUMBER,GRAD ISTOCNO SARAJEVO,F,20-24,1803
2013,NUMBER,ISTOCNA ILIDZA,_T,20-24,842
2013,NUMBER,ISTOCNA ILIDZA,M,20-24,430
2013,NUMBER,ISTOCNA ILIDZA,F,20-24,412
2013,NUMBER,ISTOCNO NOVO SARAJEVO,_T,20-24,596
2013,NUMBER,ISTOCNO NOVO SARAJEVO,M,20-24,299
2013,NUMBER,ISTOCNO NOVO SARAJEVO,F,20-24,297
2013,NUMBER,ISTOČNI STARI GRAD,_T,20-24,53
2013,NUMBER,ISTOČNI STARI GRAD,M,20-24,31
2013,NUMBER,ISTOČNI STARI GRAD,F,20-24,22
2013,NUMBER,PALE,_T,20-24,1377
2013,NUMBER,PALE,M,20-24,678
2013,NUMBER,PALE,F,20-24,699
2013,NUMBER,SOKOLAC,_T,20-24,682
2013,NUMBER,SOKOLAC,M,20-24,351
2013,NUMBER,SOKOLAC,F,20-24,331
2013,NUMBER,TRNOVO,_T,20-24,102
2013,NUMBER,TRNOVO,M,20-24,60
2013,NUMBER,TRNOVO,F,20-24,42
2013,NUMBER,JEZERO,_T,20-24,63
2013,NUMBER,JEZERO,M,20-24,37
2013,NUMBER,JEZERO,F,20-24,26
2013,NUMBER,KALINOVIK,_T,20-24,104
2013,NUMBER,KALINOVIK,M,20-24,59
2013,NUMBER,KALINOVIK,F,20-24,45
2013,NUMBER,KNEZEVO,_T,20-24,539
2013,NUMBER,KNEZEVO,M,20-24,286
2013,NUMBER,KNEZEVO,F,20-24,253
2013,NUMBER,KOSTAJNICA,_T,20-24,310
2013,NUMBER,KOSTAJNICA,M,20-24,164
2013,NUMBER,KOSTAJNICA,F,20-24,146
2013,NUMBER,KOTOR VAROS,_T,20-24,1287
2013,NUMBER,KOTOR VAROS,M,20-24,676
2013,NUMBER,KOTOR VAROS,F,20-24,611
2013,NUMBER,KOZARSKA DUBICA,_T,20-24,1098
2013,NUMBER,KOZARSKA DUBICA,M,20-24,592
2013,NUMBER,KOZARSKA DUBICA,F,20-24,506
2013,NUMBER,KRUPA NA UNI,_T,20-24,78
2013,NUMBER,KRUPA NA UNI,M,20-24,48
2013,NUMBER,KRUPA NA UNI,F,20-24,30
2013,NUMBER,KUPRES,_T,20-24,6
2013,NUMBER,KUPRES,M,20-24,3
2013,NUMBER,KUPRES,F,20-24,3
2013,NUMBER,LAKTASI,_T,20-24,2038
2013,NUMBER,LAKTASI,M,20-24,1058
2013,NUMBER,LAKTASI,F,20-24,980
2013,NUMBER,LOPARE,_T,20-24,839
2013,NUMBER,LOPARE,M,20-24,438
2013,NUMBER,LOPARE,F,20-24,401
2013,NUMBER,LJUBINJE,_T,20-24,177
2013,NUMBER,LJUBINJE,M,20-24,97
2013,NUMBER,LJUBINJE,F,20-24,80
2013,NUMBER,MILICI,_T,20-24,697
2013,NUMBER,MILICI,M,20-24,380
2013,NUMBER,MILICI,F,20-24,317
2013,NUMBER,MODRICA,_T,20-24,1330
2013,NUMBER,MODRICA,M,20-24,676
2013,NUMBER,MODRICA,F,20-24,654
2013,NUMBER,MRKONJIC GRAD,_T,20-24,775
2013,NUMBER,MRKONJIC GRAD,M,20-24,407
2013,NUMBER,MRKONJIC GRAD,F,20-24,368
2013,NUMBER,NEVESINJE,_T,20-24,638
2013,NUMBER,NEVESINJE,M,20-24,339
2013,NUMBER,NEVESINJE,F,20-24,299
2013,NUMBER,NOVI GRAD,_T,20-24,1423
2013,NUMBER,NOVI GRAD,M,20-24,747
2013,NUMBER,NOVI GRAD,F,20-24,676
2013,NUMBER,NOVO GORAZDE,_T,20-24,185
2013,NUMBER,NOVO GORAZDE,M,20-24,111
2013,NUMBER,NOVO GORAZDE,F,20-24,74
2013,NUMBER,OSMACI,_T,20-24,384
2013,NUMBER,OSMACI,M,20-24,193
2013,NUMBER,OSMACI,F,20-24,191
2013,NUMBER,OSTRA LUKA,_T,20-24,107
2013,NUMBER,OSTRA LUKA,M,20-24,52
2013,NUMBER,OSTRA LUKA,F,20-24,55
2013,NUMBER,PELAGICEVO,_T,20-24,183
2013,NUMBER,PELAGICEVO,M,20-24,105
2013,NUMBER,PELAGICEVO,F,20-24,78
2013,NUMBER,PETROVAC,_T,20-24,10
2013,NUMBER,PETROVAC,M,20-24,6
2013,NUMBER,PETROVAC,F,20-24,4
2013,NUMBER,PETROVO,_T,20-24,358
2013,NUMBER,PETROVO,M,20-24,188
2013,NUMBER,PETROVO,F,20-24,170
2013,NUMBER,GRAD PRIJEDOR,_T,20-24,4741
2013,NUMBER,GRAD PRIJEDOR,M,20-24,2429
2013,NUMBER,GRAD PRIJEDOR,F,20-24,2312
2013,NUMBER,PRNJAVOR,_T,20-24,1792
2013,NUMBER,PRNJAVOR,M,20-24,920
2013,NUMBER,PRNJAVOR,F,20-24,872
2013,NUMBER,RIBNIK,_T,20-24,279
2013,NUMBER,RIBNIK,M,20-24,134
2013,NUMBER,RIBNIK,F,20-24,145
2013,NUMBER,ROGATICA,_T,20-24,542
2013,NUMBER,ROGATICA,M,20-24,280
2013,NUMBER,ROGATICA,F,20-24,262
2013,NUMBER,RUDO,_T,20-24,421
2013,NUMBER,RUDO,M,20-24,216
2013,NUMBER,RUDO,F,20-24,205
2013,NUMBER,SRBAC,_T,20-24,930
2013,NUMBER,SRBAC,M,20-24,497
2013,NUMBER,SRBAC,F,20-24,433
2013,NUMBER,SREBRENICA,_T,20-24,782
2013,NUMBER,SREBRENICA,M,20-24,429
2013,NUMBER,SREBRENICA,F,20-24,353
2013,NUMBER,STANARI,_T,20-24,370
2013,NUMBER,STANARI,M,20-24,188
2013,NUMBER,STANARI,F,20-24,182
2013,NUMBER,TESLIC,_T,20-24,2082
2013,NUMBER,TESLIC,M,20-24,1095
2013,NUMBER,TESLIC,F,20-24,987
2013,NUMBER,GRAD TREBINJE,_T,20-24,1469
2013,NUMBER,GRAD TREBINJE,M,20-24,792
2013,NUMBER,GRAD TREBINJE,F,20-24,677
2013,NUMBER,UGLJEVIK,_T,20-24,977
2013,NUMBER,UGLJEVIK,M,20-24,515
2013,NUMBER,UGLJEVIK,F,20-24,462
2013,NUMBER,FOCA,_T,20-24,1022
2013,NUMBER,FOCA,M,20-24,524
2013,NUMBER,FOCA,F,20-24,498
2013,NUMBER,HAN PIJESAK,_T,20-24,143
2013,NUMBER,HAN PIJESAK,M,20-24,85
2013,NUMBER,HAN PIJESAK,F,20-24,58
2013,NUMBER,CAJNICE,_T,20-24,271
2013,NUMBER,CAJNICE,M,20-24,152
2013,NUMBER,CAJNICE,F,20-24,119
2013,NUMBER,CELINAC,_T,20-24,988
2013,NUMBER,CELINAC,M,20-24,511
2013,NUMBER,CELINAC,F,20-24,477
2013,NUMBER,SAMAC,_T,20-24,856
2013,NUMBER,SAMAC,M,20-24,459
2013,NUMBER,SAMAC,F,20-24,397
2013,NUMBER,SEKOVICI,_T,20-24,365
2013,NUMBER,SEKOVICI,M,20-24,178
2013,NUMBER,SEKOVICI,F,20-24,187
2013,NUMBER,SIPOVO,_T,20-24,545
2013,NUMBER,SIPOVO,M,20-24,290
2013,NUMBER,SIPOVO,F,20-24,255
2013,NUMBER,REPUBLIKA SRPSKA,_T,25-29,77070
2013,NUMBER,REPUBLIKA SRPSKA,M,25-29,39298
2013,NUMBER,REPUBLIKA SRPSKA,F,25-29,37772
2013,NUMBER,GRAD BANJA LUKA,_T,25-29,12794
2013,NUMBER,GRAD BANJA LUKA,M,25-29,6254
2013,NUMBER,GRAD BANJA LUKA,F,25-29,6540
2013,NUMBER,BERKOVICI,_T,25-29,94
2013,NUMBER,BERKOVICI,M,25-29,54
2013,NUMBER,BERKOVICI,F,25-29,40
2013,NUMBER,GRAD BIJELJINA,_T,25-29,7021
2013,NUMBER,GRAD BIJELJINA,M,25-29,3474
2013,NUMBER,GRAD BIJELJINA,F,25-29,3547
2013,NUMBER,BILECA,_T,25-29,684
2013,NUMBER,BILECA,M,25-29,387
2013,NUMBER,BILECA,F,25-29,297
2013,NUMBER,BRATUNAC,_T,25-29,1480
2013,NUMBER,BRATUNAC,M,25-29,772
2013,NUMBER,BRATUNAC,F,25-29,708
2013,NUMBER,BROD,_T,25-29,1050
2013,NUMBER,BROD,M,25-29,531
2013,NUMBER,BROD,F,25-29,519
2013,NUMBER,VISEGRAD,_T,25-29,642
2013,NUMBER,VISEGRAD,M,25-29,342
2013,NUMBER,VISEGRAD,F,25-29,300
2013,NUMBER,VLASENICA,_T,25-29,767
2013,NUMBER,VLASENICA,M,25-29,379
2013,NUMBER,VLASENICA,F,25-29,388
2013,NUMBER,VUKOSAVLJE,_T,25-29,271
2013,NUMBER,VUKOSAVLJE,M,25-29,141
2013,NUMBER,VUKOSAVLJE,F,25-29,130
2013,NUMBER,GACKO,_T,25-29,568
2013,NUMBER,GACKO,M,25-29,309
2013,NUMBER,GACKO,F,25-29,259
2013,NUMBER,GRAD GRADISKA,_T,25-29,2990
2013,NUMBER,GRAD GRADISKA,M,25-29,1558
2013,NUMBER,GRAD GRADISKA,F,25-29,1432
2013,NUMBER,GRAD DERVENTA,_T,25-29,1669
2013,NUMBER,GRAD DERVENTA,M,25-29,851
2013,NUMBER,GRAD DERVENTA,F,25-29,818
2013,NUMBER,GRAD DOBOJ,_T,25-29,3904
2013,NUMBER,GRAD DOBOJ,M,25-29,2001
2013,NUMBER,GRAD DOBOJ,F,25-29,1903
2013,NUMBER,DONJI ZABAR,_T,25-29,210
2013,NUMBER,DONJI ZABAR,M,25-29,117
2013,NUMBER,DONJI ZABAR,F,25-29,93
2013,NUMBER,GRAD ZVORNIK,_T,25-29,3892
2013,NUMBER,GRAD ZVORNIK,M,25-29,2002
2013,NUMBER,GRAD ZVORNIK,F,25-29,1890
2013,NUMBER,ISTOCNI DRVAR,_T,25-29,5
2013,NUMBER,ISTOCNI DRVAR,M,25-29,5
2013,NUMBER,ISTOCNI DRVAR,F,25-29,-
2013,NUMBER,ISTOCNI MOSTAR,_T,25-29,9
2013,NUMBER,ISTOCNI MOSTAR,M,25-29,3
2013,NUMBER,ISTOCNI MOSTAR,F,25-29,6
2013,NUMBER,GRAD ISTOCNO SARAJEVO,_T,25-29,4214
2013,NUMBER,GRAD ISTOCNO SARAJEVO,M,25-29,2184
2013,NUMBER,GRAD ISTOCNO SARAJEVO,F,25-29,2030
2013,NUMBER,ISTOCNA ILIDZA,_T,25-29,1051
2013,NUMBER,ISTOCNA ILIDZA,M,25-29,539
2013,NUMBER,ISTOCNA ILIDZA,F,25-29,512
2013,NUMBER,ISTOCNO NOVO SARAJEVO,_T,25-29,733
2013,NUMBER,ISTOCNO NOVO SARAJEVO,M,25-29,363
2013,NUMBER,ISTOCNO NOVO SARAJEVO,F,25-29,370
2013,NUMBER,ISTOČNI STARI GRAD,_T,25-29,63
2013,NUMBER,ISTOČNI STARI GRAD,M,25-29,42
2013,NUMBER,ISTOČNI STARI GRAD,F,25-29,21
2013,NUMBER,PALE,_T,25-29,1443
2013,NUMBER,PALE,M,25-29,734
2013,NUMBER,PALE,F,25-29,709
2013,NUMBER,SOKOLAC,_T,25-29,782
2013,NUMBER,SOKOLAC,M,25-29,431
2013,NUMBER,SOKOLAC,F,25-29,351
2013,NUMBER,TRNOVO,_T,25-29,142
2013,NUMBER,TRNOVO,M,25-29,75
