Year,UNIT_MEASURE,ADMIN_AREA,Spol,Religion,Value
2013,Broj,grad_zvornik,M,other_religion,90
2013,Broj,grad_zvornik,Ž,other_religion,96
2013,Broj,istocna_ilidza,Oba spola,other_religion,28
2013,Broj,istocna_ilidza,M,other_religion,18
2013,Broj,istocna_ilidza,Ž,other_religion,10
2013,Broj,istocni_drvar,Oba spola,other_religion,0
2013,Broj,istocni_drvar,M,other_religion,0
2013,Broj,istocni_drvar,Ž,other_religion,0
2013,Broj,istocni_mostar,Oba spola,other_religion,1
2013,Broj,istocni_mostar,M,other_religion,1
2013,Broj,istocni_mostar,Ž,other_religion,0
2013,Broj,istocni_stari_grad,Oba spola,other_religion,5
2013,Broj,istocni_stari_grad,M,other_religion,2
2013,Broj,istocni_stari_grad,Ž,other_religion,3
2013,Broj,istocno_novo_sarajevo,Oba spola,other_religion,16
2013,Broj,istocno_novo_sarajevo,M,other_religion,10
2013,Broj,istocno_novo_sarajevo,Ž,other_religion,6
2013,Broj,jezero,Oba spola,other_religion,0
2013,Broj,jezero,M,other_religion,0
2013,Broj,jezero,Ž,other_religion,0
2013,Broj,kalinovik,Oba spola,other_religion,3
2013,Broj,kalinovik,M,other_religion,2
2013,Broj,kalinovik,Ž,other_religion,1
2013,Broj,knezevo,Oba spola,other_religion,68
2013,Broj,knezevo,M,other_religion,29
2013,Broj,knezevo,Ž,other_religion,39
2013,Broj,kozarska_dubica,Oba spola,other_religion,83
2013,Broj,kozarska_dubica,M,other_religion,37
2013,Broj,kozarska_dubica,Ž,other_religion,46
2013,Broj,kostajnica,Oba spola,other_religion,13
2013,Broj,kostajnica,M,other_religion,9
2013,Broj,kostajnica,Ž,other_religion,4
2013,Broj,kotor_varos,Oba spola,other_religion,236
2013,Broj,kotor_varos,M,other_religion,120
2013,Broj,kotor_varos,Ž,other_religion,116
2013,Broj,krupa_na_uni,Oba spola,other_religion,0
2013,Broj,krupa_na_uni,M,other_religion,0
2013,Broj,krupa_na_uni,Ž,other_religion,0
2013,Broj,kupres,Oba spola,other_religion,0
2013,Broj,kupres,M,other_religion,0
2013,Broj,kupres,Ž,other_religion,0
2013,Broj,laktasi,Oba spola,other_religion,278
2013,Broj,laktasi,M,other_religion,147
2013,Broj,laktasi,Ž,other_religion,131
2013,Broj,lopare,Oba spola,other_religion,1
2013,Broj,lopare,M,other_religion,0
2013,Broj,lopare,Ž,other_religion,1
2013,Broj,ljubinje,Oba spola,other_religion,1
2013,Broj,ljubinje,M,other_religion,1
2013,Broj,ljubinje,Ž,other_religion,0
2013,Broj,milici,Oba spola,other_religion,34
2013,Broj,milici,M,other_religion,19
2013,Broj,milici,Ž,other_religion,15
2013,Broj,modrica,Oba spola,other_religion,211
2013,Broj,modrica,M,other_religion,98
2013,Broj,modrica,Ž,other_religion,113
2013,Broj,mrkonjic_grad,Oba spola,other_religion,9
2013,Broj,mrkonjic_grad,M,other_religion,6
2013,Broj,mrkonjic_grad,Ž,other_religion,3
2013,Broj,nevesinje,Oba spola,other_religion,8
2013,Broj,nevesinje,M,other_religion,4
2013,Broj,nevesinje,Ž,other_religion,4
2013,Broj,novi_grad,Oba spola,other_religion,134
2013,Broj,novi_grad,M,other_religion,60
2013,Broj,novi_grad,Ž,other_religion,74
2013,Broj,novo_gorazde,Oba spola,other_religion,19
2013,Broj,novo_gorazde,M,other_religion,9
2013,Broj,novo_gorazde,Ž,other_religion,10
2013,Broj,osmaci,Oba spola,other_religion,41
2013,Broj,osmaci,M,other_religion,26
2013,Broj,osmaci,Ž,other_religion,15
2013,Broj,ostra_luka,Oba spola,other_religion,23
2013,Broj,ostra_luka,M,other_religion,15
2013,Broj,ostra_luka,Ž,other_religion,8
2013,Broj,pale,Oba spola,other_religion,53
2013,Broj,pale,M,other_religion,24
2013,Broj,pale,Ž,other_religion,29
2013,Broj,pelagicevo,Oba spola,other_religion,5
2013,Broj,pelagicevo,M,other_religion,3
2013,Broj,pelagicevo,Ž,other_religion,2
2013,Broj,petrovac,Oba spola,other_religion,0
2013,Broj,petrovac,M,other_religion,0
2013,Broj,petrovac,Ž,other_religion,0
2013,Broj,petrovo,Oba spola,other_religion,20
2013,Broj,petrovo,M,other_religion,8
2013,Broj,petrovo,Ž,other_religion,12
2013,Broj,grad_prijedor,Oba spola,other_religion,1506
2013,Broj,grad_prijedor,M,other_religion,722
2013,Broj,grad_prijedor,Ž,other_religion,784
2013,Broj,prnjavor,Oba spola,other_religion,611
2013,Broj,prnjavor,M,other_religion,317
2013,Broj,prnjavor,Ž,other_religion,294
2013,Broj,ribnik,Oba spola,other_religion,12
2013,Broj,ribnik,M,other_religion,8
2013,Broj,ribnik,Ž,other_religion,4
2013,Broj,rogatica,Oba spola,other_religion,48
2013,Broj,rogatica,M,other_religion,21
2013,Broj,rogatica,Ž,other_religion,27
2013,Broj,rudo,Oba spola,other_religion,0
2013,Broj,rudo,M,other_religion,0
2013,Broj,rudo,Ž,other_religion,0
2013,Broj,sokolac,Oba spola,other_religion,30
2013,Broj,sokolac,M,other_religion,16
2013,Broj,sokolac,Ž,other_religion,14
2013,Broj,srbac,Oba spola,other_religion,95
2013,Broj,srbac,M,other_religion,50
2013,Broj,srbac,Ž,other_religion,45
2013,Broj,srebrenica,Oba spola,other_religion,72
2013,Broj,srebrenica,M,other_religion,36
2013,Broj,srebrenica,Ž,other_religion,36
2013,Broj,teslic,Oba spola,other_religion,316
2013,Broj,teslic,M,other_religion,148
2013,Broj,teslic,Ž,other_religion,168
2013,Broj,grad_trebinje,Oba spola,other_religion,95
2013,Broj,grad_trebinje,M,other_religion,42
2013,Broj,grad_trebinje,Ž,other_religion,53
2013,Broj,trnovo,Oba spola,other_religion,17
2013,Broj,trnovo,M,other_religion,9
2013,Broj,trnovo,Ž,other_religion,8
2013,Broj,ugljevik,Oba spola,other_religion,2
2013,Broj,ugljevik,M,other_religion,1
2013,Broj,ugljevik,Ž,other_religion,1
2013,Broj,foca,Oba spola,other_religion,104
2013,Broj,foca,M,other_religion,53
2013,Broj,foca,Ž,other_religion,51
2013,Broj,han_pijesak,Oba spola,other_religion,5
2013,Broj,han_pijesak,M,other_religion,3
2013,Broj,han_pijesak,Ž,other_religion,2
2013,Broj,cajnice,Oba spola,other_religion,16
2013,Broj,cajnice,M,other_religion,7
2013,Broj,cajnice,Ž,other_religion,9
2013,Broj,celinac,Oba spola,other_religion,44
2013,Broj,celinac,M,other_religion,20
2013,Broj,celinac,Ž,other_religion,24
2013,Broj,samac,Oba spola,other_religion,144
2013,Broj,samac,M,other_religion,68
2013,Broj,samac,Ž,other_religion,76
2013,Broj,sekovici,Oba spola,other_religion,1
2013,Broj,sekovici,M,other_religion,1
2013,Broj,sekovici,Ž,other_religion,0
2013,Broj,sipovo,Oba spola,other_religion,32
2013,Broj,sipovo,M,other_religion,17
2013,Broj,sipovo,Ž,other_religion,15
2013,Broj,republika_srpska,Oba spola,does_not_declare,8028
2013,Broj,republika_srpska,M,does_not_declare,3554
2013,Broj,republika_srpska,Ž,does_not_declare,4474
2013,Broj,grad_banja_luka,Oba spola,does_not_declare,2684
2013,Broj,grad_banja_luka,M,does_not_declare,1186
2013,Broj,grad_banja_luka,Ž,does_not_declare,1498
2013,Broj,berkovici,Oba spola,does_not_declare,1
2013,Broj,berkovici,M,does_not_declare,1
2013,Broj,berkovici,Ž,does_not_declare,0
2013,Broj,grad_bijeljina,Oba spola,does_not_declare,716
2013,Broj,grad_bijeljina,M,does_not_declare,307
2013,Broj,grad_bijeljina,Ž,does_not_declare,409
2013,Broj,bileca,Oba spola,does_not_declare,30
2013,Broj,bileca,M,does_not_declare,14
2013,Broj,bileca,Ž,does_not_declare,16
2013,Broj,bratunac,Oba spola,does_not_declare,21
2013,Broj,bratunac,M,does_not_declare,9
2013,Broj,bratunac,Ž,does_not_declare,12
2013,Broj,brod,Oba spola,does_not_declare,160
2013,Broj,brod,M,does_not_declare,60
2013,Broj,brod,Ž,does_not_declare,100
2013,Broj,visegrad,Oba spola,does_not_declare,18
2013,Broj,visegrad,M,does_not_declare,9
2013,Broj,visegrad,Ž,does_not_declare,9
2013,Broj,vlasenica,Oba spola,does_not_declare,16
2013,Broj,vlasenica,M,does_not_declare,8
2013,Broj,vlasenica,Ž,does_not_declare,8
2013,Broj,vukosavlje,Oba spola,does_not_declare,33
2013,Broj,vukosavlje,M,does_not_declare,16
2013,Broj,vukosavlje,Ž,does_not_declare,17
2013,Broj,gacko,Oba spola,does_not_declare,6
2013,Broj,gacko,M,does_not_declare,1
2013,Broj,gacko,Ž,does_not_declare,5
2013,Broj,grad_gradiska,Oba spola,does_not_declare,375
2013,Broj,grad_gradiska,M,does_not_declare,155
2013,Broj,grad_gradiska,Ž,does_not_declare,220
2013,Broj,grad_derventa,Oba spola,does_not_declare,256
2013,Broj,grad_derventa,M,does_not_declare,125
2013,Broj,grad_derventa,Ž,does_not_declare,131
2013,Broj,grad_doboj,Oba spola,does_not_declare,526
2013,Broj,grad_doboj,M,does_not_declare,271
2013,Broj,grad_doboj,Ž,does_not_declare,255
2013,Broj,donji_zabar,Oba spola,does_not_declare,6
2013,Broj,donji_zabar,M,does_not_declare,2
2013,Broj,donji_zabar,Ž,does_not_declare,4
2013,Broj,grad_zvornik,Oba spola,does_not_declare,67
2013,Broj,grad_zvornik,M,does_not_declare,31
2013,Broj,grad_zvornik,Ž,does_not_declare,36
2013,Broj,istocna_ilidza,Oba spola,does_not_declare,92
2013,Broj,istocna_ilidza,M,does_not_declare,41
2013,Broj,istocna_ilidza,Ž,does_not_declare,51
2013,Broj,istocni_drvar,Oba spola,does_not_declare,0
2013,Broj,istocni_drvar,M,does_not_declare,0
2013,Broj,istocni_drvar,Ž,does_not_declare,0
2013,Broj,istocni_mostar,Oba spola,does_not_declare,0
2013,Broj,istocni_mostar,M,does_not_declare,0
2013,Broj,istocni_mostar,Ž,does_not_declare,0
2013,Broj,istocni_stari_grad,Oba spola,does_not_declare,6
2013,Broj,istocni_stari_grad,M,does_not_declare,5
2013,Broj,istocni_stari_grad,Ž,does_not_declare,1
2013,Broj,istocno_novo_sarajevo,Oba spola,does_not_declare,56
2013,Broj,istocno_novo_sarajevo,M,does_not_declare,24
2013,Broj,istocno_novo_sarajevo,Ž,does_not_declare,32
2013,Broj,jezero,Oba spola,does_not_declare,0
2013,Broj,jezero,M,does_not_declare,0
2013,Broj,jezero,Ž,does_not_declare,0
2013,Broj,kalinovik,Oba spola,does_not_declare,5
2013,Broj,kalinovik,M,does_not_declare,4
2013,Broj,kalinovik,Ž,does_not_declare,1
2013,Broj,knezevo,Oba spola,does_not_declare,4
2013,Broj,knezevo,M,does_not_declare,3
2013,Broj,knezevo,Ž,does_not_declare,1
2013,Broj,kozarska_dubica,Oba spola,does_not_declare,178
2013,Broj,kozarska_dubica,M,does_not_declare,77
2013,Broj,kozarska_dubica,Ž,does_not_declare,101
2013,Broj,kostajnica,Oba spola,does_not_declare,67
2013,Broj,kostajnica,M,does_not_declare,26
2013,Broj,kostajnica,Ž,does_not_declare,41
2013,Broj,kotor_varos,Oba spola,does_not_declare,107
2013,Broj,kotor_varos,M,does_not_declare,45
2013,Broj,kotor_varos,Ž,does_not_declare,62
2013,Broj,krupa_na_uni,Oba spola,does_not_declare,0
2013,Broj,krupa_na_uni,M,does_not_declare,0
2013,Broj,krupa_na_uni,Ž,does_not_declare,0
2013,Broj,kupres,Oba spola,does_not_declare,1
2013,Broj,kupres,M,does_not_declare,1
2013,Broj,kupres,Ž,does_not_declare,0
2013,Broj,laktasi,Oba spola,does_not_declare,239
2013,Broj,laktasi,M,does_not_declare,112
2013,Broj,laktasi,Ž,does_not_declare,127
2013,Broj,lopare,Oba spola,does_not_declare,22
2013,Broj,lopare,M,does_not_declare,6
2013,Broj,lopare,Ž,does_not_declare,16
2013,Broj,ljubinje,Oba spola,does_not_declare,3
2013,Broj,ljubinje,M,does_not_declare,2
2013,Broj,ljubinje,Ž,does_not_declare,1
2013,Broj,milici,Oba spola,does_not_declare,10
2013,Broj,milici,M,does_not_declare,3
2013,Broj,milici,Ž,does_not_declare,7
2013,Broj,modrica,Oba spola,does_not_declare,151
2013,Broj,modrica,M,does_not_declare,64
2013,Broj,modrica,Ž,does_not_declare,87
2013,Broj,mrkonjic_grad,Oba spola,does_not_declare,37
2013,Broj,mrkonjic_grad,M,does_not_declare,16
2013,Broj,mrkonjic_grad,Ž,does_not_declare,21
2013,Broj,nevesinje,Oba spola,does_not_declare,14
2013,Broj,nevesinje,M,does_not_declare,6
2013,Broj,nevesinje,Ž,does_not_declare,8
2013,Broj,novi_grad,Oba spola,does_not_declare,134
2013,Broj,novi_grad,M,does_not_declare,58
2013,Broj,novi_grad,Ž,does_not_declare,76
2013,Broj,novo_gorazde,Oba spola,does_not_declare,5
2013,Broj,novo_gorazde,M,does_not_declare,3
2013,Broj,novo_gorazde,Ž,does_not_declare,2
2013,Broj,osmaci,Oba spola,does_not_declare,1
2013,Broj,osmaci,M,does_not_declare,1
2013,Broj,osmaci,Ž,does_not_declare,0
2013,Broj,ostra_luka,Oba spola,does_not_declare,13
2013,Broj,ostra_luka,M,does_not_declare,5
2013,Broj,ostra_luka,Ž,does_not_declare,8
2013,Broj,pale,Oba spola,does_not_declare,56
2013,Broj,pale,M,does_not_declare,22
2013,Broj,pale,Ž,does_not_declare,34
2013,Broj,pelagicevo,Oba spola,does_not_declare,2
2013,Broj,pelagicevo,M,does_not_declare,0
2013,Broj,pelagicevo,Ž,does_not_declare,2
2013,Broj,petrovac,Oba spola,does_not_declare,0
2013,Broj,petrovac,M,does_not_declare,0
2013,Broj,petrovac,Ž,does_not_declare,0
2013,Broj,petrovo,Oba spola,does_not_declare,19
2013,Broj,petrovo,M,does_not_declare,9
2013,Broj,petrovo,Ž,does_not_declare,10
2013,Broj,grad_prijedor,Oba spola,does_not_declare,784
2013,Broj,grad_prijedor,M,does_not_declare,325
2013,Broj,grad_prijedor,Ž,does_not_declare,459
2013,Broj,prnjavor,Oba spola,does_not_declare,223
2013,Broj,prnjavor,M,does_not_declare,98
2013,Broj,prnjavor,Ž,does_not_declare,125
2013,Broj,ribnik,Oba spola,does_not_declare,3
2013,Broj,ribnik,M,does_not_declare,1
2013,Broj,ribnik,Ž,does_not_declare,2
2013,Broj,rogatica,Oba spola,does_not_declare,7
2013,Broj,rogatica,M,does_not_declare,4
2013,Broj,rogatica,Ž,does_not_declare,3
2013,Broj,rudo,Oba spola,does_not_declare,3
2013,Broj,rudo,M,does_not_declare,2
2013,Broj,rudo,Ž,does_not_declare,1
2013,Broj,sokolac,Oba spola,does_not_declare,20
2013,Broj,sokolac,M,does_not_declare,9
2013,Broj,sokolac,Ž,does_not_declare,11
2013,Broj,srbac,Oba spola,does_not_declare,95
2013,Broj,srbac,M,does_not_declare,46
2013,Broj,srbac,Ž,does_not_declare,49
2013,Broj,srebrenica,Oba spola,does_not_declare,22
2013,Broj,srebrenica,M,does_not_declare,10
2013,Broj,srebrenica,Ž,does_not_declare,12
2013,Broj,teslic,Oba spola,does_not_declare,309
2013,Broj,teslic,M,does_not_declare,136
2013,Broj,teslic,Ž,does_not_declare,173
2013,Broj,grad_trebinje,Oba spola,does_not_declare,170
2013,Broj,grad_trebinje,M,does_not_declare,75
2013,Broj,grad_trebinje,Ž,does_not_declare,95
2013,Broj,trnovo,Oba spola,does_not_declare,4
2013,Broj,trnovo,M,does_not_declare,3
2013,Broj,trnovo,Ž,does_not_declare,1
2013,Broj,ugljevik,Oba spola,does_not_declare,23
2013,Broj,ugljevik,M,does_not_declare,11
2013,Broj,ugljevik,Ž,does_not_declare,12
2013,Broj,foca,Oba spola,does_not_declare,27
2013,Broj,foca,M,does_not_declare,13
2013,Broj,foca,Ž,does_not_declare,14
2013,Broj,han_pijesak,Oba spola,does_not_declare,0
2013,Broj,han_pijesak,M,does_not_declare,0
2013,Broj,han_pijesak,Ž,does_not_declare,0
2013,Broj,cajnice,Oba spola,does_not_declare,1
2013,Broj,cajnice,M,does_not_declare,1
2013,Broj,cajnice,Ž,does_not_declare,0
2013,Broj,celinac,Oba spola,does_not_declare,30
2013,Broj,celinac,M,does_not_declare,15
2013,Broj,celinac,Ž,does_not_declare,15
2013,Broj,samac,Oba spola,does_not_declare,147
2013,Broj,samac,M,does_not_declare,64
2013,Broj,samac,Ž,does_not_declare,83
2013,Broj,sekovici,Oba spola,does_not_declare,4
2013,Broj,sekovici,M,does_not_declare,3
2013,Broj,sekovici,Ž,does_not_declare,1
2013,Broj,sipovo,Oba spola,does_not_declare,19
2013,Broj,sipovo,M,does_not_declare,10
2013,Broj,sipovo,Ž,does_not_declare,9
2013,Broj,republika_srpska,Oba spola,unknown_religion,2065
2013,Broj,republika_srpska,M,unknown_religion,963
2013,Broj,republika_srpska,Ž,unknown_religion,1102
2013,Broj,grad_banja_luka,Oba spola,unknown_religion,357
2013,Broj,grad_banja_luka,M,unknown_religion,173
2013,Broj,grad_banja_luka,Ž,unknown_religion,184
2013,Broj,berkovici,Oba spola,unknown_religion,1
2013,Broj,berkovici,M,unknown_religion,0
2013,Broj,berkovici,Ž,unknown_religion,1
2013,Broj,grad_bijeljina,Oba spola,unknown_religion,102
2013,Broj,grad_bijeljina,M,unknown_religion,44
2013,Broj,grad_bijeljina,Ž,unknown_religion,58
2013,Broj,bileca,Oba spola,unknown_religion,12
2013,Broj,bileca,M,unknown_religion,4
2013,Broj,bileca,Ž,unknown_religion,8
2013,Broj,bratunac,Oba spola,unknown_religion,40
2013,Broj,bratunac,M,unknown_religion,16
2013,Broj,bratunac,Ž,unknown_religion,24
2013,Broj,brod,Oba spola,unknown_religion,32
2013,Broj,brod,M,unknown_religion,12
2013,Broj,brod,Ž,unknown_religion,20
2013,Broj,visegrad,Oba spola,unknown_religion,179
2013,Broj,visegrad,M,unknown_religion,4
2013,Broj,visegrad,Ž,unknown_religion,175
2013,Broj,vlasenica,Oba spola,unknown_religion,21
2013,Broj,vlasenica,M,unknown_religion,10
2013,Broj,vlasenica,Ž,unknown_religion,11
2013,Broj,vukosavlje,Oba spola,unknown_religion,14
2013,Broj,vukosavlje,M,unknown_religion,3
2013,Broj,vukosavlje,Ž,unknown_religion,11
2013,Broj,gacko,Oba spola,unknown_religion,7
2013,Broj,gacko,M,unknown_religion,2
2013,Broj,gacko,Ž,unknown_religion,5
2013,Broj,grad_gradiska,Oba spola,unknown_religion,46
2013,Broj,grad_gradiska,M,unknown_religion,21
2013,Broj,grad_gradiska,Ž,unknown_religion,25
2013,Broj,grad_derventa,Oba spola,unknown_religion,47
2013,Broj,grad_derventa,M,unknown_religion,21
2013,Broj,grad_derventa,Ž,unknown_religion,26
2013,Broj,grad_doboj,Oba spola,unknown_religion,160
2013,Broj,grad_doboj,M,unknown_religion,64
2013,Broj,grad_doboj,Ž,unknown_religion,96
2013,Broj,donji_zabar,Oba spola,unknown_religion,2
2013,Broj,donji_zabar,M,unknown_religion,1
2013,Broj,donji_zabar,Ž,unknown_religion,1
2013,Broj,grad_zvornik,Oba spola,unknown_religion,98
2013,Broj,grad_zvornik,M,unknown_religion,39
2013,Broj,grad_zvornik,Ž,unknown_religion,59
2013,Broj,istocna_ilidza,Oba spola,unknown_religion,10
2013,Broj,istocna_ilidza,M,unknown_religion,5
2013,Broj,istocna_ilidza,Ž,unknown_religion,5
2013,Broj,istocni_drvar,Oba spola,unknown_religion,0
2013,Broj,istocni_drvar,M,unknown_religion,0
2013,Broj,istocni_drvar,Ž,unknown_religion,0
2013,Broj,istocni_mostar,Oba spola,unknown_religion,2
2013,Broj,istocni_mostar,M,unknown_religion,1
2013,Broj,istocni_mostar,Ž,unknown_religion,1
2013,Broj,istocni_stari_grad,Oba spola,unknown_religion,2
2013,Broj,istocni_stari_grad,M,unknown_religion,1
2013,Broj,istocni_stari_grad,Ž,unknown_religion,1
2013,Broj,istocno_novo_sarajevo,Oba spola,unknown_religion,3
2013,Broj,istocno_novo_sarajevo,M,unknown_religion,0
2013,Broj,istocno_novo_sarajevo,Ž,unknown_religion,3
2013,Broj,jezero,Oba spola,unknown_religion,2
2013,Broj,jezero,M,unknown_religion,1
2013,Broj,jezero,Ž,unknown_religion,1
2013,Broj,kalinovik,Oba spola,unknown_religion,0
2013,Broj,kalinovik,M,unknown_religion,0
2013,Broj,kalinovik,Ž,unknown_religion,0
2013,Broj,knezevo,Oba spola,unknown_religion,5
2013,Broj,knezevo,M,unknown_religion,3
2013,Broj,knezevo,Ž,unknown_religion,2
2013,Broj,kozarska_dubica,Oba spola,unknown_religion,18
2013,Broj,kozarska_dubica,M,unknown_religion,11
2013,Broj,kozarska_dubica,Ž,unknown_religion,7
2013,Broj,kostajnica,Oba spola,unknown_religion,1
2013,Broj,kostajnica,M,unknown_religion,1
2013,Broj,kostajnica,Ž,unknown_religion,0
2013,Broj,kotor_varos,Oba spola,unknown_religion,21
2013,Broj,kotor_varos,M,unknown_religion,15
2013,Broj,kotor_varos,Ž,unknown_religion,6
2013,Broj,krupa_na_uni,Oba spola,unknown_religion,1
2013,Broj,krupa_na_uni,M,unknown_religion,0
2013,Broj,krupa_na_uni,Ž,unknown_religion,1
2013,Broj,kupres,Oba spola,unknown_religion,0
2013,Broj,kupres,M,unknown_religion,0
2013,Broj,kupres,Ž,unknown_religion,0
2013,Broj,laktasi,Oba spola,unknown_religion,48
2013,Broj,laktasi,M,unknown_religion,21
2013,Broj,laktasi,Ž,unknown_religion,27
2013,Broj,lopare,Oba spola,unknown_religion,13
2013,Broj,lopare,M,unknown_religion,6
2013,Broj,lopare,Ž,unknown_religion,7
2013,Broj,ljubinje,Oba spola,unknown_religion,2
2013,Broj,ljubinje,M,unknown_religion,1
2013,Broj,ljubinje,Ž,unknown_religion,1
2013,Broj,milici,Oba spola,unknown_religion,8
2013,Broj,milici,M,unknown_religion,3
2013,Broj,milici,Ž,unknown_religion,5
2013,Broj,modrica,Oba spola,unknown_religion,125
2013,Broj,modrica,M,unknown_religion,66
2013,Broj,modrica,Ž,unknown_religion,59
2013,Broj,mrkonjic_grad,Oba spola,unknown_religion,13
2013,Broj,mrkonjic_grad,M,unknown_religion,7
2013,Broj,mrkonjic_grad,Ž,unknown_religion,6
2013,Broj,nevesinje,Oba spola,unknown_religion,7
2013,Broj,nevesinje,M,unknown_religion,2
2013,Broj,nevesinje,Ž,unknown_religion,5
2013,Broj,novi_grad,Oba spola,unknown_religion,26
2013,Broj,novi_grad,M,unknown_religion,14
2013,Broj,novi_grad,Ž,unknown_religion,12
2013,Broj,novo_gorazde,Oba spola,unknown_religion,7
2013,Broj,novo_gorazde,M,unknown_religion,3
2013,Broj,novo_gorazde,Ž,unknown_religion,4
2013,Broj,osmaci,Oba spola,unknown_religion,4
2013,Broj,osmaci,M,unknown_religion,2
2013,Broj,osmaci,Ž,unknown_religion,2
2013,Broj,ostra_luka,Oba spola,unknown_religion,3
2013,Broj,ostra_luka,M,unknown_religion,2
2013,Broj,ostra_luka,Ž,unknown_religion,1
2013,Broj,pale,Oba spola,unknown_religion,11
2013,Broj,pale,M,unknown_religion,7
2013,Broj,pale,Ž,unknown_religion,4
2013,Broj,pelagicevo,Oba spola,unknown_religion,5
2013,Broj,pelagicevo,M,unknown_religion,1
2013,Broj,pelagicevo,Ž,unknown_religion,4
2013,Broj,petrovac,Oba spola,unknown_religion,0
2013,Broj,petrovac,M,unknown_religion,0
2013,Broj,petrovac,Ž,unknown_religion,0
2013,Broj,petrovo,Oba spola,unknown_religion,4
2013,Broj,petrovo,M,unknown_religion,2
2013,Broj,petrovo,Ž,unknown_religion,2
2013,Broj,grad_prijedor,Oba spola,unknown_religion,374
2013,Broj,grad_prijedor,M,unknown_religion,257
2013,Broj,grad_prijedor,Ž,unknown_religion,117
2013,Broj,prnjavor,Oba spola,unknown_religion,31
2013,Broj,prnjavor,M,unknown_religion,13
2013,Broj,prnjavor,Ž,unknown_religion,18
2013,Broj,ribnik,Oba spola,unknown_religion,2
2013,Broj,ribnik,M,unknown_religion,2
2013,Broj,ribnik,Ž,unknown_religion,0
2013,Broj,rogatica,Oba spola,unknown_religion,4
2013,Broj,rogatica,M,unknown_religion,3
2013,Broj,rogatica,Ž,unknown_religion,1
2013,Broj,rudo,Oba spola,unknown_religion,4
2013,Broj,rudo,M,unknown_religion,0
2013,Broj,rudo,Ž,unknown_religion,4
2013,Broj,sokolac,Oba spola,unknown_religion,14
2013,Broj,sokolac,M,unknown_religion,3
2013,Broj,sokolac,Ž,unknown_religion,11
2013,Broj,srbac,Oba spola,unknown_religion,28
2013,Broj,srbac,M,unknown_religion,13
2013,Broj,srbac,Ž,unknown_religion,15
2013,Broj,srebrenica,Oba spola,unknown_religion,20
2013,Broj,srebrenica,M,unknown_religion,14
2013,Broj,srebrenica,Ž,unknown_religion,6
2013,Broj,teslic,Oba spola,unknown_religion,43
2013,Broj,teslic,M,unknown_religion,21
2013,Broj,teslic,Ž,unknown_religion,22
2013,Broj,grad_trebinje,Oba spola,unknown_religion,14
2013,Broj,grad_trebinje,M,unknown_religion,8
2013,Broj,grad_trebinje,Ž,unknown_religion,6
2013,Broj,trnovo,Oba spola,unknown_religion,0
2013,Broj,trnovo,M,unknown_religion,0
2013,Broj,trnovo,Ž,unknown_religion,0
2013,Broj,ugljevik,Oba spola,unknown_religion,13
2013,Broj,ugljevik,M,unknown_religion,11
2013,Broj,ugljevik,Ž,unknown_religion,2
2013,Broj,foca,Oba spola,unknown_religion,12
2013,Broj,foca,M,unknown_religion,6
2013,Broj,foca,Ž,unknown_religion,6
2013,Broj,han_pijesak,Oba spola,unknown_religion,0
2013,Broj,han_pijesak,M,unknown_religion,0
2013,Broj,han_pijesak,Ž,unknown_religion,0
2013,Broj,cajnice,Oba spola,unknown_religion,4
2013,Broj,cajnice,M,unknown_religion,1
2013,Broj,cajnice,Ž,unknown_religion,3
2013,Broj,celinac,Oba spola,unknown_religion,10
2013,Broj,celinac,M,unknown_religion,4
2013,Broj,celinac,Ž,unknown_religion,6
2013,Broj,samac,Oba spola,unknown_religion,18
2013,Broj,samac,M,unknown_religion,10
2013,Broj,samac,Ž,unknown_religion,8
2013,Broj,sekovici,Oba spola,unknown_religion,9
2013,Broj,sekovici,M,unknown_religion,4
2013,Broj,sekovici,Ž,unknown_religion,5
2013,Broj,sipovo,Oba spola,unknown_religion,6
2013,Broj,sipovo,M,unknown_religion,4
2013,Broj,sipovo,Ž,unknown_religion,2
