Year,UNIT_MEASURE,Administrativna oblast,Spol,Disabilities,Value
2013,Broj,OSMACI,Ž,eyesight,141
2013,Broj,OSTRA LUKA,Oba spola,eyesight,176
2013,Broj,OSTRA LUKA,M,eyesight,88
2013,Broj,OSTRA LUKA,Ž,eyesight,88
2013,Broj,PALE,Oba spola,eyesight,492
2013,Broj,PALE,M,eyesight,213
2013,Broj,PALE,Ž,eyesight,279
2013,Broj,PELAGICEVO,Oba spola,eyesight,310
2013,Broj,PELAGICEVO,M,eyesight,132
2013,Broj,PELAGICEVO,Ž,eyesight,178
2013,Broj,PETROVAC,Oba spola,eyesight,6
2013,Broj,PETROVAC,M,eyesight,2
2013,Broj,PETROVAC,Ž,eyesight,4
2013,Broj,PETROVO,Oba spola,eyesight,433
2013,Broj,PETROVO,M,eyesight,178
2013,Broj,PETROVO,Ž,eyesight,255
2013,Broj,PRIJEDOR,Oba spola,eyesight,2857
2013,Broj,PRIJEDOR,M,eyesight,1209
2013,Broj,PRIJEDOR,Ž,eyesight,1648
2013,Broj,PRNJAVOR,Oba spola,eyesight,1364
2013,Broj,PRNJAVOR,M,eyesight,564
2013,Broj,PRNJAVOR,Ž,eyesight,800
2013,Broj,RIBNIK,Oba spola,eyesight,293
2013,Broj,RIBNIK,M,eyesight,137
2013,Broj,RIBNIK,Ž,eyesight,156
2013,Broj,ROGATICA,Oba spola,eyesight,418
2013,Broj,ROGATICA,M,eyesight,174
2013,Broj,ROGATICA,Ž,eyesight,244
2013,Broj,RUDO,Oba spola,eyesight,231
2013,Broj,RUDO,M,eyesight,98
2013,Broj,RUDO,Ž,eyesight,133
2013,Broj,SOKOLAC,Oba spola,eyesight,368
2013,Broj,SOKOLAC,M,eyesight,161
2013,Broj,SOKOLAC,Ž,eyesight,207
2013,Broj,SRBAC,Oba spola,eyesight,684
2013,Broj,SRBAC,M,eyesight,291
2013,Broj,SRBAC,Ž,eyesight,393
2013,Broj,SREBRENICA,Oba spola,eyesight,487
2013,Broj,SREBRENICA,M,eyesight,176
2013,Broj,SREBRENICA,Ž,eyesight,311
2013,Broj,TESLIC,Oba spola,eyesight,1451
2013,Broj,TESLIC,M,eyesight,633
2013,Broj,TESLIC,Ž,eyesight,818
2013,Broj,TREBINJE,Oba spola,eyesight,736
2013,Broj,TREBINJE,M,eyesight,297
2013,Broj,TREBINJE,Ž,eyesight,439
2013,Broj,TRNOVO,Oba spola,eyesight,62
2013,Broj,TRNOVO,M,eyesight,25
2013,Broj,TRNOVO,Ž,eyesight,37
2013,Broj,UGLJEVIK,Oba spola,eyesight,488
2013,Broj,UGLJEVIK,M,eyesight,202
2013,Broj,UGLJEVIK,Ž,eyesight,286
2013,Broj,FOCA,Oba spola,eyesight,605
2013,Broj,FOCA,M,eyesight,263
2013,Broj,FOCA,Ž,eyesight,342
2013,Broj,HAN PIJESAK,Oba spola,eyesight,102
2013,Broj,HAN PIJESAK,M,eyesight,36
2013,Broj,HAN PIJESAK,Ž,eyesight,66
2013,Broj,CAJNICE,Oba spola,eyesight,219
2013,Broj,CAJNICE,M,eyesight,93
2013,Broj,CAJNICE,Ž,eyesight,126
2013,Broj,CELINAC,Oba spola,eyesight,752
2013,Broj,CELINAC,M,eyesight,313
2013,Broj,CELINAC,Ž,eyesight,439
2013,Broj,SAMAC,Oba spola,eyesight,679
2013,Broj,SAMAC,M,eyesight,277
2013,Broj,SAMAC,Ž,eyesight,402
2013,Broj,SEKOVICI,Oba spola,eyesight,307
2013,Broj,SEKOVICI,M,eyesight,130
2013,Broj,SEKOVICI,Ž,eyesight,177
2013,Broj,SIPOVO,Oba spola,eyesight,372
2013,Broj,SIPOVO,M,eyesight,155
2013,Broj,SIPOVO,Ž,eyesight,217
2013,Broj,REPUBLIKA SRPSKA,Oba spola,hearing,26055
2013,Broj,REPUBLIKA SRPSKA,M,hearing,12971
2013,Broj,REPUBLIKA SRPSKA,Ž,hearing,13084
2013,Broj,BANJA LUKA,Oba spola,hearing,3262
2013,Broj,BANJA LUKA,M,hearing,1678
2013,Broj,BANJA LUKA,Ž,hearing,1584
2013,Broj,BERKOVICI,Oba spola,hearing,48
2013,Broj,BERKOVICI,M,hearing,28
2013,Broj,BERKOVICI,Ž,hearing,20
2013,Broj,BIJELJINA,Oba spola,hearing,2026
2013,Broj,BIJELJINA,M,hearing,1028
2013,Broj,BIJELJINA,Ž,hearing,998
2013,Broj,BILECA,Oba spola,hearing,240
2013,Broj,BILECA,M,hearing,122
2013,Broj,BILECA,Ž,hearing,118
2013,Broj,BRATUNAC,Oba spola,hearing,420
2013,Broj,BRATUNAC,M,hearing,196
2013,Broj,BRATUNAC,Ž,hearing,224
2013,Broj,BROD,Oba spola,hearing,322
2013,Broj,BROD,M,hearing,168
2013,Broj,BROD,Ž,hearing,154
2013,Broj,VISEGRAD,Oba spola,hearing,276
2013,Broj,VISEGRAD,M,hearing,128
2013,Broj,VISEGRAD,Ž,hearing,148
2013,Broj,VLASENICA,Oba spola,hearing,236
2013,Broj,VLASENICA,M,hearing,117
2013,Broj,VLASENICA,Ž,hearing,119
2013,Broj,VUKOSAVLJE,Oba spola,hearing,107
2013,Broj,VUKOSAVLJE,M,hearing,49
2013,Broj,VUKOSAVLJE,Ž,hearing,58
2013,Broj,GACKO,Oba spola,hearing,172
2013,Broj,GACKO,M,hearing,80
2013,Broj,GACKO,Ž,hearing,92
2013,Broj,GRADISKA,Oba spola,hearing,1110
2013,Broj,GRADISKA,M,hearing,525
2013,Broj,GRADISKA,Ž,hearing,585
2013,Broj,DERVENTA,Oba spola,hearing,655
2013,Broj,DERVENTA,M,hearing,320
2013,Broj,DERVENTA,Ž,hearing,335
2013,Broj,DOBOJ,Oba spola,hearing,1902
2013,Broj,DOBOJ,M,hearing,925
2013,Broj,DOBOJ,Ž,hearing,977
2013,Broj,DONJI ZABAR,Oba spola,hearing,81
2013,Broj,DONJI ZABAR,M,hearing,50
2013,Broj,DONJI ZABAR,Ž,hearing,31
2013,Broj,ZVORNIK,Oba spola,hearing,1157
2013,Broj,ZVORNIK,M,hearing,580
2013,Broj,ZVORNIK,Ž,hearing,577
2013,Broj,ISTOCNA ILIDZA,Oba spola,hearing,267
2013,Broj,ISTOCNA ILIDZA,M,hearing,123
2013,Broj,ISTOCNA ILIDZA,Ž,hearing,144
2013,Broj,ISTOCNI DRVAR,Oba spola,hearing,4
2013,Broj,ISTOCNI DRVAR,M,hearing,1
2013,Broj,ISTOCNI DRVAR,Ž,hearing,3
2013,Broj,ISTOCNI MOSTAR,Oba spola,hearing,7
2013,Broj,ISTOCNI MOSTAR,M,hearing,1
2013,Broj,ISTOCNI MOSTAR,Ž,hearing,6
2013,Broj,ISTOCNI STARI GRAD,Oba spola,hearing,29
2013,Broj,ISTOCNI STARI GRAD,M,hearing,15
2013,Broj,ISTOCNI STARI GRAD,Ž,hearing,14
2013,Broj,ISTOCNO NOVO SARAJEVO,Oba spola,hearing,153
2013,Broj,ISTOCNO NOVO SARAJEVO,M,hearing,76
2013,Broj,ISTOCNO NOVO SARAJEVO,Ž,hearing,77
2013,Broj,JEZERO,Oba spola,hearing,34
2013,Broj,JEZERO,M,hearing,18
2013,Broj,JEZERO,Ž,hearing,16
2013,Broj,KALINOVIK,Oba spola,hearing,56
2013,Broj,KALINOVIK,M,hearing,25
2013,Broj,KALINOVIK,Ž,hearing,31
2013,Broj,KNEZEVO,Oba spola,hearing,251
2013,Broj,KNEZEVO,M,hearing,127
2013,Broj,KNEZEVO,Ž,hearing,124
2013,Broj,KOZARSKA DUBICA,Oba spola,hearing,490
2013,Broj,KOZARSKA DUBICA,M,hearing,237
2013,Broj,KOZARSKA DUBICA,Ž,hearing,253
2013,Broj,KOSTAJNICA,Oba spola,hearing,123
2013,Broj,KOSTAJNICA,M,hearing,65
2013,Broj,KOSTAJNICA,Ž,hearing,58
2013,Broj,KOTOR VAROS,Oba spola,hearing,485
2013,Broj,KOTOR VAROS,M,hearing,244
2013,Broj,KOTOR VAROS,Ž,hearing,241
2013,Broj,KRUPA NA UNI,Oba spola,hearing,59
2013,Broj,KRUPA NA UNI,M,hearing,36
2013,Broj,KRUPA NA UNI,Ž,hearing,23
2013,Broj,KUPRES,Oba spola,hearing,14
2013,Broj,KUPRES,M,hearing,10
2013,Broj,KUPRES,Ž,hearing,4
2013,Broj,LAKTASI,Oba spola,hearing,610
2013,Broj,LAKTASI,M,hearing,322
2013,Broj,LAKTASI,Ž,hearing,288
2013,Broj,LOPARE,Oba spola,hearing,400
2013,Broj,LOPARE,M,hearing,187
2013,Broj,LOPARE,Ž,hearing,213
2013,Broj,LJUBINJE,Oba spola,hearing,68
2013,Broj,LJUBINJE,M,hearing,33
2013,Broj,LJUBINJE,Ž,hearing,35
2013,Broj,MILICI,Oba spola,hearing,209
2013,Broj,MILICI,M,hearing,98
2013,Broj,MILICI,Ž,hearing,111
2013,Broj,MODRICA,Oba spola,hearing,623
2013,Broj,MODRICA,M,hearing,318
2013,Broj,MODRICA,Ž,hearing,305
2013,Broj,MRKONJIC GRAD,Oba spola,hearing,388
2013,Broj,MRKONJIC GRAD,M,hearing,188
2013,Broj,MRKONJIC GRAD,Ž,hearing,200
2013,Broj,NEVESINJE,Oba spola,hearing,254
2013,Broj,NEVESINJE,M,hearing,119
2013,Broj,NEVESINJE,Ž,hearing,135
2013,Broj,NOVI GRAD,Oba spola,hearing,706
2013,Broj,NOVI GRAD,M,hearing,334
2013,Broj,NOVI GRAD,Ž,hearing,372
2013,Broj,NOVO GORAZDE,Oba spola,hearing,57
2013,Broj,NOVO GORAZDE,M,hearing,31
2013,Broj,NOVO GORAZDE,Ž,hearing,26
2013,Broj,OSMACI,Oba spola,hearing,144
2013,Broj,OSMACI,M,hearing,71
2013,Broj,OSMACI,Ž,hearing,73
2013,Broj,OSTRA LUKA,Oba spola,hearing,97
2013,Broj,OSTRA LUKA,M,hearing,65
2013,Broj,OSTRA LUKA,Ž,hearing,32
2013,Broj,PALE,Oba spola,hearing,318
2013,Broj,PALE,M,hearing,164
2013,Broj,PALE,Ž,hearing,154
2013,Broj,PELAGICEVO,Oba spola,hearing,167
2013,Broj,PELAGICEVO,M,hearing,74
2013,Broj,PELAGICEVO,Ž,hearing,93
2013,Broj,PETROVAC,Oba spola,hearing,4
2013,Broj,PETROVAC,M,hearing,1
2013,Broj,PETROVAC,Ž,hearing,3
2013,Broj,PETROVO,Oba spola,hearing,257
2013,Broj,PETROVO,M,hearing,134
2013,Broj,PETROVO,Ž,hearing,123
2013,Broj,PRIJEDOR,Oba spola,hearing,1805
2013,Broj,PRIJEDOR,M,hearing,944
2013,Broj,PRIJEDOR,Ž,hearing,861
2013,Broj,PRNJAVOR,Oba spola,hearing,812
2013,Broj,PRNJAVOR,M,hearing,383
2013,Broj,PRNJAVOR,Ž,hearing,429
2013,Broj,RIBNIK,Oba spola,hearing,199
2013,Broj,RIBNIK,M,hearing,97
2013,Broj,RIBNIK,Ž,hearing,102
2013,Broj,ROGATICA,Oba spola,hearing,307
2013,Broj,ROGATICA,M,hearing,150
2013,Broj,ROGATICA,Ž,hearing,157
2013,Broj,RUDO,Oba spola,hearing,169
2013,Broj,RUDO,M,hearing,83
2013,Broj,RUDO,Ž,hearing,86
2013,Broj,SOKOLAC,Oba spola,hearing,257
2013,Broj,SOKOLAC,M,hearing,121
2013,Broj,SOKOLAC,Ž,hearing,136
2013,Broj,SRBAC,Oba spola,hearing,423
2013,Broj,SRBAC,M,hearing,212
2013,Broj,SRBAC,Ž,hearing,211
2013,Broj,SREBRENICA,Oba spola,hearing,229
2013,Broj,SREBRENICA,M,hearing,109
2013,Broj,SREBRENICA,Ž,hearing,120
2013,Broj,TESLIC,Oba spola,hearing,881
2013,Broj,TESLIC,M,hearing,435
2013,Broj,TESLIC,Ž,hearing,446
2013,Broj,TREBINJE,Oba spola,hearing,461
2013,Broj,TREBINJE,M,hearing,227
2013,Broj,TREBINJE,Ž,hearing,234
2013,Broj,TRNOVO,Oba spola,hearing,46
2013,Broj,TRNOVO,M,hearing,22
2013,Broj,TRNOVO,Ž,hearing,24
2013,Broj,UGLJEVIK,Oba spola,hearing,257
2013,Broj,UGLJEVIK,M,hearing,117
2013,Broj,UGLJEVIK,Ž,hearing,140
2013,Broj,FOCA,Oba spola,hearing,430
2013,Broj,FOCA,M,hearing,216
2013,Broj,FOCA,Ž,hearing,214
2013,Broj,HAN PIJESAK,Oba spola,hearing,68
2013,Broj,HAN PIJESAK,M,hearing,28
2013,Broj,HAN PIJESAK,Ž,hearing,40
2013,Broj,CAJNICE,Oba spola,hearing,135
2013,Broj,CAJNICE,M,hearing,66
2013,Broj,CAJNICE,Ž,hearing,69
2013,Broj,CELINAC,Oba spola,hearing,457
2013,Broj,CELINAC,M,hearing,233
2013,Broj,CELINAC,Ž,hearing,224
2013,Broj,SAMAC,Oba spola,hearing,419
2013,Broj,SAMAC,M,hearing,217
2013,Broj,SAMAC,Ž,hearing,202
2013,Broj,SEKOVICI,Oba spola,hearing,193
2013,Broj,SEKOVICI,M,hearing,96
2013,Broj,SEKOVICI,Ž,hearing,97
2013,Broj,SIPOVO,Oba spola,hearing,219
2013,Broj,SIPOVO,M,hearing,104
2013,Broj,SIPOVO,Ž,hearing,115
2013,Broj,REPUBLIKA SRPSKA,Oba spola,walking,63381
2013,Broj,REPUBLIKA SRPSKA,M,walking,26903
2013,Broj,REPUBLIKA SRPSKA,Ž,walking,36478
2013,Broj,BANJA LUKA,Oba spola,walking,8456
2013,Broj,BANJA LUKA,M,walking,3667
2013,Broj,BANJA LUKA,Ž,walking,4789
2013,Broj,BERKOVICI,Oba spola,walking,109
2013,Broj,BERKOVICI,M,walking,45
2013,Broj,BERKOVICI,Ž,walking,64
2013,Broj,BIJELJINA,Oba spola,walking,5530
2013,Broj,BIJELJINA,M,walking,2356
2013,Broj,BIJELJINA,Ž,walking,3174
2013,Broj,BILECA,Oba spola,walking,533
2013,Broj,BILECA,M,walking,193
2013,Broj,BILECA,Ž,walking,340
2013,Broj,BRATUNAC,Oba spola,walking,835
2013,Broj,BRATUNAC,M,walking,372
2013,Broj,BRATUNAC,Ž,walking,463
2013,Broj,BROD,Oba spola,walking,892
2013,Broj,BROD,M,walking,392
2013,Broj,BROD,Ž,walking,500
2013,Broj,VISEGRAD,Oba spola,walking,598
2013,Broj,VISEGRAD,M,walking,227
2013,Broj,VISEGRAD,Ž,walking,371
2013,Broj,VLASENICA,Oba spola,walking,440
2013,Broj,VLASENICA,M,walking,211
2013,Broj,VLASENICA,Ž,walking,229
2013,Broj,VUKOSAVLJE,Oba spola,walking,286
2013,Broj,VUKOSAVLJE,M,walking,130
2013,Broj,VUKOSAVLJE,Ž,walking,156
2013,Broj,GACKO,Oba spola,walking,385
2013,Broj,GACKO,M,walking,152
2013,Broj,GACKO,Ž,walking,233
2013,Broj,GRADISKA,Oba spola,walking,2675
2013,Broj,GRADISKA,M,walking,1074
2013,Broj,GRADISKA,Ž,walking,1601
2013,Broj,DERVENTA,Oba spola,walking,1590
2013,Broj,DERVENTA,M,walking,695
2013,Broj,DERVENTA,Ž,walking,895
2013,Broj,DOBOJ,Oba spola,walking,4793
2013,Broj,DOBOJ,M,walking,1953
2013,Broj,DOBOJ,Ž,walking,2840
2013,Broj,DONJI ZABAR,Oba spola,walking,182
2013,Broj,DONJI ZABAR,M,walking,76
2013,Broj,DONJI ZABAR,Ž,walking,106
2013,Broj,ZVORNIK,Oba spola,walking,2535
2013,Broj,ZVORNIK,M,walking,1092
2013,Broj,ZVORNIK,Ž,walking,1443
2013,Broj,ISTOCNA ILIDZA,Oba spola,walking,644
2013,Broj,ISTOCNA ILIDZA,M,walking,267
2013,Broj,ISTOCNA ILIDZA,Ž,walking,377
2013,Broj,ISTOCNI DRVAR,Oba spola,walking,7
2013,Broj,ISTOCNI DRVAR,M,walking,4
2013,Broj,ISTOCNI DRVAR,Ž,walking,3
2013,Broj,ISTOCNI MOSTAR,Oba spola,walking,8
2013,Broj,ISTOCNI MOSTAR,M,walking,2
2013,Broj,ISTOCNI MOSTAR,Ž,walking,6
2013,Broj,ISTOCNI STARI GRAD,Oba spola,walking,53
2013,Broj,ISTOCNI STARI GRAD,M,walking,22
2013,Broj,ISTOCNI STARI GRAD,Ž,walking,31
2013,Broj,ISTOCNO NOVO SARAJEVO,Oba spola,walking,380
2013,Broj,ISTOCNO NOVO SARAJEVO,M,walking,163
2013,Broj,ISTOCNO NOVO SARAJEVO,Ž,walking,217
2013,Broj,JEZERO,Oba spola,walking,60
2013,Broj,JEZERO,M,walking,29
2013,Broj,JEZERO,Ž,walking,31
2013,Broj,KALINOVIK,Oba spola,walking,132
2013,Broj,KALINOVIK,M,walking,54
2013,Broj,KALINOVIK,Ž,walking,78
2013,Broj,KNEZEVO,Oba spola,walking,568
2013,Broj,KNEZEVO,M,walking,255
2013,Broj,KNEZEVO,Ž,walking,313
2013,Broj,KOZARSKA DUBICA,Oba spola,walking,1369
2013,Broj,KOZARSKA DUBICA,M,walking,549
2013,Broj,KOZARSKA DUBICA,Ž,walking,820
2013,Broj,KOSTAJNICA,Oba spola,walking,312
2013,Broj,KOSTAJNICA,M,walking,133
2013,Broj,KOSTAJNICA,Ž,walking,179
2013,Broj,KOTOR VAROS,Oba spola,walking,1074
2013,Broj,KOTOR VAROS,M,walking,475
2013,Broj,KOTOR VAROS,Ž,walking,599
2013,Broj,KRUPA NA UNI,Oba spola,walking,112
2013,Broj,KRUPA NA UNI,M,walking,43
2013,Broj,KRUPA NA UNI,Ž,walking,69
2013,Broj,KUPRES,Oba spola,walking,33
2013,Broj,KUPRES,M,walking,18
2013,Broj,KUPRES,Ž,walking,15
2013,Broj,LAKTASI,Oba spola,walking,1426
2013,Broj,LAKTASI,M,walking,650
2013,Broj,LAKTASI,Ž,walking,776
2013,Broj,LOPARE,Oba spola,walking,984
2013,Broj,LOPARE,M,walking,447
2013,Broj,LOPARE,Ž,walking,537
2013,Broj,LJUBINJE,Oba spola,walking,119
2013,Broj,LJUBINJE,M,walking,48
2013,Broj,LJUBINJE,Ž,walking,71
2013,Broj,MILICI,Oba spola,walking,508
2013,Broj,MILICI,M,walking,224
2013,Broj,MILICI,Ž,walking,284
2013,Broj,MODRICA,Oba spola,walking,1527
2013,Broj,MODRICA,M,walking,635
2013,Broj,MODRICA,Ž,walking,892
2013,Broj,MRKONJIC GRAD,Oba spola,walking,798
2013,Broj,MRKONJIC GRAD,M,walking,355
2013,Broj,MRKONJIC GRAD,Ž,walking,443
2013,Broj,NEVESINJE,Oba spola,walking,551
2013,Broj,NEVESINJE,M,walking,209
2013,Broj,NEVESINJE,Ž,walking,342
2013,Broj,NOVI GRAD,Oba spola,walking,1711
2013,Broj,NOVI GRAD,M,walking,700
2013,Broj,NOVI GRAD,Ž,walking,1011
2013,Broj,NOVO GORAZDE,Oba spola,walking,135
2013,Broj,NOVO GORAZDE,M,walking,61
2013,Broj,NOVO GORAZDE,Ž,walking,74
2013,Broj,OSMACI,Oba spola,walking,288
2013,Broj,OSMACI,M,walking,125
2013,Broj,OSMACI,Ž,walking,163
2013,Broj,OSTRA LUKA,Oba spola,walking,224
2013,Broj,OSTRA LUKA,M,walking,99
2013,Broj,OSTRA LUKA,Ž,walking,125
2013,Broj,PALE,Oba spola,walking,822
2013,Broj,PALE,M,walking,366
2013,Broj,PALE,Ž,walking,456
2013,Broj,PELAGICEVO,Oba spola,walking,445
2013,Broj,PELAGICEVO,M,walking,165
2013,Broj,PELAGICEVO,Ž,walking,280
2013,Broj,PETROVAC,Oba spola,walking,8
2013,Broj,PETROVAC,M,walking,5
2013,Broj,PETROVAC,Ž,walking,3
2013,Broj,PETROVO,Oba spola,walking,602
2013,Broj,PETROVO,M,walking,231
2013,Broj,PETROVO,Ž,walking,371
2013,Broj,PRIJEDOR,Oba spola,walking,4451
2013,Broj,PRIJEDOR,M,walking,1891
2013,Broj,PRIJEDOR,Ž,walking,2560
2013,Broj,PRNJAVOR,Oba spola,walking,2094
2013,Broj,PRNJAVOR,M,walking,860
2013,Broj,PRNJAVOR,Ž,walking,1234
2013,Broj,RIBNIK,Oba spola,walking,438
2013,Broj,RIBNIK,M,walking,182
2013,Broj,RIBNIK,Ž,walking,256
2013,Broj,ROGATICA,Oba spola,walking,640
2013,Broj,ROGATICA,M,walking,264
2013,Broj,ROGATICA,Ž,walking,376
2013,Broj,RUDO,Oba spola,walking,399
2013,Broj,RUDO,M,walking,165
2013,Broj,RUDO,Ž,walking,234
2013,Broj,SOKOLAC,Oba spola,walking,600
2013,Broj,SOKOLAC,M,walking,248
2013,Broj,SOKOLAC,Ž,walking,352
2013,Broj,SRBAC,Oba spola,walking,910
2013,Broj,SRBAC,M,walking,412
2013,Broj,SRBAC,Ž,walking,498
2013,Broj,SREBRENICA,Oba spola,walking,621
2013,Broj,SREBRENICA,M,walking,256
2013,Broj,SREBRENICA,Ž,walking,365
2013,Broj,TESLIC,Oba spola,walking,2201
2013,Broj,TESLIC,M,walking,973
2013,Broj,TESLIC,Ž,walking,1228
2013,Broj,TREBINJE,Oba spola,walking,1198
2013,Broj,TREBINJE,M,walking,489
2013,Broj,TREBINJE,Ž,walking,709
2013,Broj,TRNOVO,Oba spola,walking,104
2013,Broj,TRNOVO,M,walking,41
2013,Broj,TRNOVO,Ž,walking,63
2013,Broj,UGLJEVIK,Oba spola,walking,734
2013,Broj,UGLJEVIK,M,walking,312
2013,Broj,UGLJEVIK,Ž,walking,422
2013,Broj,FOCA,Oba spola,walking,945
2013,Broj,FOCA,M,walking,438
2013,Broj,FOCA,Ž,walking,507
2013,Broj,HAN PIJESAK,Oba spola,walking,187
2013,Broj,HAN PIJESAK,M,walking,65
2013,Broj,HAN PIJESAK,Ž,walking,122
2013,Broj,CAJNICE,Oba spola,walking,262
2013,Broj,CAJNICE,M,walking,108
2013,Broj,CAJNICE,Ž,walking,154
2013,Broj,CELINAC,Oba spola,walking,1038
2013,Broj,CELINAC,M,walking,469
2013,Broj,CELINAC,Ž,walking,569
2013,Broj,SAMAC,Oba spola,walking,1041
2013,Broj,SAMAC,M,walking,413
2013,Broj,SAMAC,Ž,walking,628
2013,Broj,SEKOVICI,Oba spola,walking,283
2013,Broj,SEKOVICI,M,walking,125
2013,Broj,SEKOVICI,Ž,walking,158
2013,Broj,SIPOVO,Oba spola,walking,496
2013,Broj,SIPOVO,M,walking,223
2013,Broj,SIPOVO,Ž,walking,273
2013,Broj,REPUBLIKA SRPSKA,Oba spola,memory,18330
2013,Broj,REPUBLIKA SRPSKA,M,memory,8168
2013,Broj,REPUBLIKA SRPSKA,Ž,memory,10162
2013,Broj,BANJA LUKA,Oba spola,memory,2300
2013,Broj,BANJA LUKA,M,memory,1087
2013,Broj,BANJA LUKA,Ž,memory,1213
2013,Broj,BERKOVICI,Oba spola,memory,35
2013,Broj,BERKOVICI,M,memory,13
2013,Broj,BERKOVICI,Ž,memory,22
2013,Broj,BIJELJINA,Oba spola,memory,1415
2013,Broj,BIJELJINA,M,memory,630
2013,Broj,BIJELJINA,Ž,memory,785
2013,Broj,BILECA,Oba spola,memory,126
2013,Broj,BILECA,M,memory,61
2013,Broj,BILECA,Ž,memory,65
2013,Broj,BRATUNAC,Oba spola,memory,290
2013,Broj,BRATUNAC,M,memory,116
2013,Broj,BRATUNAC,Ž,memory,174
2013,Broj,BROD,Oba spola,memory,239
2013,Broj,BROD,M,memory,104
2013,Broj,BROD,Ž,memory,135
2013,Broj,VISEGRAD,Oba spola,memory,309
2013,Broj,VISEGRAD,M,memory,75
2013,Broj,VISEGRAD,Ž,memory,234
2013,Broj,VLASENICA,Oba spola,memory,137
2013,Broj,VLASENICA,M,memory,60
2013,Broj,VLASENICA,Ž,memory,77
2013,Broj,VUKOSAVLJE,Oba spola,memory,74
2013,Broj,VUKOSAVLJE,M,memory,37
2013,Broj,VUKOSAVLJE,Ž,memory,37
2013,Broj,GACKO,Oba spola,memory,90
2013,Broj,GACKO,M,memory,42
2013,Broj,GACKO,Ž,memory,48
2013,Broj,GRADISKA,Oba spola,memory,831
2013,Broj,GRADISKA,M,memory,338
2013,Broj,GRADISKA,Ž,memory,493
2013,Broj,DERVENTA,Oba spola,memory,455
2013,Broj,DERVENTA,M,memory,195
2013,Broj,DERVENTA,Ž,memory,260
2013,Broj,DOBOJ,Oba spola,memory,1369
2013,Broj,DOBOJ,M,memory,596
2013,Broj,DOBOJ,Ž,memory,773
2013,Broj,DONJI ZABAR,Oba spola,memory,40
2013,Broj,DONJI ZABAR,M,memory,19
2013,Broj,DONJI ZABAR,Ž,memory,21
2013,Broj,ZVORNIK,Oba spola,memory,762
2013,Broj,ZVORNIK,M,memory,330
2013,Broj,ZVORNIK,Ž,memory,432
2013,Broj,ISTOCNA ILIDZA,Oba spola,memory,149
2013,Broj,ISTOCNA ILIDZA,M,memory,64
2013,Broj,ISTOCNA ILIDZA,Ž,memory,85
2013,Broj,ISTOCNI DRVAR,Oba spola,memory,1
2013,Broj,ISTOCNI DRVAR,M,memory,0
2013,Broj,ISTOCNI DRVAR,Ž,memory,1
2013,Broj,ISTOCNI MOSTAR,Oba spola,memory,3
2013,Broj,ISTOCNI MOSTAR,M,memory,2
2013,Broj,ISTOCNI MOSTAR,Ž,memory,1
2013,Broj,ISTOCNI STARI GRAD,Oba spola,memory,20
2013,Broj,ISTOCNI STARI GRAD,M,memory,9
2013,Broj,ISTOCNI STARI GRAD,Ž,memory,11
2013,Broj,ISTOCNO NOVO SARAJEVO,Oba spola,memory,104
2013,Broj,ISTOCNO NOVO SARAJEVO,M,memory,49
2013,Broj,ISTOCNO NOVO SARAJEVO,Ž,memory,55
2013,Broj,JEZERO,Oba spola,memory,27
2013,Broj,JEZERO,M,memory,15
2013,Broj,JEZERO,Ž,memory,12
2013,Broj,KALINOVIK,Oba spola,memory,27
2013,Broj,KALINOVIK,M,memory,10
2013,Broj,KALINOVIK,Ž,memory,17
2013,Broj,KNEZEVO,Oba spola,memory,238
2013,Broj,KNEZEVO,M,memory,113
2013,Broj,KNEZEVO,Ž,memory,125
2013,Broj,KOZARSKA DUBICA,Oba spola,memory,331
2013,Broj,KOZARSKA DUBICA,M,memory,154
2013,Broj,KOZARSKA DUBICA,Ž,memory,177
2013,Broj,KOSTAJNICA,Oba spola,memory,98
2013,Broj,KOSTAJNICA,M,memory,41
2013,Broj,KOSTAJNICA,Ž,memory,57
2013,Broj,KOTOR VAROS,Oba spola,memory,339
2013,Broj,KOTOR VAROS,M,memory,154
2013,Broj,KOTOR VAROS,Ž,memory,185
2013,Broj,KRUPA NA UNI,Oba spola,memory,40
2013,Broj,KRUPA NA UNI,M,memory,19
2013,Broj,KRUPA NA UNI,Ž,memory,21
2013,Broj,KUPRES,Oba spola,memory,13
2013,Broj,KUPRES,M,memory,9
2013,Broj,KUPRES,Ž,memory,4
2013,Broj,LAKTASI,Oba spola,memory,410
2013,Broj,LAKTASI,M,memory,204
2013,Broj,LAKTASI,Ž,memory,206
2013,Broj,LOPARE,Oba spola,memory,281
2013,Broj,LOPARE,M,memory,140
2013,Broj,LOPARE,Ž,memory,141
2013,Broj,LJUBINJE,Oba spola,memory,44
2013,Broj,LJUBINJE,M,memory,17
2013,Broj,LJUBINJE,Ž,memory,27
2013,Broj,MILICI,Oba spola,memory,158
2013,Broj,MILICI,M,memory,64
2013,Broj,MILICI,Ž,memory,94
2013,Broj,MODRICA,Oba spola,memory,478
2013,Broj,MODRICA,M,memory,194
2013,Broj,MODRICA,Ž,memory,284
2013,Broj,MRKONJIC GRAD,Oba spola,memory,228
2013,Broj,MRKONJIC GRAD,M,memory,98
2013,Broj,MRKONJIC GRAD,Ž,memory,130
2013,Broj,NEVESINJE,Oba spola,memory,144
