Year,UNIT_MEASURE,Administrative area,Sex,Religion,Value
2013,Number,Donji Zabar,Both sexes,ortodox,2658
2013,Number,Donji Zabar,M,ortodox,1352
2013,Number,Donji Zabar,F,ortodox,1306
2013,Number,City of Zvornik,Both sexes,ortodox,37114
2013,Number,City of Zvornik,M,ortodox,18378
2013,Number,City of Zvornik,F,ortodox,18736
2013,Number,East Ilidza,Both sexes,ortodox,13458
2013,Number,East Ilidza,M,ortodox,6479
2013,Number,East Ilidza,F,ortodox,6979
2013,Number,East Drvar,Both sexes,ortodox,65
2013,Number,East Drvar,M,ortodox,44
2013,Number,East Drvar,F,ortodox,21
2013,Number,East Mostar,Both sexes,ortodox,153
2013,Number,East Mostar,M,ortodox,84
2013,Number,East Mostar,F,ortodox,69
2013,Number,East Stari Grad,Both sexes,ortodox,1058
2013,Number,East Stari Grad,M,ortodox,520
2013,Number,East Stari Grad,F,ortodox,538
2013,Number,East Novo Sarajevo,Both sexes,ortodox,10044
2013,Number,East Novo Sarajevo,M,ortodox,4796
2013,Number,East Novo Sarajevo,F,ortodox,5248
2013,Number,Jezero,Both sexes,ortodox,780
2013,Number,Jezero,M,ortodox,412
2013,Number,Jezero,F,ortodox,368
2013,Number,Kalinovik,Both sexes,ortodox,1905
2013,Number,Kalinovik,M,ortodox,923
2013,Number,Kalinovik,F,ortodox,982
2013,Number,Knezevo,Both sexes,ortodox,8866
2013,Number,Knezevo,M,ortodox,4408
2013,Number,Knezevo,F,ortodox,4458
2013,Number,Kozarska Dubica,Both sexes,ortodox,18103
2013,Number,Kozarska Dubica,M,ortodox,8909
2013,Number,Kozarska Dubica,F,ortodox,9194
2013,Number,Kostajnica,Both sexes,ortodox,4190
2013,Number,Kostajnica,M,ortodox,2080
2013,Number,Kostajnica,F,ortodox,2110
2013,Number,Kotor Varos,Both sexes,ortodox,12645
2013,Number,Kotor Varos,M,ortodox,6263
2013,Number,Kotor Varos,F,ortodox,6382
2013,Number,Krupa Na Uni,Both sexes,ortodox,1554
2013,Number,Krupa Na Uni,M,ortodox,840
2013,Number,Krupa Na Uni,F,ortodox,714
2013,Number,Kupres,Both sexes,ortodox,292
2013,Number,Kupres,M,ortodox,156
2013,Number,Kupres,F,ortodox,136
2013,Number,Laktasi,Both sexes,ortodox,32907
2013,Number,Laktasi,M,ortodox,16334
2013,Number,Laktasi,F,ortodox,16573
2013,Number,Lopare,Both sexes,ortodox,13273
2013,Number,Lopare,M,ortodox,6700
2013,Number,Lopare,F,ortodox,6573
2013,Number,Ljubinje,Both sexes,ortodox,3295
2013,Number,Ljubinje,M,ortodox,1621
2013,Number,Ljubinje,F,ortodox,1674
2013,Number,Milici,Both sexes,ortodox,6835
2013,Number,Milici,M,ortodox,3469
2013,Number,Milici,F,ortodox,3366
2013,Number,Modrica,Both sexes,ortodox,19482
2013,Number,Modrica,M,ortodox,9579
2013,Number,Modrica,F,ortodox,9903
2013,Number,Mrkonjic Grad,Both sexes,ortodox,15334
2013,Number,Mrkonjic Grad,M,ortodox,7387
2013,Number,Mrkonjic Grad,F,ortodox,7947
2013,Number,Nevesinje,Both sexes,ortodox,11973
2013,Number,Nevesinje,M,ortodox,5955
2013,Number,Nevesinje,F,ortodox,6018
2013,Number,Novi Grad,Both sexes,ortodox,19443
2013,Number,Novi Grad,M,ortodox,9725
2013,Number,Novi Grad,F,ortodox,9718
2013,Number,Novo Gorazde,Both sexes,ortodox,1563
2013,Number,Novo Gorazde,M,ortodox,822
2013,Number,Novo Gorazde,F,ortodox,741
2013,Number,Osmaci,Both sexes,ortodox,2848
2013,Number,Osmaci,M,ortodox,1446
2013,Number,Osmaci,F,ortodox,1402
2013,Number,Ostra Luka,Both sexes,ortodox,2503
2013,Number,Ostra Luka,M,ortodox,1290
2013,Number,Ostra Luka,F,ortodox,1213
2013,Number,Pale,Both sexes,ortodox,19901
2013,Number,Pale,M,ortodox,9546
2013,Number,Pale,F,ortodox,10355
2013,Number,Pelagicevo,Both sexes,ortodox,3152
2013,Number,Pelagicevo,M,ortodox,1566
2013,Number,Pelagicevo,F,ortodox,1586
2013,Number,Petrovac,Both sexes,ortodox,352
2013,Number,Petrovac,M,ortodox,168
2013,Number,Petrovac,F,ortodox,184
2013,Number,Petrovo,Both sexes,ortodox,6221
2013,Number,Petrovo,M,ortodox,3004
2013,Number,Petrovo,F,ortodox,3217
2013,Number,City of Prijedor,Both sexes,ortodox,53842
2013,Number,City of Prijedor,M,ortodox,26540
2013,Number,City of Prijedor,F,ortodox,27302
2013,Number,Prnjavor,Both sexes,ortodox,29944
2013,Number,Prnjavor,M,ortodox,14579
2013,Number,Prnjavor,F,ortodox,15365
2013,Number,Ribnik,Both sexes,ortodox,5824
2013,Number,Ribnik,M,ortodox,2886
2013,Number,Ribnik,F,ortodox,2938
2013,Number,Rogatica,Both sexes,ortodox,9199
2013,Number,Rogatica,M,ortodox,4492
2013,Number,Rogatica,F,ortodox,4707
2013,Number,Rudo,Both sexes,ortodox,6968
2013,Number,Rudo,M,ortodox,3521
2013,Number,Rudo,F,ortodox,3447
2013,Number,Sokolac,Both sexes,ortodox,10897
2013,Number,Sokolac,M,ortodox,5356
2013,Number,Sokolac,F,ortodox,5541
2013,Number,Srbac,Both sexes,ortodox,16110
2013,Number,Srbac,M,ortodox,7932
2013,Number,Srbac,F,ortodox,8178
2013,Number,Srebrenica,Both sexes,ortodox,5418
2013,Number,Srebrenica,M,ortodox,2721
2013,Number,Srebrenica,F,ortodox,2697
2013,Number,Teslic,Both sexes,ortodox,28140
2013,Number,Teslic,M,ortodox,13523
2013,Number,Teslic,F,ortodox,14617
2013,Number,City of Trebinje,Both sexes,ortodox,26669
2013,Number,City of Trebinje,M,ortodox,13054
2013,Number,City of Trebinje,F,ortodox,13615
2013,Number,Trnovo,Both sexes,ortodox,1135
2013,Number,Trnovo,M,ortodox,537
2013,Number,Trnovo,F,ortodox,598
2013,Number,Ugljevik,Both sexes,ortodox,13016
2013,Number,Ugljevik,M,ortodox,6602
2013,Number,Ugljevik,F,ortodox,6414
2013,Number,Foca,Both sexes,ortodox,16163
2013,Number,Foca,M,ortodox,8138
2013,Number,Foca,F,ortodox,8025
2013,Number,Han Pijesak,Both sexes,ortodox,2998
2013,Number,Han Pijesak,M,ortodox,1416
2013,Number,Han Pijesak,F,ortodox,1582
2013,Number,Cajnice,Both sexes,ortodox,3812
2013,Number,Cajnice,M,ortodox,1895
2013,Number,Cajnice,F,ortodox,1917
2013,Number,Celinac,Both sexes,ortodox,14538
2013,Number,Celinac,M,ortodox,7205
2013,Number,Celinac,F,ortodox,7333
2013,Number,Samac,Both sexes,ortodox,12833
2013,Number,Samac,M,ortodox,6262
2013,Number,Samac,F,ortodox,6571
2013,Number,Sekovici,Both sexes,ortodox,6188
2013,Number,Sekovici,M,ortodox,3035
2013,Number,Sekovici,F,ortodox,3153
2013,Number,Sipovo,Both sexes,ortodox,9298
2013,Number,Sipovo,M,ortodox,4709
2013,Number,Sipovo,F,ortodox,4589
2013,Number,Republika Srpska,Both sexes,Agnostic,1223
2013,Number,Republika Srpska,M,Agnostic,610
2013,Number,Republika Srpska,F,Agnostic,613
2013,Number,City of Banja Luka,Both sexes,Agnostic,592
2013,Number,City of Banja Luka,M,Agnostic,285
2013,Number,City of Banja Luka,F,Agnostic,307
2013,Number,Berkovici,Both sexes,Agnostic,0
2013,Number,Berkovici,M,Agnostic,0
2013,Number,Berkovici,F,Agnostic,0
2013,Number,City of Bijeljina,Both sexes,Agnostic,60
2013,Number,City of Bijeljina,M,Agnostic,33
2013,Number,City of Bijeljina,F,Agnostic,27
2013,Number,Bileca,Both sexes,Agnostic,1
2013,Number,Bileca,M,Agnostic,1
2013,Number,Bileca,F,Agnostic,0
2013,Number,Bratunac,Both sexes,Agnostic,2
2013,Number,Bratunac,M,Agnostic,1
2013,Number,Bratunac,F,Agnostic,1
2013,Number,Brod,Both sexes,Agnostic,15
2013,Number,Brod,M,Agnostic,7
2013,Number,Brod,F,Agnostic,8
2013,Number,Visegrad,Both sexes,Agnostic,2
2013,Number,Visegrad,M,Agnostic,2
2013,Number,Visegrad,F,Agnostic,0
2013,Number,Vlasenica,Both sexes,Agnostic,2
2013,Number,Vlasenica,M,Agnostic,1
2013,Number,Vlasenica,F,Agnostic,1
2013,Number,Vukosavlje,Both sexes,Agnostic,1
2013,Number,Vukosavlje,M,Agnostic,1
2013,Number,Vukosavlje,F,Agnostic,0
2013,Number,Gacko,Both sexes,Agnostic,1
2013,Number,Gacko,M,Agnostic,0
2013,Number,Gacko,F,Agnostic,1
2013,Number,City of Gradiska,Both sexes,Agnostic,45
2013,Number,City of Gradiska,M,Agnostic,28
2013,Number,City of Gradiska,F,Agnostic,17
2013,Number,City of Derventa,Both sexes,Agnostic,19
2013,Number,City of Derventa,M,Agnostic,9
2013,Number,City of Derventa,F,Agnostic,10
2013,Number,City of Doboj,Both sexes,Agnostic,71
2013,Number,City of Doboj,M,Agnostic,40
2013,Number,City of Doboj,F,Agnostic,31
2013,Number,Donji Zabar,Both sexes,Agnostic,1
2013,Number,Donji Zabar,M,Agnostic,0
2013,Number,Donji Zabar,F,Agnostic,1
2013,Number,City of Zvornik,Both sexes,Agnostic,9
2013,Number,City of Zvornik,M,Agnostic,5
2013,Number,City of Zvornik,F,Agnostic,4
2013,Number,East Ilidza,Both sexes,Agnostic,17
2013,Number,East Ilidza,M,Agnostic,8
2013,Number,East Ilidza,F,Agnostic,9
2013,Number,East Drvar,Both sexes,Agnostic,0
2013,Number,East Drvar,M,Agnostic,0
2013,Number,East Drvar,F,Agnostic,0
2013,Number,East Mostar,Both sexes,Agnostic,0
2013,Number,East Mostar,M,Agnostic,0
2013,Number,East Mostar,F,Agnostic,0
2013,Number,East Stari Grad,Both sexes,Agnostic,0
2013,Number,East Stari Grad,M,Agnostic,0
2013,Number,East Stari Grad,F,Agnostic,0
2013,Number,East Novo Sarajevo,Both sexes,Agnostic,23
2013,Number,East Novo Sarajevo,M,Agnostic,8
2013,Number,East Novo Sarajevo,F,Agnostic,15
2013,Number,Jezero,Both sexes,Agnostic,0
2013,Number,Jezero,M,Agnostic,0
2013,Number,Jezero,F,Agnostic,0
2013,Number,Kalinovik,Both sexes,Agnostic,2
2013,Number,Kalinovik,M,Agnostic,0
2013,Number,Kalinovik,F,Agnostic,2
2013,Number,Knezevo,Both sexes,Agnostic,0
2013,Number,Knezevo,M,Agnostic,0
2013,Number,Knezevo,F,Agnostic,0
2013,Number,Kozarska Dubica,Both sexes,Agnostic,17
2013,Number,Kozarska Dubica,M,Agnostic,5
2013,Number,Kozarska Dubica,F,Agnostic,12
2013,Number,Kostajnica,Both sexes,Agnostic,3
2013,Number,Kostajnica,M,Agnostic,3
2013,Number,Kostajnica,F,Agnostic,0
2013,Number,Kotor Varos,Both sexes,Agnostic,10
2013,Number,Kotor Varos,M,Agnostic,6
2013,Number,Kotor Varos,F,Agnostic,4
2013,Number,Krupa Na Uni,Both sexes,Agnostic,0
2013,Number,Krupa Na Uni,M,Agnostic,0
2013,Number,Krupa Na Uni,F,Agnostic,0
2013,Number,Kupres,Both sexes,Agnostic,0
2013,Number,Kupres,M,Agnostic,0
2013,Number,Kupres,F,Agnostic,0
2013,Number,Laktasi,Both sexes,Agnostic,35
2013,Number,Laktasi,M,Agnostic,19
2013,Number,Laktasi,F,Agnostic,16
2013,Number,Lopare,Both sexes,Agnostic,4
2013,Number,Lopare,M,Agnostic,0
2013,Number,Lopare,F,Agnostic,4
2013,Number,Ljubinje,Both sexes,Agnostic,0
2013,Number,Ljubinje,M,Agnostic,0
2013,Number,Ljubinje,F,Agnostic,0
2013,Number,Milici,Both sexes,Agnostic,0
2013,Number,Milici,M,Agnostic,0
2013,Number,Milici,F,Agnostic,0
2013,Number,Modrica,Both sexes,Agnostic,26
2013,Number,Modrica,M,Agnostic,13
2013,Number,Modrica,F,Agnostic,13
2013,Number,Mrkonjic Grad,Both sexes,Agnostic,8
2013,Number,Mrkonjic Grad,M,Agnostic,5
2013,Number,Mrkonjic Grad,F,Agnostic,3
2013,Number,Nevesinje,Both sexes,Agnostic,3
2013,Number,Nevesinje,M,Agnostic,1
2013,Number,Nevesinje,F,Agnostic,2
2013,Number,Novi Grad,Both sexes,Agnostic,9
2013,Number,Novi Grad,M,Agnostic,5
2013,Number,Novi Grad,F,Agnostic,4
2013,Number,Novo Gorazde,Both sexes,Agnostic,0
2013,Number,Novo Gorazde,M,Agnostic,0
2013,Number,Novo Gorazde,F,Agnostic,0
2013,Number,Osmaci,Both sexes,Agnostic,0
2013,Number,Osmaci,M,Agnostic,0
2013,Number,Osmaci,F,Agnostic,0
2013,Number,Ostra Luka,Both sexes,Agnostic,2
2013,Number,Ostra Luka,M,Agnostic,1
2013,Number,Ostra Luka,F,Agnostic,1
2013,Number,Pale,Both sexes,Agnostic,15
2013,Number,Pale,M,Agnostic,9
2013,Number,Pale,F,Agnostic,6
2013,Number,Pelagicevo,Both sexes,Agnostic,0
2013,Number,Pelagicevo,M,Agnostic,0
2013,Number,Pelagicevo,F,Agnostic,0
2013,Number,Petrovac,Both sexes,Agnostic,0
2013,Number,Petrovac,M,Agnostic,0
2013,Number,Petrovac,F,Agnostic,0
2013,Number,Petrovo,Both sexes,Agnostic,1
2013,Number,Petrovo,M,Agnostic,1
2013,Number,Petrovo,F,Agnostic,0
2013,Number,City of Prijedor,Both sexes,Agnostic,84
2013,Number,City of Prijedor,M,Agnostic,48
2013,Number,City of Prijedor,F,Agnostic,36
2013,Number,Prnjavor,Both sexes,Agnostic,25
2013,Number,Prnjavor,M,Agnostic,11
2013,Number,Prnjavor,F,Agnostic,14
2013,Number,Ribnik,Both sexes,Agnostic,0
2013,Number,Ribnik,M,Agnostic,0
2013,Number,Ribnik,F,Agnostic,0
2013,Number,Rogatica,Both sexes,Agnostic,2
2013,Number,Rogatica,M,Agnostic,2
2013,Number,Rogatica,F,Agnostic,0
2013,Number,Rudo,Both sexes,Agnostic,1
2013,Number,Rudo,M,Agnostic,1
2013,Number,Rudo,F,Agnostic,0
2013,Number,Sokolac,Both sexes,Agnostic,2
2013,Number,Sokolac,M,Agnostic,0
2013,Number,Sokolac,F,Agnostic,2
2013,Number,Srbac,Both sexes,Agnostic,7
2013,Number,Srbac,M,Agnostic,5
2013,Number,Srbac,F,Agnostic,2
2013,Number,Srebrenica,Both sexes,Agnostic,1
2013,Number,Srebrenica,M,Agnostic,0
2013,Number,Srebrenica,F,Agnostic,1
2013,Number,Teslic,Both sexes,Agnostic,37
2013,Number,Teslic,M,Agnostic,15
2013,Number,Teslic,F,Agnostic,22
2013,Number,City of Trebinje,Both sexes,Agnostic,32
2013,Number,City of Trebinje,M,Agnostic,14
2013,Number,City of Trebinje,F,Agnostic,18
2013,Number,Trnovo,Both sexes,Agnostic,3
2013,Number,Trnovo,M,Agnostic,2
2013,Number,Trnovo,F,Agnostic,1
2013,Number,Ugljevik,Both sexes,Agnostic,1
2013,Number,Ugljevik,M,Agnostic,1
2013,Number,Ugljevik,F,Agnostic,0
2013,Number,Foca,Both sexes,Agnostic,3
2013,Number,Foca,M,Agnostic,1
2013,Number,Foca,F,Agnostic,2
2013,Number,Han Pijesak,Both sexes,Agnostic,1
2013,Number,Han Pijesak,M,Agnostic,0
2013,Number,Han Pijesak,F,Agnostic,1
2013,Number,Cajnice,Both sexes,Agnostic,1
2013,Number,Cajnice,M,Agnostic,0
2013,Number,Cajnice,F,Agnostic,1
2013,Number,Celinac,Both sexes,Agnostic,8
2013,Number,Celinac,M,Agnostic,4
2013,Number,Celinac,F,Agnostic,4
2013,Number,Samac,Both sexes,Agnostic,18
2013,Number,Samac,M,Agnostic,8
2013,Number,Samac,F,Agnostic,10
2013,Number,Sekovici,Both sexes,Agnostic,1
2013,Number,Sekovici,M,Agnostic,1
2013,Number,Sekovici,F,Agnostic,0
2013,Number,Sipovo,Both sexes,Agnostic,0
2013,Number,Sipovo,M,Agnostic,0
2013,Number,Sipovo,F,Agnostic,0
2013,Number,Republika Srpska,Both sexes,Atheist,5784
2013,Number,Republika Srpska,M,Atheist,3146
2013,Number,Republika Srpska,F,Atheist,2638
2013,Number,City of Banja Luka,Both sexes,Atheist,2593
2013,Number,City of Banja Luka,M,Atheist,1342
2013,Number,City of Banja Luka,F,Atheist,1251
2013,Number,Berkovici,Both sexes,Atheist,2
2013,Number,Berkovici,M,Atheist,1
2013,Number,Berkovici,F,Atheist,1
2013,Number,City of Bijeljina,Both sexes,Atheist,345
2013,Number,City of Bijeljina,M,Atheist,218
2013,Number,City of Bijeljina,F,Atheist,127
2013,Number,Bileca,Both sexes,Atheist,7
2013,Number,Bileca,M,Atheist,5
2013,Number,Bileca,F,Atheist,2
2013,Number,Bratunac,Both sexes,Atheist,8
2013,Number,Bratunac,M,Atheist,5
2013,Number,Bratunac,F,Atheist,3
2013,Number,Brod,Both sexes,Atheist,113
2013,Number,Brod,M,Atheist,59
2013,Number,Brod,F,Atheist,54
2013,Number,Visegrad,Both sexes,Atheist,21
2013,Number,Visegrad,M,Atheist,15
2013,Number,Visegrad,F,Atheist,6
2013,Number,Vlasenica,Both sexes,Atheist,16
2013,Number,Vlasenica,M,Atheist,10
2013,Number,Vlasenica,F,Atheist,6
2013,Number,Vukosavlje,Both sexes,Atheist,9
2013,Number,Vukosavlje,M,Atheist,7
2013,Number,Vukosavlje,F,Atheist,2
2013,Number,Gacko,Both sexes,Atheist,3
2013,Number,Gacko,M,Atheist,1
2013,Number,Gacko,F,Atheist,2
2013,Number,City of Gradiska,Both sexes,Atheist,223
2013,Number,City of Gradiska,M,Atheist,126
2013,Number,City of Gradiska,F,Atheist,97
2013,Number,City of Derventa,Both sexes,Atheist,100
2013,Number,City of Derventa,M,Atheist,51
2013,Number,City of Derventa,F,Atheist,49
2013,Number,City of Doboj,Both sexes,Atheist,378
2013,Number,City of Doboj,M,Atheist,200
2013,Number,City of Doboj,F,Atheist,178
2013,Number,Donji Zabar,Both sexes,Atheist,0
2013,Number,Donji Zabar,M,Atheist,0
2013,Number,Donji Zabar,F,Atheist,0
2013,Number,City of Zvornik,Both sexes,Atheist,59
2013,Number,City of Zvornik,M,Atheist,36
2013,Number,City of Zvornik,F,Atheist,23
2013,Number,East Ilidza,Both sexes,Atheist,60
2013,Number,East Ilidza,M,Atheist,27
2013,Number,East Ilidza,F,Atheist,33
2013,Number,East Drvar,Both sexes,Atheist,0
2013,Number,East Drvar,M,Atheist,0
2013,Number,East Drvar,F,Atheist,0
2013,Number,East Mostar,Both sexes,Atheist,0
2013,Number,East Mostar,M,Atheist,0
2013,Number,East Mostar,F,Atheist,0
2013,Number,East Stari Grad,Both sexes,Atheist,2
2013,Number,East Stari Grad,M,Atheist,1
2013,Number,East Stari Grad,F,Atheist,1
2013,Number,East Novo Sarajevo,Both sexes,Atheist,37
2013,Number,East Novo Sarajevo,M,Atheist,18
2013,Number,East Novo Sarajevo,F,Atheist,19
2013,Number,Jezero,Both sexes,Atheist,3
2013,Number,Jezero,M,Atheist,2
2013,Number,Jezero,F,Atheist,1
2013,Number,Kalinovik,Both sexes,Atheist,0
2013,Number,Kalinovik,M,Atheist,0
2013,Number,Kalinovik,F,Atheist,0
2013,Number,Knezevo,Both sexes,Atheist,5
2013,Number,Knezevo,M,Atheist,3
2013,Number,Knezevo,F,Atheist,2
2013,Number,Kozarska Dubica,Both sexes,Atheist,130
2013,Number,Kozarska Dubica,M,Atheist,68
2013,Number,Kozarska Dubica,F,Atheist,62
2013,Number,Kostajnica,Both sexes,Atheist,16
2013,Number,Kostajnica,M,Atheist,12
2013,Number,Kostajnica,F,Atheist,4
2013,Number,Kotor Varos,Both sexes,Atheist,56
2013,Number,Kotor Varos,M,Atheist,34
2013,Number,Kotor Varos,F,Atheist,22
2013,Number,Krupa Na Uni,Both sexes,Atheist,0
2013,Number,Krupa Na Uni,M,Atheist,0
2013,Number,Krupa Na Uni,F,Atheist,0
2013,Number,Kupres,Both sexes,Atheist,0
2013,Number,Kupres,M,Atheist,0
2013,Number,Kupres,F,Atheist,0
2013,Number,Laktasi,Both sexes,Atheist,96
2013,Number,Laktasi,M,Atheist,57
2013,Number,Laktasi,F,Atheist,39
2013,Number,Lopare,Both sexes,Atheist,21
2013,Number,Lopare,M,Atheist,12
2013,Number,Lopare,F,Atheist,9
2013,Number,Ljubinje,Both sexes,Atheist,1
2013,Number,Ljubinje,M,Atheist,1
2013,Number,Ljubinje,F,Atheist,0
2013,Number,Milici,Both sexes,Atheist,3
2013,Number,Milici,M,Atheist,3
2013,Number,Milici,F,Atheist,0
2013,Number,Modrica,Both sexes,Atheist,98
2013,Number,Modrica,M,Atheist,53
2013,Number,Modrica,F,Atheist,45
2013,Number,Mrkonjic Grad,Both sexes,Atheist,28
2013,Number,Mrkonjic Grad,M,Atheist,13
2013,Number,Mrkonjic Grad,F,Atheist,15
2013,Number,Nevesinje,Both sexes,Atheist,8
2013,Number,Nevesinje,M,Atheist,3
2013,Number,Nevesinje,F,Atheist,5
2013,Number,Novi Grad,Both sexes,Atheist,81
2013,Number,Novi Grad,M,Atheist,36
2013,Number,Novi Grad,F,Atheist,45
2013,Number,Novo Gorazde,Both sexes,Atheist,0
2013,Number,Novo Gorazde,M,Atheist,0
2013,Number,Novo Gorazde,F,Atheist,0
2013,Number,Osmaci,Both sexes,Atheist,1
2013,Number,Osmaci,M,Atheist,1
2013,Number,Osmaci,F,Atheist,0
2013,Number,Ostra Luka,Both sexes,Atheist,4
2013,Number,Ostra Luka,M,Atheist,3
2013,Number,Ostra Luka,F,Atheist,1
2013,Number,Pale,Both sexes,Atheist,47
2013,Number,Pale,M,Atheist,23
2013,Number,Pale,F,Atheist,24
2013,Number,Pelagicevo,Both sexes,Atheist,1
2013,Number,Pelagicevo,M,Atheist,0
2013,Number,Pelagicevo,F,Atheist,1
2013,Number,Petrovac,Both sexes,Atheist,2
2013,Number,Petrovac,M,Atheist,1
2013,Number,Petrovac,F,Atheist,1
2013,Number,Petrovo,Both sexes,Atheist,10
2013,Number,Petrovo,M,Atheist,7
2013,Number,Petrovo,F,Atheist,3
2013,Number,City of Prijedor,Both sexes,Atheist,511
2013,Number,City of Prijedor,M,Atheist,277
2013,Number,City of Prijedor,F,Atheist,234
2013,Number,Prnjavor,Both sexes,Atheist,102
2013,Number,Prnjavor,M,Atheist,65
2013,Number,Prnjavor,F,Atheist,37
2013,Number,Ribnik,Both sexes,Atheist,3
2013,Number,Ribnik,M,Atheist,2
2013,Number,Ribnik,F,Atheist,1
2013,Number,Rogatica,Both sexes,Atheist,20
2013,Number,Rogatica,M,Atheist,13
2013,Number,Rogatica,F,Atheist,7
2013,Number,Rudo,Both sexes,Atheist,11
2013,Number,Rudo,M,Atheist,9
2013,Number,Rudo,F,Atheist,2
2013,Number,Sokolac,Both sexes,Atheist,14
2013,Number,Sokolac,M,Atheist,11
2013,Number,Sokolac,F,Atheist,3
2013,Number,Srbac,Both sexes,Atheist,46
2013,Number,Srbac,M,Atheist,28
2013,Number,Srbac,F,Atheist,18
2013,Number,Srebrenica,Both sexes,Atheist,14
2013,Number,Srebrenica,M,Atheist,10
2013,Number,Srebrenica,F,Atheist,4
2013,Number,Teslic,Both sexes,Atheist,167
2013,Number,Teslic,M,Atheist,89
2013,Number,Teslic,F,Atheist,78
2013,Number,City of Trebinje,Both sexes,Atheist,118
2013,Number,City of Trebinje,M,Atheist,62
2013,Number,City of Trebinje,F,Atheist,56
2013,Number,Trnovo,Both sexes,Atheist,7
2013,Number,Trnovo,M,Atheist,5
2013,Number,Trnovo,F,Atheist,2
2013,Number,Ugljevik,Both sexes,Atheist,22
2013,Number,Ugljevik,M,Atheist,16
2013,Number,Ugljevik,F,Atheist,6
2013,Number,Foca,Both sexes,Atheist,34
2013,Number,Foca,M,Atheist,19
2013,Number,Foca,F,Atheist,15
2013,Number,Han Pijesak,Both sexes,Atheist,1
2013,Number,Han Pijesak,M,Atheist,1
2013,Number,Han Pijesak,F,Atheist,0
2013,Number,Cajnice,Both sexes,Atheist,4
2013,Number,Cajnice,M,Atheist,3
2013,Number,Cajnice,F,Atheist,1
2013,Number,Celinac,Both sexes,Atheist,23
2013,Number,Celinac,M,Atheist,12
2013,Number,Celinac,F,Atheist,11
2013,Number,Samac,Both sexes,Atheist,81
2013,Number,Samac,M,Atheist,56
2013,Number,Samac,F,Atheist,25
2013,Number,Sekovici,Both sexes,Atheist,6
2013,Number,Sekovici,M,Atheist,5
2013,Number,Sekovici,F,Atheist,1
2013,Number,Sipovo,Both sexes,Atheist,13
2013,Number,Sipovo,M,Atheist,9
2013,Number,Sipovo,F,Atheist,4
2013,Number,Republika Srpska,Both sexes,Other religion,8729
2013,Number,Republika Srpska,M,Other religion,4319
2013,Number,Republika Srpska,F,Other religion,4410
2013,Number,City of Banja Luka,Both sexes,Other religion,1230
2013,Number,City of Banja Luka,M,Other religion,620
2013,Number,City of Banja Luka,F,Other religion,610
2013,Number,Berkovici,Both sexes,Other religion,3
2013,Number,Berkovici,M,Other religion,2
2013,Number,Berkovici,F,Other religion,1
2013,Number,City of Bijeljina,Both sexes,Other religion,944
2013,Number,City of Bijeljina,M,Other religion,471
2013,Number,City of Bijeljina,F,Other religion,473
2013,Number,Bileca,Both sexes,Other religion,26
2013,Number,Bileca,M,Other religion,15
2013,Number,Bileca,F,Other religion,11
2013,Number,Bratunac,Both sexes,Other religion,237
2013,Number,Bratunac,M,Other religion,121
2013,Number,Bratunac,F,Other religion,116
2013,Number,Brod,Both sexes,Other religion,98
2013,Number,Brod,M,Other religion,52
2013,Number,Brod,F,Other religion,46
2013,Number,Visegrad,Both sexes,Other religion,76
2013,Number,Visegrad,M,Other religion,40
2013,Number,Visegrad,F,Other religion,36
2013,Number,Vlasenica,Both sexes,Other religion,115
2013,Number,Vlasenica,M,Other religion,42
2013,Number,Vlasenica,F,Other religion,73
2013,Number,Vukosavlje,Both sexes,Other religion,30
2013,Number,Vukosavlje,M,Other religion,15
2013,Number,Vukosavlje,F,Other religion,15
2013,Number,Gacko,Both sexes,Other religion,16
2013,Number,Gacko,M,Other religion,9
2013,Number,Gacko,F,Other religion,7
2013,Number,City of Gradiska,Both sexes,Other religion,321
2013,Number,City of Gradiska,M,Other religion,168
2013,Number,City of Gradiska,F,Other religion,153
2013,Number,City of Derventa,Both sexes,Other religion,141
2013,Number,City of Derventa,M,Other religion,67
2013,Number,City of Derventa,F,Other religion,74
2013,Number,City of Doboj,Both sexes,Other religion,845
2013,Number,City of Doboj,M,Other religion,412
2013,Number,City of Doboj,F,Other religion,433
2013,Number,Donji Zabar,Both sexes,Other religion,21
2013,Number,Donji Zabar,M,Other religion,8
2013,Number,Donji Zabar,F,Other religion,13
2013,Number,City of Zvornik,Both sexes,Other religion,186
2013,Number,City of Zvornik,M,Other religion,90
2013,Number,City of Zvornik,F,Other religion,96
2013,Number,East Ilidza,Both sexes,Other religion,28
2013,Number,East Ilidza,M,Other religion,18
2013,Number,East Ilidza,F,Other religion,10
2013,Number,East Drvar,Both sexes,Other religion,0
2013,Number,East Drvar,M,Other religion,0
2013,Number,East Drvar,F,Other religion,0
2013,Number,East Mostar,Both sexes,Other religion,1
2013,Number,East Mostar,M,Other religion,1
2013,Number,East Mostar,F,Other religion,0
2013,Number,East Stari Grad,Both sexes,Other religion,5
2013,Number,East Stari Grad,M,Other religion,2
2013,Number,East Stari Grad,F,Other religion,3
2013,Number,East Novo Sarajevo,Both sexes,Other religion,16
2013,Number,East Novo Sarajevo,M,Other religion,10
2013,Number,East Novo Sarajevo,F,Other religion,6
2013,Number,Jezero,Both sexes,Other religion,0
2013,Number,Jezero,M,Other religion,0
2013,Number,Jezero,F,Other religion,0
2013,Number,Kalinovik,Both sexes,Other religion,3
