Year,UNIT_MEASURE,scientific_field,TYPE_OF_EDUCATION,Sex,Value
2019,Number,"social_sciences,_journalism_and_information",enrolled_in_specialist_studies,M,0
2019,Number,"business,_administration_and_law",doctoral_students,Both sexes,10
2019,Number,education,doctoral_students,F,5
2019,Number,services,doctoral_students,M,5
2019,Number,education,enrolled_in_master's_studies,Both sexes,0
2019,Number,services,enrolled_in_master's_studies,F,0
2019,Number,TOTAL,enrolled_in_master's_studies,M,0
2019,Number,"natural_sciences,_mathematics_and_statistics",enrolled_in_master_studies,Both sexes,6
2019,Number,"engineering,_production_and_construction",enrolled_in_specialist_studies,F,3
2019,Number,information_and_communication_technologies,enrolled_in_specialist_studies,M,3
2019,Number,health_and_social_protection,enrolled_in_specialist_studies,Both sexes,0
2019,Number,"agriculture,_forestry,_fisheries_and_veterinary_medicine",enrolled_in_specialist_studies,F,0
2019,Number,"social_sciences,_journalism_and_information",enrolled_in_specialist_studies,M,0
2019,Number,"business,_administration_and_law",doctoral_students,Both sexes,0
2019,Number,education,doctoral_students,F,0
2019,Number,services,doctoral_students,M,0
2020,Number,TOTAL,enrolled_in_master's_studies,Both sexes,4
2020,Number,"natural_sciences,_mathematics_and_statistics",enrolled_in_master's_studies,F,3
2020,Number,"engineering,_production_and_construction",enrolled_in_master's_studies,M,1
2020,Number,information_and_communication_technologies,enrolled_in_master_studies,Both sexes,2 430
2020,Number,health_and_social_protection,enrolled_in_specialist_studies,F,1 036
2020,Number,"agriculture,_forestry,_fisheries_and_veterinary_medicine",enrolled_in_specialist_studies,M,1 394
2020,Number,"social_sciences,_journalism_and_information",enrolled_in_specialist_studies,Both sexes,170
2020,Number,"business,_administration_and_law",enrolled_in_specialist_studies,F,39
2020,Number,education,enrolled_in_specialist_studies,M,131
2020,Number,services,doctoral_students,Both sexes,184
2020,Number,TOTAL,doctoral_students,F,79
2020,Number,"natural_sciences,_mathematics_and_statistics",doctoral_students,M,105
2020,Number,"engineering,_production_and_construction",enrolled_in_master's_studies,Both sexes,0
2020,Number,information_and_communication_technologies,enrolled_in_master's_studies,F,0
2020,Number,health_and_social_protection,enrolled_in_master's_studies,M,0
2020,Number,"agriculture,_forestry,_fisheries_and_veterinary_medicine",enrolled_in_master_studies,Both sexes,93
2020,Number,"social_sciences,_journalism_and_information",enrolled_in_specialist_studies,F,26
2020,Number,"business,_administration_and_law",enrolled_in_specialist_studies,M,67
2020,Number,education,enrolled_in_specialist_studies,Both sexes,0
2020,Number,services,enrolled_in_specialist_studies,F,0
2020,Number,TOTAL,enrolled_in_specialist_studies,M,0
2020,Number,"natural_sciences,_mathematics_and_statistics",doctoral_students,Both sexes,12
2020,Number,"engineering,_production_and_construction",doctoral_students,F,8
2020,Number,information_and_communication_technologies,doctoral_students,M,4
2020,Number,health_and_social_protection,enrolled_in_master's_studies,Both sexes,0
2020,Number,"agriculture,_forestry,_fisheries_and_veterinary_medicine",enrolled_in_master's_studies,F,0
2020,Number,"social_sciences,_journalism_and_information",enrolled_in_master's_studies,M,0
2020,Number,"business,_administration_and_law",enrolled_in_master_studies,Both sexes,399
2020,Number,education,enrolled_in_specialist_studies,F,252
2020,Number,services,enrolled_in_specialist_studies,M,147
2020,Number,TOTAL,enrolled_in_specialist_studies,Both sexes,0
2020,Number,"natural_sciences,_mathematics_and_statistics",enrolled_in_specialist_studies,F,0
2020,Number,"engineering,_production_and_construction",enrolled_in_specialist_studies,M,0
2020,Number,information_and_communication_technologies,doctoral_students,Both sexes,2
2020,Number,health_and_social_protection,doctoral_students,F,1
2020,Number,"agriculture,_forestry,_fisheries_and_veterinary_medicine",doctoral_students,M,1
2020,Number,"social_sciences,_journalism_and_information",enrolled_in_master's_studies,Both sexes,0
2020,Number,"business,_administration_and_law",enrolled_in_master's_studies,F,0
2020,Number,education,enrolled_in_master's_studies,M,0
2020,Number,services,enrolled_in_master_studies,Both sexes,117
2020,Number,TOTAL,enrolled_in_specialist_studies,F,82
2020,Number,"natural_sciences,_mathematics_and_statistics",enrolled_in_specialist_studies,M,35
2020,Number,"engineering,_production_and_construction",enrolled_in_specialist_studies,Both sexes,0
2020,Number,information_and_communication_technologies,enrolled_in_specialist_studies,F,0
2020,Number,health_and_social_protection,enrolled_in_specialist_studies,M,0
2020,Number,"agriculture,_forestry,_fisheries_and_veterinary_medicine",doctoral_students,Both sexes,5
2020,Number,"social_sciences,_journalism_and_information",doctoral_students,F,3
2020,Number,"business,_administration_and_law",doctoral_students,M,2
2020,Number,education,enrolled_in_master's_studies,Both sexes,0
2020,Number,services,enrolled_in_master's_studies,F,0
2020,Number,TOTAL,enrolled_in_master's_studies,M,0
2020,Number,"natural_sciences,_mathematics_and_statistics",enrolled_in_master_studies,Both sexes,52
2020,Number,"engineering,_production_and_construction",enrolled_in_specialist_studies,F,10
2020,Number,information_and_communication_technologies,enrolled_in_specialist_studies,M,42
2020,Number,health_and_social_protection,enrolled_in_specialist_studies,Both sexes,170
2020,Number,"agriculture,_forestry,_fisheries_and_veterinary_medicine",enrolled_in_specialist_studies,F,39
2020,Number,"social_sciences,_journalism_and_information",enrolled_in_specialist_studies,M,131
2020,Number,"business,_administration_and_law",doctoral_students,Both sexes,96
2020,Number,education,doctoral_students,F,35
2020,Number,services,doctoral_students,M,61
2020,Number,TOTAL,enrolled_in_master's_studies,Both sexes,0
2020,Number,"natural_sciences,_mathematics_and_statistics",enrolled_in_master's_studies,F,0
2020,Number,"engineering,_production_and_construction",enrolled_in_master's_studies,M,0
2020,Number,information_and_communication_technologies,enrolled_in_master_studies,Both sexes,216
2020,Number,health_and_social_protection,enrolled_in_specialist_studies,F,119
2020,Number,"agriculture,_forestry,_fisheries_and_veterinary_medicine",enrolled_in_specialist_studies,M,97
2020,Number,"social_sciences,_journalism_and_information",enrolled_in_specialist_studies,Both sexes,0
2020,Number,"business,_administration_and_law",enrolled_in_specialist_studies,F,0
2020,Number,education,enrolled_in_specialist_studies,M,0
2020,Number,services,doctoral_students,Both sexes,14
2020,Number,TOTAL,doctoral_students,F,9
2020,Number,"natural_sciences,_mathematics_and_statistics",doctoral_students,M,5
2020,Number,"engineering,_production_and_construction",enrolled_in_master's_studies,Both sexes,0
2020,Number,information_and_communication_technologies,enrolled_in_master's_studies,F,0
2020,Number,health_and_social_protection,enrolled_in_master's_studies,M,0
2020,Number,"agriculture,_forestry,_fisheries_and_veterinary_medicine",enrolled_in_master_studies,Both sexes,619
2020,Number,"social_sciences,_journalism_and_information",enrolled_in_specialist_studies,F,194
2020,Number,"business,_administration_and_law",enrolled_in_specialist_studies,M,425
2020,Number,education,enrolled_in_specialist_studies,Both sexes,0
2020,Number,services,enrolled_in_specialist_studies,F,0
2020,Number,TOTAL,enrolled_in_specialist_studies,M,0
2020,Number,"natural_sciences,_mathematics_and_statistics",doctoral_students,Both sexes,22
2020,Number,"engineering,_production_and_construction",doctoral_students,F,12
2020,Number,information_and_communication_technologies,doctoral_students,M,10
2020,Number,health_and_social_protection,enrolled_in_master's_studies,Both sexes,2
2020,Number,"agriculture,_forestry,_fisheries_and_veterinary_medicine",enrolled_in_master's_studies,F,1
2020,Number,"social_sciences,_journalism_and_information",enrolled_in_master's_studies,M,1
2020,Number,"business,_administration_and_law",enrolled_in_master_studies,Both sexes,216
2020,Number,education,enrolled_in_specialist_studies,F,79
2020,Number,services,enrolled_in_specialist_studies,M,137
2020,Number,TOTAL,enrolled_in_specialist_studies,Both sexes,0
2020,Number,"natural_sciences,_mathematics_and_statistics",enrolled_in_specialist_studies,F,0
2020,Number,"engineering,_production_and_construction",enrolled_in_specialist_studies,M,0
2020,Number,information_and_communication_technologies,doctoral_students,Both sexes,1
2020,Number,health_and_social_protection,doctoral_students,F,0
2020,Number,"agriculture,_forestry,_fisheries_and_veterinary_medicine",doctoral_students,M,1
2020,Number,"social_sciences,_journalism_and_information",enrolled_in_master's_studies,Both sexes,2
2020,Number,"business,_administration_and_law",enrolled_in_master's_studies,F,2
2020,Number,education,enrolled_in_master's_studies,M,0
2020,Number,services,enrolled_in_master_studies,Both sexes,381
2020,Number,TOTAL,enrolled_in_specialist_studies,F,129
2020,Number,"natural_sciences,_mathematics_and_statistics",enrolled_in_specialist_studies,M,252
2020,Number,"engineering,_production_and_construction",enrolled_in_specialist_studies,Both sexes,0
2020,Number,information_and_communication_technologies,enrolled_in_specialist_studies,F,0
2020,Number,health_and_social_protection,enrolled_in_specialist_studies,M,0
2020,Number,"agriculture,_forestry,_fisheries_and_veterinary_medicine",doctoral_students,Both sexes,8
2020,Number,"social_sciences,_journalism_and_information",doctoral_students,F,8
2020,Number,"business,_administration_and_law",doctoral_students,M,0
2020,Number,education,enrolled_in_master's_studies,Both sexes,0
2020,Number,services,enrolled_in_master's_studies,F,0
2020,Number,TOTAL,enrolled_in_master's_studies,M,0
2020,Number,"natural_sciences,_mathematics_and_statistics",enrolled_in_master_studies,Both sexes,328
2020,Number,"engineering,_production_and_construction",enrolled_in_specialist_studies,F,142
2020,Number,information_and_communication_technologies,enrolled_in_specialist_studies,M,186
2020,Number,health_and_social_protection,enrolled_in_specialist_studies,Both sexes,0
2020,Number,"agriculture,_forestry,_fisheries_and_veterinary_medicine",enrolled_in_specialist_studies,F,0
2020,Number,"social_sciences,_journalism_and_information",enrolled_in_specialist_studies,M,0
2020,Number,"business,_administration_and_law",doctoral_students,Both sexes,24
2020,Number,education,doctoral_students,F,3
2020,Number,services,doctoral_students,M,21
2020,Number,TOTAL,enrolled_in_master's_studies,Both sexes,0
2020,Number,"natural_sciences,_mathematics_and_statistics",enrolled_in_master's_studies,F,0
2020,Number,"engineering,_production_and_construction",enrolled_in_master's_studies,M,0
2020,Number,information_and_communication_technologies,enrolled_in_master_studies,Both sexes,9
2020,Number,health_and_social_protection,enrolled_in_specialist_studies,F,3
2020,Number,"agriculture,_forestry,_fisheries_and_veterinary_medicine",enrolled_in_specialist_studies,M,6
2020,Number,"social_sciences,_journalism_and_information",enrolled_in_specialist_studies,Both sexes,0
2020,Number,"business,_administration_and_law",enrolled_in_specialist_studies,F,0
2020,Number,education,enrolled_in_specialist_studies,M,0
