Year,UNIT_MEASURE,Municipality,Sex,Age,Value
2013,Number,ISTOCNO NOVO SARAJEVO,F,25-29,366
2013,Number,JEZERO,Both sexes,25-29,72
2013,Number,JEZERO,M,25-29,47
2013,Number,JEZERO,F,25-29,25
2013,Number,KALINOVIK,Both sexes,25-29,125
2013,Number,KALINOVIK,M,25-29,72
2013,Number,KALINOVIK,F,25-29,53
2013,Number,KNEZEVO,Both sexes,25-29,551
2013,Number,KNEZEVO,M,25-29,282
2013,Number,KNEZEVO,F,25-29,269
2013,Number,KOZARSKA DUBICA,Both sexes,25-29,1334
2013,Number,KOZARSKA DUBICA,M,25-29,701
2013,Number,KOZARSKA DUBICA,F,25-29,633
2013,Number,KOSTAJNICA,Both sexes,25-29,363
2013,Number,KOSTAJNICA,M,25-29,191
2013,Number,KOSTAJNICA,F,25-29,172
2013,Number,KOTOR VAROS,Both sexes,25-29,1297
2013,Number,KOTOR VAROS,M,25-29,669
2013,Number,KOTOR VAROS,F,25-29,628
2013,Number,KRUPA NA UNI,Both sexes,25-29,60
2013,Number,KRUPA NA UNI,M,25-29,36
2013,Number,KRUPA NA UNI,F,25-29,24
2013,Number,KUPRES,Both sexes,25-29,8
2013,Number,KUPRES,M,25-29,6
2013,Number,KUPRES,F,25-29,2
2013,Number,LAKTASI,Both sexes,25-29,2395
2013,Number,LAKTASI,M,25-29,1159
2013,Number,LAKTASI,F,25-29,1236
2013,Number,LOPARE,Both sexes,25-29,825
2013,Number,LOPARE,M,25-29,426
2013,Number,LOPARE,F,25-29,399
2013,Number,LJUBINJE,Both sexes,25-29,203
2013,Number,LJUBINJE,M,25-29,104
2013,Number,LJUBINJE,F,25-29,99
2013,Number,MILICI,Both sexes,25-29,819
2013,Number,MILICI,M,25-29,429
2013,Number,MILICI,F,25-29,390
2013,Number,MODRICA,Both sexes,25-29,1473
2013,Number,MODRICA,M,25-29,785
2013,Number,MODRICA,F,25-29,688
2013,Number,MRKONJIC GRAD,Both sexes,25-29,907
2013,Number,MRKONJIC GRAD,M,25-29,475
2013,Number,MRKONJIC GRAD,F,25-29,432
2013,Number,NEVESINJE,Both sexes,25-29,707
2013,Number,NEVESINJE,M,25-29,374
2013,Number,NEVESINJE,F,25-29,333
2013,Number,NOVI GRAD,Both sexes,25-29,1513
2013,Number,NOVI GRAD,M,25-29,792
2013,Number,NOVI GRAD,F,25-29,721
2013,Number,NOVO GORAZDE,Both sexes,25-29,217
2013,Number,NOVO GORAZDE,M,25-29,127
2013,Number,NOVO GORAZDE,F,25-29,90
2013,Number,OSMACI,Both sexes,25-29,381
2013,Number,OSMACI,M,25-29,207
2013,Number,OSMACI,F,25-29,174
2013,Number,OSTRA LUKA,Both sexes,25-29,127
2013,Number,OSTRA LUKA,M,25-29,70
2013,Number,OSTRA LUKA,F,25-29,57
2013,Number,PALE,Both sexes,25-29,1447
2013,Number,PALE,M,25-29,750
2013,Number,PALE,F,25-29,697
2013,Number,PELAGICEVO,Both sexes,25-29,175
2013,Number,PELAGICEVO,M,25-29,86
2013,Number,PELAGICEVO,F,25-29,89
2013,Number,PETROVAC,Both sexes,25-29,16
2013,Number,PETROVAC,M,25-29,6
2013,Number,PETROVAC,F,25-29,10
2013,Number,PETROVO,Both sexes,25-29,397
2013,Number,PETROVO,M,25-29,220
2013,Number,PETROVO,F,25-29,177
2013,Number,PRIJEDOR,Both sexes,25-29,5388
2013,Number,PRIJEDOR,M,25-29,2724
2013,Number,PRIJEDOR,F,25-29,2664
2013,Number,PRNJAVOR,Both sexes,25-29,2001
2013,Number,PRNJAVOR,M,25-29,1022
2013,Number,PRNJAVOR,F,25-29,979
2013,Number,RIBNIK,Both sexes,25-29,280
2013,Number,RIBNIK,M,25-29,147
2013,Number,RIBNIK,F,25-29,133
2013,Number,ROGATICA,Both sexes,25-29,623
2013,Number,ROGATICA,M,25-29,313
2013,Number,ROGATICA,F,25-29,310
2013,Number,RUDO,Both sexes,25-29,448
2013,Number,RUDO,M,25-29,258
2013,Number,RUDO,F,25-29,190
2013,Number,SOKOLAC,Both sexes,25-29,779
2013,Number,SOKOLAC,M,25-29,433
2013,Number,SOKOLAC,F,25-29,346
2013,Number,SRBAC,Both sexes,25-29,985
2013,Number,SRBAC,M,25-29,513
2013,Number,SRBAC,F,25-29,472
2013,Number,SREBRENICA,Both sexes,25-29,891
2013,Number,SREBRENICA,M,25-29,475
2013,Number,SREBRENICA,F,25-29,416
2013,Number,TESLIC,Both sexes,25-29,2243
2013,Number,TESLIC,M,25-29,1100
2013,Number,TESLIC,F,25-29,1143
2013,Number,TREBINJE,Both sexes,25-29,1778
2013,Number,TREBINJE,M,25-29,907
2013,Number,TREBINJE,F,25-29,871
2013,Number,TRNOVO,Both sexes,25-29,136
2013,Number,TRNOVO,M,25-29,73
2013,Number,TRNOVO,F,25-29,63
2013,Number,UGLJEVIK,Both sexes,25-29,1093
2013,Number,UGLJEVIK,M,25-29,558
2013,Number,UGLJEVIK,F,25-29,535
2013,Number,FOCA,Both sexes,25-29,1190
2013,Number,FOCA,M,25-29,646
2013,Number,FOCA,F,25-29,544
2013,Number,HAN PIJESAK,Both sexes,25-29,196
2013,Number,HAN PIJESAK,M,25-29,97
2013,Number,HAN PIJESAK,F,25-29,99
2013,Number,CAJNICE,Both sexes,25-29,307
2013,Number,CAJNICE,M,25-29,162
2013,Number,CAJNICE,F,25-29,145
2013,Number,CELINAC,Both sexes,25-29,1027
2013,Number,CELINAC,M,25-29,513
2013,Number,CELINAC,F,25-29,514
2013,Number,SAMAC,Both sexes,25-29,944
2013,Number,SAMAC,M,25-29,492
2013,Number,SAMAC,F,25-29,452
2013,Number,SEKOVICI,Both sexes,25-29,356
2013,Number,SEKOVICI,M,25-29,189
2013,Number,SEKOVICI,F,25-29,167
2013,Number,SIPOVO,Both sexes,25-29,616
2013,Number,SIPOVO,M,25-29,330
2013,Number,SIPOVO,F,25-29,286
2013,Number,BANJA LUKA,Both sexes,30-34,14924
2013,Number,BANJA LUKA,M,30-34,7203
2013,Number,BANJA LUKA,F,30-34,7721
2013,Number,BERKOVICI,Both sexes,30-34,102
2013,Number,BERKOVICI,M,30-34,46
2013,Number,BERKOVICI,F,30-34,56
2013,Number,BIJELJINA,Both sexes,30-34,7263
2013,Number,BIJELJINA,M,30-34,3680
2013,Number,BIJELJINA,F,30-34,3583
2013,Number,BILECA,Both sexes,30-34,621
2013,Number,BILECA,M,30-34,339
2013,Number,BILECA,F,30-34,282
2013,Number,BRATUNAC,Both sexes,30-34,1515
2013,Number,BRATUNAC,M,30-34,823
2013,Number,BRATUNAC,F,30-34,692
2013,Number,BROD,Both sexes,30-34,1094
2013,Number,BROD,M,30-34,554
2013,Number,BROD,F,30-34,540
2013,Number,VISEGRAD,Both sexes,30-34,629
2013,Number,VISEGRAD,M,30-34,319
2013,Number,VISEGRAD,F,30-34,310
2013,Number,VLASENICA,Both sexes,30-34,806
2013,Number,VLASENICA,M,30-34,420
2013,Number,VLASENICA,F,30-34,386
2013,Number,VUKOSAVLJE,Both sexes,30-34,292
2013,Number,VUKOSAVLJE,M,30-34,159
2013,Number,VUKOSAVLJE,F,30-34,133
2013,Number,GACKO,Both sexes,30-34,518
2013,Number,GACKO,M,30-34,301
2013,Number,GACKO,F,30-34,217
2013,Number,GRADISKA,Both sexes,30-34,3285
2013,Number,GRADISKA,M,30-34,1646
2013,Number,GRADISKA,F,30-34,1639
2013,Number,DERVENTA,Both sexes,30-34,1587
2013,Number,DERVENTA,M,30-34,814
2013,Number,DERVENTA,F,30-34,773
2013,Number,DOBOJ,Both sexes,30-34,4769
2013,Number,DOBOJ,M,30-34,2381
2013,Number,DOBOJ,F,30-34,2388
2013,Number,DONJI ZABAR,Both sexes,30-34,173
2013,Number,DONJI ZABAR,M,30-34,89
2013,Number,DONJI ZABAR,F,30-34,84
2013,Number,ZVORNIK,Both sexes,30-34,4019
2013,Number,ZVORNIK,M,30-34,2044
2013,Number,ZVORNIK,F,30-34,1975
2013,Number,ISTOCNA ILIDZA,Both sexes,30-34,1155
2013,Number,ISTOCNA ILIDZA,M,30-34,557
2013,Number,ISTOCNA ILIDZA,F,30-34,598
2013,Number,ISTOCNI DRVAR,Both sexes,30-34,9
2013,Number,ISTOCNI DRVAR,M,30-34,6
2013,Number,ISTOCNI DRVAR,F,30-34,3
2013,Number,ISTOCNI MOSTAR,Both sexes,30-34,14
2013,Number,ISTOCNI MOSTAR,M,30-34,8
2013,Number,ISTOCNI MOSTAR,F,30-34,6
2013,Number,ISTOCNI STARI GRAD,Both sexes,30-34,76
2013,Number,ISTOCNI STARI GRAD,M,30-34,39
2013,Number,ISTOCNI STARI GRAD,F,30-34,37
2013,Number,ISTOCNO NOVO SARAJEVO,Both sexes,30-34,936
2013,Number,ISTOCNO NOVO SARAJEVO,M,30-34,466
2013,Number,ISTOCNO NOVO SARAJEVO,F,30-34,470
2013,Number,JEZERO,Both sexes,30-34,61
2013,Number,JEZERO,M,30-34,36
2013,Number,JEZERO,F,30-34,25
2013,Number,KALINOVIK,Both sexes,30-34,93
2013,Number,KALINOVIK,M,30-34,54
2013,Number,KALINOVIK,F,30-34,39
2013,Number,KNEZEVO,Both sexes,30-34,519
2013,Number,KNEZEVO,M,30-34,270
2013,Number,KNEZEVO,F,30-34,249
2013,Number,KOZARSKA DUBICA,Both sexes,30-34,1250
2013,Number,KOZARSKA DUBICA,M,30-34,674
2013,Number,KOZARSKA DUBICA,F,30-34,576
2013,Number,KOSTAJNICA,Both sexes,30-34,405
2013,Number,KOSTAJNICA,M,30-34,216
2013,Number,KOSTAJNICA,F,30-34,189
2013,Number,KOTOR VAROS,Both sexes,30-34,1244
2013,Number,KOTOR VAROS,M,30-34,623
2013,Number,KOTOR VAROS,F,30-34,621
2013,Number,KRUPA NA UNI,Both sexes,30-34,78
2013,Number,KRUPA NA UNI,M,30-34,49
2013,Number,KRUPA NA UNI,F,30-34,29
2013,Number,KUPRES,Both sexes,30-34,6
2013,Number,KUPRES,M,30-34,1
2013,Number,KUPRES,F,30-34,5
2013,Number,LAKTASI,Both sexes,30-34,2417
2013,Number,LAKTASI,M,30-34,1218
2013,Number,LAKTASI,F,30-34,1199
2013,Number,LOPARE,Both sexes,30-34,821
2013,Number,LOPARE,M,30-34,425
2013,Number,LOPARE,F,30-34,396
2013,Number,LJUBINJE,Both sexes,30-34,207
2013,Number,LJUBINJE,M,30-34,113
2013,Number,LJUBINJE,F,30-34,94
2013,Number,MILICI,Both sexes,30-34,818
2013,Number,MILICI,M,30-34,457
2013,Number,MILICI,F,30-34,361
2013,Number,MODRICA,Both sexes,30-34,1434
2013,Number,MODRICA,M,30-34,707
2013,Number,MODRICA,F,30-34,727
2013,Number,MRKONJIC GRAD,Both sexes,30-34,936
2013,Number,MRKONJIC GRAD,M,30-34,448
2013,Number,MRKONJIC GRAD,F,30-34,488
2013,Number,NEVESINJE,Both sexes,30-34,730
2013,Number,NEVESINJE,M,30-34,387
2013,Number,NEVESINJE,F,30-34,343
2013,Number,NOVI GRAD,Both sexes,30-34,1545
2013,Number,NOVI GRAD,M,30-34,807
2013,Number,NOVI GRAD,F,30-34,738
2013,Number,NOVO GORAZDE,Both sexes,30-34,205
2013,Number,NOVO GORAZDE,M,30-34,101
2013,Number,NOVO GORAZDE,F,30-34,104
2013,Number,OSMACI,Both sexes,30-34,409
2013,Number,OSMACI,M,30-34,211
2013,Number,OSMACI,F,30-34,198
2013,Number,OSTRA LUKA,Both sexes,30-34,134
2013,Number,OSTRA LUKA,M,30-34,70
2013,Number,OSTRA LUKA,F,30-34,64
2013,Number,PALE,Both sexes,30-34,1466
2013,Number,PALE,M,30-34,702
2013,Number,PALE,F,30-34,764
2013,Number,PELAGICEVO,Both sexes,30-34,175
2013,Number,PELAGICEVO,M,30-34,83
2013,Number,PELAGICEVO,F,30-34,92
2013,Number,PETROVAC,Both sexes,30-34,21
2013,Number,PETROVAC,M,30-34,10
2013,Number,PETROVAC,F,30-34,11
2013,Number,PETROVO,Both sexes,30-34,342
2013,Number,PETROVO,M,30-34,183
2013,Number,PETROVO,F,30-34,159
2013,Number,PRIJEDOR,Both sexes,30-34,5373
2013,Number,PRIJEDOR,M,30-34,2721
2013,Number,PRIJEDOR,F,30-34,2652
2013,Number,PRNJAVOR,Both sexes,30-34,2136
2013,Number,PRNJAVOR,M,30-34,1056
2013,Number,PRNJAVOR,F,30-34,1080
2013,Number,RIBNIK,Both sexes,30-34,277
2013,Number,RIBNIK,M,30-34,155
2013,Number,RIBNIK,F,30-34,122
2013,Number,ROGATICA,Both sexes,30-34,657
2013,Number,ROGATICA,M,30-34,352
2013,Number,ROGATICA,F,30-34,305
2013,Number,RUDO,Both sexes,30-34,431
2013,Number,RUDO,M,30-34,241
2013,Number,RUDO,F,30-34,190
2013,Number,SOKOLAC,Both sexes,30-34,779
2013,Number,SOKOLAC,M,30-34,403
2013,Number,SOKOLAC,F,30-34,376
2013,Number,SRBAC,Both sexes,30-34,1115
2013,Number,SRBAC,M,30-34,564
2013,Number,SRBAC,F,30-34,551
2013,Number,SREBRENICA,Both sexes,30-34,894
2013,Number,SREBRENICA,M,30-34,494
2013,Number,SREBRENICA,F,30-34,400
2013,Number,TESLIC,Both sexes,30-34,2328
2013,Number,TESLIC,M,30-34,1167
2013,Number,TESLIC,F,30-34,1161
2013,Number,TREBINJE,Both sexes,30-34,1909
2013,Number,TREBINJE,M,30-34,950
2013,Number,TREBINJE,F,30-34,959
2013,Number,TRNOVO,Both sexes,30-34,121
2013,Number,TRNOVO,M,30-34,72
2013,Number,TRNOVO,F,30-34,49
2013,Number,UGLJEVIK,Both sexes,30-34,869
2013,Number,UGLJEVIK,M,30-34,439
2013,Number,UGLJEVIK,F,30-34,430
2013,Number,FOCA,Both sexes,30-34,1098
2013,Number,FOCA,M,30-34,621
2013,Number,FOCA,F,30-34,477
2013,Number,HAN PIJESAK,Both sexes,30-34,191
2013,Number,HAN PIJESAK,M,30-34,103
2013,Number,HAN PIJESAK,F,30-34,88
2013,Number,CAJNICE,Both sexes,30-34,261
2013,Number,CAJNICE,M,30-34,148
2013,Number,CAJNICE,F,30-34,113
2013,Number,CELINAC,Both sexes,30-34,986
2013,Number,CELINAC,M,30-34,522
2013,Number,CELINAC,F,30-34,464
2013,Number,SAMAC,Both sexes,30-34,907
2013,Number,SAMAC,M,30-34,496
2013,Number,SAMAC,F,30-34,411
2013,Number,SEKOVICI,Both sexes,30-34,382
2013,Number,SEKOVICI,M,30-34,204
2013,Number,SEKOVICI,F,30-34,178
2013,Number,SIPOVO,Both sexes,30-34,655
2013,Number,SIPOVO,M,30-34,362
2013,Number,SIPOVO,F,30-34,293
2013,Number,BANJA LUKA,Both sexes,35-39,14426
2013,Number,BANJA LUKA,M,35-39,7198
2013,Number,BANJA LUKA,F,35-39,7228
2013,Number,BERKOVICI,Both sexes,35-39,128
2013,Number,BERKOVICI,M,35-39,64
2013,Number,BERKOVICI,F,35-39,64
2013,Number,BIJELJINA,Both sexes,35-39,7162
2013,Number,BIJELJINA,M,35-39,3578
2013,Number,BIJELJINA,F,35-39,3584
2013,Number,BILECA,Both sexes,35-39,633
2013,Number,BILECA,M,35-39,352
2013,Number,BILECA,F,35-39,281
2013,Number,BRATUNAC,Both sexes,35-39,1360
2013,Number,BRATUNAC,M,35-39,738
2013,Number,BRATUNAC,F,35-39,622
2013,Number,BROD,Both sexes,35-39,1083
2013,Number,BROD,M,35-39,542
2013,Number,BROD,F,35-39,541
2013,Number,VISEGRAD,Both sexes,35-39,586
2013,Number,VISEGRAD,M,35-39,309
2013,Number,VISEGRAD,F,35-39,277
2013,Number,VLASENICA,Both sexes,35-39,792
2013,Number,VLASENICA,M,35-39,426
2013,Number,VLASENICA,F,35-39,366
2013,Number,VUKOSAVLJE,Both sexes,35-39,302
2013,Number,VUKOSAVLJE,M,35-39,152
2013,Number,VUKOSAVLJE,F,35-39,150
2013,Number,GACKO,Both sexes,35-39,501
2013,Number,GACKO,M,35-39,268
2013,Number,GACKO,F,35-39,233
2013,Number,GRADISKA,Both sexes,35-39,3258
2013,Number,GRADISKA,M,35-39,1675
2013,Number,GRADISKA,F,35-39,1583
2013,Number,DERVENTA,Both sexes,35-39,1781
2013,Number,DERVENTA,M,35-39,902
2013,Number,DERVENTA,F,35-39,879
2013,Number,DOBOJ,Both sexes,35-39,4763
2013,Number,DOBOJ,M,35-39,2480
2013,Number,DOBOJ,F,35-39,2283
2013,Number,DONJI ZABAR,Both sexes,35-39,238
2013,Number,DONJI ZABAR,M,35-39,126
2013,Number,DONJI ZABAR,F,35-39,112
2013,Number,ZVORNIK,Both sexes,35-39,3984
2013,Number,ZVORNIK,M,35-39,1999
2013,Number,ZVORNIK,F,35-39,1985
2013,Number,ISTOCNA ILIDZA,Both sexes,35-39,996
2013,Number,ISTOCNA ILIDZA,M,35-39,519
2013,Number,ISTOCNA ILIDZA,F,35-39,477
2013,Number,ISTOCNI DRVAR,Both sexes,35-39,1
2013,Number,ISTOCNI DRVAR,M,35-39,1
2013,Number,ISTOCNI DRVAR,F,35-39,-
2013,Number,ISTOCNI MOSTAR,Both sexes,35-39,17
2013,Number,ISTOCNI MOSTAR,M,35-39,12
2013,Number,ISTOCNI MOSTAR,F,35-39,5
2013,Number,ISTOCNI STARI GRAD,Both sexes,35-39,53
2013,Number,ISTOCNI STARI GRAD,M,35-39,34
2013,Number,ISTOCNI STARI GRAD,F,35-39,19
2013,Number,ISTOCNO NOVO SARAJEVO,Both sexes,35-39,750
2013,Number,ISTOCNO NOVO SARAJEVO,M,35-39,376
2013,Number,ISTOCNO NOVO SARAJEVO,F,35-39,374
2013,Number,JEZERO,Both sexes,35-39,62
2013,Number,JEZERO,M,35-39,31
2013,Number,JEZERO,F,35-39,31
2013,Number,KALINOVIK,Both sexes,35-39,92
2013,Number,KALINOVIK,M,35-39,59
2013,Number,KALINOVIK,F,35-39,33
2013,Number,KNEZEVO,Both sexes,35-39,595
2013,Number,KNEZEVO,M,35-39,324
2013,Number,KNEZEVO,F,35-39,271
2013,Number,KOZARSKA DUBICA,Both sexes,35-39,1207
2013,Number,KOZARSKA DUBICA,M,35-39,625
2013,Number,KOZARSKA DUBICA,F,35-39,582
2013,Number,KOSTAJNICA,Both sexes,35-39,384
2013,Number,KOSTAJNICA,M,35-39,189
2013,Number,KOSTAJNICA,F,35-39,195
2013,Number,KOTOR VAROS,Both sexes,35-39,1290
2013,Number,KOTOR VAROS,M,35-39,642
2013,Number,KOTOR VAROS,F,35-39,648
2013,Number,KRUPA NA UNI,Both sexes,35-39,88
2013,Number,KRUPA NA UNI,M,35-39,52
2013,Number,KRUPA NA UNI,F,35-39,36
2013,Number,KUPRES,Both sexes,35-39,16
2013,Number,KUPRES,M,35-39,10
2013,Number,KUPRES,F,35-39,6
2013,Number,LAKTASI,Both sexes,35-39,2470
2013,Number,LAKTASI,M,35-39,1283
2013,Number,LAKTASI,F,35-39,1187
2013,Number,LOPARE,Both sexes,35-39,857
2013,Number,LOPARE,M,35-39,434
2013,Number,LOPARE,F,35-39,423
2013,Number,LJUBINJE,Both sexes,35-39,174
2013,Number,LJUBINJE,M,35-39,89
2013,Number,LJUBINJE,F,35-39,85
2013,Number,MILICI,Both sexes,35-39,825
2013,Number,MILICI,M,35-39,443
2013,Number,MILICI,F,35-39,382
2013,Number,MODRICA,Both sexes,35-39,1559
2013,Number,MODRICA,M,35-39,760
2013,Number,MODRICA,F,35-39,799
2013,Number,MRKONJIC GRAD,Both sexes,35-39,1012
2013,Number,MRKONJIC GRAD,M,35-39,524
2013,Number,MRKONJIC GRAD,F,35-39,488
2013,Number,NEVESINJE,Both sexes,35-39,861
2013,Number,NEVESINJE,M,35-39,499
2013,Number,NEVESINJE,F,35-39,362
2013,Number,NOVI GRAD,Both sexes,35-39,1580
2013,Number,NOVI GRAD,M,35-39,819
2013,Number,NOVI GRAD,F,35-39,761
2013,Number,NOVO GORAZDE,Both sexes,35-39,173
2013,Number,NOVO GORAZDE,M,35-39,105
2013,Number,NOVO GORAZDE,F,35-39,68
2013,Number,OSMACI,Both sexes,35-39,397
2013,Number,OSMACI,M,35-39,213
2013,Number,OSMACI,F,35-39,184
2013,Number,OSTRA LUKA,Both sexes,35-39,197
2013,Number,OSTRA LUKA,M,35-39,102
2013,Number,OSTRA LUKA,F,35-39,95
2013,Number,PALE,Both sexes,35-39,1294
2013,Number,PALE,M,35-39,682
2013,Number,PALE,F,35-39,612
2013,Number,PELAGICEVO,Both sexes,35-39,253
2013,Number,PELAGICEVO,M,35-39,120
2013,Number,PELAGICEVO,F,35-39,133
2013,Number,PETROVAC,Both sexes,35-39,33
2013,Number,PETROVAC,M,35-39,20
2013,Number,PETROVAC,F,35-39,13
2013,Number,PETROVO,Both sexes,35-39,296
2013,Number,PETROVO,M,35-39,151
2013,Number,PETROVO,F,35-39,145
2013,Number,PRIJEDOR,Both sexes,35-39,5634
2013,Number,PRIJEDOR,M,35-39,2900
2013,Number,PRIJEDOR,F,35-39,2734
2013,Number,PRNJAVOR,Both sexes,35-39,2404
2013,Number,PRNJAVOR,M,35-39,1201
2013,Number,PRNJAVOR,F,35-39,1203
2013,Number,RIBNIK,Both sexes,35-39,350
2013,Number,RIBNIK,M,35-39,182
2013,Number,RIBNIK,F,35-39,168
2013,Number,ROGATICA,Both sexes,35-39,651
2013,Number,ROGATICA,M,35-39,342
2013,Number,ROGATICA,F,35-39,309
2013,Number,RUDO,Both sexes,35-39,440
2013,Number,RUDO,M,35-39,231
2013,Number,RUDO,F,35-39,209
2013,Number,SOKOLAC,Both sexes,35-39,689
2013,Number,SOKOLAC,M,35-39,361
2013,Number,SOKOLAC,F,35-39,328
2013,Number,SRBAC,Both sexes,35-39,1130
2013,Number,SRBAC,M,35-39,581
2013,Number,SRBAC,F,35-39,549
2013,Number,SREBRENICA,Both sexes,35-39,941
2013,Number,SREBRENICA,M,35-39,485
2013,Number,SREBRENICA,F,35-39,456
2013,Number,TESLIC,Both sexes,35-39,2464
2013,Number,TESLIC,M,35-39,1228
2013,Number,TESLIC,F,35-39,1236
2013,Number,TREBINJE,Both sexes,35-39,1864
2013,Number,TREBINJE,M,35-39,1000
2013,Number,TREBINJE,F,35-39,864
2013,Number,TRNOVO,Both sexes,35-39,87
2013,Number,TRNOVO,M,35-39,44
2013,Number,TRNOVO,F,35-39,43
2013,Number,UGLJEVIK,Both sexes,35-39,916
2013,Number,UGLJEVIK,M,35-39,467
2013,Number,UGLJEVIK,F,35-39,449
2013,Number,FOCA,Both sexes,35-39,1053
2013,Number,FOCA,M,35-39,587
2013,Number,FOCA,F,35-39,466
2013,Number,HAN PIJESAK,Both sexes,35-39,192
2013,Number,HAN PIJESAK,M,35-39,96
2013,Number,HAN PIJESAK,F,35-39,96
2013,Number,CAJNICE,Both sexes,35-39,245
2013,Number,CAJNICE,M,35-39,130
2013,Number,CAJNICE,F,35-39,115
2013,Number,CELINAC,Both sexes,35-39,940
2013,Number,CELINAC,M,35-39,447
2013,Number,CELINAC,F,35-39,493
2013,Number,SAMAC,Both sexes,35-39,1054
2013,Number,SAMAC,M,35-39,521
2013,Number,SAMAC,F,35-39,533
2013,Number,SEKOVICI,Both sexes,35-39,390
2013,Number,SEKOVICI,M,35-39,206
2013,Number,SEKOVICI,F,35-39,184
2013,Number,SIPOVO,Both sexes,35-39,615
2013,Number,SIPOVO,M,35-39,328
2013,Number,SIPOVO,F,35-39,287
2013,Number,BANJA LUKA,Both sexes,40-44,12136
2013,Number,BANJA LUKA,M,40-44,6117
2013,Number,BANJA LUKA,F,40-44,6019
2013,Number,BERKOVICI,Both sexes,40-44,149
2013,Number,BERKOVICI,M,40-44,96
2013,Number,BERKOVICI,F,40-44,53
2013,Number,BIJELJINA,Both sexes,40-44,6769
2013,Number,BIJELJINA,M,40-44,3364
2013,Number,BIJELJINA,F,40-44,3405
2013,Number,BILECA,Both sexes,40-44,668
2013,Number,BILECA,M,40-44,348
2013,Number,BILECA,F,40-44,320
2013,Number,BRATUNAC,Both sexes,40-44,1300
2013,Number,BRATUNAC,M,40-44,646
2013,Number,BRATUNAC,F,40-44,654
2013,Number,BROD,Both sexes,40-44,1065
2013,Number,BROD,M,40-44,546
2013,Number,BROD,F,40-44,519
2013,Number,VISEGRAD,Both sexes,40-44,593
2013,Number,VISEGRAD,M,40-44,300
2013,Number,VISEGRAD,F,40-44,293
2013,Number,VLASENICA,Both sexes,40-44,744
2013,Number,VLASENICA,M,40-44,395
2013,Number,VLASENICA,F,40-44,349
2013,Number,VUKOSAVLJE,Both sexes,40-44,301
2013,Number,VUKOSAVLJE,M,40-44,165
2013,Number,VUKOSAVLJE,F,40-44,136
2013,Number,GACKO,Both sexes,40-44,537
2013,Number,GACKO,M,40-44,273
2013,Number,GACKO,F,40-44,264
2013,Number,GRADISKA,Both sexes,40-44,3149
2013,Number,GRADISKA,M,40-44,1589
2013,Number,GRADISKA,F,40-44,1560
2013,Number,DERVENTA,Both sexes,40-44,1721
2013,Number,DERVENTA,M,40-44,877
2013,Number,DERVENTA,F,40-44,844
2013,Number,DOBOJ,Both sexes,40-44,4170
2013,Number,DOBOJ,M,40-44,2121
2013,Number,DOBOJ,F,40-44,2049
2013,Number,DONJI ZABAR,Both sexes,40-44,262
2013,Number,DONJI ZABAR,M,40-44,148
2013,Number,DONJI ZABAR,F,40-44,114
2013,Number,ZVORNIK,Both sexes,40-44,3593
2013,Number,ZVORNIK,M,40-44,1879
2013,Number,ZVORNIK,F,40-44,1714
2013,Number,ISTOCNA ILIDZA,Both sexes,40-44,869
2013,Number,ISTOCNA ILIDZA,M,40-44,460
2013,Number,ISTOCNA ILIDZA,F,40-44,409
2013,Number,ISTOCNI DRVAR,Both sexes,40-44,4
2013,Number,ISTOCNI DRVAR,M,40-44,4
2013,Number,ISTOCNI DRVAR,F,40-44,-
2013,Number,ISTOCNI MOSTAR,Both sexes,40-44,25
2013,Number,ISTOCNI MOSTAR,M,40-44,18
2013,Number,ISTOCNI MOSTAR,F,40-44,7
2013,Number,ISTOCNI STARI GRAD,Both sexes,40-44,46
2013,Number,ISTOCNI STARI GRAD,M,40-44,22
2013,Number,ISTOCNI STARI GRAD,F,40-44,24
2013,Number,ISTOCNO NOVO SARAJEVO,Both sexes,40-44,637
2013,Number,ISTOCNO NOVO SARAJEVO,M,40-44,347
2013,Number,ISTOCNO NOVO SARAJEVO,F,40-44,290
2013,Number,JEZERO,Both sexes,40-44,71
2013,Number,JEZERO,M,40-44,40
2013,Number,JEZERO,F,40-44,31
2013,Number,KALINOVIK,Both sexes,40-44,88
2013,Number,KALINOVIK,M,40-44,48
2013,Number,KALINOVIK,F,40-44,40
2013,Number,KNEZEVO,Both sexes,40-44,648
2013,Number,KNEZEVO,M,40-44,350
2013,Number,KNEZEVO,F,40-44,298
2013,Number,KOZARSKA DUBICA,Both sexes,40-44,1219
2013,Number,KOZARSKA DUBICA,M,40-44,629
2013,Number,KOZARSKA DUBICA,F,40-44,590
2013,Number,KOSTAJNICA,Both sexes,40-44,390
2013,Number,KOSTAJNICA,M,40-44,181
2013,Number,KOSTAJNICA,F,40-44,209
2013,Number,KOTOR VAROS,Both sexes,40-44,1334
2013,Number,KOTOR VAROS,M,40-44,641
2013,Number,KOTOR VAROS,F,40-44,693
2013,Number,KRUPA NA UNI,Both sexes,40-44,110
2013,Number,KRUPA NA UNI,M,40-44,70
2013,Number,KRUPA NA UNI,F,40-44,40
2013,Number,KUPRES,Both sexes,40-44,17
2013,Number,KUPRES,M,40-44,8
2013,Number,KUPRES,F,40-44,9
2013,Number,LAKTASI,Both sexes,40-44,2315
2013,Number,LAKTASI,M,40-44,1193
2013,Number,LAKTASI,F,40-44,1122
