Year,UNIT_MEASURE,ADMIN_AREA,Пол,Nationality,Value
2013,Број,CAJNICE,Ж,does_not_declare,2
2013,Број,CELINAC,Оба пола,does_not_declare,35
2013,Број,CELINAC,M,does_not_declare,16
2013,Број,CELINAC,Ж,does_not_declare,19
2013,Број,SAMAC,Оба пола,does_not_declare,141
2013,Број,SAMAC,M,does_not_declare,57
2013,Број,SAMAC,Ж,does_not_declare,84
2013,Број,SEKOVICI,Оба пола,does_not_declare,5
2013,Број,SEKOVICI,M,does_not_declare,2
2013,Број,SEKOVICI,Ж,does_not_declare,3
2013,Број,SIPOVO,Оба пола,does_not_declare,24
2013,Број,SIPOVO,M,does_not_declare,12
2013,Број,SIPOVO,Ж,does_not_declare,12
2013,Број,REPUBLIKA SRPSKA,Оба пола,unknown,1997
2013,Број,REPUBLIKA SRPSKA,M,unknown,916
2013,Број,REPUBLIKA SRPSKA,Ж,unknown,1081
2013,Број,BANJA LUKA,Оба пола,unknown,328
2013,Број,BANJA LUKA,M,unknown,153
2013,Број,BANJA LUKA,Ж,unknown,175
2013,Број,BERKOVICI,Оба пола,unknown,1
2013,Број,BERKOVICI,M,unknown,0
2013,Број,BERKOVICI,Ж,unknown,1
2013,Број,BIJELJINA,Оба пола,unknown,90
2013,Број,BIJELJINA,M,unknown,37
2013,Број,BIJELJINA,Ж,unknown,53
2013,Број,BILECA,Оба пола,unknown,11
2013,Број,BILECA,M,unknown,4
2013,Број,BILECA,Ж,unknown,7
2013,Број,BRATUNAC,Оба пола,unknown,35
2013,Број,BRATUNAC,M,unknown,16
2013,Број,BRATUNAC,Ж,unknown,19
2013,Број,BROD,Оба пола,unknown,29
2013,Број,BROD,M,unknown,12
2013,Број,BROD,Ж,unknown,17
2013,Број,VISEGRAD,Оба пола,unknown,177
2013,Број,VISEGRAD,M,unknown,2
2013,Број,VISEGRAD,Ж,unknown,175
2013,Број,VLASENICA,Оба пола,unknown,29
2013,Број,VLASENICA,M,unknown,13
2013,Број,VLASENICA,Ж,unknown,16
2013,Број,VUKOSAVLJE,Оба пола,unknown,14
2013,Број,VUKOSAVLJE,M,unknown,3
2013,Број,VUKOSAVLJE,Ж,unknown,11
2013,Број,GACKO,Оба пола,unknown,6
2013,Број,GACKO,M,unknown,1
2013,Број,GACKO,Ж,unknown,5
2013,Број,GRADISKA,Оба пола,unknown,42
2013,Број,GRADISKA,M,unknown,19
2013,Број,GRADISKA,Ж,unknown,23
2013,Број,DERVENTA,Оба пола,unknown,54
2013,Број,DERVENTA,M,unknown,24
2013,Број,DERVENTA,Ж,unknown,30
2013,Број,DOBOJ,Оба пола,unknown,163
2013,Број,DOBOJ,M,unknown,61
2013,Број,DOBOJ,Ж,unknown,102
2013,Број,DONJI ZABAR,Оба пола,unknown,2
2013,Број,DONJI ZABAR,M,unknown,1
2013,Број,DONJI ZABAR,Ж,unknown,1
2013,Број,ZVORNIK,Оба пола,unknown,97
2013,Број,ZVORNIK,M,unknown,42
2013,Број,ZVORNIK,Ж,unknown,55
2013,Број,ISTOCNA ILIDZA,Оба пола,unknown,10
2013,Број,ISTOCNA ILIDZA,M,unknown,5
2013,Број,ISTOCNA ILIDZA,Ж,unknown,5
2013,Број,ISTOCNI DRVAR,Оба пола,unknown,0
2013,Број,ISTOCNI DRVAR,M,unknown,0
2013,Број,ISTOCNI DRVAR,Ж,unknown,0
2013,Број,ISTOCNI MOSTAR,Оба пола,unknown,2
2013,Број,ISTOCNI MOSTAR,M,unknown,1
2013,Број,ISTOCNI MOSTAR,Ж,unknown,1
2013,Број,ISTOCNI STARI GRAD,Оба пола,unknown,1
2013,Број,ISTOCNI STARI GRAD,M,unknown,1
2013,Број,ISTOCNI STARI GRAD,Ж,unknown,0
2013,Број,ISTOCNO NOVO SARAJEVO,Оба пола,unknown,3
2013,Број,ISTOCNO NOVO SARAJEVO,M,unknown,0
2013,Број,ISTOCNO NOVO SARAJEVO,Ж,unknown,3
2013,Број,JEZERO,Оба пола,unknown,1
2013,Број,JEZERO,M,unknown,1
2013,Број,JEZERO,Ж,unknown,0
2013,Број,KALINOVIK,Оба пола,unknown,0
2013,Број,KALINOVIK,M,unknown,0
2013,Број,KALINOVIK,Ж,unknown,0
2013,Број,KNEZEVO,Оба пола,unknown,4
2013,Број,KNEZEVO,M,unknown,3
2013,Број,KNEZEVO,Ж,unknown,1
2013,Број,KOZARSKA DUBICA,Оба пола,unknown,12
2013,Број,KOZARSKA DUBICA,M,unknown,5
2013,Број,KOZARSKA DUBICA,Ж,unknown,7
2013,Број,KOSTAJNICA,Оба пола,unknown,2
2013,Број,KOSTAJNICA,M,unknown,0
2013,Број,KOSTAJNICA,Ж,unknown,2
2013,Број,KOTOR VAROS,Оба пола,unknown,19
2013,Број,KOTOR VAROS,M,unknown,14
2013,Број,KOTOR VAROS,Ж,unknown,5
2013,Број,KRUPA NA UNI,Оба пола,unknown,0
2013,Број,KRUPA NA UNI,M,unknown,0
2013,Број,KRUPA NA UNI,Ж,unknown,0
2013,Број,KUPRES,Оба пола,unknown,0
2013,Број,KUPRES,M,unknown,0
2013,Број,KUPRES,Ж,unknown,0
2013,Број,LAKTASI,Оба пола,unknown,46
2013,Број,LAKTASI,M,unknown,20
2013,Број,LAKTASI,Ж,unknown,26
2013,Број,LOPARE,Оба пола,unknown,10
2013,Број,LOPARE,M,unknown,6
2013,Број,LOPARE,Ж,unknown,4
2013,Број,LJUBINJE,Оба пола,unknown,2
2013,Број,LJUBINJE,M,unknown,1
2013,Број,LJUBINJE,Ж,unknown,1
2013,Број,MILICI,Оба пола,unknown,8
2013,Број,MILICI,M,unknown,3
2013,Број,MILICI,Ж,unknown,5
2013,Број,MODRICA,Оба пола,unknown,116
2013,Број,MODRICA,M,unknown,62
2013,Број,MODRICA,Ж,unknown,54
2013,Број,MRKONJIC GRAD,Оба пола,unknown,12
2013,Број,MRKONJIC GRAD,M,unknown,6
2013,Број,MRKONJIC GRAD,Ж,unknown,6
2013,Број,NEVESINJE,Оба пола,unknown,7
2013,Број,NEVESINJE,M,unknown,2
2013,Број,NEVESINJE,Ж,unknown,5
2013,Број,NOVI GRAD,Оба пола,unknown,24
2013,Број,NOVI GRAD,M,unknown,13
2013,Број,NOVI GRAD,Ж,unknown,11
2013,Број,NOVO GORAZDE,Оба пола,unknown,7
2013,Број,NOVO GORAZDE,M,unknown,2
2013,Број,NOVO GORAZDE,Ж,unknown,5
2013,Број,OSMACI,Оба пола,unknown,4
2013,Број,OSMACI,M,unknown,2
2013,Број,OSMACI,Ж,unknown,2
2013,Број,OSTRA LUKA,Оба пола,unknown,3
2013,Број,OSTRA LUKA,M,unknown,2
2013,Број,OSTRA LUKA,Ж,unknown,1
2013,Број,PALE,Оба пола,unknown,13
2013,Број,PALE,M,unknown,9
2013,Број,PALE,Ж,unknown,4
2013,Број,PELAGICEVO,Оба пола,unknown,5
2013,Број,PELAGICEVO,M,unknown,1
2013,Број,PELAGICEVO,Ж,unknown,4
2013,Број,PETROVAC,Оба пола,unknown,0
2013,Број,PETROVAC,M,unknown,0
2013,Број,PETROVAC,Ж,unknown,0
2013,Број,PETROVO,Оба пола,unknown,4
2013,Број,PETROVO,M,unknown,2
2013,Број,PETROVO,Ж,unknown,2
2013,Број,PRIJEDOR,Оба пола,unknown,369
2013,Број,PRIJEDOR,M,unknown,257
2013,Број,PRIJEDOR,Ж,unknown,112
2013,Број,PRNJAVOR,Оба пола,unknown,30
2013,Број,PRNJAVOR,M,unknown,10
2013,Број,PRNJAVOR,Ж,unknown,20
2013,Број,RIBNIK,Оба пола,unknown,2
2013,Број,RIBNIK,M,unknown,2
2013,Број,RIBNIK,Ж,unknown,0
2013,Број,ROGATICA,Оба пола,unknown,5
2013,Број,ROGATICA,M,unknown,2
2013,Број,ROGATICA,Ж,unknown,3
2013,Број,RUDO,Оба пола,unknown,3
2013,Број,RUDO,M,unknown,0
2013,Број,RUDO,Ж,unknown,3
2013,Број,SOKOLAC,Оба пола,unknown,18
2013,Број,SOKOLAC,M,unknown,5
2013,Број,SOKOLAC,Ж,unknown,13
2013,Број,SRBAC,Оба пола,unknown,29
2013,Број,SRBAC,M,unknown,11
2013,Број,SRBAC,Ж,unknown,18
2013,Број,SREBRENICA,Оба пола,unknown,14
2013,Број,SREBRENICA,M,unknown,8
2013,Број,SREBRENICA,Ж,unknown,6
2013,Број,TESLIC,Оба пола,unknown,44
2013,Број,TESLIC,M,unknown,23
2013,Број,TESLIC,Ж,unknown,21
2013,Број,TREBINJE,Оба пола,unknown,19
2013,Број,TREBINJE,M,unknown,11
2013,Број,TREBINJE,Ж,unknown,8
2013,Број,TRNOVO,Оба пола,unknown,0
2013,Број,TRNOVO,M,unknown,0
2013,Број,TRNOVO,Ж,unknown,0
2013,Број,UGLJEVIK,Оба пола,unknown,13
2013,Број,UGLJEVIK,M,unknown,11
2013,Број,UGLJEVIK,Ж,unknown,2
2013,Број,FOCA,Оба пола,unknown,12
2013,Број,FOCA,M,unknown,5
2013,Број,FOCA,Ж,unknown,7
2013,Број,HAN PIJESAK,Оба пола,unknown,0
2013,Број,HAN PIJESAK,M,unknown,0
2013,Број,HAN PIJESAK,Ж,unknown,0
2013,Број,CAJNICE,Оба пола,unknown,5
2013,Број,CAJNICE,M,unknown,2
2013,Број,CAJNICE,Ж,unknown,3
2013,Број,CELINAC,Оба пола,unknown,9
2013,Број,CELINAC,M,unknown,4
2013,Број,CELINAC,Ж,unknown,5
2013,Број,SAMAC,Оба пола,unknown,19
2013,Број,SAMAC,M,unknown,10
2013,Број,SAMAC,Ж,unknown,9
2013,Број,SEKOVICI,Оба пола,unknown,8
2013,Број,SEKOVICI,M,unknown,3
2013,Број,SEKOVICI,Ж,unknown,5
2013,Број,SIPOVO,Оба пола,unknown,5
2013,Број,SIPOVO,M,unknown,3
2013,Број,SIPOVO,Ж,unknown,2
