Year,UNIT_MEASURE,Administrativna oblast,Pol,Religija,Value
2013,Broj,Grad Trebinje,M,Katolik,90
2013,Broj,Grad Trebinje,Ž,Katolik,203
2013,Broj,Trnovo,Oba pola,Katolik,15
2013,Broj,Trnovo,M,Katolik,2
2013,Broj,Trnovo,Ž,Katolik,13
2013,Broj,Ugljevik,Oba pola,Katolik,39
2013,Broj,Ugljevik,M,Katolik,7
2013,Broj,Ugljevik,Ž,Katolik,32
2013,Broj,Foča,Oba pola,Katolik,64
2013,Broj,Foča,M,Katolik,20
2013,Broj,Foča,Ž,Katolik,44
2013,Broj,Han Pijesak,Oba pola,Katolik,5
2013,Broj,Han Pijesak,M,Katolik,0
2013,Broj,Han Pijesak,Ž,Katolik,5
2013,Broj,Čajniče,Oba pola,Katolik,5
2013,Broj,Čajniče,M,Katolik,0
2013,Broj,Čajniče,Ž,Katolik,5
2013,Broj,Čelinac,Oba pola,Katolik,58
2013,Broj,Čelinac,M,Katolik,14
2013,Broj,Čelinac,Ž,Katolik,44
2013,Broj,Šamac,Oba pola,Katolik,2091
2013,Broj,Šamac,M,Katolik,969
2013,Broj,Šamac,Ž,Katolik,1122
2013,Broj,Šekovići,Oba pola,Katolik,7
2013,Broj,Šekovići,M,Katolik,0
2013,Broj,Šekovići,Ž,Katolik,7
2013,Broj,Šipovo,Oba pola,Katolik,18
2013,Broj,Šipovo,M,Katolik,2
2013,Broj,Šipovo,Ž,Katolik,16
2013,Broj,Republika Srpska,Oba pola,ortodox,969315
2013,Broj,Republika Srpska,M,ortodox,476184
2013,Broj,Republika Srpska,Ž,ortodox,493131
2013,Broj,Grad Banja Luka,Oba pola,ortodox,161267
2013,Broj,Grad Banja Luka,M,ortodox,78266
2013,Broj,Grad Banja Luka,Ž,ortodox,83001
2013,Broj,Berkovići,Oba pola,ortodox,1873
2013,Broj,Berkovići,M,ortodox,940
2013,Broj,Berkovići,Ž,ortodox,933
2013,Broj,Grad Bijeljina,Oba pola,ortodox,89144
2013,Broj,Grad Bijeljina,M,ortodox,43682
2013,Broj,Grad Bijeljina,Ž,ortodox,45462
2013,Broj,Bileća,Oba pola,ortodox,10490
2013,Broj,Bileća,M,ortodox,5291
2013,Broj,Bileća,Ž,ortodox,5199
2013,Broj,Bratunac,Oba pola,ortodox,11726
2013,Broj,Bratunac,M,ortodox,5835
2013,Broj,Bratunac,Ž,ortodox,5891
2013,Broj,Brod,Oba pola,ortodox,11066
2013,Broj,Brod,M,ortodox,5474
2013,Broj,Brod,Ž,ortodox,5592
2013,Broj,Višegrad,Oba pola,ortodox,8913
2013,Broj,Višegrad,M,ortodox,4315
2013,Broj,Višegrad,Ž,ortodox,4598
2013,Broj,Vlasenica,Oba pola,ortodox,7111
2013,Broj,Vlasenica,M,ortodox,3473
2013,Broj,Vlasenica,Ž,ortodox,3638
2013,Broj,Vukosavlje,Oba pola,ortodox,1442
2013,Broj,Vukosavlje,M,ortodox,713
2013,Broj,Vukosavlje,Ž,ortodox,729
2013,Broj,Gacko,Oba pola,ortodox,8337
2013,Broj,Gacko,M,ortodox,4228
2013,Broj,Gacko,Ž,ortodox,4109
2013,Broj,Grad Gradiška,Oba pola,ortodox,40702
2013,Broj,Grad Gradiška,M,ortodox,19929
2013,Broj,Grad Gradiška,Ž,ortodox,20773
2013,Broj,Grad Derventa,Oba pola,ortodox,21541
2013,Broj,Grad Derventa,M,ortodox,10537
2013,Broj,Grad Derventa,Ž,ortodox,11004
2013,Broj,Grad Doboj,Oba pola,ortodox,50744
2013,Broj,Grad Doboj,M,ortodox,24842
2013,Broj,Grad Doboj,Ž,ortodox,25902
2013,Broj,Donji Žabar,Oba pola,ortodox,2658
2013,Broj,Donji Žabar,M,ortodox,1352
2013,Broj,Donji Žabar,Ž,ortodox,1306
2013,Broj,Grad Zvornik,Oba pola,ortodox,37114
2013,Broj,Grad Zvornik,M,ortodox,18378
2013,Broj,Grad Zvornik,Ž,ortodox,18736
2013,Broj,Istočna Ilidža,Oba pola,ortodox,13458
2013,Broj,Istočna Ilidža,M,ortodox,6479
2013,Broj,Istočna Ilidža,Ž,ortodox,6979
2013,Broj,Istočni Drvar,Oba pola,ortodox,65
2013,Broj,Istočni Drvar,M,ortodox,44
2013,Broj,Istočni Drvar,Ž,ortodox,21
2013,Broj,Istočni Mostar,Oba pola,ortodox,153
2013,Broj,Istočni Mostar,M,ortodox,84
2013,Broj,Istočni Mostar,Ž,ortodox,69
2013,Broj,Istočni Stari Grad,Oba pola,ortodox,1058
2013,Broj,Istočni Stari Grad,M,ortodox,520
2013,Broj,Istočni Stari Grad,Ž,ortodox,538
2013,Broj,Istočno Novo Sarajevo,Oba pola,ortodox,10044
2013,Broj,Istočno Novo Sarajevo,M,ortodox,4796
2013,Broj,Istočno Novo Sarajevo,Ž,ortodox,5248
2013,Broj,Jezero,Oba pola,ortodox,780
2013,Broj,Jezero,M,ortodox,412
2013,Broj,Jezero,Ž,ortodox,368
2013,Broj,Kalinovik,Oba pola,ortodox,1905
2013,Broj,Kalinovik,M,ortodox,923
2013,Broj,Kalinovik,Ž,ortodox,982
2013,Broj,Kneževo,Oba pola,ortodox,8866
2013,Broj,Kneževo,M,ortodox,4408
2013,Broj,Kneževo,Ž,ortodox,4458
2013,Broj,Kozarska Dubica,Oba pola,ortodox,18103
2013,Broj,Kozarska Dubica,M,ortodox,8909
2013,Broj,Kozarska Dubica,Ž,ortodox,9194
2013,Broj,Kostajnica,Oba pola,ortodox,4190
2013,Broj,Kostajnica,M,ortodox,2080
2013,Broj,Kostajnica,Ž,ortodox,2110
2013,Broj,Kotor Varoš,Oba pola,ortodox,12645
2013,Broj,Kotor Varoš,M,ortodox,6263
2013,Broj,Kotor Varoš,Ž,ortodox,6382
2013,Broj,Krupa Na Uni,Oba pola,ortodox,1554
2013,Broj,Krupa Na Uni,M,ortodox,840
2013,Broj,Krupa Na Uni,Ž,ortodox,714
2013,Broj,Kupres,Oba pola,ortodox,292
2013,Broj,Kupres,M,ortodox,156
2013,Broj,Kupres,Ž,ortodox,136
2013,Broj,Laktaši,Oba pola,ortodox,32907
2013,Broj,Laktaši,M,ortodox,16334
2013,Broj,Laktaši,Ž,ortodox,16573
2013,Broj,Lopare,Oba pola,ortodox,13273
2013,Broj,Lopare,M,ortodox,6700
2013,Broj,Lopare,Ž,ortodox,6573
2013,Broj,Ljubinje,Oba pola,ortodox,3295
2013,Broj,Ljubinje,M,ortodox,1621
2013,Broj,Ljubinje,Ž,ortodox,1674
2013,Broj,Milići,Oba pola,ortodox,6835
2013,Broj,Milići,M,ortodox,3469
2013,Broj,Milići,Ž,ortodox,3366
2013,Broj,Modriča,Oba pola,ortodox,19482
2013,Broj,Modriča,M,ortodox,9579
2013,Broj,Modriča,Ž,ortodox,9903
2013,Broj,Mrkonjić Grad,Oba pola,ortodox,15334
2013,Broj,Mrkonjić Grad,M,ortodox,7387
2013,Broj,Mrkonjić Grad,Ž,ortodox,7947
2013,Broj,Nevesinje,Oba pola,ortodox,11973
2013,Broj,Nevesinje,M,ortodox,5955
2013,Broj,Nevesinje,Ž,ortodox,6018
2013,Broj,Novi Grad,Oba pola,ortodox,19443
2013,Broj,Novi Grad,M,ortodox,9725
2013,Broj,Novi Grad,Ž,ortodox,9718
2013,Broj,Novo Goražde,Oba pola,ortodox,1563
2013,Broj,Novo Goražde,M,ortodox,822
2013,Broj,Novo Goražde,Ž,ortodox,741
2013,Broj,Osmaci,Oba pola,ortodox,2848
2013,Broj,Osmaci,M,ortodox,1446
2013,Broj,Osmaci,Ž,ortodox,1402
2013,Broj,Oštra Luka,Oba pola,ortodox,2503
2013,Broj,Oštra Luka,M,ortodox,1290
2013,Broj,Oštra Luka,Ž,ortodox,1213
2013,Broj,Pale,Oba pola,ortodox,19901
2013,Broj,Pale,M,ortodox,9546
2013,Broj,Pale,Ž,ortodox,10355
2013,Broj,Pelagićevo,Oba pola,ortodox,3152
2013,Broj,Pelagićevo,M,ortodox,1566
2013,Broj,Pelagićevo,Ž,ortodox,1586
2013,Broj,Petrovac,Oba pola,ortodox,352
2013,Broj,Petrovac,M,ortodox,168
2013,Broj,Petrovac,Ž,ortodox,184
2013,Broj,Petrovo,Oba pola,ortodox,6221
2013,Broj,Petrovo,M,ortodox,3004
2013,Broj,Petrovo,Ž,ortodox,3217
2013,Broj,Grad Prijedor,Oba pola,ortodox,53842
2013,Broj,Grad Prijedor,M,ortodox,26540
2013,Broj,Grad Prijedor,Ž,ortodox,27302
2013,Broj,Prnjavor,Oba pola,ortodox,29944
2013,Broj,Prnjavor,M,ortodox,14579
2013,Broj,Prnjavor,Ž,ortodox,15365
2013,Broj,Ribnik,Oba pola,ortodox,5824
2013,Broj,Ribnik,M,ortodox,2886
2013,Broj,Ribnik,Ž,ortodox,2938
2013,Broj,Rogatica,Oba pola,ortodox,9199
2013,Broj,Rogatica,M,ortodox,4492
2013,Broj,Rogatica,Ž,ortodox,4707
2013,Broj,Rudo,Oba pola,ortodox,6968
2013,Broj,Rudo,M,ortodox,3521
2013,Broj,Rudo,Ž,ortodox,3447
2013,Broj,Sokolac,Oba pola,ortodox,10897
2013,Broj,Sokolac,M,ortodox,5356
2013,Broj,Sokolac,Ž,ortodox,5541
2013,Broj,Srbac,Oba pola,ortodox,16110
2013,Broj,Srbac,M,ortodox,7932
2013,Broj,Srbac,Ž,ortodox,8178
2013,Broj,Srebrenica,Oba pola,ortodox,5418
2013,Broj,Srebrenica,M,ortodox,2721
2013,Broj,Srebrenica,Ž,ortodox,2697
2013,Broj,Teslić,Oba pola,ortodox,28140
2013,Broj,Teslić,M,ortodox,13523
2013,Broj,Teslić,Ž,ortodox,14617
2013,Broj,Grad Trebinje,Oba pola,ortodox,26669
2013,Broj,Grad Trebinje,M,ortodox,13054
2013,Broj,Grad Trebinje,Ž,ortodox,13615
2013,Broj,Trnovo,Oba pola,ortodox,1135
2013,Broj,Trnovo,M,ortodox,537
2013,Broj,Trnovo,Ž,ortodox,598
2013,Broj,Ugljevik,Oba pola,ortodox,13016
2013,Broj,Ugljevik,M,ortodox,6602
2013,Broj,Ugljevik,Ž,ortodox,6414
2013,Broj,Foča,Oba pola,ortodox,16163
2013,Broj,Foča,M,ortodox,8138
2013,Broj,Foča,Ž,ortodox,8025
2013,Broj,Han Pijesak,Oba pola,ortodox,2998
2013,Broj,Han Pijesak,M,ortodox,1416
2013,Broj,Han Pijesak,Ž,ortodox,1582
2013,Broj,Čajniče,Oba pola,ortodox,3812
2013,Broj,Čajniče,M,ortodox,1895
2013,Broj,Čajniče,Ž,ortodox,1917
2013,Broj,Čelinac,Oba pola,ortodox,14538
2013,Broj,Čelinac,M,ortodox,7205
2013,Broj,Čelinac,Ž,ortodox,7333
2013,Broj,Šamac,Oba pola,ortodox,12833
2013,Broj,Šamac,M,ortodox,6262
2013,Broj,Šamac,Ž,ortodox,6571
2013,Broj,Šekovići,Oba pola,ortodox,6188
2013,Broj,Šekovići,M,ortodox,3035
2013,Broj,Šekovići,Ž,ortodox,3153
2013,Broj,Šipovo,Oba pola,ortodox,9298
2013,Broj,Šipovo,M,ortodox,4709
2013,Broj,Šipovo,Ž,ortodox,4589
2013,Broj,Republika Srpska,Oba pola,Agnostik,1223
2013,Broj,Republika Srpska,M,Agnostik,610
2013,Broj,Republika Srpska,Ž,Agnostik,613
2013,Broj,Grad Banja Luka,Oba pola,Agnostik,592
2013,Broj,Grad Banja Luka,M,Agnostik,285
2013,Broj,Grad Banja Luka,Ž,Agnostik,307
2013,Broj,Berkovići,Oba pola,Agnostik,0
2013,Broj,Berkovići,M,Agnostik,0
2013,Broj,Berkovići,Ž,Agnostik,0
2013,Broj,Grad Bijeljina,Oba pola,Agnostik,60
2013,Broj,Grad Bijeljina,M,Agnostik,33
2013,Broj,Grad Bijeljina,Ž,Agnostik,27
2013,Broj,Bileća,Oba pola,Agnostik,1
2013,Broj,Bileća,M,Agnostik,1
2013,Broj,Bileća,Ž,Agnostik,0
2013,Broj,Bratunac,Oba pola,Agnostik,2
2013,Broj,Bratunac,M,Agnostik,1
2013,Broj,Bratunac,Ž,Agnostik,1
2013,Broj,Brod,Oba pola,Agnostik,15
2013,Broj,Brod,M,Agnostik,7
2013,Broj,Brod,Ž,Agnostik,8
2013,Broj,Višegrad,Oba pola,Agnostik,2
2013,Broj,Višegrad,M,Agnostik,2
2013,Broj,Višegrad,Ž,Agnostik,0
2013,Broj,Vlasenica,Oba pola,Agnostik,2
2013,Broj,Vlasenica,M,Agnostik,1
2013,Broj,Vlasenica,Ž,Agnostik,1
2013,Broj,Vukosavlje,Oba pola,Agnostik,1
2013,Broj,Vukosavlje,M,Agnostik,1
2013,Broj,Vukosavlje,Ž,Agnostik,0
2013,Broj,Gacko,Oba pola,Agnostik,1
2013,Broj,Gacko,M,Agnostik,0
2013,Broj,Gacko,Ž,Agnostik,1
2013,Broj,Grad Gradiška,Oba pola,Agnostik,45
2013,Broj,Grad Gradiška,M,Agnostik,28
2013,Broj,Grad Gradiška,Ž,Agnostik,17
2013,Broj,Grad Derventa,Oba pola,Agnostik,19
2013,Broj,Grad Derventa,M,Agnostik,9
2013,Broj,Grad Derventa,Ž,Agnostik,10
2013,Broj,Grad Doboj,Oba pola,Agnostik,71
2013,Broj,Grad Doboj,M,Agnostik,40
2013,Broj,Grad Doboj,Ž,Agnostik,31
2013,Broj,Donji Žabar,Oba pola,Agnostik,1
2013,Broj,Donji Žabar,M,Agnostik,0
2013,Broj,Donji Žabar,Ž,Agnostik,1
2013,Broj,Grad Zvornik,Oba pola,Agnostik,9
2013,Broj,Grad Zvornik,M,Agnostik,5
2013,Broj,Grad Zvornik,Ž,Agnostik,4
2013,Broj,Istočna Ilidža,Oba pola,Agnostik,17
2013,Broj,Istočna Ilidža,M,Agnostik,8
2013,Broj,Istočna Ilidža,Ž,Agnostik,9
2013,Broj,Istočni Drvar,Oba pola,Agnostik,0
2013,Broj,Istočni Drvar,M,Agnostik,0
2013,Broj,Istočni Drvar,Ž,Agnostik,0
2013,Broj,Istočni Mostar,Oba pola,Agnostik,0
2013,Broj,Istočni Mostar,M,Agnostik,0
2013,Broj,Istočni Mostar,Ž,Agnostik,0
2013,Broj,Istočni Stari Grad,Oba pola,Agnostik,0
2013,Broj,Istočni Stari Grad,M,Agnostik,0
2013,Broj,Istočni Stari Grad,Ž,Agnostik,0
2013,Broj,Istočno Novo Sarajevo,Oba pola,Agnostik,23
2013,Broj,Istočno Novo Sarajevo,M,Agnostik,8
2013,Broj,Istočno Novo Sarajevo,Ž,Agnostik,15
2013,Broj,Jezero,Oba pola,Agnostik,0
2013,Broj,Jezero,M,Agnostik,0
2013,Broj,Jezero,Ž,Agnostik,0
2013,Broj,Kalinovik,Oba pola,Agnostik,2
2013,Broj,Kalinovik,M,Agnostik,0
2013,Broj,Kalinovik,Ž,Agnostik,2
2013,Broj,Kneževo,Oba pola,Agnostik,0
2013,Broj,Kneževo,M,Agnostik,0
2013,Broj,Kneževo,Ž,Agnostik,0
2013,Broj,Kozarska Dubica,Oba pola,Agnostik,17
2013,Broj,Kozarska Dubica,M,Agnostik,5
2013,Broj,Kozarska Dubica,Ž,Agnostik,12
2013,Broj,Kostajnica,Oba pola,Agnostik,3
2013,Broj,Kostajnica,M,Agnostik,3
2013,Broj,Kostajnica,Ž,Agnostik,0
2013,Broj,Kotor Varoš,Oba pola,Agnostik,10
2013,Broj,Kotor Varoš,M,Agnostik,6
2013,Broj,Kotor Varoš,Ž,Agnostik,4
2013,Broj,Krupa Na Uni,Oba pola,Agnostik,0
2013,Broj,Krupa Na Uni,M,Agnostik,0
2013,Broj,Krupa Na Uni,Ž,Agnostik,0
2013,Broj,Kupres,Oba pola,Agnostik,0
2013,Broj,Kupres,M,Agnostik,0
2013,Broj,Kupres,Ž,Agnostik,0
2013,Broj,Laktaši,Oba pola,Agnostik,35
2013,Broj,Laktaši,M,Agnostik,19
2013,Broj,Laktaši,Ž,Agnostik,16
2013,Broj,Lopare,Oba pola,Agnostik,4
2013,Broj,Lopare,M,Agnostik,0
2013,Broj,Lopare,Ž,Agnostik,4
2013,Broj,Ljubinje,Oba pola,Agnostik,0
2013,Broj,Ljubinje,M,Agnostik,0
2013,Broj,Ljubinje,Ž,Agnostik,0
2013,Broj,Milići,Oba pola,Agnostik,0
2013,Broj,Milići,M,Agnostik,0
2013,Broj,Milići,Ž,Agnostik,0
2013,Broj,Modriča,Oba pola,Agnostik,26
2013,Broj,Modriča,M,Agnostik,13
2013,Broj,Modriča,Ž,Agnostik,13
2013,Broj,Mrkonjić Grad,Oba pola,Agnostik,8
2013,Broj,Mrkonjić Grad,M,Agnostik,5
2013,Broj,Mrkonjić Grad,Ž,Agnostik,3
2013,Broj,Nevesinje,Oba pola,Agnostik,3
2013,Broj,Nevesinje,M,Agnostik,1
2013,Broj,Nevesinje,Ž,Agnostik,2
2013,Broj,Novi Grad,Oba pola,Agnostik,9
2013,Broj,Novi Grad,M,Agnostik,5
2013,Broj,Novi Grad,Ž,Agnostik,4
2013,Broj,Novo Goražde,Oba pola,Agnostik,0
2013,Broj,Novo Goražde,M,Agnostik,0
2013,Broj,Novo Goražde,Ž,Agnostik,0
2013,Broj,Osmaci,Oba pola,Agnostik,0
2013,Broj,Osmaci,M,Agnostik,0
2013,Broj,Osmaci,Ž,Agnostik,0
2013,Broj,Oštra Luka,Oba pola,Agnostik,2
2013,Broj,Oštra Luka,M,Agnostik,1
2013,Broj,Oštra Luka,Ž,Agnostik,1
2013,Broj,Pale,Oba pola,Agnostik,15
2013,Broj,Pale,M,Agnostik,9
2013,Broj,Pale,Ž,Agnostik,6
2013,Broj,Pelagićevo,Oba pola,Agnostik,0
2013,Broj,Pelagićevo,M,Agnostik,0
2013,Broj,Pelagićevo,Ž,Agnostik,0
2013,Broj,Petrovac,Oba pola,Agnostik,0
2013,Broj,Petrovac,M,Agnostik,0
2013,Broj,Petrovac,Ž,Agnostik,0
2013,Broj,Petrovo,Oba pola,Agnostik,1
2013,Broj,Petrovo,M,Agnostik,1
2013,Broj,Petrovo,Ž,Agnostik,0
2013,Broj,Grad Prijedor,Oba pola,Agnostik,84
2013,Broj,Grad Prijedor,M,Agnostik,48
2013,Broj,Grad Prijedor,Ž,Agnostik,36
2013,Broj,Prnjavor,Oba pola,Agnostik,25
2013,Broj,Prnjavor,M,Agnostik,11
2013,Broj,Prnjavor,Ž,Agnostik,14
2013,Broj,Ribnik,Oba pola,Agnostik,0
2013,Broj,Ribnik,M,Agnostik,0
2013,Broj,Ribnik,Ž,Agnostik,0
2013,Broj,Rogatica,Oba pola,Agnostik,2
2013,Broj,Rogatica,M,Agnostik,2
2013,Broj,Rogatica,Ž,Agnostik,0
2013,Broj,Rudo,Oba pola,Agnostik,1
2013,Broj,Rudo,M,Agnostik,1
2013,Broj,Rudo,Ž,Agnostik,0
2013,Broj,Sokolac,Oba pola,Agnostik,2
2013,Broj,Sokolac,M,Agnostik,0
2013,Broj,Sokolac,Ž,Agnostik,2
2013,Broj,Srbac,Oba pola,Agnostik,7
2013,Broj,Srbac,M,Agnostik,5
2013,Broj,Srbac,Ž,Agnostik,2
2013,Broj,Srebrenica,Oba pola,Agnostik,1
2013,Broj,Srebrenica,M,Agnostik,0
2013,Broj,Srebrenica,Ž,Agnostik,1
2013,Broj,Teslić,Oba pola,Agnostik,37
2013,Broj,Teslić,M,Agnostik,15
2013,Broj,Teslić,Ž,Agnostik,22
2013,Broj,Grad Trebinje,Oba pola,Agnostik,32
2013,Broj,Grad Trebinje,M,Agnostik,14
2013,Broj,Grad Trebinje,Ž,Agnostik,18
2013,Broj,Trnovo,Oba pola,Agnostik,3
2013,Broj,Trnovo,M,Agnostik,2
2013,Broj,Trnovo,Ž,Agnostik,1
2013,Broj,Ugljevik,Oba pola,Agnostik,1
2013,Broj,Ugljevik,M,Agnostik,1
2013,Broj,Ugljevik,Ž,Agnostik,0
2013,Broj,Foča,Oba pola,Agnostik,3
2013,Broj,Foča,M,Agnostik,1
2013,Broj,Foča,Ž,Agnostik,2
2013,Broj,Han Pijesak,Oba pola,Agnostik,1
2013,Broj,Han Pijesak,M,Agnostik,0
2013,Broj,Han Pijesak,Ž,Agnostik,1
2013,Broj,Čajniče,Oba pola,Agnostik,1
2013,Broj,Čajniče,M,Agnostik,0
2013,Broj,Čajniče,Ž,Agnostik,1
2013,Broj,Čelinac,Oba pola,Agnostik,8
2013,Broj,Čelinac,M,Agnostik,4
2013,Broj,Čelinac,Ž,Agnostik,4
2013,Broj,Šamac,Oba pola,Agnostik,18
2013,Broj,Šamac,M,Agnostik,8
2013,Broj,Šamac,Ž,Agnostik,10
2013,Broj,Šekovići,Oba pola,Agnostik,1
2013,Broj,Šekovići,M,Agnostik,1
2013,Broj,Šekovići,Ž,Agnostik,0
2013,Broj,Šipovo,Oba pola,Agnostik,0
2013,Broj,Šipovo,M,Agnostik,0
2013,Broj,Šipovo,Ž,Agnostik,0
2013,Broj,Republika Srpska,Oba pola,Ateista,5784
2013,Broj,Republika Srpska,M,Ateista,3146
2013,Broj,Republika Srpska,Ž,Ateista,2638
2013,Broj,Grad Banja Luka,Oba pola,Ateista,2593
2013,Broj,Grad Banja Luka,M,Ateista,1342
2013,Broj,Grad Banja Luka,Ž,Ateista,1251
2013,Broj,Berkovići,Oba pola,Ateista,2
2013,Broj,Berkovići,M,Ateista,1
2013,Broj,Berkovići,Ž,Ateista,1
2013,Broj,Grad Bijeljina,Oba pola,Ateista,345
2013,Broj,Grad Bijeljina,M,Ateista,218
2013,Broj,Grad Bijeljina,Ž,Ateista,127
2013,Broj,Bileća,Oba pola,Ateista,7
2013,Broj,Bileća,M,Ateista,5
2013,Broj,Bileća,Ž,Ateista,2
2013,Broj,Bratunac,Oba pola,Ateista,8
2013,Broj,Bratunac,M,Ateista,5
2013,Broj,Bratunac,Ž,Ateista,3
2013,Broj,Brod,Oba pola,Ateista,113
2013,Broj,Brod,M,Ateista,59
2013,Broj,Brod,Ž,Ateista,54
2013,Broj,Višegrad,Oba pola,Ateista,21
2013,Broj,Višegrad,M,Ateista,15
2013,Broj,Višegrad,Ž,Ateista,6
2013,Broj,Vlasenica,Oba pola,Ateista,16
2013,Broj,Vlasenica,M,Ateista,10
2013,Broj,Vlasenica,Ž,Ateista,6
2013,Broj,Vukosavlje,Oba pola,Ateista,9
2013,Broj,Vukosavlje,M,Ateista,7
2013,Broj,Vukosavlje,Ž,Ateista,2
2013,Broj,Gacko,Oba pola,Ateista,3
2013,Broj,Gacko,M,Ateista,1
2013,Broj,Gacko,Ž,Ateista,2
2013,Broj,Grad Gradiška,Oba pola,Ateista,223
2013,Broj,Grad Gradiška,M,Ateista,126
2013,Broj,Grad Gradiška,Ž,Ateista,97
2013,Broj,Grad Derventa,Oba pola,Ateista,100
2013,Broj,Grad Derventa,M,Ateista,51
2013,Broj,Grad Derventa,Ž,Ateista,49
2013,Broj,Grad Doboj,Oba pola,Ateista,378
2013,Broj,Grad Doboj,M,Ateista,200
2013,Broj,Grad Doboj,Ž,Ateista,178
2013,Broj,Donji Žabar,Oba pola,Ateista,0
2013,Broj,Donji Žabar,M,Ateista,0
2013,Broj,Donji Žabar,Ž,Ateista,0
2013,Broj,Grad Zvornik,Oba pola,Ateista,59
2013,Broj,Grad Zvornik,M,Ateista,36
2013,Broj,Grad Zvornik,Ž,Ateista,23
2013,Broj,Istočna Ilidža,Oba pola,Ateista,60
2013,Broj,Istočna Ilidža,M,Ateista,27
2013,Broj,Istočna Ilidža,Ž,Ateista,33
2013,Broj,Istočni Drvar,Oba pola,Ateista,0
2013,Broj,Istočni Drvar,M,Ateista,0
2013,Broj,Istočni Drvar,Ž,Ateista,0
2013,Broj,Istočni Mostar,Oba pola,Ateista,0
2013,Broj,Istočni Mostar,M,Ateista,0
2013,Broj,Istočni Mostar,Ž,Ateista,0
2013,Broj,Istočni Stari Grad,Oba pola,Ateista,2
2013,Broj,Istočni Stari Grad,M,Ateista,1
2013,Broj,Istočni Stari Grad,Ž,Ateista,1
2013,Broj,Istočno Novo Sarajevo,Oba pola,Ateista,37
2013,Broj,Istočno Novo Sarajevo,M,Ateista,18
2013,Broj,Istočno Novo Sarajevo,Ž,Ateista,19
2013,Broj,Jezero,Oba pola,Ateista,3
2013,Broj,Jezero,M,Ateista,2
2013,Broj,Jezero,Ž,Ateista,1
2013,Broj,Kalinovik,Oba pola,Ateista,0
2013,Broj,Kalinovik,M,Ateista,0
2013,Broj,Kalinovik,Ž,Ateista,0
2013,Broj,Kneževo,Oba pola,Ateista,5
2013,Broj,Kneževo,M,Ateista,3
2013,Broj,Kneževo,Ž,Ateista,2
2013,Broj,Kozarska Dubica,Oba pola,Ateista,130
2013,Broj,Kozarska Dubica,M,Ateista,68
2013,Broj,Kozarska Dubica,Ž,Ateista,62
2013,Broj,Kostajnica,Oba pola,Ateista,16
2013,Broj,Kostajnica,M,Ateista,12
2013,Broj,Kostajnica,Ž,Ateista,4
2013,Broj,Kotor Varoš,Oba pola,Ateista,56
2013,Broj,Kotor Varoš,M,Ateista,34
2013,Broj,Kotor Varoš,Ž,Ateista,22
2013,Broj,Krupa Na Uni,Oba pola,Ateista,0
2013,Broj,Krupa Na Uni,M,Ateista,0
2013,Broj,Krupa Na Uni,Ž,Ateista,0
2013,Broj,Kupres,Oba pola,Ateista,0
2013,Broj,Kupres,M,Ateista,0
2013,Broj,Kupres,Ž,Ateista,0
2013,Broj,Laktaši,Oba pola,Ateista,96
2013,Broj,Laktaši,M,Ateista,57
2013,Broj,Laktaši,Ž,Ateista,39
2013,Broj,Lopare,Oba pola,Ateista,21
2013,Broj,Lopare,M,Ateista,12
2013,Broj,Lopare,Ž,Ateista,9
2013,Broj,Ljubinje,Oba pola,Ateista,1
2013,Broj,Ljubinje,M,Ateista,1
2013,Broj,Ljubinje,Ž,Ateista,0
2013,Broj,Milići,Oba pola,Ateista,3
2013,Broj,Milići,M,Ateista,3
2013,Broj,Milići,Ž,Ateista,0
2013,Broj,Modriča,Oba pola,Ateista,98
2013,Broj,Modriča,M,Ateista,53
2013,Broj,Modriča,Ž,Ateista,45
2013,Broj,Mrkonjić Grad,Oba pola,Ateista,28
2013,Broj,Mrkonjić Grad,M,Ateista,13
2013,Broj,Mrkonjić Grad,Ž,Ateista,15
2013,Broj,Nevesinje,Oba pola,Ateista,8
2013,Broj,Nevesinje,M,Ateista,3
2013,Broj,Nevesinje,Ž,Ateista,5
2013,Broj,Novi Grad,Oba pola,Ateista,81
2013,Broj,Novi Grad,M,Ateista,36
2013,Broj,Novi Grad,Ž,Ateista,45
2013,Broj,Novo Goražde,Oba pola,Ateista,0
2013,Broj,Novo Goražde,M,Ateista,0
2013,Broj,Novo Goražde,Ž,Ateista,0
2013,Broj,Osmaci,Oba pola,Ateista,1
2013,Broj,Osmaci,M,Ateista,1
2013,Broj,Osmaci,Ž,Ateista,0
2013,Broj,Oštra Luka,Oba pola,Ateista,4
2013,Broj,Oštra Luka,M,Ateista,3
2013,Broj,Oštra Luka,Ž,Ateista,1
2013,Broj,Pale,Oba pola,Ateista,47
2013,Broj,Pale,M,Ateista,23
2013,Broj,Pale,Ž,Ateista,24
2013,Broj,Pelagićevo,Oba pola,Ateista,1
2013,Broj,Pelagićevo,M,Ateista,0
2013,Broj,Pelagićevo,Ž,Ateista,1
2013,Broj,Petrovac,Oba pola,Ateista,2
2013,Broj,Petrovac,M,Ateista,1
2013,Broj,Petrovac,Ž,Ateista,1
2013,Broj,Petrovo,Oba pola,Ateista,10
2013,Broj,Petrovo,M,Ateista,7
2013,Broj,Petrovo,Ž,Ateista,3
2013,Broj,Grad Prijedor,Oba pola,Ateista,511
2013,Broj,Grad Prijedor,M,Ateista,277
