Year,UNIT_MEASURE,SEX,CAUSE_OF_DEATH,Value
2016,NUMBER,F,diseases_of_the_endocrine_glands_nutrition_and_metabolism,378
2017,NUMBER,F,diseases_of_the_endocrine_glands_nutrition_and_metabolism,452
2018,NUMBER,F,diseases_of_the_endocrine_glands_nutrition_and_metabolism,458
2019,NUMBER,F,diseases_of_the_endocrine_glands_nutrition_and_metabolism,343
2020,NUMBER,F,diseases_of_the_endocrine_glands_nutrition_and_metabolism,485
2003,NUMBER,F,mental_disorders_and_behavioral_disorders,9
2004,NUMBER,F,mental_disorders_and_behavioral_disorders,12
2005,NUMBER,F,mental_disorders_and_behavioral_disorders,16
2006,NUMBER,F,mental_disorders_and_behavioral_disorders,15
2007,NUMBER,F,mental_disorders_and_behavioral_disorders,20
2008,NUMBER,F,mental_disorders_and_behavioral_disorders,19
2009,NUMBER,F,mental_disorders_and_behavioral_disorders,30
2010,NUMBER,F,mental_disorders_and_behavioral_disorders,11
2011,NUMBER,F,mental_disorders_and_behavioral_disorders,14
2012,NUMBER,F,mental_disorders_and_behavioral_disorders,12
2013,NUMBER,F,mental_disorders_and_behavioral_disorders,31
2014,NUMBER,F,mental_disorders_and_behavioral_disorders,21
2015,NUMBER,F,mental_disorders_and_behavioral_disorders,28
2016,NUMBER,F,mental_disorders_and_behavioral_disorders,26
2017,NUMBER,F,mental_disorders_and_behavioral_disorders,43
2018,NUMBER,F,mental_disorders_and_behavioral_disorders,30
2019,NUMBER,F,mental_disorders_and_behavioral_disorders,22
2020,NUMBER,F,mental_disorders_and_behavioral_disorders,29
2003,NUMBER,F,diseases_of_the_nervous_system,26
2004,NUMBER,F,diseases_of_the_nervous_system,38
2005,NUMBER,F,diseases_of_the_nervous_system,84
2006,NUMBER,F,diseases_of_the_nervous_system,73
2007,NUMBER,F,diseases_of_the_nervous_system,70
2008,NUMBER,F,diseases_of_the_nervous_system,55
2009,NUMBER,F,diseases_of_the_nervous_system,55
2010,NUMBER,F,diseases_of_the_nervous_system,76
2011,NUMBER,F,diseases_of_the_nervous_system,97
2012,NUMBER,F,diseases_of_the_nervous_system,102
2013,NUMBER,F,diseases_of_the_nervous_system,87
2014,NUMBER,F,diseases_of_the_nervous_system,89
2015,NUMBER,F,diseases_of_the_nervous_system,106
2016,NUMBER,F,diseases_of_the_nervous_system,75
2017,NUMBER,F,diseases_of_the_nervous_system,95
2018,NUMBER,F,diseases_of_the_nervous_system,87
2019,NUMBER,F,diseases_of_the_nervous_system,81
2020,NUMBER,F,diseases_of_the_nervous_system,97
2003,NUMBER,F,eye_diseases_and_eye_soldering_disease,0
2004,NUMBER,F,eye_diseases_and_eye_soldering_disease,0
2005,NUMBER,F,eye_diseases_and_eye_soldering_disease,0
2006,NUMBER,F,eye_diseases_and_eye_soldering_disease,0
2007,NUMBER,F,eye_diseases_and_eye_soldering_disease,0
2008,NUMBER,F,eye_diseases_and_eye_soldering_disease,0
2009,NUMBER,F,eye_diseases_and_eye_soldering_disease,0
2010,NUMBER,F,eye_diseases_and_eye_soldering_disease,0
2011,NUMBER,F,eye_diseases_and_eye_soldering_disease,0
2012,NUMBER,F,eye_diseases_and_eye_soldering_disease,0
2013,NUMBER,F,eye_diseases_and_eye_soldering_disease,0
2014,NUMBER,F,eye_diseases_and_eye_soldering_disease,0
2015,NUMBER,F,eye_diseases_and_eye_soldering_disease,0
2016,NUMBER,F,eye_diseases_and_eye_soldering_disease,0
2017,NUMBER,F,eye_diseases_and_eye_soldering_disease,0
2018,NUMBER,F,eye_diseases_and_eye_soldering_disease,0
2019,NUMBER,F,eye_diseases_and_eye_soldering_disease,0
2020,NUMBER,F,eye_diseases_and_eye_soldering_disease,0
2003,NUMBER,F,diseases_of_ear_and_mastoid_process,0
2004,NUMBER,F,diseases_of_ear_and_mastoid_process,0
2005,NUMBER,F,diseases_of_ear_and_mastoid_process,0
2006,NUMBER,F,diseases_of_ear_and_mastoid_process,0
2007,NUMBER,F,diseases_of_ear_and_mastoid_process,0
2008,NUMBER,F,diseases_of_ear_and_mastoid_process,0
2009,NUMBER,F,diseases_of_ear_and_mastoid_process,0
2010,NUMBER,F,diseases_of_ear_and_mastoid_process,0
2011,NUMBER,F,diseases_of_ear_and_mastoid_process,0
2012,NUMBER,F,diseases_of_ear_and_mastoid_process,0
2013,NUMBER,F,diseases_of_ear_and_mastoid_process,0
2014,NUMBER,F,diseases_of_ear_and_mastoid_process,0
2015,NUMBER,F,diseases_of_ear_and_mastoid_process,0
2016,NUMBER,F,diseases_of_ear_and_mastoid_process,0
2017,NUMBER,F,diseases_of_ear_and_mastoid_process,0
2018,NUMBER,F,diseases_of_ear_and_mastoid_process,0
2019,NUMBER,F,diseases_of_ear_and_mastoid_process,0
2020,NUMBER,F,diseases_of_ear_and_mastoid_process,0
2003,NUMBER,F,diseases_of_the_circulatory_system,3748
2004,NUMBER,F,diseases_of_the_circulatory_system,3957
2005,NUMBER,F,diseases_of_the_circulatory_system,3677
2006,NUMBER,F,diseases_of_the_circulatory_system,3458
2007,NUMBER,F,diseases_of_the_circulatory_system,3864
2008,NUMBER,F,diseases_of_the_circulatory_system,3756
2009,NUMBER,F,diseases_of_the_circulatory_system,3743
2010,NUMBER,F,diseases_of_the_circulatory_system,3926
2011,NUMBER,F,diseases_of_the_circulatory_system,4009
2012,NUMBER,F,diseases_of_the_circulatory_system,4109
2013,NUMBER,F,diseases_of_the_circulatory_system,3625
2014,NUMBER,F,diseases_of_the_circulatory_system,3635
2015,NUMBER,F,diseases_of_the_circulatory_system,3964
2016,NUMBER,F,diseases_of_the_circulatory_system,3743
2017,NUMBER,F,diseases_of_the_circulatory_system,3960
2018,NUMBER,F,diseases_of_the_circulatory_system,3905
2019,NUMBER,F,diseases_of_the_circulatory_system,4033
2020,NUMBER,F,diseases_of_the_circulatory_system,4150
2003,NUMBER,F,diseases_of_the_respiratory_system,120
2004,NUMBER,F,diseases_of_the_respiratory_system,134
2005,NUMBER,F,diseases_of_the_respiratory_system,220
2006,NUMBER,F,diseases_of_the_respiratory_system,228
2007,NUMBER,F,diseases_of_the_respiratory_system,211
2008,NUMBER,F,diseases_of_the_respiratory_system,173
2009,NUMBER,F,diseases_of_the_respiratory_system,176
2010,NUMBER,F,diseases_of_the_respiratory_system,173
2011,NUMBER,F,diseases_of_the_respiratory_system,233
2012,NUMBER,F,diseases_of_the_respiratory_system,161
2013,NUMBER,F,diseases_of_the_respiratory_system,222
2014,NUMBER,F,diseases_of_the_respiratory_system,209
2015,NUMBER,F,diseases_of_the_respiratory_system,248
2016,NUMBER,F,diseases_of_the_respiratory_system,204
2017,NUMBER,F,diseases_of_the_respiratory_system,243
2018,NUMBER,F,diseases_of_the_respiratory_system,282
2019,NUMBER,F,diseases_of_the_respiratory_system,258
2020,NUMBER,F,diseases_of_the_respiratory_system,254
2003,NUMBER,F,diseases_of_the_digestive_system,136
2004,NUMBER,F,diseases_of_the_digestive_system,141
2005,NUMBER,F,diseases_of_the_digestive_system,124
2006,NUMBER,F,diseases_of_the_digestive_system,146
2007,NUMBER,F,diseases_of_the_digestive_system,147
2008,NUMBER,F,diseases_of_the_digestive_system,131
2009,NUMBER,F,diseases_of_the_digestive_system,148
2010,NUMBER,F,diseases_of_the_digestive_system,156
2011,NUMBER,F,diseases_of_the_digestive_system,136
2012,NUMBER,F,diseases_of_the_digestive_system,145
2013,NUMBER,F,diseases_of_the_digestive_system,183
2014,NUMBER,F,diseases_of_the_digestive_system,188
2015,NUMBER,F,diseases_of_the_digestive_system,191
2016,NUMBER,F,diseases_of_the_digestive_system,185
2017,NUMBER,F,diseases_of_the_digestive_system,184
2018,NUMBER,F,diseases_of_the_digestive_system,191
2019,NUMBER,F,diseases_of_the_digestive_system,180
2020,NUMBER,F,diseases_of_the_digestive_system,169
2003,NUMBER,F,skin_and_subcutaneous_tissue_disorders,0
2004,NUMBER,F,skin_and_subcutaneous_tissue_disorders,3
2005,NUMBER,F,skin_and_subcutaneous_tissue_disorders,0
2006,NUMBER,F,skin_and_subcutaneous_tissue_disorders,1
2007,NUMBER,F,skin_and_subcutaneous_tissue_disorders,2
2008,NUMBER,F,skin_and_subcutaneous_tissue_disorders,2
2009,NUMBER,F,skin_and_subcutaneous_tissue_disorders,2
2010,NUMBER,F,skin_and_subcutaneous_tissue_disorders,2
2011,NUMBER,F,skin_and_subcutaneous_tissue_disorders,1
2012,NUMBER,F,skin_and_subcutaneous_tissue_disorders,1
2013,NUMBER,F,skin_and_subcutaneous_tissue_disorders,11
2014,NUMBER,F,skin_and_subcutaneous_tissue_disorders,9
2015,NUMBER,F,skin_and_subcutaneous_tissue_disorders,15
2016,NUMBER,F,skin_and_subcutaneous_tissue_disorders,14
2017,NUMBER,F,skin_and_subcutaneous_tissue_disorders,19
2018,NUMBER,F,skin_and_subcutaneous_tissue_disorders,10
2019,NUMBER,F,skin_and_subcutaneous_tissue_disorders,16
2020,NUMBER,F,skin_and_subcutaneous_tissue_disorders,17
2003,NUMBER,F,diseases_of_the_musculoskeletal_system_and_connective_tissue,3
2004,NUMBER,F,diseases_of_the_musculoskeletal_system_and_connective_tissue,2
2005,NUMBER,F,diseases_of_the_musculoskeletal_system_and_connective_tissue,7
2006,NUMBER,F,diseases_of_the_musculoskeletal_system_and_connective_tissue,9
2007,NUMBER,F,diseases_of_the_musculoskeletal_system_and_connective_tissue,9
2008,NUMBER,F,diseases_of_the_musculoskeletal_system_and_connective_tissue,14
2009,NUMBER,F,diseases_of_the_musculoskeletal_system_and_connective_tissue,11
2010,NUMBER,F,diseases_of_the_musculoskeletal_system_and_connective_tissue,8
2011,NUMBER,F,diseases_of_the_musculoskeletal_system_and_connective_tissue,14
2012,NUMBER,F,diseases_of_the_musculoskeletal_system_and_connective_tissue,12
2013,NUMBER,F,diseases_of_the_musculoskeletal_system_and_connective_tissue,19
2014,NUMBER,F,diseases_of_the_musculoskeletal_system_and_connective_tissue,14
2015,NUMBER,F,diseases_of_the_musculoskeletal_system_and_connective_tissue,18
2016,NUMBER,F,diseases_of_the_musculoskeletal_system_and_connective_tissue,13
2017,NUMBER,F,diseases_of_the_musculoskeletal_system_and_connective_tissue,9
2018,NUMBER,F,diseases_of_the_musculoskeletal_system_and_connective_tissue,17
2019,NUMBER,F,diseases_of_the_musculoskeletal_system_and_connective_tissue,9
2020,NUMBER,F,diseases_of_the_musculoskeletal_system_and_connective_tissue,21
2003,NUMBER,F,diseases_of_the_genitourinary_system,99
2004,NUMBER,F,diseases_of_the_genitourinary_system,92
2005,NUMBER,F,diseases_of_the_genitourinary_system,97
2006,NUMBER,F,diseases_of_the_genitourinary_system,114
2007,NUMBER,F,diseases_of_the_genitourinary_system,112
2008,NUMBER,F,diseases_of_the_genitourinary_system,113
2009,NUMBER,F,diseases_of_the_genitourinary_system,118
2010,NUMBER,F,diseases_of_the_genitourinary_system,115
2011,NUMBER,F,diseases_of_the_genitourinary_system,74
2012,NUMBER,F,diseases_of_the_genitourinary_system,120
2013,NUMBER,F,diseases_of_the_genitourinary_system,92
2014,NUMBER,F,diseases_of_the_genitourinary_system,77
2015,NUMBER,F,diseases_of_the_genitourinary_system,86
2016,NUMBER,F,diseases_of_the_genitourinary_system,101
2017,NUMBER,F,diseases_of_the_genitourinary_system,97
2018,NUMBER,F,diseases_of_the_genitourinary_system,103
2019,NUMBER,F,diseases_of_the_genitourinary_system,91
2020,NUMBER,F,diseases_of_the_genitourinary_system,108
2003,NUMBER,F,pregnancy_childbirth_and_puerperium,1
2004,NUMBER,F,pregnancy_childbirth_and_puerperium,0
2005,NUMBER,F,pregnancy_childbirth_and_puerperium,2
2006,NUMBER,F,pregnancy_childbirth_and_puerperium,2
2007,NUMBER,F,pregnancy_childbirth_and_puerperium,1
2008,NUMBER,F,pregnancy_childbirth_and_puerperium,1
2009,NUMBER,F,pregnancy_childbirth_and_puerperium,0
2010,NUMBER,F,pregnancy_childbirth_and_puerperium,1
2011,NUMBER,F,pregnancy_childbirth_and_puerperium,1
2012,NUMBER,F,pregnancy_childbirth_and_puerperium,0
2013,NUMBER,F,pregnancy_childbirth_and_puerperium,0
2014,NUMBER,F,pregnancy_childbirth_and_puerperium,0
2015,NUMBER,F,pregnancy_childbirth_and_puerperium,1
2016,NUMBER,F,pregnancy_childbirth_and_puerperium,1
2017,NUMBER,F,pregnancy_childbirth_and_puerperium,0
2018,NUMBER,F,pregnancy_childbirth_and_puerperium,1
2019,NUMBER,F,pregnancy_childbirth_and_puerperium,0
2020,NUMBER,F,pregnancy_childbirth_and_puerperium,3
2003,NUMBER,F,certain_conditions_occurred_in_the_perinatal_period,21
2004,NUMBER,F,certain_conditions_occurred_in_the_perinatal_period,10
2005,NUMBER,F,certain_conditions_occurred_in_the_perinatal_period,10
2006,NUMBER,F,certain_conditions_occurred_in_the_perinatal_period,12
2007,NUMBER,F,certain_conditions_occurred_in_the_perinatal_period,12
2008,NUMBER,F,certain_conditions_occurred_in_the_perinatal_period,8
2009,NUMBER,F,certain_conditions_occurred_in_the_perinatal_period,12
2010,NUMBER,F,certain_conditions_occurred_in_the_perinatal_period,16
2011,NUMBER,F,certain_conditions_occurred_in_the_perinatal_period,16
2012,NUMBER,F,certain_conditions_occurred_in_the_perinatal_period,11
2013,NUMBER,F,certain_conditions_occurred_in_the_perinatal_period,8
2014,NUMBER,F,certain_conditions_occurred_in_the_perinatal_period,9
2015,NUMBER,F,certain_conditions_occurred_in_the_perinatal_period,8
2016,NUMBER,F,certain_conditions_occurred_in_the_perinatal_period,5
2017,NUMBER,F,certain_conditions_occurred_in_the_perinatal_period,10
2018,NUMBER,F,certain_conditions_occurred_in_the_perinatal_period,7
2019,NUMBER,F,certain_conditions_occurred_in_the_perinatal_period,5
2020,NUMBER,F,certain_conditions_occurred_in_the_perinatal_period,18
2003,NUMBER,F,congenital_anomalies_deformities_and_chromosomal_abnormalities,3
2004,NUMBER,F,congenital_anomalies_deformities_and_chromosomal_abnormalities,1
2005,NUMBER,F,congenital_anomalies_deformities_and_chromosomal_abnormalities,8
2006,NUMBER,F,congenital_anomalies_deformities_and_chromosomal_abnormalities,7
2007,NUMBER,F,congenital_anomalies_deformities_and_chromosomal_abnormalities,6
2008,NUMBER,F,congenital_anomalies_deformities_and_chromosomal_abnormalities,10
2009,NUMBER,F,congenital_anomalies_deformities_and_chromosomal_abnormalities,13
2010,NUMBER,F,congenital_anomalies_deformities_and_chromosomal_abnormalities,7
2011,NUMBER,F,congenital_anomalies_deformities_and_chromosomal_abnormalities,2
2012,NUMBER,F,congenital_anomalies_deformities_and_chromosomal_abnormalities,1
2013,NUMBER,F,congenital_anomalies_deformities_and_chromosomal_abnormalities,3
2014,NUMBER,F,congenital_anomalies_deformities_and_chromosomal_abnormalities,7
2015,NUMBER,F,congenital_anomalies_deformities_and_chromosomal_abnormalities,4
2016,NUMBER,F,congenital_anomalies_deformities_and_chromosomal_abnormalities,2
2017,NUMBER,F,congenital_anomalies_deformities_and_chromosomal_abnormalities,1
2018,NUMBER,F,congenital_anomalies_deformities_and_chromosomal_abnormalities,3
2019,NUMBER,F,congenital_anomalies_deformities_and_chromosomal_abnormalities,4
2020,NUMBER,F,congenital_anomalies_deformities_and_chromosomal_abnormalities,3
2003,NUMBER,F,symptoms_signs_and_abnormal_clinical_and_laboratory_findings,791
2004,NUMBER,F,symptoms_signs_and_abnormal_clinical_and_laboratory_findings,736
2005,NUMBER,F,symptoms_signs_and_abnormal_clinical_and_laboratory_findings,590
2006,NUMBER,F,symptoms_signs_and_abnormal_clinical_and_laboratory_findings,573
2007,NUMBER,F,symptoms_signs_and_abnormal_clinical_and_laboratory_findings,650
2008,NUMBER,F,symptoms_signs_and_abnormal_clinical_and_laboratory_findings,449
2009,NUMBER,F,symptoms_signs_and_abnormal_clinical_and_laboratory_findings,468
2010,NUMBER,F,symptoms_signs_and_abnormal_clinical_and_laboratory_findings,431
2011,NUMBER,F,symptoms_signs_and_abnormal_clinical_and_laboratory_findings,379
2012,NUMBER,F,symptoms_signs_and_abnormal_clinical_and_laboratory_findings,335
2013,NUMBER,F,symptoms_signs_and_abnormal_clinical_and_laboratory_findings,588
2014,NUMBER,F,symptoms_signs_and_abnormal_clinical_and_laboratory_findings,727
2015,NUMBER,F,symptoms_signs_and_abnormal_clinical_and_laboratory_findings,776
2016,NUMBER,F,symptoms_signs_and_abnormal_clinical_and_laboratory_findings,600
2017,NUMBER,F,symptoms_signs_and_abnormal_clinical_and_laboratory_findings,715
2018,NUMBER,F,symptoms_signs_and_abnormal_clinical_and_laboratory_findings,806
2019,NUMBER,F,symptoms_signs_and_abnormal_clinical_and_laboratory_findings,913
2020,NUMBER,F,symptoms_signs_and_abnormal_clinical_and_laboratory_findings,765
2003,NUMBER,F,injuries_poisonings_and_consequences_of_external_factors,136
2004,NUMBER,F,injuries_poisonings_and_consequences_of_external_factors,141
2005,NUMBER,F,injuries_poisonings_and_consequences_of_external_factors,155
2006,NUMBER,F,injuries_poisonings_and_consequences_of_external_factors,149
2007,NUMBER,F,injuries_poisonings_and_consequences_of_external_factors,146
2008,NUMBER,F,injuries_poisonings_and_consequences_of_external_factors,133
2009,NUMBER,F,injuries_poisonings_and_consequences_of_external_factors,157
2010,NUMBER,F,injuries_poisonings_and_consequences_of_external_factors,106
2011,NUMBER,F,injuries_poisonings_and_consequences_of_external_factors,118
2012,NUMBER,F,injuries_poisonings_and_consequences_of_external_factors,118
2013,NUMBER,F,injuries_poisonings_and_consequences_of_external_factors,127
2014,NUMBER,F,injuries_poisonings_and_consequences_of_external_factors,120
2015,NUMBER,F,injuries_poisonings_and_consequences_of_external_factors,142
2016,NUMBER,F,injuries_poisonings_and_consequences_of_external_factors,118
2017,NUMBER,F,injuries_poisonings_and_consequences_of_external_factors,125
2018,NUMBER,F,injuries_poisonings_and_consequences_of_external_factors,112
2019,NUMBER,F,injuries_poisonings_and_consequences_of_external_factors,90
2020,NUMBER,F,injuries_poisonings_and_consequences_of_external_factors,101
2003,NUMBER,F,special_purpose_codes,0
2004,NUMBER,F,special_purpose_codes,0
2005,NUMBER,F,special_purpose_codes,0
2006,NUMBER,F,special_purpose_codes,0
2007,NUMBER,F,special_purpose_codes,0
2008,NUMBER,F,special_purpose_codes,0
2009,NUMBER,F,special_purpose_codes,0
2010,NUMBER,F,special_purpose_codes,0
2011,NUMBER,F,special_purpose_codes,0
2012,NUMBER,F,special_purpose_codes,0
2013,NUMBER,F,special_purpose_codes,0
2014,NUMBER,F,special_purpose_codes,0
2015,NUMBER,F,special_purpose_codes,0
2016,NUMBER,F,special_purpose_codes,0
2017,NUMBER,F,special_purpose_codes,0
2018,NUMBER,F,special_purpose_codes,0
2019,NUMBER,F,special_purpose_codes,0
2020,NUMBER,F,special_purpose_codes,562
