Year,UNIT_MEASURE,scientific_field,type_of_education,SEX,Value
2020,NUMBER,arts_and_humanities,enrolled_in_master_studies,F,186
2020,NUMBER,services,enrolled_in_master_studies,F,6
2020,NUMBER,total,enrolled_in_specialist_studies,_T,170
2020,NUMBER,"natural_sciences,_mathematics_and_statistics",enrolled_in_specialist_studies,_T,0
2020,NUMBER,"engineering,_production_and_construction",enrolled_in_specialist_studies,_T,0
2020,NUMBER,information_and_communication_technologies,enrolled_in_specialist_studies,_T,0
2020,NUMBER,health_and_social_protection,enrolled_in_specialist_studies,_T,170
2020,NUMBER,"agriculture,_forestry,_fisheries_and_veterinary_medicine",enrolled_in_specialist_studies,_T,0
2020,NUMBER,"social_sciences,_journalism_and_information",enrolled_in_specialist_studies,_T,0
2020,NUMBER,"business,_administration_and_law",enrolled_in_specialist_studies,_T,0
2020,NUMBER,education,enrolled_in_specialist_studies,_T,0
2020,NUMBER,arts_and_humanities,enrolled_in_specialist_studies,_T,0
2020,NUMBER,services,enrolled_in_specialist_studies,_T,0
2020,NUMBER,total,enrolled_in_specialist_studies,M,39
2020,NUMBER,"natural_sciences,_mathematics_and_statistics",enrolled_in_specialist_studies,M,0
2020,NUMBER,"engineering,_production_and_construction",enrolled_in_specialist_studies,M,0
2020,NUMBER,information_and_communication_technologies,enrolled_in_specialist_studies,M,0
2020,NUMBER,health_and_social_protection,enrolled_in_specialist_studies,M,39
2020,NUMBER,"agriculture,_forestry,_fisheries_and_veterinary_medicine",enrolled_in_specialist_studies,M,0
2020,NUMBER,"social_sciences,_journalism_and_information",enrolled_in_specialist_studies,M,0
2020,NUMBER,"business,_administration_and_law",enrolled_in_specialist_studies,M,0
2020,NUMBER,education,enrolled_in_specialist_studies,M,0
2020,NUMBER,arts_and_humanities,enrolled_in_specialist_studies,M,0
2020,NUMBER,services,enrolled_in_specialist_studies,M,0
2020,NUMBER,total,enrolled_in_specialist_studies,F,131
2020,NUMBER,"natural_sciences,_mathematics_and_statistics",enrolled_in_specialist_studies,F,0
2020,NUMBER,"engineering,_production_and_construction",enrolled_in_specialist_studies,F,0
2020,NUMBER,information_and_communication_technologies,enrolled_in_specialist_studies,F,0
2020,NUMBER,health_and_social_protection,enrolled_in_specialist_studies,F,131
2020,NUMBER,"agriculture,_forestry,_fisheries_and_veterinary_medicine",enrolled_in_specialist_studies,F,0
2020,NUMBER,"social_sciences,_journalism_and_information",enrolled_in_specialist_studies,F,0
2020,NUMBER,"business,_administration_and_law",enrolled_in_specialist_studies,F,0
2020,NUMBER,education,enrolled_in_specialist_studies,F,0
2020,NUMBER,arts_and_humanities,enrolled_in_specialist_studies,F,0
2020,NUMBER,services,enrolled_in_specialist_studies,F,0
