Year,UNIT_MEASURE,Teritory,SEX,Education,Value
2013,NUMBER,ISTOCNI MOSTAR,_T,secondary_specialization,-
2013,NUMBER,ISTOCNI MOSTAR,M,secondary_specialization,-
2013,NUMBER,ISTOCNI MOSTAR,F,secondary_specialization,-
2013,NUMBER,ISTOCNI STARI GRAD,_T,secondary_specialization,16
2013,NUMBER,ISTOCNI STARI GRAD,M,secondary_specialization,15
2013,NUMBER,ISTOCNI STARI GRAD,F,secondary_specialization,1
2013,NUMBER,ISTOCNO NOVO SARAJEVO,_T,secondary_specialization,81
2013,NUMBER,ISTOCNO NOVO SARAJEVO,M,secondary_specialization,69
2013,NUMBER,ISTOCNO NOVO SARAJEVO,F,secondary_specialization,12
2013,NUMBER,JEZERO,_T,secondary_specialization,1
2013,NUMBER,JEZERO,M,secondary_specialization,1
2013,NUMBER,JEZERO,F,secondary_specialization,-
2013,NUMBER,KALINOVIK,_T,secondary_specialization,16
2013,NUMBER,KALINOVIK,M,secondary_specialization,13
2013,NUMBER,KALINOVIK,F,secondary_specialization,3
2013,NUMBER,KNEZEVO,_T,secondary_specialization,12
2013,NUMBER,KNEZEVO,M,secondary_specialization,11
2013,NUMBER,KNEZEVO,F,secondary_specialization,1
2013,NUMBER,KOZARSKA DUBICA,_T,secondary_specialization,91
2013,NUMBER,KOZARSKA DUBICA,M,secondary_specialization,64
2013,NUMBER,KOZARSKA DUBICA,F,secondary_specialization,27
2013,NUMBER,KOSTAJNICA,_T,secondary_specialization,23
2013,NUMBER,KOSTAJNICA,M,secondary_specialization,18
2013,NUMBER,KOSTAJNICA,F,secondary_specialization,5
2013,NUMBER,KOTOR VAROS,_T,secondary_specialization,74
2013,NUMBER,KOTOR VAROS,M,secondary_specialization,52
2013,NUMBER,KOTOR VAROS,F,secondary_specialization,22
2013,NUMBER,KRUPA NA UNI,_T,secondary_specialization,5
2013,NUMBER,KRUPA NA UNI,M,secondary_specialization,3
2013,NUMBER,KRUPA NA UNI,F,secondary_specialization,2
2013,NUMBER,KUPRES,_T,secondary_specialization,1
2013,NUMBER,KUPRES,M,secondary_specialization,-
2013,NUMBER,KUPRES,F,secondary_specialization,1
2013,NUMBER,LAKTASI,_T,secondary_specialization,169
2013,NUMBER,LAKTASI,M,secondary_specialization,141
2013,NUMBER,LAKTASI,F,secondary_specialization,28
2013,NUMBER,LOPARE,_T,secondary_specialization,64
2013,NUMBER,LOPARE,M,secondary_specialization,45
2013,NUMBER,LOPARE,F,secondary_specialization,19
2013,NUMBER,LJUBINJE,_T,secondary_specialization,81
2013,NUMBER,LJUBINJE,M,secondary_specialization,72
2013,NUMBER,LJUBINJE,F,secondary_specialization,9
2013,NUMBER,MILICI,_T,secondary_specialization,15
2013,NUMBER,MILICI,M,secondary_specialization,10
2013,NUMBER,MILICI,F,secondary_specialization,5
2013,NUMBER,MODRICA,_T,secondary_specialization,132
2013,NUMBER,MODRICA,M,secondary_specialization,103
2013,NUMBER,MODRICA,F,secondary_specialization,29
2013,NUMBER,MRKONJIC GRAD,_T,secondary_specialization,89
2013,NUMBER,MRKONJIC GRAD,M,secondary_specialization,71
2013,NUMBER,MRKONJIC GRAD,F,secondary_specialization,18
2013,NUMBER,NEVESINJE,_T,secondary_specialization,56
2013,NUMBER,NEVESINJE,M,secondary_specialization,51
2013,NUMBER,NEVESINJE,F,secondary_specialization,5
2013,NUMBER,NOVI GRAD,_T,secondary_specialization,104
2013,NUMBER,NOVI GRAD,M,secondary_specialization,75
2013,NUMBER,NOVI GRAD,F,secondary_specialization,29
2013,NUMBER,NOVO GORAZDE,_T,secondary_specialization,10
2013,NUMBER,NOVO GORAZDE,M,secondary_specialization,10
2013,NUMBER,NOVO GORAZDE,F,secondary_specialization,-
2013,NUMBER,OSMACI,_T,secondary_specialization,15
2013,NUMBER,OSMACI,M,secondary_specialization,12
2013,NUMBER,OSMACI,F,secondary_specialization,3
2013,NUMBER,OSTRA LUKA,_T,secondary_specialization,13
2013,NUMBER,OSTRA LUKA,M,secondary_specialization,11
2013,NUMBER,OSTRA LUKA,F,secondary_specialization,2
2013,NUMBER,PALE,_T,secondary_specialization,247
2013,NUMBER,PALE,M,secondary_specialization,205
2013,NUMBER,PALE,F,secondary_specialization,42
2013,NUMBER,PELAGICEVO,_T,secondary_specialization,4
2013,NUMBER,PELAGICEVO,M,secondary_specialization,3
2013,NUMBER,PELAGICEVO,F,secondary_specialization,1
2013,NUMBER,PETROVAC,_T,secondary_specialization,-
2013,NUMBER,PETROVAC,M,secondary_specialization,-
2013,NUMBER,PETROVAC,F,secondary_specialization,-
2013,NUMBER,PETROVO,_T,secondary_specialization,79
2013,NUMBER,PETROVO,M,secondary_specialization,74
2013,NUMBER,PETROVO,F,secondary_specialization,5
2013,NUMBER,PRIJEDOR,_T,secondary_specialization,666
2013,NUMBER,PRIJEDOR,M,secondary_specialization,492
2013,NUMBER,PRIJEDOR,F,secondary_specialization,174
2013,NUMBER,PRNJAVOR,_T,secondary_specialization,112
2013,NUMBER,PRNJAVOR,M,secondary_specialization,83
2013,NUMBER,PRNJAVOR,F,secondary_specialization,29
2013,NUMBER,RIBNIK,_T,secondary_specialization,14
2013,NUMBER,RIBNIK,M,secondary_specialization,13
2013,NUMBER,RIBNIK,F,secondary_specialization,1
2013,NUMBER,ROGATICA,_T,secondary_specialization,56
2013,NUMBER,ROGATICA,M,secondary_specialization,49
2013,NUMBER,ROGATICA,F,secondary_specialization,7
2013,NUMBER,RUDO,_T,secondary_specialization,12
2013,NUMBER,RUDO,M,secondary_specialization,11
2013,NUMBER,RUDO,F,secondary_specialization,1
2013,NUMBER,SOKOLAC,_T,secondary_specialization,71
2013,NUMBER,SOKOLAC,M,secondary_specialization,57
2013,NUMBER,SOKOLAC,F,secondary_specialization,14
2013,NUMBER,SRBAC,_T,secondary_specialization,61
2013,NUMBER,SRBAC,M,secondary_specialization,46
2013,NUMBER,SRBAC,F,secondary_specialization,15
2013,NUMBER,SREBRENICA,_T,secondary_specialization,33
2013,NUMBER,SREBRENICA,M,secondary_specialization,26
2013,NUMBER,SREBRENICA,F,secondary_specialization,7
2013,NUMBER,TESLIC,_T,secondary_specialization,170
2013,NUMBER,TESLIC,M,secondary_specialization,138
2013,NUMBER,TESLIC,F,secondary_specialization,32
2013,NUMBER,TREBINJE,_T,secondary_specialization,432
2013,NUMBER,TREBINJE,M,secondary_specialization,394
2013,NUMBER,TREBINJE,F,secondary_specialization,38
2013,NUMBER,TRNOVO,_T,secondary_specialization,15
2013,NUMBER,TRNOVO,M,secondary_specialization,13
2013,NUMBER,TRNOVO,F,secondary_specialization,2
2013,NUMBER,UGLJEVIK,_T,secondary_specialization,97
2013,NUMBER,UGLJEVIK,M,secondary_specialization,89
2013,NUMBER,UGLJEVIK,F,secondary_specialization,8
2013,NUMBER,FOCA,_T,secondary_specialization,107
2013,NUMBER,FOCA,M,secondary_specialization,93
2013,NUMBER,FOCA,F,secondary_specialization,14
2013,NUMBER,HAN PIJESAK,_T,secondary_specialization,20
2013,NUMBER,HAN PIJESAK,M,secondary_specialization,20
2013,NUMBER,HAN PIJESAK,F,secondary_specialization,-
2013,NUMBER,CAJNICE,_T,secondary_specialization,38
2013,NUMBER,CAJNICE,M,secondary_specialization,37
2013,NUMBER,CAJNICE,F,secondary_specialization,1
2013,NUMBER,CELINAC,_T,secondary_specialization,69
2013,NUMBER,CELINAC,M,secondary_specialization,62
2013,NUMBER,CELINAC,F,secondary_specialization,7
2013,NUMBER,SAMAC,_T,secondary_specialization,55
2013,NUMBER,SAMAC,M,secondary_specialization,41
2013,NUMBER,SAMAC,F,secondary_specialization,14
2013,NUMBER,SEKOVICI,_T,secondary_specialization,16
2013,NUMBER,SEKOVICI,M,secondary_specialization,16
2013,NUMBER,SEKOVICI,F,secondary_specialization,-
2013,NUMBER,SIPOVO,_T,secondary_specialization,22
2013,NUMBER,SIPOVO,M,secondary_specialization,20
2013,NUMBER,SIPOVO,F,secondary_specialization,2
2013,NUMBER,REPUBLIKA SRPSKA,_T,first_degree,33960
2013,NUMBER,REPUBLIKA SRPSKA,M,first_degree,19142
2013,NUMBER,REPUBLIKA SRPSKA,F,first_degree,14818
2013,NUMBER,BANJA LUKA,_T,first_degree,7972
2013,NUMBER,BANJA LUKA,M,first_degree,4272
2013,NUMBER,BANJA LUKA,F,first_degree,3700
2013,NUMBER,BERKOVICI,_T,first_degree,47
2013,NUMBER,BERKOVICI,M,first_degree,34
2013,NUMBER,BERKOVICI,F,first_degree,13
2013,NUMBER,BIJELJINA,_T,first_degree,3354
2013,NUMBER,BIJELJINA,M,first_degree,1805
2013,NUMBER,BIJELJINA,F,first_degree,1549
2013,NUMBER,BILECA,_T,first_degree,434
2013,NUMBER,BILECA,M,first_degree,249
2013,NUMBER,BILECA,F,first_degree,185
2013,NUMBER,BRATUNAC,_T,first_degree,399
2013,NUMBER,BRATUNAC,M,first_degree,230
2013,NUMBER,BRATUNAC,F,first_degree,169
2013,NUMBER,BROD,_T,first_degree,374
2013,NUMBER,BROD,M,first_degree,215
2013,NUMBER,BROD,F,first_degree,159
2013,NUMBER,VISEGRAD,_T,first_degree,375
2013,NUMBER,VISEGRAD,M,first_degree,196
2013,NUMBER,VISEGRAD,F,first_degree,179
2013,NUMBER,VLASENICA,_T,first_degree,200
2013,NUMBER,VLASENICA,M,first_degree,123
2013,NUMBER,VLASENICA,F,first_degree,77
2013,NUMBER,VUKOSAVLJE,_T,first_degree,39
2013,NUMBER,VUKOSAVLJE,M,first_degree,25
2013,NUMBER,VUKOSAVLJE,F,first_degree,14
2013,NUMBER,GACKO,_T,first_degree,335
2013,NUMBER,GACKO,M,first_degree,191
2013,NUMBER,GACKO,F,first_degree,144
2013,NUMBER,GRADISKA,_T,first_degree,1222
2013,NUMBER,GRADISKA,M,first_degree,658
2013,NUMBER,GRADISKA,F,first_degree,564
2013,NUMBER,DERVENTA,_T,first_degree,542
2013,NUMBER,DERVENTA,M,first_degree,331
2013,NUMBER,DERVENTA,F,first_degree,211
2013,NUMBER,DOBOJ,_T,first_degree,1827
2013,NUMBER,DOBOJ,M,first_degree,1078
2013,NUMBER,DOBOJ,F,first_degree,749
2013,NUMBER,DONJI ZABAR,_T,first_degree,37
2013,NUMBER,DONJI ZABAR,M,first_degree,23
2013,NUMBER,DONJI ZABAR,F,first_degree,14
2013,NUMBER,ZVORNIK,_T,first_degree,1283
2013,NUMBER,ZVORNIK,M,first_degree,716
2013,NUMBER,ZVORNIK,F,first_degree,567
2013,NUMBER,ISTOCNA ILIDZA,_T,first_degree,513
2013,NUMBER,ISTOCNA ILIDZA,M,first_degree,315
2013,NUMBER,ISTOCNA ILIDZA,F,first_degree,198
2013,NUMBER,ISTOCNI DRVAR,_T,first_degree,5
2013,NUMBER,ISTOCNI DRVAR,M,first_degree,5
2013,NUMBER,ISTOCNI MOSTAR,_T,first_degree,2
2013,NUMBER,ISTOCNI MOSTAR,M,first_degree,2
2013,NUMBER,ISTOCNI STARI GRAD,_T,first_degree,27
2013,NUMBER,ISTOCNI STARI GRAD,M,first_degree,14
2013,NUMBER,ISTOCNI STARI GRAD,F,first_degree,13
2013,NUMBER,ISTOCNO NOVO SARAJEVO,_T,first_degree,375
2013,NUMBER,ISTOCNO NOVO SARAJEVO,M,first_degree,225
2013,NUMBER,ISTOCNO NOVO SARAJEVO,F,first_degree,150
2013,NUMBER,JEZERO,_T,first_degree,16
2013,NUMBER,JEZERO,M,first_degree,10
2013,NUMBER,JEZERO,F,first_degree,6
2013,NUMBER,KALINOVIK,_T,first_degree,58
2013,NUMBER,KALINOVIK,M,first_degree,41
2013,NUMBER,KALINOVIK,F,first_degree,17
2013,NUMBER,KNEZEVO,_T,first_degree,125
2013,NUMBER,KNEZEVO,M,first_degree,93
2013,NUMBER,KNEZEVO,F,first_degree,32
2013,NUMBER,KOZARSKA DUBICA,_T,first_degree,644
2013,NUMBER,KOZARSKA DUBICA,M,first_degree,345
2013,NUMBER,KOZARSKA DUBICA,F,first_degree,299
2013,NUMBER,KOSTAJNICA,_T,first_degree,206
2013,NUMBER,KOSTAJNICA,M,first_degree,94
2013,NUMBER,KOSTAJNICA,F,first_degree,112
2013,NUMBER,KOTOR VAROS,_T,first_degree,225
2013,NUMBER,KOTOR VAROS,M,first_degree,144
2013,NUMBER,KOTOR VAROS,F,first_degree,81
2013,NUMBER,KRUPA NA UNI,_T,first_degree,11
2013,NUMBER,KRUPA NA UNI,M,first_degree,6
2013,NUMBER,KRUPA NA UNI,F,first_degree,5
2013,NUMBER,KUPRES,_T,first_degree,2
2013,NUMBER,KUPRES,M,first_degree,2
2013,NUMBER,KUPRES,F,first_degree,-
2013,NUMBER,LAKTASI,_T,first_degree,822
2013,NUMBER,LAKTASI,M,first_degree,462
2013,NUMBER,LAKTASI,F,first_degree,360
2013,NUMBER,LOPARE,_T,first_degree,217
2013,NUMBER,LOPARE,M,first_degree,133
2013,NUMBER,LOPARE,F,first_degree,84
2013,NUMBER,LJUBINJE,_T,first_degree,126
2013,NUMBER,LJUBINJE,M,first_degree,69
2013,NUMBER,LJUBINJE,F,first_degree,57
2013,NUMBER,MILICI,_T,first_degree,213
2013,NUMBER,MILICI,M,first_degree,113
2013,NUMBER,MILICI,F,first_degree,100
2013,NUMBER,MODRICA,_T,first_degree,483
2013,NUMBER,MODRICA,M,first_degree,303
2013,NUMBER,MODRICA,F,first_degree,180
2013,NUMBER,MRKONJIC GRAD,_T,first_degree,350
2013,NUMBER,MRKONJIC GRAD,M,first_degree,204
2013,NUMBER,MRKONJIC GRAD,F,first_degree,146
2013,NUMBER,NEVESINJE,_T,first_degree,384
2013,NUMBER,NEVESINJE,M,first_degree,236
2013,NUMBER,NEVESINJE,F,first_degree,148
2013,NUMBER,NOVI GRAD,_T,first_degree,714
2013,NUMBER,NOVI GRAD,M,first_degree,366
2013,NUMBER,NOVI GRAD,F,first_degree,348
2013,NUMBER,NOVO GORAZDE,_T,first_degree,48
2013,NUMBER,NOVO GORAZDE,M,first_degree,39
2013,NUMBER,NOVO GORAZDE,F,first_degree,9
2013,NUMBER,OSMACI,_T,first_degree,65
2013,NUMBER,OSMACI,M,first_degree,48
2013,NUMBER,OSMACI,F,first_degree,17
2013,NUMBER,OSTRA LUKA,_T,first_degree,36
2013,NUMBER,OSTRA LUKA,M,first_degree,16
2013,NUMBER,OSTRA LUKA,F,first_degree,20
2013,NUMBER,PALE,_T,first_degree,645
2013,NUMBER,PALE,M,first_degree,389
2013,NUMBER,PALE,F,first_degree,256
2013,NUMBER,PELAGICEVO,_T,first_degree,81
2013,NUMBER,PELAGICEVO,M,first_degree,44
2013,NUMBER,PELAGICEVO,F,first_degree,37
2013,NUMBER,PETROVAC,_T,first_degree,11
2013,NUMBER,PETROVAC,M,first_degree,6
2013,NUMBER,PETROVAC,F,first_degree,5
2013,NUMBER,PETROVO,_T,first_degree,166
2013,NUMBER,PETROVO,M,first_degree,109
2013,NUMBER,PETROVO,F,first_degree,57
2013,NUMBER,PRIJEDOR,_T,first_degree,2448
2013,NUMBER,PRIJEDOR,M,first_degree,1252
2013,NUMBER,PRIJEDOR,F,first_degree,1196
2013,NUMBER,PRNJAVOR,_T,first_degree,670
2013,NUMBER,PRNJAVOR,M,first_degree,388
2013,NUMBER,PRNJAVOR,F,first_degree,282
2013,NUMBER,RIBNIK,_T,first_degree,99
2013,NUMBER,RIBNIK,M,first_degree,68
2013,NUMBER,RIBNIK,F,first_degree,31
2013,NUMBER,ROGATICA,_T,first_degree,315
2013,NUMBER,ROGATICA,M,first_degree,209
2013,NUMBER,ROGATICA,F,first_degree,106
2013,NUMBER,RUDO,_T,first_degree,277
2013,NUMBER,RUDO,M,first_degree,175
2013,NUMBER,RUDO,F,first_degree,102
2013,NUMBER,SOKOLAC,_T,first_degree,393
2013,NUMBER,SOKOLAC,M,first_degree,237
2013,NUMBER,SOKOLAC,F,first_degree,156
2013,NUMBER,SRBAC,_T,first_degree,342
2013,NUMBER,SRBAC,M,first_degree,232
2013,NUMBER,SRBAC,F,first_degree,110
2013,NUMBER,SREBRENICA,_T,first_degree,290
2013,NUMBER,SREBRENICA,M,first_degree,171
2013,NUMBER,SREBRENICA,F,first_degree,119
2013,NUMBER,TESLIC,_T,first_degree,577
2013,NUMBER,TESLIC,M,first_degree,335
2013,NUMBER,TESLIC,F,first_degree,242
2013,NUMBER,TREBINJE,_T,first_degree,1442
2013,NUMBER,TREBINJE,M,first_degree,806
2013,NUMBER,TREBINJE,F,first_degree,636
2013,NUMBER,TRNOVO,_T,first_degree,52
2013,NUMBER,TRNOVO,M,first_degree,37
2013,NUMBER,TRNOVO,F,first_degree,15
2013,NUMBER,UGLJEVIK,_T,first_degree,252
2013,NUMBER,UGLJEVIK,M,first_degree,156
2013,NUMBER,UGLJEVIK,F,first_degree,96
2013,NUMBER,FOCA,_T,first_degree,510
2013,NUMBER,FOCA,M,first_degree,334
2013,NUMBER,FOCA,F,first_degree,176
2013,NUMBER,HAN PIJESAK,_T,first_degree,110
2013,NUMBER,HAN PIJESAK,M,first_degree,67
2013,NUMBER,HAN PIJESAK,F,first_degree,43
2013,NUMBER,CAJNICE,_T,first_degree,75
2013,NUMBER,CAJNICE,M,first_degree,48
2013,NUMBER,CAJNICE,F,first_degree,27
2013,NUMBER,CELINAC,_T,first_degree,293
2013,NUMBER,CELINAC,M,first_degree,186
2013,NUMBER,CELINAC,F,first_degree,107
2013,NUMBER,SAMAC,_T,first_degree,478
2013,NUMBER,SAMAC,M,first_degree,265
2013,NUMBER,SAMAC,F,first_degree,213
2013,NUMBER,SEKOVICI,_T,first_degree,136
2013,NUMBER,SEKOVICI,M,first_degree,76
2013,NUMBER,SEKOVICI,F,first_degree,60
2013,NUMBER,SIPOVO,_T,first_degree,191
2013,NUMBER,SIPOVO,M,first_degree,121
2013,NUMBER,SIPOVO,F,first_degree,70
2013,NUMBER,REPUBLIKA SRPSKA,_T,university_degree,87036
2013,NUMBER,REPUBLIKA SRPSKA,M,university_degree,42562
2013,NUMBER,REPUBLIKA SRPSKA,F,university_degree,44474
2013,NUMBER,BANJA LUKA,_T,university_degree,25924
2013,NUMBER,BANJA LUKA,M,university_degree,12201
2013,NUMBER,BANJA LUKA,F,university_degree,13723
2013,NUMBER,BERKOVICI,_T,university_degree,92
2013,NUMBER,BERKOVICI,M,university_degree,51
2013,NUMBER,BERKOVICI,F,university_degree,41
2013,NUMBER,BIJELJINA,_T,university_degree,8088
2013,NUMBER,BIJELJINA,M,university_degree,3846
2013,NUMBER,BIJELJINA,F,university_degree,4242
2013,NUMBER,BILECA,_T,university_degree,791
2013,NUMBER,BILECA,M,university_degree,443
2013,NUMBER,BILECA,F,university_degree,348
2013,NUMBER,BRATUNAC,_T,university_degree,1014
2013,NUMBER,BRATUNAC,M,university_degree,515
2013,NUMBER,BRATUNAC,F,university_degree,499
2013,NUMBER,BROD,_T,university_degree,801
2013,NUMBER,BROD,M,university_degree,389
2013,NUMBER,BROD,F,university_degree,412
2013,NUMBER,VISEGRAD,_T,university_degree,818
2013,NUMBER,VISEGRAD,M,university_degree,410
2013,NUMBER,VISEGRAD,F,university_degree,408
2013,NUMBER,VLASENICA,_T,university_degree,641
2013,NUMBER,VLASENICA,M,university_degree,316
2013,NUMBER,VLASENICA,F,university_degree,325
2013,NUMBER,VUKOSAVLJE,_T,university_degree,97
2013,NUMBER,VUKOSAVLJE,M,university_degree,55
2013,NUMBER,VUKOSAVLJE,F,university_degree,42
2013,NUMBER,GACKO,_T,university_degree,812
2013,NUMBER,GACKO,M,university_degree,413
2013,NUMBER,GACKO,F,university_degree,399
2013,NUMBER,GRADISKA,_T,university_degree,2538
2013,NUMBER,GRADISKA,M,university_degree,1270
2013,NUMBER,GRADISKA,F,university_degree,1268
2013,NUMBER,DERVENTA,_T,university_degree,1242
2013,NUMBER,DERVENTA,M,university_degree,598
2013,NUMBER,DERVENTA,F,university_degree,644
2013,NUMBER,DOBOJ,_T,university_degree,4634
2013,NUMBER,DOBOJ,M,university_degree,2420
2013,NUMBER,DOBOJ,F,university_degree,2214
2013,NUMBER,DONJI ZABAR,_T,university_degree,100
2013,NUMBER,DONJI ZABAR,M,university_degree,59
2013,NUMBER,DONJI ZABAR,F,university_degree,41
2013,NUMBER,ZVORNIK,_T,university_degree,2964
2013,NUMBER,ZVORNIK,M,university_degree,1529
2013,NUMBER,ZVORNIK,F,university_degree,1435
2013,NUMBER,ISTOCNA ILIDZA,_T,university_degree,1844
2013,NUMBER,ISTOCNA ILIDZA,M,university_degree,802
2013,NUMBER,ISTOCNA ILIDZA,F,university_degree,1042
2013,NUMBER,ISTOCNI DRVAR,_T,university_degree,10
2013,NUMBER,ISTOCNI DRVAR,M,university_degree,8
2013,NUMBER,ISTOCNI DRVAR,F,university_degree,2
2013,NUMBER,ISTOCNI MOSTAR,_T,university_degree,14
2013,NUMBER,ISTOCNI MOSTAR,M,university_degree,7
2013,NUMBER,ISTOCNI MOSTAR,F,university_degree,7
2013,NUMBER,ISTOCNI STARI GRAD,_T,university_degree,53
2013,NUMBER,ISTOCNI STARI GRAD,M,university_degree,21
2013,NUMBER,ISTOCNI STARI GRAD,F,university_degree,32
2013,NUMBER,ISTOCNO NOVO SARAJEVO,_T,university_degree,1563
2013,NUMBER,ISTOCNO NOVO SARAJEVO,M,university_degree,745
2013,NUMBER,ISTOCNO NOVO SARAJEVO,F,university_degree,818
2013,NUMBER,JEZERO,_T,university_degree,30
2013,NUMBER,JEZERO,M,university_degree,19
2013,NUMBER,JEZERO,F,university_degree,11
2013,NUMBER,KALINOVIK,_T,university_degree,147
2013,NUMBER,KALINOVIK,M,university_degree,85
2013,NUMBER,KALINOVIK,F,university_degree,62
2013,NUMBER,KNEZEVO,_T,university_degree,334
2013,NUMBER,KNEZEVO,M,university_degree,188
2013,NUMBER,KNEZEVO,F,university_degree,146
2013,NUMBER,KOZARSKA DUBICA,_T,university_degree,999
2013,NUMBER,KOZARSKA DUBICA,M,university_degree,501
2013,NUMBER,KOZARSKA DUBICA,F,university_degree,498
2013,NUMBER,KOSTAJNICA,_T,university_degree,281
2013,NUMBER,KOSTAJNICA,M,university_degree,134
2013,NUMBER,KOSTAJNICA,F,university_degree,147
2013,NUMBER,KOTOR VAROS,_T,university_degree,767
2013,NUMBER,KOTOR VAROS,M,university_degree,408
2013,NUMBER,KOTOR VAROS,F,university_degree,359
2013,NUMBER,KRUPA NA UNI,_T,university_degree,13
2013,NUMBER,KRUPA NA UNI,M,university_degree,7
2013,NUMBER,KRUPA NA UNI,F,university_degree,6
2013,NUMBER,KUPRES,_T,university_degree,4
2013,NUMBER,KUPRES,M,university_degree,3
2013,NUMBER,KUPRES,F,university_degree,1
2013,NUMBER,LAKTASI,_T,university_degree,1729
2013,NUMBER,LAKTASI,M,university_degree,829
2013,NUMBER,LAKTASI,F,university_degree,900
2013,NUMBER,LOPARE,_T,university_degree,560
2013,NUMBER,LOPARE,M,university_degree,264
2013,NUMBER,LOPARE,F,university_degree,296
2013,NUMBER,LJUBINJE,_T,university_degree,255
2013,NUMBER,LJUBINJE,M,university_degree,145
2013,NUMBER,LJUBINJE,F,university_degree,110
2013,NUMBER,MILICI,_T,university_degree,573
2013,NUMBER,MILICI,M,university_degree,295
2013,NUMBER,MILICI,F,university_degree,278
2013,NUMBER,MODRICA,_T,university_degree,1186
2013,NUMBER,MODRICA,M,university_degree,605
2013,NUMBER,MODRICA,F,university_degree,581
2013,NUMBER,MRKONJIC GRAD,_T,university_degree,832
2013,NUMBER,MRKONJIC GRAD,M,university_degree,410
2013,NUMBER,MRKONJIC GRAD,F,university_degree,422
2013,NUMBER,NEVESINJE,_T,university_degree,856
2013,NUMBER,NEVESINJE,M,university_degree,459
2013,NUMBER,NEVESINJE,F,university_degree,397
2013,NUMBER,NOVI GRAD,_T,university_degree,1243
2013,NUMBER,NOVI GRAD,M,university_degree,602
2013,NUMBER,NOVI GRAD,F,university_degree,641
2013,NUMBER,NOVO GORAZDE,_T,university_degree,145
2013,NUMBER,NOVO GORAZDE,M,university_degree,71
2013,NUMBER,NOVO GORAZDE,F,university_degree,74
2013,NUMBER,OSMACI,_T,university_degree,235
2013,NUMBER,OSMACI,M,university_degree,148
2013,NUMBER,OSMACI,F,university_degree,87
2013,NUMBER,OSTRA LUKA,_T,university_degree,55
2013,NUMBER,OSTRA LUKA,M,university_degree,24
2013,NUMBER,OSTRA LUKA,F,university_degree,31
2013,NUMBER,PALE,_T,university_degree,2538
2013,NUMBER,PALE,M,university_degree,1148
2013,NUMBER,PALE,F,university_degree,1390
2013,NUMBER,PELAGICEVO,_T,university_degree,94
2013,NUMBER,PELAGICEVO,M,university_degree,53
2013,NUMBER,PELAGICEVO,F,university_degree,41
2013,NUMBER,PETROVAC,_T,university_degree,26
2013,NUMBER,PETROVAC,M,university_degree,13
2013,NUMBER,PETROVAC,F,university_degree,13
2013,NUMBER,PETROVO,_T,university_degree,259
2013,NUMBER,PETROVO,M,university_degree,134
2013,NUMBER,PETROVO,F,university_degree,125
2013,NUMBER,PRIJEDOR,_T,university_degree,4646
2013,NUMBER,PRIJEDOR,M,university_degree,2220
2013,NUMBER,PRIJEDOR,F,university_degree,2426
2013,NUMBER,PRNJAVOR,_T,university_degree,1336
2013,NUMBER,PRNJAVOR,M,university_degree,627
2013,NUMBER,PRNJAVOR,F,university_degree,709
2013,NUMBER,RIBNIK,_T,university_degree,195
2013,NUMBER,RIBNIK,M,university_degree,108
2013,NUMBER,RIBNIK,F,university_degree,87
2013,NUMBER,ROGATICA,_T,university_degree,702
2013,NUMBER,ROGATICA,M,university_degree,354
2013,NUMBER,ROGATICA,F,university_degree,348
2013,NUMBER,RUDO,_T,university_degree,454
2013,NUMBER,RUDO,M,university_degree,232
2013,NUMBER,RUDO,F,university_degree,222
2013,NUMBER,SOKOLAC,_T,university_degree,1113
2013,NUMBER,SOKOLAC,M,university_degree,529
2013,NUMBER,SOKOLAC,F,university_degree,584
2013,NUMBER,SRBAC,_T,university_degree,798
2013,NUMBER,SRBAC,M,university_degree,410
2013,NUMBER,SRBAC,F,university_degree,388
2013,NUMBER,SREBRENICA,_T,university_degree,741
2013,NUMBER,SREBRENICA,M,university_degree,395
2013,NUMBER,SREBRENICA,F,university_degree,346
2013,NUMBER,TESLIC,_T,university_degree,1351
2013,NUMBER,TESLIC,M,university_degree,689
2013,NUMBER,TESLIC,F,university_degree,662
2013,NUMBER,TREBINJE,_T,university_degree,3262
2013,NUMBER,TREBINJE,M,university_degree,1642
2013,NUMBER,TREBINJE,F,university_degree,1620
2013,NUMBER,TRNOVO,_T,university_degree,139
2013,NUMBER,TRNOVO,M,university_degree,66
2013,NUMBER,TRNOVO,F,university_degree,73
2013,NUMBER,UGLJEVIK,_T,university_degree,903
2013,NUMBER,UGLJEVIK,M,university_degree,443
2013,NUMBER,UGLJEVIK,F,university_degree,460
2013,NUMBER,FOCA,_T,university_degree,1422
2013,NUMBER,FOCA,M,university_degree,757
2013,NUMBER,FOCA,F,university_degree,665
2013,NUMBER,HAN PIJESAK,_T,university_degree,274
2013,NUMBER,HAN PIJESAK,M,university_degree,138
2013,NUMBER,HAN PIJESAK,F,university_degree,136
2013,NUMBER,CAJNICE,_T,university_degree,280
2013,NUMBER,CAJNICE,M,university_degree,152
2013,NUMBER,CAJNICE,F,university_degree,128
2013,NUMBER,CELINAC,_T,university_degree,618
2013,NUMBER,CELINAC,M,university_degree,290
2013,NUMBER,CELINAC,F,university_degree,328
2013,NUMBER,SAMAC,_T,university_degree,911
2013,NUMBER,SAMAC,M,university_degree,494
2013,NUMBER,SAMAC,F,university_degree,417
2013,NUMBER,SEKOVICI,_T,university_degree,267
2013,NUMBER,SEKOVICI,M,university_degree,144
