Year,UNIT_MEASURE,ADMIN_AREA,SEX,Mother_tongue,Value
2013,NUMBER,bratunac,M,serbian,5937
2013,NUMBER,bratunac,F,serbian,5993
2013,NUMBER,brod,_T,serbian,11154
2013,NUMBER,brod,M,serbian,5490
2013,NUMBER,brod,F,serbian,5664
2013,NUMBER,visegrad,_T,serbian,8981
2013,NUMBER,visegrad,M,serbian,4351
2013,NUMBER,visegrad,F,serbian,4630
2013,NUMBER,vlasenica,_T,serbian,7160
2013,NUMBER,vlasenica,M,serbian,3493
2013,NUMBER,vlasenica,F,serbian,3667
2013,NUMBER,vukosavlje,_T,serbian,1471
2013,NUMBER,vukosavlje,M,serbian,727
2013,NUMBER,vukosavlje,F,serbian,744
2013,NUMBER,gacko,_T,serbian,8356
2013,NUMBER,gacko,M,serbian,4234
2013,NUMBER,gacko,F,serbian,4122
2013,NUMBER,grad_gradiska,_T,serbian,41393
2013,NUMBER,grad_gradiska,M,serbian,20221
2013,NUMBER,grad_gradiska,F,serbian,21172
2013,NUMBER,grad_derventa,_T,serbian,21749
2013,NUMBER,grad_derventa,M,serbian,10593
2013,NUMBER,grad_derventa,F,serbian,11156
2013,NUMBER,grad_doboj,_T,serbian,51338
2013,NUMBER,grad_doboj,M,serbian,25045
2013,NUMBER,grad_doboj,F,serbian,26293
2013,NUMBER,donji_zabar,_T,serbian,2652
2013,NUMBER,donji_zabar,M,serbian,1345
2013,NUMBER,donji_zabar,F,serbian,1307
2013,NUMBER,grad_zvornik,_T,serbian,37330
2013,NUMBER,grad_zvornik,M,serbian,18483
2013,NUMBER,grad_zvornik,F,serbian,18847
2013,NUMBER,istocna_ilidza,_T,serbian,13532
2013,NUMBER,istocna_ilidza,M,serbian,6502
2013,NUMBER,istocna_ilidza,F,serbian,7030
2013,NUMBER,istocni_drvar,_T,serbian,65
2013,NUMBER,istocni_drvar,M,serbian,44
2013,NUMBER,istocni_drvar,F,serbian,21
2013,NUMBER,istocni_mostar,_T,serbian,152
2013,NUMBER,istocni_mostar,M,serbian,84
2013,NUMBER,istocni_mostar,F,serbian,68
2013,NUMBER,istocni_stari_grad,_T,serbian,1063
2013,NUMBER,istocni_stari_grad,M,serbian,521
2013,NUMBER,istocni_stari_grad,F,serbian,542
2013,NUMBER,istocno_novo_sarajevo,_T,serbian,10078
2013,NUMBER,istocno_novo_sarajevo,M,serbian,4805
2013,NUMBER,istocno_novo_sarajevo,F,serbian,5273
2013,NUMBER,jezero,_T,serbian,782
2013,NUMBER,jezero,M,serbian,412
2013,NUMBER,jezero,F,serbian,370
2013,NUMBER,kalinovik,_T,serbian,1907
2013,NUMBER,kalinovik,M,serbian,924
2013,NUMBER,kalinovik,F,serbian,983
2013,NUMBER,knezevo,_T,serbian,8909
2013,NUMBER,knezevo,M,serbian,4431
2013,NUMBER,knezevo,F,serbian,4478
2013,NUMBER,kozarska_dubica,_T,serbian,18376
2013,NUMBER,kozarska_dubica,M,serbian,9029
2013,NUMBER,kozarska_dubica,F,serbian,9347
2013,NUMBER,kostajnica,_T,serbian,4175
2013,NUMBER,kostajnica,M,serbian,2078
2013,NUMBER,kostajnica,F,serbian,2097
2013,NUMBER,kotor_varos,_T,serbian,12926
2013,NUMBER,kotor_varos,M,serbian,6387
2013,NUMBER,kotor_varos,F,serbian,6539
2013,NUMBER,krupa_na_uni,_T,serbian,1554
2013,NUMBER,krupa_na_uni,M,serbian,840
2013,NUMBER,krupa_na_uni,F,serbian,714
2013,NUMBER,kupres,_T,serbian,290
2013,NUMBER,kupres,M,serbian,155
2013,NUMBER,kupres,F,serbian,135
2013,NUMBER,laktasi,_T,serbian,33263
2013,NUMBER,laktasi,M,serbian,16465
2013,NUMBER,laktasi,F,serbian,16798
2013,NUMBER,lopare,_T,serbian,13299
2013,NUMBER,lopare,M,serbian,6707
2013,NUMBER,lopare,F,serbian,6592
2013,NUMBER,ljubinje,_T,serbian,3295
2013,NUMBER,ljubinje,M,serbian,1623
2013,NUMBER,ljubinje,F,serbian,1672
2013,NUMBER,milici,_T,serbian,6880
2013,NUMBER,milici,M,serbian,3495
2013,NUMBER,milici,F,serbian,3385
2013,NUMBER,modrica,_T,serbian,19633
2013,NUMBER,modrica,M,serbian,9640
2013,NUMBER,modrica,F,serbian,9993
2013,NUMBER,mrkonjic_grad,_T,serbian,15370
2013,NUMBER,mrkonjic_grad,M,serbian,7392
2013,NUMBER,mrkonjic_grad,F,serbian,7978
2013,NUMBER,nevesinje,_T,serbian,11987
2013,NUMBER,nevesinje,M,serbian,5961
2013,NUMBER,nevesinje,F,serbian,6026
2013,NUMBER,novi_grad,_T,serbian,19602
2013,NUMBER,novi_grad,M,serbian,9805
2013,NUMBER,novi_grad,F,serbian,9797
2013,NUMBER,novo_gorazde,_T,serbian,1564
2013,NUMBER,novo_gorazde,M,serbian,823
2013,NUMBER,novo_gorazde,F,serbian,741
2013,NUMBER,osmaci,_T,serbian,2850
2013,NUMBER,osmaci,M,serbian,1452
2013,NUMBER,osmaci,F,serbian,1398
2013,NUMBER,ostra_luka,_T,serbian,2540
2013,NUMBER,ostra_luka,M,serbian,1309
2013,NUMBER,ostra_luka,F,serbian,1231
2013,NUMBER,pale,_T,serbian,20039
2013,NUMBER,pale,M,serbian,9599
2013,NUMBER,pale,F,serbian,10440
2013,NUMBER,pelagicevo,_T,serbian,3140
2013,NUMBER,pelagicevo,M,serbian,1561
2013,NUMBER,pelagicevo,F,serbian,1579
2013,NUMBER,petrovac,_T,serbian,353
2013,NUMBER,petrovac,M,serbian,169
2013,NUMBER,petrovac,F,serbian,184
2013,NUMBER,petrovo,_T,serbian,6252
2013,NUMBER,petrovo,M,serbian,3020
2013,NUMBER,petrovo,F,serbian,3232
2013,NUMBER,grad_prijedor,_T,serbian,55452
2013,NUMBER,grad_prijedor,M,serbian,27205
2013,NUMBER,grad_prijedor,F,serbian,28247
2013,NUMBER,prnjavor,_T,serbian,30213
2013,NUMBER,prnjavor,M,serbian,14687
2013,NUMBER,prnjavor,F,serbian,15526
2013,NUMBER,ribnik,_T,serbian,5830
2013,NUMBER,ribnik,M,serbian,2891
2013,NUMBER,ribnik,F,serbian,2939
2013,NUMBER,rogatica,_T,serbian,9233
2013,NUMBER,rogatica,M,serbian,4508
2013,NUMBER,rogatica,F,serbian,4725
2013,NUMBER,rudo,_T,serbian,6979
2013,NUMBER,rudo,M,serbian,3527
2013,NUMBER,rudo,F,serbian,3452
2013,NUMBER,sokolac,_T,serbian,10911
2013,NUMBER,sokolac,M,serbian,5366
2013,NUMBER,sokolac,F,serbian,5545
2013,NUMBER,srbac,_T,serbian,16269
2013,NUMBER,srbac,M,serbian,7994
2013,NUMBER,srbac,F,serbian,8275
2013,NUMBER,srebrenica,_T,serbian,5469
2013,NUMBER,srebrenica,M,serbian,2745
2013,NUMBER,srebrenica,F,serbian,2724
2013,NUMBER,teslic,_T,serbian,28458
2013,NUMBER,teslic,M,serbian,13628
2013,NUMBER,teslic,F,serbian,14830
2013,NUMBER,grad_trebinje,_T,serbian,26940
2013,NUMBER,grad_trebinje,M,serbian,13155
2013,NUMBER,grad_trebinje,F,serbian,13785
2013,NUMBER,trnovo,_T,serbian,1141
2013,NUMBER,trnovo,M,serbian,537
2013,NUMBER,trnovo,F,serbian,604
2013,NUMBER,ugljevik,_T,serbian,13052
2013,NUMBER,ugljevik,M,serbian,6622
2013,NUMBER,ugljevik,F,serbian,6430
2013,NUMBER,foca,_T,serbian,16299
2013,NUMBER,foca,M,serbian,8200
2013,NUMBER,foca,F,serbian,8099
2013,NUMBER,han_pijesak,_T,serbian,3002
2013,NUMBER,han_pijesak,M,serbian,1415
2013,NUMBER,han_pijesak,F,serbian,1587
2013,NUMBER,cajnice,_T,serbian,3820
2013,NUMBER,cajnice,M,serbian,1898
2013,NUMBER,cajnice,F,serbian,1922
2013,NUMBER,celinac,_T,serbian,14622
2013,NUMBER,celinac,M,serbian,7247
2013,NUMBER,celinac,F,serbian,7375
2013,NUMBER,samac,_T,serbian,12894
2013,NUMBER,samac,M,serbian,6289
2013,NUMBER,samac,F,serbian,6605
2013,NUMBER,sekovici,_T,serbian,6196
2013,NUMBER,sekovici,M,serbian,3044
2013,NUMBER,sekovici,F,serbian,3152
2013,NUMBER,sipovo,_T,serbian,9332
2013,NUMBER,sipovo,M,serbian,4725
2013,NUMBER,sipovo,F,serbian,4607
2013,NUMBER,republika_srpska,_T,other_language,17824
2013,NUMBER,republika_srpska,M,other_language,8017
2013,NUMBER,republika_srpska,F,other_language,9807
2013,NUMBER,grad_banja_luka,_T,other_language,5207
2013,NUMBER,grad_banja_luka,M,other_language,2214
2013,NUMBER,grad_banja_luka,F,other_language,2993
2013,NUMBER,berkovici,_T,other_language,5
2013,NUMBER,berkovici,M,other_language,2
2013,NUMBER,berkovici,F,other_language,3
2013,NUMBER,grad_bijeljina,_T,other_language,1418
2013,NUMBER,grad_bijeljina,M,other_language,673
2013,NUMBER,grad_bijeljina,F,other_language,745
2013,NUMBER,bileca,_T,other_language,32
2013,NUMBER,bileca,M,other_language,18
2013,NUMBER,bileca,F,other_language,14
2013,NUMBER,bratunac,_T,other_language,69
2013,NUMBER,bratunac,M,other_language,33
2013,NUMBER,bratunac,F,other_language,36
2013,NUMBER,brod,_T,other_language,283
2013,NUMBER,brod,M,other_language,111
2013,NUMBER,brod,F,other_language,172
2013,NUMBER,visegrad,_T,other_language,66
2013,NUMBER,visegrad,M,other_language,32
2013,NUMBER,visegrad,F,other_language,34
2013,NUMBER,vlasenica,_T,other_language,89
2013,NUMBER,vlasenica,M,other_language,36
2013,NUMBER,vlasenica,F,other_language,53
2013,NUMBER,vukosavlje,_T,other_language,116
2013,NUMBER,vukosavlje,M,other_language,68
2013,NUMBER,vukosavlje,F,other_language,48
2013,NUMBER,gacko,_T,other_language,9
2013,NUMBER,gacko,M,other_language,5
2013,NUMBER,gacko,F,other_language,4
2013,NUMBER,grad_gradiska,_T,other_language,1025
2013,NUMBER,grad_gradiska,M,other_language,481
2013,NUMBER,grad_gradiska,F,other_language,544
2013,NUMBER,grad_derventa,_T,other_language,447
2013,NUMBER,grad_derventa,M,other_language,196
2013,NUMBER,grad_derventa,F,other_language,251
2013,NUMBER,grad_doboj,_T,other_language,1380
2013,NUMBER,grad_doboj,M,other_language,644
2013,NUMBER,grad_doboj,F,other_language,736
2013,NUMBER,donji_zabar,_T,other_language,15
2013,NUMBER,donji_zabar,M,other_language,4
2013,NUMBER,donji_zabar,F,other_language,11
2013,NUMBER,grad_zvornik,_T,other_language,116
2013,NUMBER,grad_zvornik,M,other_language,48
2013,NUMBER,grad_zvornik,F,other_language,68
2013,NUMBER,istocna_ilidza,_T,other_language,125
2013,NUMBER,istocna_ilidza,M,other_language,50
2013,NUMBER,istocna_ilidza,F,other_language,75
2013,NUMBER,istocni_drvar,_T,other_language,0
2013,NUMBER,istocni_drvar,M,other_language,0
2013,NUMBER,istocni_drvar,F,other_language,0
2013,NUMBER,istocni_mostar,_T,other_language,0
2013,NUMBER,istocni_mostar,M,other_language,0
2013,NUMBER,istocni_mostar,F,other_language,0
2013,NUMBER,istocni_stari_grad,_T,other_language,6
2013,NUMBER,istocni_stari_grad,M,other_language,2
2013,NUMBER,istocni_stari_grad,F,other_language,4
2013,NUMBER,istocno_novo_sarajevo,_T,other_language,199
2013,NUMBER,istocno_novo_sarajevo,M,other_language,86
2013,NUMBER,istocno_novo_sarajevo,F,other_language,113
2013,NUMBER,jezero,_T,other_language,1
2013,NUMBER,jezero,M,other_language,1
2013,NUMBER,jezero,F,other_language,0
2013,NUMBER,kalinovik,_T,other_language,11
2013,NUMBER,kalinovik,M,other_language,8
2013,NUMBER,kalinovik,F,other_language,3
2013,NUMBER,knezevo,_T,other_language,30
2013,NUMBER,knezevo,M,other_language,8
2013,NUMBER,knezevo,F,other_language,22
2013,NUMBER,kozarska_dubica,_T,other_language,209
2013,NUMBER,kozarska_dubica,M,other_language,89
2013,NUMBER,kozarska_dubica,F,other_language,120
2013,NUMBER,kostajnica,_T,other_language,112
2013,NUMBER,kostajnica,M,other_language,51
2013,NUMBER,kostajnica,F,other_language,61
2013,NUMBER,kotor_varos,_T,other_language,181
2013,NUMBER,kotor_varos,M,other_language,75
2013,NUMBER,kotor_varos,F,other_language,106
2013,NUMBER,krupa_na_uni,_T,other_language,0
2013,NUMBER,krupa_na_uni,M,other_language,0
2013,NUMBER,krupa_na_uni,F,other_language,0
2013,NUMBER,kupres,_T,other_language,3
2013,NUMBER,kupres,M,other_language,2
2013,NUMBER,kupres,F,other_language,1
2013,NUMBER,laktasi,_T,other_language,578
2013,NUMBER,laktasi,M,other_language,286
2013,NUMBER,laktasi,F,other_language,292
2013,NUMBER,lopare,_T,other_language,28
2013,NUMBER,lopare,M,other_language,9
2013,NUMBER,lopare,F,other_language,19
2013,NUMBER,ljubinje,_T,other_language,3
2013,NUMBER,ljubinje,M,other_language,1
2013,NUMBER,ljubinje,F,other_language,2
2013,NUMBER,milici,_T,other_language,9
2013,NUMBER,milici,M,other_language,1
2013,NUMBER,milici,F,other_language,8
2013,NUMBER,modrica,_T,other_language,470
2013,NUMBER,modrica,M,other_language,208
2013,NUMBER,modrica,F,other_language,262
2013,NUMBER,mrkonjic_grad,_T,other_language,97
2013,NUMBER,mrkonjic_grad,M,other_language,52
2013,NUMBER,mrkonjic_grad,F,other_language,45
2013,NUMBER,nevesinje,_T,other_language,17
2013,NUMBER,nevesinje,M,other_language,4
2013,NUMBER,nevesinje,F,other_language,13
2013,NUMBER,novi_grad,_T,other_language,263
2013,NUMBER,novi_grad,M,other_language,108
2013,NUMBER,novi_grad,F,other_language,155
2013,NUMBER,novo_gorazde,_T,other_language,4
2013,NUMBER,novo_gorazde,M,other_language,3
2013,NUMBER,novo_gorazde,F,other_language,1
2013,NUMBER,osmaci,_T,other_language,8
2013,NUMBER,osmaci,M,other_language,1
2013,NUMBER,osmaci,F,other_language,7
2013,NUMBER,ostra_luka,_T,other_language,32
2013,NUMBER,ostra_luka,M,other_language,16
2013,NUMBER,ostra_luka,F,other_language,16
2013,NUMBER,pale,_T,other_language,108
2013,NUMBER,pale,M,other_language,42
2013,NUMBER,pale,F,other_language,66
2013,NUMBER,pelagicevo,_T,other_language,30
2013,NUMBER,pelagicevo,M,other_language,12
2013,NUMBER,pelagicevo,F,other_language,18
2013,NUMBER,petrovac,_T,other_language,1
2013,NUMBER,petrovac,M,other_language,0
2013,NUMBER,petrovac,F,other_language,1
2013,NUMBER,petrovo,_T,other_language,41
2013,NUMBER,petrovo,M,other_language,15
2013,NUMBER,petrovo,F,other_language,26
2013,NUMBER,grad_prijedor,_T,other_language,1883
2013,NUMBER,grad_prijedor,M,other_language,879
2013,NUMBER,grad_prijedor,F,other_language,1004
2013,NUMBER,prnjavor,_T,other_language,1131
2013,NUMBER,prnjavor,M,other_language,565
2013,NUMBER,prnjavor,F,other_language,566
2013,NUMBER,ribnik,_T,other_language,13
2013,NUMBER,ribnik,M,other_language,5
2013,NUMBER,ribnik,F,other_language,8
2013,NUMBER,rogatica,_T,other_language,35
2013,NUMBER,rogatica,M,other_language,17
2013,NUMBER,rogatica,F,other_language,18
2013,NUMBER,rudo,_T,other_language,8
2013,NUMBER,rudo,M,other_language,3
2013,NUMBER,rudo,F,other_language,5
2013,NUMBER,sokolac,_T,other_language,35
2013,NUMBER,sokolac,M,other_language,9
2013,NUMBER,sokolac,F,other_language,26
2013,NUMBER,srbac,_T,other_language,180
2013,NUMBER,srbac,M,other_language,91
2013,NUMBER,srbac,F,other_language,89
2013,NUMBER,srebrenica,_T,other_language,49
2013,NUMBER,srebrenica,M,other_language,32
2013,NUMBER,srebrenica,F,other_language,17
2013,NUMBER,teslic,_T,other_language,864
2013,NUMBER,teslic,M,other_language,390
2013,NUMBER,teslic,F,other_language,474
2013,NUMBER,grad_trebinje,_T,other_language,269
2013,NUMBER,grad_trebinje,M,other_language,101
2013,NUMBER,grad_trebinje,F,other_language,168
2013,NUMBER,trnovo,_T,other_language,8
2013,NUMBER,trnovo,M,other_language,5
2013,NUMBER,trnovo,F,other_language,3
2013,NUMBER,ugljevik,_T,other_language,36
2013,NUMBER,ugljevik,M,other_language,15
2013,NUMBER,ugljevik,F,other_language,21
2013,NUMBER,foca,_T,other_language,63
2013,NUMBER,foca,M,other_language,35
2013,NUMBER,foca,F,other_language,28
2013,NUMBER,han_pijesak,_T,other_language,7
2013,NUMBER,han_pijesak,M,other_language,6
2013,NUMBER,han_pijesak,F,other_language,1
2013,NUMBER,cajnice,_T,other_language,12
2013,NUMBER,cajnice,M,other_language,6
2013,NUMBER,cajnice,F,other_language,6
2013,NUMBER,celinac,_T,other_language,74
2013,NUMBER,celinac,M,other_language,26
2013,NUMBER,celinac,F,other_language,48
2013,NUMBER,samac,_T,other_language,277
2013,NUMBER,samac,M,other_language,116
2013,NUMBER,samac,F,other_language,161
2013,NUMBER,sekovici,_T,other_language,11
2013,NUMBER,sekovici,M,other_language,4
2013,NUMBER,sekovici,F,other_language,7
2013,NUMBER,sipovo,_T,other_language,26
2013,NUMBER,sipovo,M,other_language,17
2013,NUMBER,sipovo,F,other_language,9
2013,NUMBER,republika_srpska,_T,unknown_language,2502
2013,NUMBER,republika_srpska,M,unknown_language,1156
2013,NUMBER,republika_srpska,F,unknown_language,1346
2013,NUMBER,grad_banja_luka,_T,unknown_language,411
2013,NUMBER,grad_banja_luka,M,unknown_language,189
2013,NUMBER,grad_banja_luka,F,unknown_language,222
2013,NUMBER,berkovici,_T,unknown_language,2
2013,NUMBER,berkovici,M,unknown_language,0
2013,NUMBER,berkovici,F,unknown_language,2
2013,NUMBER,grad_bijeljina,_T,unknown_language,124
2013,NUMBER,grad_bijeljina,M,unknown_language,51
2013,NUMBER,grad_bijeljina,F,unknown_language,73
2013,NUMBER,bileca,_T,unknown_language,14
2013,NUMBER,bileca,M,unknown_language,7
2013,NUMBER,bileca,F,unknown_language,7
2013,NUMBER,bratunac,_T,unknown_language,46
2013,NUMBER,bratunac,M,unknown_language,21
2013,NUMBER,bratunac,F,unknown_language,25
2013,NUMBER,brod,_T,unknown_language,44
2013,NUMBER,brod,M,unknown_language,20
2013,NUMBER,brod,F,unknown_language,24
2013,NUMBER,visegrad,_T,unknown_language,178
2013,NUMBER,visegrad,M,unknown_language,2
2013,NUMBER,visegrad,F,unknown_language,176
2013,NUMBER,vlasenica,_T,unknown_language,29
2013,NUMBER,vlasenica,M,unknown_language,14
2013,NUMBER,vlasenica,F,unknown_language,15
2013,NUMBER,vukosavlje,_T,unknown_language,15
2013,NUMBER,vukosavlje,M,unknown_language,2
2013,NUMBER,vukosavlje,F,unknown_language,13
2013,NUMBER,gacko,_T,unknown_language,10
2013,NUMBER,gacko,M,unknown_language,2
2013,NUMBER,gacko,F,unknown_language,8
2013,NUMBER,grad_gradiska,_T,unknown_language,85
2013,NUMBER,grad_gradiska,M,unknown_language,39
2013,NUMBER,grad_gradiska,F,unknown_language,46
2013,NUMBER,grad_derventa,_T,unknown_language,74
2013,NUMBER,grad_derventa,M,unknown_language,33
2013,NUMBER,grad_derventa,F,unknown_language,41
2013,NUMBER,grad_doboj,_T,unknown_language,178
2013,NUMBER,grad_doboj,M,unknown_language,70
2013,NUMBER,grad_doboj,F,unknown_language,108
2013,NUMBER,donji_zabar,_T,unknown_language,6
2013,NUMBER,donji_zabar,M,unknown_language,4
2013,NUMBER,donji_zabar,F,unknown_language,2
2013,NUMBER,grad_zvornik,_T,unknown_language,119
2013,NUMBER,grad_zvornik,M,unknown_language,52
2013,NUMBER,grad_zvornik,F,unknown_language,67
2013,NUMBER,istocna_ilidza,_T,unknown_language,13
2013,NUMBER,istocna_ilidza,M,unknown_language,7
2013,NUMBER,istocna_ilidza,F,unknown_language,6
2013,NUMBER,istocni_drvar,_T,unknown_language,0
2013,NUMBER,istocni_drvar,M,unknown_language,0
2013,NUMBER,istocni_drvar,F,unknown_language,0
2013,NUMBER,istocni_mostar,_T,unknown_language,3
2013,NUMBER,istocni_mostar,M,unknown_language,1
2013,NUMBER,istocni_mostar,F,unknown_language,2
2013,NUMBER,istocni_stari_grad,_T,unknown_language,2
2013,NUMBER,istocni_stari_grad,M,unknown_language,2
2013,NUMBER,istocni_stari_grad,F,unknown_language,0
2013,NUMBER,istocno_novo_sarajevo,_T,unknown_language,9
2013,NUMBER,istocno_novo_sarajevo,M,unknown_language,2
2013,NUMBER,istocno_novo_sarajevo,F,unknown_language,7
2013,NUMBER,jezero,_T,unknown_language,1
2013,NUMBER,jezero,M,unknown_language,1
2013,NUMBER,jezero,F,unknown_language,0
2013,NUMBER,kalinovik,_T,unknown_language,4
2013,NUMBER,kalinovik,M,unknown_language,2
2013,NUMBER,kalinovik,F,unknown_language,2
2013,NUMBER,knezevo,_T,unknown_language,8
2013,NUMBER,knezevo,M,unknown_language,4
2013,NUMBER,knezevo,F,unknown_language,4
2013,NUMBER,kozarska_dubica,_T,unknown_language,23
2013,NUMBER,kozarska_dubica,M,unknown_language,10
2013,NUMBER,kozarska_dubica,F,unknown_language,13
2013,NUMBER,kostajnica,_T,unknown_language,3
2013,NUMBER,kostajnica,M,unknown_language,1
2013,NUMBER,kostajnica,F,unknown_language,2
2013,NUMBER,kotor_varos,_T,unknown_language,23
2013,NUMBER,kotor_varos,M,unknown_language,15
2013,NUMBER,kotor_varos,F,unknown_language,8
2013,NUMBER,krupa_na_uni,_T,unknown_language,0
2013,NUMBER,krupa_na_uni,M,unknown_language,0
2013,NUMBER,krupa_na_uni,F,unknown_language,0
2013,NUMBER,kupres,_T,unknown_language,0
2013,NUMBER,kupres,M,unknown_language,0
2013,NUMBER,kupres,F,unknown_language,0
2013,NUMBER,laktasi,_T,unknown_language,82
2013,NUMBER,laktasi,M,unknown_language,36
2013,NUMBER,laktasi,F,unknown_language,46
2013,NUMBER,lopare,_T,unknown_language,24
2013,NUMBER,lopare,M,unknown_language,12
2013,NUMBER,lopare,F,unknown_language,12
2013,NUMBER,ljubinje,_T,unknown_language,4
2013,NUMBER,ljubinje,M,unknown_language,2
2013,NUMBER,ljubinje,F,unknown_language,2
2013,NUMBER,milici,_T,unknown_language,11
2013,NUMBER,milici,M,unknown_language,4
2013,NUMBER,milici,F,unknown_language,7
2013,NUMBER,modrica,_T,unknown_language,133
2013,NUMBER,modrica,M,unknown_language,71
2013,NUMBER,modrica,F,unknown_language,62
2013,NUMBER,mrkonjic_grad,_T,unknown_language,16
2013,NUMBER,mrkonjic_grad,M,unknown_language,7
2013,NUMBER,mrkonjic_grad,F,unknown_language,9
2013,NUMBER,nevesinje,_T,unknown_language,17
2013,NUMBER,nevesinje,M,unknown_language,5
2013,NUMBER,nevesinje,F,unknown_language,12
2013,NUMBER,novi_grad,_T,unknown_language,36
2013,NUMBER,novi_grad,M,unknown_language,20
2013,NUMBER,novi_grad,F,unknown_language,16
2013,NUMBER,novo_gorazde,_T,unknown_language,8
2013,NUMBER,novo_gorazde,M,unknown_language,3
2013,NUMBER,novo_gorazde,F,unknown_language,5
2013,NUMBER,osmaci,_T,unknown_language,5
2013,NUMBER,osmaci,M,unknown_language,2
2013,NUMBER,osmaci,F,unknown_language,3
2013,NUMBER,ostra_luka,_T,unknown_language,2
2013,NUMBER,ostra_luka,M,unknown_language,2
2013,NUMBER,ostra_luka,F,unknown_language,0
2013,NUMBER,pale,_T,unknown_language,11
2013,NUMBER,pale,M,unknown_language,8
2013,NUMBER,pale,F,unknown_language,3
2013,NUMBER,pelagicevo,_T,unknown_language,5
2013,NUMBER,pelagicevo,M,unknown_language,1
2013,NUMBER,pelagicevo,F,unknown_language,4
2013,NUMBER,petrovac,_T,unknown_language,0
2013,NUMBER,petrovac,M,unknown_language,0
2013,NUMBER,petrovac,F,unknown_language,0
2013,NUMBER,petrovo,_T,unknown_language,5
2013,NUMBER,petrovo,M,unknown_language,2
2013,NUMBER,petrovo,F,unknown_language,3
2013,NUMBER,grad_prijedor,_T,unknown_language,394
2013,NUMBER,grad_prijedor,M,unknown_language,269
2013,NUMBER,grad_prijedor,F,unknown_language,125
2013,NUMBER,prnjavor,_T,unknown_language,50
2013,NUMBER,prnjavor,M,unknown_language,20
2013,NUMBER,prnjavor,F,unknown_language,30
2013,NUMBER,ribnik,_T,unknown_language,3
2013,NUMBER,ribnik,M,unknown_language,3
2013,NUMBER,ribnik,F,unknown_language,0
2013,NUMBER,rogatica,_T,unknown_language,5
2013,NUMBER,rogatica,M,unknown_language,2
2013,NUMBER,rogatica,F,unknown_language,3
2013,NUMBER,rudo,_T,unknown_language,5
2013,NUMBER,rudo,M,unknown_language,2
2013,NUMBER,rudo,F,unknown_language,3
2013,NUMBER,sokolac,_T,unknown_language,21
2013,NUMBER,sokolac,M,unknown_language,7
2013,NUMBER,sokolac,F,unknown_language,14
2013,NUMBER,srbac,_T,unknown_language,41
2013,NUMBER,srbac,M,unknown_language,21
2013,NUMBER,srbac,F,unknown_language,20
2013,NUMBER,srebrenica,_T,unknown_language,29
2013,NUMBER,srebrenica,M,unknown_language,14
2013,NUMBER,srebrenica,F,unknown_language,15
2013,NUMBER,teslic,_T,unknown_language,58
2013,NUMBER,teslic,M,unknown_language,27
2013,NUMBER,teslic,F,unknown_language,31
2013,NUMBER,grad_trebinje,_T,unknown_language,21
2013,NUMBER,grad_trebinje,M,unknown_language,13
2013,NUMBER,grad_trebinje,F,unknown_language,8
2013,NUMBER,trnovo,_T,unknown_language,1
2013,NUMBER,trnovo,M,unknown_language,0
2013,NUMBER,trnovo,F,unknown_language,1
2013,NUMBER,ugljevik,_T,unknown_language,16
2013,NUMBER,ugljevik,M,unknown_language,13
2013,NUMBER,ugljevik,F,unknown_language,3
2013,NUMBER,foca,_T,unknown_language,17
2013,NUMBER,foca,M,unknown_language,9
2013,NUMBER,foca,F,unknown_language,8
2013,NUMBER,han_pijesak,_T,unknown_language,0
2013,NUMBER,han_pijesak,M,unknown_language,0
2013,NUMBER,han_pijesak,F,unknown_language,0
2013,NUMBER,cajnice,_T,unknown_language,5
2013,NUMBER,cajnice,M,unknown_language,2
2013,NUMBER,cajnice,F,unknown_language,3
2013,NUMBER,celinac,_T,unknown_language,15
2013,NUMBER,celinac,M,unknown_language,7
2013,NUMBER,celinac,F,unknown_language,8
2013,NUMBER,samac,_T,unknown_language,21
2013,NUMBER,samac,M,unknown_language,12
2013,NUMBER,samac,F,unknown_language,9
2013,NUMBER,sekovici,_T,unknown_language,9
2013,NUMBER,sekovici,M,unknown_language,3
2013,NUMBER,sekovici,F,unknown_language,6
2013,NUMBER,sipovo,_T,unknown_language,8
2013,NUMBER,sipovo,M,unknown_language,6
2013,NUMBER,sipovo,F,unknown_language,2
