Year,UNIT_MEASURE,ADMIN_AREA,SEX,Disabilities,Value
2013,NUMBER,PRIJEDOR,M,eyesight,1209
2013,NUMBER,PRIJEDOR,F,eyesight,1648
2013,NUMBER,PRNJAVOR,_T,eyesight,1364
2013,NUMBER,PRNJAVOR,M,eyesight,564
2013,NUMBER,PRNJAVOR,F,eyesight,800
2013,NUMBER,RIBNIK,_T,eyesight,293
2013,NUMBER,RIBNIK,M,eyesight,137
2013,NUMBER,RIBNIK,F,eyesight,156
2013,NUMBER,ROGATICA,_T,eyesight,418
2013,NUMBER,ROGATICA,M,eyesight,174
2013,NUMBER,ROGATICA,F,eyesight,244
2013,NUMBER,RUDO,_T,eyesight,231
2013,NUMBER,RUDO,M,eyesight,98
2013,NUMBER,RUDO,F,eyesight,133
2013,NUMBER,SOKOLAC,_T,eyesight,368
2013,NUMBER,SOKOLAC,M,eyesight,161
2013,NUMBER,SOKOLAC,F,eyesight,207
2013,NUMBER,SRBAC,_T,eyesight,684
2013,NUMBER,SRBAC,M,eyesight,291
2013,NUMBER,SRBAC,F,eyesight,393
2013,NUMBER,SREBRENICA,_T,eyesight,487
2013,NUMBER,SREBRENICA,M,eyesight,176
2013,NUMBER,SREBRENICA,F,eyesight,311
2013,NUMBER,TESLIC,_T,eyesight,1451
2013,NUMBER,TESLIC,M,eyesight,633
2013,NUMBER,TESLIC,F,eyesight,818
2013,NUMBER,TREBINJE,_T,eyesight,736
2013,NUMBER,TREBINJE,M,eyesight,297
2013,NUMBER,TREBINJE,F,eyesight,439
2013,NUMBER,TRNOVO,_T,eyesight,62
2013,NUMBER,TRNOVO,M,eyesight,25
2013,NUMBER,TRNOVO,F,eyesight,37
2013,NUMBER,UGLJEVIK,_T,eyesight,488
2013,NUMBER,UGLJEVIK,M,eyesight,202
2013,NUMBER,UGLJEVIK,F,eyesight,286
2013,NUMBER,FOCA,_T,eyesight,605
2013,NUMBER,FOCA,M,eyesight,263
2013,NUMBER,FOCA,F,eyesight,342
2013,NUMBER,HAN PIJESAK,_T,eyesight,102
2013,NUMBER,HAN PIJESAK,M,eyesight,36
2013,NUMBER,HAN PIJESAK,F,eyesight,66
2013,NUMBER,CAJNICE,_T,eyesight,219
2013,NUMBER,CAJNICE,M,eyesight,93
2013,NUMBER,CAJNICE,F,eyesight,126
2013,NUMBER,CELINAC,_T,eyesight,752
2013,NUMBER,CELINAC,M,eyesight,313
2013,NUMBER,CELINAC,F,eyesight,439
2013,NUMBER,SAMAC,_T,eyesight,679
2013,NUMBER,SAMAC,M,eyesight,277
2013,NUMBER,SAMAC,F,eyesight,402
2013,NUMBER,SEKOVICI,_T,eyesight,307
2013,NUMBER,SEKOVICI,M,eyesight,130
2013,NUMBER,SEKOVICI,F,eyesight,177
2013,NUMBER,SIPOVO,_T,eyesight,372
2013,NUMBER,SIPOVO,M,eyesight,155
2013,NUMBER,SIPOVO,F,eyesight,217
2013,NUMBER,REPUBLIKA SRPSKA,_T,hearing,26055
2013,NUMBER,REPUBLIKA SRPSKA,M,hearing,12971
2013,NUMBER,REPUBLIKA SRPSKA,F,hearing,13084
2013,NUMBER,BANJA LUKA,_T,hearing,3262
2013,NUMBER,BANJA LUKA,M,hearing,1678
2013,NUMBER,BANJA LUKA,F,hearing,1584
2013,NUMBER,BERKOVICI,_T,hearing,48
2013,NUMBER,BERKOVICI,M,hearing,28
2013,NUMBER,BERKOVICI,F,hearing,20
2013,NUMBER,BIJELJINA,_T,hearing,2026
2013,NUMBER,BIJELJINA,M,hearing,1028
2013,NUMBER,BIJELJINA,F,hearing,998
2013,NUMBER,BILECA,_T,hearing,240
2013,NUMBER,BILECA,M,hearing,122
2013,NUMBER,BILECA,F,hearing,118
2013,NUMBER,BRATUNAC,_T,hearing,420
2013,NUMBER,BRATUNAC,M,hearing,196
2013,NUMBER,BRATUNAC,F,hearing,224
2013,NUMBER,BROD,_T,hearing,322
2013,NUMBER,BROD,M,hearing,168
2013,NUMBER,BROD,F,hearing,154
2013,NUMBER,VISEGRAD,_T,hearing,276
2013,NUMBER,VISEGRAD,M,hearing,128
2013,NUMBER,VISEGRAD,F,hearing,148
2013,NUMBER,VLASENICA,_T,hearing,236
2013,NUMBER,VLASENICA,M,hearing,117
2013,NUMBER,VLASENICA,F,hearing,119
2013,NUMBER,VUKOSAVLJE,_T,hearing,107
2013,NUMBER,VUKOSAVLJE,M,hearing,49
2013,NUMBER,VUKOSAVLJE,F,hearing,58
2013,NUMBER,GACKO,_T,hearing,172
2013,NUMBER,GACKO,M,hearing,80
2013,NUMBER,GACKO,F,hearing,92
2013,NUMBER,GRADISKA,_T,hearing,1110
2013,NUMBER,GRADISKA,M,hearing,525
2013,NUMBER,GRADISKA,F,hearing,585
2013,NUMBER,DERVENTA,_T,hearing,655
2013,NUMBER,DERVENTA,M,hearing,320
2013,NUMBER,DERVENTA,F,hearing,335
2013,NUMBER,DOBOJ,_T,hearing,1902
2013,NUMBER,DOBOJ,M,hearing,925
2013,NUMBER,DOBOJ,F,hearing,977
2013,NUMBER,DONJI ZABAR,_T,hearing,81
2013,NUMBER,DONJI ZABAR,M,hearing,50
2013,NUMBER,DONJI ZABAR,F,hearing,31
2013,NUMBER,ZVORNIK,_T,hearing,1157
2013,NUMBER,ZVORNIK,M,hearing,580
2013,NUMBER,ZVORNIK,F,hearing,577
2013,NUMBER,ISTOCNA ILIDZA,_T,hearing,267
2013,NUMBER,ISTOCNA ILIDZA,M,hearing,123
2013,NUMBER,ISTOCNA ILIDZA,F,hearing,144
2013,NUMBER,ISTOCNI DRVAR,_T,hearing,4
2013,NUMBER,ISTOCNI DRVAR,M,hearing,1
2013,NUMBER,ISTOCNI DRVAR,F,hearing,3
2013,NUMBER,ISTOCNI MOSTAR,_T,hearing,7
2013,NUMBER,ISTOCNI MOSTAR,M,hearing,1
2013,NUMBER,ISTOCNI MOSTAR,F,hearing,6
2013,NUMBER,ISTOCNI STARI GRAD,_T,hearing,29
2013,NUMBER,ISTOCNI STARI GRAD,M,hearing,15
2013,NUMBER,ISTOCNI STARI GRAD,F,hearing,14
2013,NUMBER,ISTOCNO NOVO SARAJEVO,_T,hearing,153
2013,NUMBER,ISTOCNO NOVO SARAJEVO,M,hearing,76
2013,NUMBER,ISTOCNO NOVO SARAJEVO,F,hearing,77
2013,NUMBER,JEZERO,_T,hearing,34
2013,NUMBER,JEZERO,M,hearing,18
2013,NUMBER,JEZERO,F,hearing,16
2013,NUMBER,KALINOVIK,_T,hearing,56
2013,NUMBER,KALINOVIK,M,hearing,25
2013,NUMBER,KALINOVIK,F,hearing,31
2013,NUMBER,KNEZEVO,_T,hearing,251
2013,NUMBER,KNEZEVO,M,hearing,127
2013,NUMBER,KNEZEVO,F,hearing,124
2013,NUMBER,KOZARSKA DUBICA,_T,hearing,490
2013,NUMBER,KOZARSKA DUBICA,M,hearing,237
2013,NUMBER,KOZARSKA DUBICA,F,hearing,253
2013,NUMBER,KOSTAJNICA,_T,hearing,123
2013,NUMBER,KOSTAJNICA,M,hearing,65
2013,NUMBER,KOSTAJNICA,F,hearing,58
2013,NUMBER,KOTOR VAROS,_T,hearing,485
2013,NUMBER,KOTOR VAROS,M,hearing,244
2013,NUMBER,KOTOR VAROS,F,hearing,241
2013,NUMBER,KRUPA NA UNI,_T,hearing,59
2013,NUMBER,KRUPA NA UNI,M,hearing,36
2013,NUMBER,KRUPA NA UNI,F,hearing,23
2013,NUMBER,KUPRES,_T,hearing,14
2013,NUMBER,KUPRES,M,hearing,10
2013,NUMBER,KUPRES,F,hearing,4
2013,NUMBER,LAKTASI,_T,hearing,610
2013,NUMBER,LAKTASI,M,hearing,322
2013,NUMBER,LAKTASI,F,hearing,288
2013,NUMBER,LOPARE,_T,hearing,400
2013,NUMBER,LOPARE,M,hearing,187
2013,NUMBER,LOPARE,F,hearing,213
2013,NUMBER,LJUBINJE,_T,hearing,68
2013,NUMBER,LJUBINJE,M,hearing,33
2013,NUMBER,LJUBINJE,F,hearing,35
2013,NUMBER,MILICI,_T,hearing,209
2013,NUMBER,MILICI,M,hearing,98
2013,NUMBER,MILICI,F,hearing,111
2013,NUMBER,MODRICA,_T,hearing,623
2013,NUMBER,MODRICA,M,hearing,318
2013,NUMBER,MODRICA,F,hearing,305
2013,NUMBER,MRKONJIC GRAD,_T,hearing,388
2013,NUMBER,MRKONJIC GRAD,M,hearing,188
2013,NUMBER,MRKONJIC GRAD,F,hearing,200
2013,NUMBER,NEVESINJE,_T,hearing,254
2013,NUMBER,NEVESINJE,M,hearing,119
2013,NUMBER,NEVESINJE,F,hearing,135
2013,NUMBER,NOVI GRAD,_T,hearing,706
2013,NUMBER,NOVI GRAD,M,hearing,334
2013,NUMBER,NOVI GRAD,F,hearing,372
2013,NUMBER,NOVO GORAZDE,_T,hearing,57
2013,NUMBER,NOVO GORAZDE,M,hearing,31
2013,NUMBER,NOVO GORAZDE,F,hearing,26
2013,NUMBER,OSMACI,_T,hearing,144
2013,NUMBER,OSMACI,M,hearing,71
2013,NUMBER,OSMACI,F,hearing,73
2013,NUMBER,OSTRA LUKA,_T,hearing,97
2013,NUMBER,OSTRA LUKA,M,hearing,65
2013,NUMBER,OSTRA LUKA,F,hearing,32
2013,NUMBER,PALE,_T,hearing,318
2013,NUMBER,PALE,M,hearing,164
2013,NUMBER,PALE,F,hearing,154
2013,NUMBER,PELAGICEVO,_T,hearing,167
2013,NUMBER,PELAGICEVO,M,hearing,74
2013,NUMBER,PELAGICEVO,F,hearing,93
2013,NUMBER,PETROVAC,_T,hearing,4
2013,NUMBER,PETROVAC,M,hearing,1
2013,NUMBER,PETROVAC,F,hearing,3
2013,NUMBER,PETROVO,_T,hearing,257
2013,NUMBER,PETROVO,M,hearing,134
2013,NUMBER,PETROVO,F,hearing,123
2013,NUMBER,PRIJEDOR,_T,hearing,1805
2013,NUMBER,PRIJEDOR,M,hearing,944
2013,NUMBER,PRIJEDOR,F,hearing,861
2013,NUMBER,PRNJAVOR,_T,hearing,812
2013,NUMBER,PRNJAVOR,M,hearing,383
2013,NUMBER,PRNJAVOR,F,hearing,429
2013,NUMBER,RIBNIK,_T,hearing,199
2013,NUMBER,RIBNIK,M,hearing,97
2013,NUMBER,RIBNIK,F,hearing,102
2013,NUMBER,ROGATICA,_T,hearing,307
2013,NUMBER,ROGATICA,M,hearing,150
2013,NUMBER,ROGATICA,F,hearing,157
2013,NUMBER,RUDO,_T,hearing,169
2013,NUMBER,RUDO,M,hearing,83
2013,NUMBER,RUDO,F,hearing,86
2013,NUMBER,SOKOLAC,_T,hearing,257
2013,NUMBER,SOKOLAC,M,hearing,121
2013,NUMBER,SOKOLAC,F,hearing,136
2013,NUMBER,SRBAC,_T,hearing,423
2013,NUMBER,SRBAC,M,hearing,212
2013,NUMBER,SRBAC,F,hearing,211
2013,NUMBER,SREBRENICA,_T,hearing,229
2013,NUMBER,SREBRENICA,M,hearing,109
2013,NUMBER,SREBRENICA,F,hearing,120
2013,NUMBER,TESLIC,_T,hearing,881
2013,NUMBER,TESLIC,M,hearing,435
2013,NUMBER,TESLIC,F,hearing,446
2013,NUMBER,TREBINJE,_T,hearing,461
2013,NUMBER,TREBINJE,M,hearing,227
2013,NUMBER,TREBINJE,F,hearing,234
2013,NUMBER,TRNOVO,_T,hearing,46
2013,NUMBER,TRNOVO,M,hearing,22
2013,NUMBER,TRNOVO,F,hearing,24
2013,NUMBER,UGLJEVIK,_T,hearing,257
2013,NUMBER,UGLJEVIK,M,hearing,117
2013,NUMBER,UGLJEVIK,F,hearing,140
2013,NUMBER,FOCA,_T,hearing,430
2013,NUMBER,FOCA,M,hearing,216
2013,NUMBER,FOCA,F,hearing,214
2013,NUMBER,HAN PIJESAK,_T,hearing,68
2013,NUMBER,HAN PIJESAK,M,hearing,28
2013,NUMBER,HAN PIJESAK,F,hearing,40
2013,NUMBER,CAJNICE,_T,hearing,135
2013,NUMBER,CAJNICE,M,hearing,66
2013,NUMBER,CAJNICE,F,hearing,69
2013,NUMBER,CELINAC,_T,hearing,457
2013,NUMBER,CELINAC,M,hearing,233
2013,NUMBER,CELINAC,F,hearing,224
2013,NUMBER,SAMAC,_T,hearing,419
2013,NUMBER,SAMAC,M,hearing,217
2013,NUMBER,SAMAC,F,hearing,202
2013,NUMBER,SEKOVICI,_T,hearing,193
2013,NUMBER,SEKOVICI,M,hearing,96
2013,NUMBER,SEKOVICI,F,hearing,97
2013,NUMBER,SIPOVO,_T,hearing,219
2013,NUMBER,SIPOVO,M,hearing,104
2013,NUMBER,SIPOVO,F,hearing,115
2013,NUMBER,REPUBLIKA SRPSKA,_T,walking,63381
2013,NUMBER,REPUBLIKA SRPSKA,M,walking,26903
2013,NUMBER,REPUBLIKA SRPSKA,F,walking,36478
2013,NUMBER,BANJA LUKA,_T,walking,8456
2013,NUMBER,BANJA LUKA,M,walking,3667
2013,NUMBER,BANJA LUKA,F,walking,4789
2013,NUMBER,BERKOVICI,_T,walking,109
2013,NUMBER,BERKOVICI,M,walking,45
2013,NUMBER,BERKOVICI,F,walking,64
2013,NUMBER,BIJELJINA,_T,walking,5530
2013,NUMBER,BIJELJINA,M,walking,2356
2013,NUMBER,BIJELJINA,F,walking,3174
2013,NUMBER,BILECA,_T,walking,533
2013,NUMBER,BILECA,M,walking,193
2013,NUMBER,BILECA,F,walking,340
2013,NUMBER,BRATUNAC,_T,walking,835
2013,NUMBER,BRATUNAC,M,walking,372
2013,NUMBER,BRATUNAC,F,walking,463
2013,NUMBER,BROD,_T,walking,892
2013,NUMBER,BROD,M,walking,392
2013,NUMBER,BROD,F,walking,500
2013,NUMBER,VISEGRAD,_T,walking,598
2013,NUMBER,VISEGRAD,M,walking,227
2013,NUMBER,VISEGRAD,F,walking,371
2013,NUMBER,VLASENICA,_T,walking,440
2013,NUMBER,VLASENICA,M,walking,211
2013,NUMBER,VLASENICA,F,walking,229
2013,NUMBER,VUKOSAVLJE,_T,walking,286
2013,NUMBER,VUKOSAVLJE,M,walking,130
2013,NUMBER,VUKOSAVLJE,F,walking,156
2013,NUMBER,GACKO,_T,walking,385
2013,NUMBER,GACKO,M,walking,152
2013,NUMBER,GACKO,F,walking,233
2013,NUMBER,GRADISKA,_T,walking,2675
2013,NUMBER,GRADISKA,M,walking,1074
2013,NUMBER,GRADISKA,F,walking,1601
