Year,UNIT_MEASURE,scientific_field,type_of_education,SEX,Value
2020,NUMBER,arts_and_humanities,enrolled_in_master_studies,F,186
2020,NUMBER,services,enrolled_in_master_studies,F,6
2020,NUMBER,total,enrolled_in_specialist_studies,_T,170
2020,NUMBER,"natural_sciences,_mathematics_and_statistics",enrolled_in_specialist_studies,_T,0
2020,NUMBER,"engineering,_production_and_construction",enrolled_in_specialist_studies,_T,0
2020,NUMBER,information_and_communication_technologies,enrolled_in_specialist_studies,_T,0
2020,NUMBER,health_and_social_protection,enrolled_in_specialist_studies,_T,170
2020,NUMBER,"agriculture,_forestry,_fisheries_and_veterinary_medicine",enrolled_in_specialist_studies,_T,0
2020,NUMBER,"social_sciences,_journalism_and_information",enrolled_in_specialist_studies,_T,0
2020,NUMBER,"business,_administration_and_law",enrolled_in_specialist_studies,_T,0
2020,NUMBER,education,enrolled_in_specialist_studies,_T,0
2020,NUMBER,arts_and_humanities,enrolled_in_specialist_studies,_T,0
2020,NUMBER,services,enrolled_in_specialist_studies,_T,0
2020,NUMBER,total,enrolled_in_specialist_studies,M,39
2020,NUMBER,"natural_sciences,_mathematics_and_statistics",enrolled_in_specialist_studies,M,0
2020,NUMBER,"engineering,_production_and_construction",enrolled_in_specialist_studies,M,0
2020,NUMBER,information_and_communication_technologies,enrolled_in_specialist_studies,M,0
2020,NUMBER,health_and_social_protection,enrolled_in_specialist_studies,M,39
2020,NUMBER,"agriculture,_forestry,_fisheries_and_veterinary_medicine",enrolled_in_specialist_studies,M,0
2020,NUMBER,"social_sciences,_journalism_and_information",enrolled_in_specialist_studies,M,0
2020,NUMBER,"business,_administration_and_law",enrolled_in_specialist_studies,M,0
2020,NUMBER,education,enrolled_in_specialist_studies,M,0
2020,NUMBER,arts_and_humanities,enrolled_in_specialist_studies,M,0
2020,NUMBER,services,enrolled_in_specialist_studies,M,0
2020,NUMBER,total,enrolled_in_specialist_studies,F,131
2020,NUMBER,"natural_sciences,_mathematics_and_statistics",enrolled_in_specialist_studies,F,0
2020,NUMBER,"engineering,_production_and_construction",enrolled_in_specialist_studies,F,0
2020,NUMBER,information_and_communication_technologies,enrolled_in_specialist_studies,F,0
2020,NUMBER,health_and_social_protection,enrolled_in_specialist_studies,F,131
2020,NUMBER,"agriculture,_forestry,_fisheries_and_veterinary_medicine",enrolled_in_specialist_studies,F,0
2020,NUMBER,"social_sciences,_journalism_and_information",enrolled_in_specialist_studies,F,0
2020,NUMBER,"business,_administration_and_law",enrolled_in_specialist_studies,F,0
2020,NUMBER,education,enrolled_in_specialist_studies,F,0
2020,NUMBER,arts_and_humanities,enrolled_in_specialist_studies,F,0
2020,NUMBER,services,enrolled_in_specialist_studies,F,0
2021,NUMBER,total,enrolled_in_master_of_science_studies,_T,1
2021,NUMBER,"natural_sciences,_mathematics_and_statistics",enrolled_in_master_of_science_studies,_T,0
2021,NUMBER,"engineering,_production_and_construction",enrolled_in_master_of_science_studies,_T,1
2021,NUMBER,information_and_communication_technologies,enrolled_in_master_of_science_studies,_T,0
2021,NUMBER,health_and_social_protection,enrolled_in_master_of_science_studies,_T,0
2021,NUMBER,"agriculture,_forestry,_fisheries_and_veterinary_medicine",enrolled_in_master_of_science_studies,_T,0
2021,NUMBER,"social_sciences,_journalism_and_information",enrolled_in_master_of_science_studies,_T,0
2021,NUMBER,"business,_administration_and_law",enrolled_in_master_of_science_studies,_T,0
2021,NUMBER,education,enrolled_in_master_of_science_studies,_T,0
2021,NUMBER,arts_and_humanities,enrolled_in_master_of_science_studies,_T,0
2021,NUMBER,services,enrolled_in_master_of_science_studies,_T,0
2021,NUMBER,total,enrolled_in_master_of_science_studies,M,1
2021,NUMBER,"natural_sciences,_mathematics_and_statistics",enrolled_in_master_of_science_studies,M,0
2021,NUMBER,"engineering,_production_and_construction",enrolled_in_master_of_science_studies,M,1
2021,NUMBER,information_and_communication_technologies,enrolled_in_master_of_science_studies,M,0
2021,NUMBER,health_and_social_protection,enrolled_in_master_of_science_studies,M,0
2021,NUMBER,"agriculture,_forestry,_fisheries_and_veterinary_medicine",enrolled_in_master_of_science_studies,M,0
2021,NUMBER,"social_sciences,_journalism_and_information",enrolled_in_master_of_science_studies,M,0
2021,NUMBER,"business,_administration_and_law",enrolled_in_master_of_science_studies,M,0
2021,NUMBER,education,enrolled_in_master_of_science_studies,M,0
2021,NUMBER,arts_and_humanities,enrolled_in_master_of_science_studies,M,0
2021,NUMBER,services,enrolled_in_master_of_science_studies,M,0
2021,NUMBER,total,enrolled_in_master_of_science_studies,F,0
2021,NUMBER,"natural_sciences,_mathematics_and_statistics",enrolled_in_master_of_science_studies,F,0
2021,NUMBER,"engineering,_production_and_construction",enrolled_in_master_of_science_studies,F,0
2021,NUMBER,information_and_communication_technologies,enrolled_in_master_of_science_studies,F,0
2021,NUMBER,health_and_social_protection,enrolled_in_master_of_science_studies,F,0
2021,NUMBER,"agriculture,_forestry,_fisheries_and_veterinary_medicine",enrolled_in_master_of_science_studies,F,0
2021,NUMBER,"social_sciences,_journalism_and_information",enrolled_in_master_of_science_studies,F,0
2021,NUMBER,"business,_administration_and_law",enrolled_in_master_of_science_studies,F,0
2021,NUMBER,education,enrolled_in_master_of_science_studies,F,0
2021,NUMBER,arts_and_humanities,enrolled_in_master_of_science_studies,F,0
2021,NUMBER,services,enrolled_in_master_of_science_studies,F,0
2021,NUMBER,total,enrolled_in_master_studies,_T,2334
2021,NUMBER,"natural_sciences,_mathematics_and_statistics",enrolled_in_master_studies,_T,93
2021,NUMBER,"engineering,_production_and_construction",enrolled_in_master_studies,_T,461
2021,NUMBER,information_and_communication_technologies,enrolled_in_master_studies,_T,86
2021,NUMBER,health_and_social_protection,enrolled_in_master_studies,_T,69
2021,NUMBER,"agriculture,_forestry,_fisheries_and_veterinary_medicine",enrolled_in_master_studies,_T,200
2021,NUMBER,"social_sciences,_journalism_and_information",enrolled_in_master_studies,_T,546
2021,NUMBER,"business,_administration_and_law",enrolled_in_master_studies,_T,200
2021,NUMBER,education,enrolled_in_master_studies,_T,367
2021,NUMBER,arts_and_humanities,enrolled_in_master_studies,_T,307
2021,NUMBER,services,enrolled_in_master_studies,_T,5
2021,NUMBER,total,enrolled_in_master_studies,M,915
2021,NUMBER,"natural_sciences,_mathematics_and_statistics",enrolled_in_master_studies,M,24
2021,NUMBER,"engineering,_production_and_construction",enrolled_in_master_studies,M,249
2021,NUMBER,information_and_communication_technologies,enrolled_in_master_studies,M,60
2021,NUMBER,health_and_social_protection,enrolled_in_master_studies,M,14
2021,NUMBER,"agriculture,_forestry,_fisheries_and_veterinary_medicine",enrolled_in_master_studies,M,101
2021,NUMBER,"social_sciences,_journalism_and_information",enrolled_in_master_studies,M,177
2021,NUMBER,"business,_administration_and_law",enrolled_in_master_studies,M,60
2021,NUMBER,education,enrolled_in_master_studies,M,100
2021,NUMBER,arts_and_humanities,enrolled_in_master_studies,M,130
2021,NUMBER,services,enrolled_in_master_studies,M,0
2021,NUMBER,total,enrolled_in_master_studies,F,1419
2021,NUMBER,"natural_sciences,_mathematics_and_statistics",enrolled_in_master_studies,F,69
2021,NUMBER,"engineering,_production_and_construction",enrolled_in_master_studies,F,212
2021,NUMBER,information_and_communication_technologies,enrolled_in_master_studies,F,26
2021,NUMBER,health_and_social_protection,enrolled_in_master_studies,F,55
2021,NUMBER,"agriculture,_forestry,_fisheries_and_veterinary_medicine",enrolled_in_master_studies,F,99
2021,NUMBER,"social_sciences,_journalism_and_information",enrolled_in_master_studies,F,369
2021,NUMBER,"business,_administration_and_law",enrolled_in_master_studies,F,140
2021,NUMBER,education,enrolled_in_master_studies,F,267
2021,NUMBER,arts_and_humanities,enrolled_in_master_studies,F,177
2021,NUMBER,services,enrolled_in_master_studies,F,5
2021,NUMBER,total,enrolled_in_specialist_studies,_T,156
2021,NUMBER,"natural_sciences,_mathematics_and_statistics",enrolled_in_specialist_studies,_T,0
2021,NUMBER,"engineering,_production_and_construction",enrolled_in_specialist_studies,_T,0
2021,NUMBER,information_and_communication_technologies,enrolled_in_specialist_studies,_T,1
2021,NUMBER,health_and_social_protection,enrolled_in_specialist_studies,_T,155
2021,NUMBER,"agriculture,_forestry,_fisheries_and_veterinary_medicine",enrolled_in_specialist_studies,_T,0
2021,NUMBER,"social_sciences,_journalism_and_information",enrolled_in_specialist_studies,_T,0
2021,NUMBER,"business,_administration_and_law",enrolled_in_specialist_studies,_T,0
2021,NUMBER,education,enrolled_in_specialist_studies,_T,0
2021,NUMBER,arts_and_humanities,enrolled_in_specialist_studies,_T,0
2021,NUMBER,services,enrolled_in_specialist_studies,_T,0
2021,NUMBER,total,enrolled_in_specialist_studies,M,44
2021,NUMBER,"natural_sciences,_mathematics_and_statistics",enrolled_in_specialist_studies,M,0
2021,NUMBER,"engineering,_production_and_construction",enrolled_in_specialist_studies,M,0
2021,NUMBER,information_and_communication_technologies,enrolled_in_specialist_studies,M,0
2021,NUMBER,health_and_social_protection,enrolled_in_specialist_studies,M,44
2021,NUMBER,"agriculture,_forestry,_fisheries_and_veterinary_medicine",enrolled_in_specialist_studies,M,0
2021,NUMBER,"social_sciences,_journalism_and_information",enrolled_in_specialist_studies,M,0
2021,NUMBER,"business,_administration_and_law",enrolled_in_specialist_studies,M,0
2021,NUMBER,education,enrolled_in_specialist_studies,M,0
2021,NUMBER,arts_and_humanities,enrolled_in_specialist_studies,M,0
2021,NUMBER,services,enrolled_in_specialist_studies,M,0
2021,NUMBER,total,enrolled_in_specialist_studies,F,112
2021,NUMBER,"natural_sciences,_mathematics_and_statistics",enrolled_in_specialist_studies,F,0
2021,NUMBER,"engineering,_production_and_construction",enrolled_in_specialist_studies,F,0
2021,NUMBER,information_and_communication_technologies,enrolled_in_specialist_studies,F,1
2021,NUMBER,health_and_social_protection,enrolled_in_specialist_studies,F,111
2021,NUMBER,"agriculture,_forestry,_fisheries_and_veterinary_medicine",enrolled_in_specialist_studies,F,0
2021,NUMBER,"social_sciences,_journalism_and_information",enrolled_in_specialist_studies,F,0
2021,NUMBER,"business,_administration_and_law",enrolled_in_specialist_studies,F,0
2021,NUMBER,education,enrolled_in_specialist_studies,F,0
2021,NUMBER,arts_and_humanities,enrolled_in_specialist_studies,F,0
2021,NUMBER,services,enrolled_in_specialist_studies,F,0
2022,NUMBER,total,enrolled_in_master_studies,_T,2201
2022,NUMBER,"natural_sciences,_mathematics_and_statistics",enrolled_in_master_studies,_T,90
2022,NUMBER,"engineering,_production_and_construction",enrolled_in_master_studies,_T,397
2022,NUMBER,information_and_communication_technologies,enrolled_in_master_studies,_T,71
2022,NUMBER,health_and_social_protection,enrolled_in_master_studies,_T,78
2022,NUMBER,"agriculture,_forestry,_fisheries_and_veterinary_medicine",enrolled_in_master_studies,_T,154
2022,NUMBER,"social_sciences,_journalism_and_information",enrolled_in_master_studies,_T,319
2022,NUMBER,"business,_administration_and_law",enrolled_in_master_studies,_T,398
2022,NUMBER,education,enrolled_in_master_studies,_T,400
2022,NUMBER,arts_and_humanities,enrolled_in_master_studies,_T,281
2022,NUMBER,services,enrolled_in_master_studies,_T,13
2022,NUMBER,total,enrolled_in_master_studies,M,876
2022,NUMBER,"natural_sciences,_mathematics_and_statistics",enrolled_in_master_studies,M,32
2022,NUMBER,"engineering,_production_and_construction",enrolled_in_master_studies,M,227
2022,NUMBER,information_and_communication_technologies,enrolled_in_master_studies,M,55
2022,NUMBER,health_and_social_protection,enrolled_in_master_studies,M,17
2022,NUMBER,"agriculture,_forestry,_fisheries_and_veterinary_medicine",enrolled_in_master_studies,M,75
2022,NUMBER,"social_sciences,_journalism_and_information",enrolled_in_master_studies,M,93
2022,NUMBER,"business,_administration_and_law",enrolled_in_master_studies,M,138
2022,NUMBER,education,enrolled_in_master_studies,M,121
2022,NUMBER,arts_and_humanities,enrolled_in_master_studies,M,114
2022,NUMBER,services,enrolled_in_master_studies,M,4
2022,NUMBER,total,enrolled_in_master_studies,F,1325
2022,NUMBER,"natural_sciences,_mathematics_and_statistics",enrolled_in_master_studies,F,58
2022,NUMBER,"engineering,_production_and_construction",enrolled_in_master_studies,F,170
2022,NUMBER,information_and_communication_technologies,enrolled_in_master_studies,F,16
2022,NUMBER,health_and_social_protection,enrolled_in_master_studies,F,61
2022,NUMBER,"agriculture,_forestry,_fisheries_and_veterinary_medicine",enrolled_in_master_studies,F,79
2022,NUMBER,"social_sciences,_journalism_and_information",enrolled_in_master_studies,F,226
2022,NUMBER,"business,_administration_and_law",enrolled_in_master_studies,F,260
2022,NUMBER,education,enrolled_in_master_studies,F,279
2022,NUMBER,arts_and_humanities,enrolled_in_master_studies,F,167
2022,NUMBER,services,enrolled_in_master_studies,F,9
2022,NUMBER,total,enrolled_in_specialist_studies,_T,71
2022,NUMBER,"natural_sciences,_mathematics_and_statistics",enrolled_in_specialist_studies,_T,0
2022,NUMBER,"engineering,_production_and_construction",enrolled_in_specialist_studies,_T,0
2022,NUMBER,information_and_communication_technologies,enrolled_in_specialist_studies,_T,0
2022,NUMBER,health_and_social_protection,enrolled_in_specialist_studies,_T,71
2022,NUMBER,"agriculture,_forestry,_fisheries_and_veterinary_medicine",enrolled_in_specialist_studies,_T,0
2022,NUMBER,"social_sciences,_journalism_and_information",enrolled_in_specialist_studies,_T,0
2022,NUMBER,"business,_administration_and_law",enrolled_in_specialist_studies,_T,0
2022,NUMBER,education,enrolled_in_specialist_studies,_T,0
2022,NUMBER,arts_and_humanities,enrolled_in_specialist_studies,_T,0
2022,NUMBER,services,enrolled_in_specialist_studies,_T,0
2022,NUMBER,total,enrolled_in_specialist_studies,M,27
2022,NUMBER,"natural_sciences,_mathematics_and_statistics",enrolled_in_specialist_studies,M,0
2022,NUMBER,"engineering,_production_and_construction",enrolled_in_specialist_studies,M,0
2022,NUMBER,information_and_communication_technologies,enrolled_in_specialist_studies,M,0
2022,NUMBER,health_and_social_protection,enrolled_in_specialist_studies,M,27
2022,NUMBER,"agriculture,_forestry,_fisheries_and_veterinary_medicine",enrolled_in_specialist_studies,M,0
2022,NUMBER,"social_sciences,_journalism_and_information",enrolled_in_specialist_studies,M,0
2022,NUMBER,"business,_administration_and_law",enrolled_in_specialist_studies,M,0
2022,NUMBER,education,enrolled_in_specialist_studies,M,0
2022,NUMBER,arts_and_humanities,enrolled_in_specialist_studies,M,0
2022,NUMBER,services,enrolled_in_specialist_studies,M,0
2022,NUMBER,total,enrolled_in_specialist_studies,F,44
2022,NUMBER,"natural_sciences,_mathematics_and_statistics",enrolled_in_specialist_studies,F,0
2022,NUMBER,"engineering,_production_and_construction",enrolled_in_specialist_studies,F,0
2022,NUMBER,information_and_communication_technologies,enrolled_in_specialist_studies,F,0
2022,NUMBER,health_and_social_protection,enrolled_in_specialist_studies,F,44
2022,NUMBER,"agriculture,_forestry,_fisheries_and_veterinary_medicine",enrolled_in_specialist_studies,F,0
2022,NUMBER,"social_sciences,_journalism_and_information",enrolled_in_specialist_studies,F,0
2022,NUMBER,"business,_administration_and_law",enrolled_in_specialist_studies,F,0
2022,NUMBER,education,enrolled_in_specialist_studies,F,0
2022,NUMBER,arts_and_humanities,enrolled_in_specialist_studies,F,0
2022,NUMBER,services,enrolled_in_specialist_studies,F,0
2023,NUMBER,total,enrolled_in_master_studies,_T,2162
2023,NUMBER,"natural_sciences,_mathematics_and_statistics",enrolled_in_master_studies,_T,107
2023,NUMBER,"engineering,_production_and_construction",enrolled_in_master_studies,_T,369
2023,NUMBER,information_and_communication_technologies,enrolled_in_master_studies,_T,78
2023,NUMBER,health_and_social_protection,enrolled_in_master_studies,_T,65
2023,NUMBER,"agriculture,_forestry,_fisheries_and_veterinary_medicine",enrolled_in_master_studies,_T,162
2023,NUMBER,"social_sciences,_journalism_and_information",enrolled_in_master_studies,_T,440
2023,NUMBER,"business,_administration_and_law",enrolled_in_master_studies,_T,307
2023,NUMBER,education,enrolled_in_master_studies,_T,357
2023,NUMBER,arts_and_humanities,enrolled_in_master_studies,_T,251
2023,NUMBER,services,enrolled_in_master_studies,_T,26
2023,NUMBER,total,enrolled_in_master_studies,M,799
2023,NUMBER,"natural_sciences,_mathematics_and_statistics",enrolled_in_master_studies,M,29
2023,NUMBER,"engineering,_production_and_construction",enrolled_in_master_studies,M,199
2023,NUMBER,information_and_communication_technologies,enrolled_in_master_studies,M,51
2023,NUMBER,health_and_social_protection,enrolled_in_master_studies,M,10
2023,NUMBER,"agriculture,_forestry,_fisheries_and_veterinary_medicine",enrolled_in_master_studies,M,78
2023,NUMBER,"social_sciences,_journalism_and_information",enrolled_in_master_studies,M,120
2023,NUMBER,"business,_administration_and_law",enrolled_in_master_studies,M,111
2023,NUMBER,education,enrolled_in_master_studies,M,92
2023,NUMBER,arts_and_humanities,enrolled_in_master_studies,M,101
2023,NUMBER,services,enrolled_in_master_studies,M,8
2023,NUMBER,total,enrolled_in_master_studies,F,1363
2023,NUMBER,"natural_sciences,_mathematics_and_statistics",enrolled_in_master_studies,F,78
2023,NUMBER,"engineering,_production_and_construction",enrolled_in_master_studies,F,170
2023,NUMBER,information_and_communication_technologies,enrolled_in_master_studies,F,27
2023,NUMBER,health_and_social_protection,enrolled_in_master_studies,F,55
2023,NUMBER,"agriculture,_forestry,_fisheries_and_veterinary_medicine",enrolled_in_master_studies,F,84
2023,NUMBER,"social_sciences,_journalism_and_information",enrolled_in_master_studies,F,320
2023,NUMBER,"business,_administration_and_law",enrolled_in_master_studies,F,196
2023,NUMBER,education,enrolled_in_master_studies,F,265
2023,NUMBER,arts_and_humanities,enrolled_in_master_studies,F,150
2023,NUMBER,services,enrolled_in_master_studies,F,18
2023,NUMBER,total,enrolled_in_specialist_studies,_T,203
2023,NUMBER,"natural_sciences,_mathematics_and_statistics",enrolled_in_specialist_studies,_T,0
2023,NUMBER,"engineering,_production_and_construction",enrolled_in_specialist_studies,_T,0
2023,NUMBER,information_and_communication_technologies,enrolled_in_specialist_studies,_T,0
2023,NUMBER,health_and_social_protection,enrolled_in_specialist_studies,_T,203
2023,NUMBER,"agriculture,_forestry,_fisheries_and_veterinary_medicine",enrolled_in_specialist_studies,_T,0
2023,NUMBER,"social_sciences,_journalism_and_information",enrolled_in_specialist_studies,_T,0
2023,NUMBER,"business,_administration_and_law",enrolled_in_specialist_studies,_T,0
2023,NUMBER,education,enrolled_in_specialist_studies,_T,0
2023,NUMBER,arts_and_humanities,enrolled_in_specialist_studies,_T,0
2023,NUMBER,services,enrolled_in_specialist_studies,_T,0
2023,NUMBER,total,enrolled_in_specialist_studies,M,61
2023,NUMBER,"natural_sciences,_mathematics_and_statistics",enrolled_in_specialist_studies,M,0
2023,NUMBER,"engineering,_production_and_construction",enrolled_in_specialist_studies,M,0
2023,NUMBER,information_and_communication_technologies,enrolled_in_specialist_studies,M,0
2023,NUMBER,health_and_social_protection,enrolled_in_specialist_studies,M,61
2023,NUMBER,"agriculture,_forestry,_fisheries_and_veterinary_medicine",enrolled_in_specialist_studies,M,0
2023,NUMBER,"social_sciences,_journalism_and_information",enrolled_in_specialist_studies,M,0
2023,NUMBER,"business,_administration_and_law",enrolled_in_specialist_studies,M,0
2023,NUMBER,education,enrolled_in_specialist_studies,M,0
2023,NUMBER,arts_and_humanities,enrolled_in_specialist_studies,M,0
2023,NUMBER,services,enrolled_in_specialist_studies,M,0
2023,NUMBER,total,enrolled_in_specialist_studies,F,142
2023,NUMBER,"natural_sciences,_mathematics_and_statistics",enrolled_in_specialist_studies,F,0
2023,NUMBER,"engineering,_production_and_construction",enrolled_in_specialist_studies,F,0
2023,NUMBER,information_and_communication_technologies,enrolled_in_specialist_studies,F,0
2023,NUMBER,health_and_social_protection,enrolled_in_specialist_studies,F,142
2023,NUMBER,"agriculture,_forestry,_fisheries_and_veterinary_medicine",enrolled_in_specialist_studies,F,0
2023,NUMBER,"social_sciences,_journalism_and_information",enrolled_in_specialist_studies,F,0
2023,NUMBER,"business,_administration_and_law",enrolled_in_specialist_studies,F,0
2023,NUMBER,education,enrolled_in_specialist_studies,F,0
2023,NUMBER,arts_and_humanities,enrolled_in_specialist_studies,F,0
2023,NUMBER,services,enrolled_in_specialist_studies,F,0
2024,NUMBER,total,enrolled_in_master_studies,_T,2272
2024,NUMBER,"natural_sciences,_mathematics_and_statistics",enrolled_in_master_studies,_T,82
2024,NUMBER,"engineering,_production_and_construction",enrolled_in_master_studies,_T,444
2024,NUMBER,information_and_communication_technologies,enrolled_in_master_studies,_T,74
2024,NUMBER,health_and_social_protection,enrolled_in_master_studies,_T,29
2024,NUMBER,"agriculture,_forestry,_fisheries_and_veterinary_medicine",enrolled_in_master_studies,_T,169
2024,NUMBER,"social_sciences,_journalism_and_information",enrolled_in_master_studies,_T,427
2024,NUMBER,"business,_administration_and_law",enrolled_in_master_studies,_T,199
2024,NUMBER,education,enrolled_in_master_studies,_T,522
2024,NUMBER,arts_and_humanities,enrolled_in_master_studies,_T,266
2024,NUMBER,services,enrolled_in_master_studies,_T,60
2024,NUMBER,total,enrolled_in_master_studies,M,854
2024,NUMBER,"natural_sciences,_mathematics_and_statistics",enrolled_in_master_studies,M,22
2024,NUMBER,"engineering,_production_and_construction",enrolled_in_master_studies,M,224
2024,NUMBER,information_and_communication_technologies,enrolled_in_master_studies,M,51
2024,NUMBER,health_and_social_protection,enrolled_in_master_studies,M,2
2024,NUMBER,"agriculture,_forestry,_fisheries_and_veterinary_medicine",enrolled_in_master_studies,M,87
2024,NUMBER,"social_sciences,_journalism_and_information",enrolled_in_master_studies,M,113
2024,NUMBER,"business,_administration_and_law",enrolled_in_master_studies,M,76
2024,NUMBER,education,enrolled_in_master_studies,M,127
2024,NUMBER,arts_and_humanities,enrolled_in_master_studies,M,117
2024,NUMBER,services,enrolled_in_master_studies,M,35
2024,NUMBER,total,enrolled_in_master_studies,F,1418
2024,NUMBER,"natural_sciences,_mathematics_and_statistics",enrolled_in_master_studies,F,60
2024,NUMBER,"engineering,_production_and_construction",enrolled_in_master_studies,F,220
2024,NUMBER,information_and_communication_technologies,enrolled_in_master_studies,F,23
2024,NUMBER,health_and_social_protection,enrolled_in_master_studies,F,27
2024,NUMBER,"agriculture,_forestry,_fisheries_and_veterinary_medicine",enrolled_in_master_studies,F,82
2024,NUMBER,"social_sciences,_journalism_and_information",enrolled_in_master_studies,F,314
2024,NUMBER,"business,_administration_and_law",enrolled_in_master_studies,F,123
2024,NUMBER,education,enrolled_in_master_studies,F,395
2024,NUMBER,arts_and_humanities,enrolled_in_master_studies,F,149
2024,NUMBER,services,enrolled_in_master_studies,F,25
2024,NUMBER,total,enrolled_in_specialist_studies,_T,221
2024,NUMBER,"natural_sciences,_mathematics_and_statistics",enrolled_in_specialist_studies,_T,0
2024,NUMBER,"engineering,_production_and_construction",enrolled_in_specialist_studies,_T,0
2024,NUMBER,information_and_communication_technologies,enrolled_in_specialist_studies,_T,0
2024,NUMBER,health_and_social_protection,enrolled_in_specialist_studies,_T,221
2024,NUMBER,"agriculture,_forestry,_fisheries_and_veterinary_medicine",enrolled_in_specialist_studies,_T,0
2024,NUMBER,"social_sciences,_journalism_and_information",enrolled_in_specialist_studies,_T,0
2024,NUMBER,"business,_administration_and_law",enrolled_in_specialist_studies,_T,0
2024,NUMBER,education,enrolled_in_specialist_studies,_T,0
2024,NUMBER,arts_and_humanities,enrolled_in_specialist_studies,_T,0
2024,NUMBER,services,enrolled_in_specialist_studies,_T,0
2024,NUMBER,total,enrolled_in_specialist_studies,M,55
2024,NUMBER,"natural_sciences,_mathematics_and_statistics",enrolled_in_specialist_studies,M,0
2024,NUMBER,"engineering,_production_and_construction",enrolled_in_specialist_studies,M,0
2024,NUMBER,information_and_communication_technologies,enrolled_in_specialist_studies,M,0
2024,NUMBER,health_and_social_protection,enrolled_in_specialist_studies,M,55
2024,NUMBER,"agriculture,_forestry,_fisheries_and_veterinary_medicine",enrolled_in_specialist_studies,M,0
2024,NUMBER,"social_sciences,_journalism_and_information",enrolled_in_specialist_studies,M,0
2024,NUMBER,"business,_administration_and_law",enrolled_in_specialist_studies,M,0
2024,NUMBER,education,enrolled_in_specialist_studies,M,0
2024,NUMBER,arts_and_humanities,enrolled_in_specialist_studies,M,0
2024,NUMBER,services,enrolled_in_specialist_studies,M,0
2024,NUMBER,total,enrolled_in_specialist_studies,F,166
2024,NUMBER,"natural_sciences,_mathematics_and_statistics",enrolled_in_specialist_studies,F,0
2024,NUMBER,"engineering,_production_and_construction",enrolled_in_specialist_studies,F,0
2024,NUMBER,information_and_communication_technologies,enrolled_in_specialist_studies,F,0
2024,NUMBER,health_and_social_protection,enrolled_in_specialist_studies,F,166
2024,NUMBER,"agriculture,_forestry,_fisheries_and_veterinary_medicine",enrolled_in_specialist_studies,F,0
2024,NUMBER,"social_sciences,_journalism_and_information",enrolled_in_specialist_studies,F,0
2024,NUMBER,"business,_administration_and_law",enrolled_in_specialist_studies,F,0
2024,NUMBER,education,enrolled_in_specialist_studies,F,0
2024,NUMBER,arts_and_humanities,enrolled_in_specialist_studies,F,0
2024,NUMBER,services,enrolled_in_specialist_studies,F,0
