Year,UNIT_MEASURE,Град/општина,Пол,Етничка/национална припадност,Value
2013,Број,Република Српска,Ж,Срби,493523
2013,Број,Град Бања Лука,Укупно,Срби,162057
2013,Број,Град Бања Лука,M,Срби,78827
2013,Број,Град Бања Лука,Ж,Срби,83230
2013,Број,Берковићи,Укупно,Срби,1873
2013,Број,Берковићи,M,Срби,943
2013,Број,Берковићи,Ж,Срби,930
2013,Број,Град Бијељина,Укупно,Срби,89474
2013,Број,Град Бијељина,M,Срби,43861
2013,Број,Град Бијељина,Ж,Срби,45613
2013,Број,Билећа,Укупно,Срби,10447
2013,Број,Билећа,M,Срби,5276
2013,Број,Билећа,Ж,Срби,5171
2013,Број,Братунац,Укупно,Срби,11897
2013,Број,Братунац,M,Срби,5915
2013,Број,Братунац,Ж,Срби,5982
2013,Број,Брод,Укупно,Срби,11065
2013,Број,Брод,M,Срби,5486
2013,Број,Брод,Ж,Срби,5579
2013,Број,Вишеград,Укупно,Срби,8942
2013,Број,Вишеград,M,Срби,4337
2013,Број,Вишеград,Ж,Срби,4605
2013,Број,Власеница,Укупно,Срби,7190
2013,Број,Власеница,M,Срби,3505
2013,Број,Власеница,Ж,Срби,3685
2013,Број,Вукосавље,Укупно,Срби,1448
2013,Број,Вукосавље,M,Срби,720
2013,Број,Вукосавље,Ж,Срби,728
2013,Број,Гацко,Укупно,Срби,8316
2013,Број,Гацко,M,Срби,4211
2013,Број,Гацко,Ж,Срби,4105
2013,Број,Град Градишка,Укупно,Срби,40707
2013,Број,Град Градишка,M,Срби,19960
2013,Број,Град Градишка,Ж,Срби,20747
2013,Број,Град Дервента,Укупно,Срби,21495
2013,Број,Град Дервента,M,Срби,10524
2013,Број,Град Дервента,Ж,Срби,10971
2013,Број,Град Добој,Укупно,Срби,50968
2013,Број,Град Добој,M,Срби,24968
2013,Број,Град Добој,Ж,Срби,26000
2013,Број,Доњи Жабар,Укупно,Срби,2658
2013,Број,Доњи Жабар,M,Срби,1352
2013,Број,Доњи Жабар,Ж,Срби,1306
2013,Број,Град Зворник,Укупно,Срби,37242
2013,Број,Град Зворник,M,Срби,18452
2013,Број,Град Зворник,Ж,Срби,18790
2013,Број,Источна Илиџа,Укупно,Срби,13455
2013,Број,Источна Илиџа,M,Срби,6486
2013,Број,Источна Илиџа,Ж,Срби,6969
2013,Број,Источни Дрвар,Укупно,Срби,65
2013,Број,Источни Дрвар,M,Срби,44
2013,Број,Источни Дрвар,Ж,Срби,21
2013,Број,Источни Мостар,Укупно,Срби,153
2013,Број,Источни Мостар,M,Срби,84
2013,Број,Источни Мостар,Ж,Срби,69
2013,Број,Источни Стари Град,Укупно,Срби,1059
2013,Број,Источни Стари Град,M,Срби,519
2013,Број,Источни Стари Град,Ж,Срби,540
2013,Број,Источно Ново Сарајево,Укупно,Срби,10028
2013,Број,Источно Ново Сарајево,M,Срби,4801
2013,Број,Источно Ново Сарајево,Ж,Срби,5227
2013,Број,Језеро,Укупно,Срби,779
2013,Број,Језеро,M,Срби,410
2013,Број,Језеро,Ж,Срби,369
2013,Број,Калиновик,Укупно,Срби,1895
2013,Број,Калиновик,M,Срби,920
2013,Број,Калиновик,Ж,Срби,975
2013,Број,Кнежево,Укупно,Срби,8886
2013,Број,Кнежево,M,Срби,4414
2013,Број,Кнежево,Ж,Срби,4472
2013,Број,Козарска Дубица,Укупно,Срби,18144
2013,Број,Козарска Дубица,M,Срби,8939
2013,Број,Козарска Дубица,Ж,Срби,9205
2013,Број,Костајница,Укупно,Срби,4177
2013,Број,Костајница,M,Срби,2077
2013,Број,Костајница,Ж,Срби,2100
2013,Број,Котор Варош,Укупно,Срби,12730
2013,Број,Котор Варош,M,Срби,6305
2013,Број,Котор Варош,Ж,Срби,6425
2013,Број,Крупа на Уни,Укупно,Срби,1555
2013,Број,Крупа на Уни,M,Срби,840
2013,Број,Крупа на Уни,Ж,Срби,715
2013,Број,Купрес,Укупно,Срби,292
2013,Број,Купрес,M,Срби,156
2013,Број,Купрес,Ж,Срби,136
2013,Број,Лакташи,Укупно,Срби,32761
2013,Број,Лакташи,M,Срби,16275
2013,Број,Лакташи,Ж,Срби,16486
2013,Број,Лопаре,Укупно,Срби,13267
2013,Број,Лопаре,M,Срби,6695
2013,Број,Лопаре,Ж,Срби,6572
2013,Број,Љубиње,Укупно,Срби,3280
2013,Број,Љубиње,M,Срби,1615
2013,Број,Љубиње,Ж,Срби,1665
2013,Број,Милићи,Укупно,Срби,6857
2013,Број,Милићи,M,Срби,3486
2013,Број,Милићи,Ж,Срби,3371
2013,Број,Модрича,Укупно,Срби,19530
2013,Број,Модрича,M,Срби,9611
2013,Број,Модрича,Ж,Срби,9919
2013,Број,Мркоњић Град,Укупно,Срби,15340
2013,Број,Мркоњић Град,M,Срби,7388
2013,Број,Мркоњић Град,Ж,Срби,7952
2013,Број,Невесиње,Укупно,Срби,11964
2013,Број,Невесиње,M,Срби,5951
2013,Број,Невесиње,Ж,Срби,6013
2013,Број,Нови Град,Укупно,Срби,19491
2013,Број,Нови Град,M,Срби,9747
2013,Број,Нови Град,Ж,Срби,9744
2013,Број,Ново Горажде,Укупно,Срби,1561
2013,Број,Ново Горажде,M,Срби,821
2013,Број,Ново Горажде,Ж,Срби,740
2013,Број,Осмаци,Укупно,Срби,2852
2013,Број,Осмаци,M,Срби,1450
2013,Број,Осмаци,Ж,Срби,1402
2013,Број,Оштра Лука,Укупно,Срби,2510
2013,Број,Оштра Лука,M,Срби,1296
2013,Број,Оштра Лука,Ж,Срби,1214
2013,Број,Пале,Укупно,Срби,19932
2013,Број,Пале,M,Срби,9561
2013,Број,Пале,Ж,Срби,10371
2013,Број,Пелагићево,Укупно,Срби,3146
2013,Број,Пелагићево,M,Срби,1563
2013,Број,Пелагићево,Ж,Срби,1583
2013,Број,Петровац,Укупно,Срби,351
2013,Број,Петровац,M,Срби,168
2013,Број,Петровац,Ж,Срби,183
2013,Број,Петрово,Укупно,Срби,6222
2013,Број,Петрово,M,Срби,3002
2013,Број,Петрово,Ж,Срби,3220
2013,Број,Град Приједор,Укупно,Срби,54365
2013,Број,Град Приједор,M,Срби,26834
2013,Број,Град Приједор,Ж,Срби,27531
2013,Број,Прњавор,Укупно,Срби,29478
2013,Број,Прњавор,M,Срби,14352
2013,Број,Прњавор,Ж,Срби,15126
2013,Број,Рибник,Укупно,Срби,5825
2013,Број,Рибник,M,Срби,2891
2013,Број,Рибник,Ж,Срби,2934
2013,Број,Рогатица,Укупно,Срби,9217
2013,Број,Рогатица,M,Срби,4502
2013,Број,Рогатица,Ж,Срби,4715
2013,Број,Рудо,Укупно,Срби,6963
2013,Број,Рудо,M,Срби,3517
2013,Број,Рудо,Ж,Срби,3446
2013,Број,Соколац,Укупно,Срби,10894
2013,Број,Соколац,M,Срби,5357
2013,Број,Соколац,Ж,Срби,5537
2013,Број,Србац,Укупно,Срби,16013
2013,Број,Србац,M,Срби,7888
2013,Број,Србац,Ж,Срби,8125
2013,Број,Сребреница,Укупно,Срби,5467
2013,Број,Сребреница,M,Срби,2743
2013,Број,Сребреница,Ж,Срби,2724
2013,Број,Теслић,Укупно,Срби,28166
2013,Број,Теслић,M,Срби,13545
2013,Број,Теслић,Ж,Срби,14621
2013,Број,Град Требиње,Укупно,Срби,26484
2013,Број,Град Требиње,M,Срби,12943
2013,Број,Град Требиње,Ж,Срби,13541
2013,Број,Трново,Укупно,Срби,1131
2013,Број,Трново,M,Срби,534
2013,Број,Трново,Ж,Срби,597
2013,Број,Угљевик,Укупно,Срби,13007
2013,Број,Угљевик,M,Срби,6606
2013,Број,Угљевик,Ж,Срби,6401
2013,Број,Фоча,Укупно,Срби,16157
2013,Број,Фоча,M,Срби,8133
2013,Број,Фоча,Ж,Срби,8024
2013,Број,Хан Пијесак,Укупно,Срби,2994
2013,Број,Хан Пијесак,M,Срби,1412
2013,Број,Хан Пијесак,Ж,Срби,1582
2013,Број,Чајниче,Укупно,Срби,3806
2013,Број,Чајниче,M,Срби,1891
2013,Број,Чајниче,Ж,Срби,1915
2013,Број,Челинац,Укупно,Срби,14508
2013,Број,Челинац,M,Срби,7194
2013,Број,Челинац,Ж,Срби,7314
2013,Број,Шамац,Укупно,Срби,12832
2013,Број,Шамац,M,Срби,6277
2013,Број,Шамац,Ж,Срби,6555
2013,Број,Шековићи,Укупно,Срби,6187
2013,Број,Шековићи,M,Срби,3038
2013,Број,Шековићи,Ж,Срби,3149
2013,Број,Шипово,Укупно,Срби,9302
2013,Број,Шипово,M,Срби,4716
2013,Број,Шипово,Ж,Срби,4586
2013,Број,Република Српска,Укупно,Остали,14641
2013,Број,Република Српска,M,Остали,7207
2013,Број,Република Српска,Ж,Остали,7434
2013,Број,Град Бања Лука,Укупно,Остали,3324
2013,Број,Град Бања Лука,M,Остали,1617
2013,Број,Град Бања Лука,Ж,Остали,1707
2013,Број,Берковићи,Укупно,Остали,1
2013,Број,Берковићи,M,Остали,1
2013,Број,Берковићи,Ж,Остали,0
2013,Број,Град Бијељина,Укупно,Остали,1478
2013,Број,Град Бијељина,M,Остали,717
2013,Број,Град Бијељина,Ж,Остали,761
2013,Број,Билећа,Укупно,Остали,72
2013,Број,Билећа,M,Остали,38
2013,Број,Билећа,Ж,Остали,34
2013,Број,Братунац,Укупно,Остали,79
2013,Број,Братунац,M,Остали,45
2013,Број,Братунац,Ж,Остали,34
2013,Број,Брод,Укупно,Остали,151
2013,Број,Брод,M,Остали,69
2013,Број,Брод,Ж,Остали,82
2013,Број,Вишеград,Укупно,Остали,53
2013,Број,Вишеград,M,Остали,26
2013,Број,Вишеград,Ж,Остали,27
2013,Број,Власеница,Укупно,Остали,29
2013,Број,Власеница,M,Остали,13
2013,Број,Власеница,Ж,Остали,16
2013,Број,Вукосавље,Укупно,Остали,146
2013,Број,Вукосавље,M,Остали,81
2013,Број,Вукосавље,Ж,Остали,65
2013,Број,Гацко,Укупно,Остали,40
2013,Број,Гацко,M,Остали,27
2013,Број,Гацко,Ж,Остали,13
2013,Број,Град Градишка,Укупно,Остали,970
2013,Број,Град Градишка,M,Остали,468
2013,Број,Град Градишка,Ж,Остали,502
2013,Број,Град Дервента,Укупно,Остали,264
2013,Број,Град Дервента,M,Остали,116
2013,Број,Град Дервента,Ж,Остали,148
2013,Број,Град Добој,Укупно,Остали,949
2013,Број,Град Добој,M,Остали,486
2013,Број,Град Добој,Ж,Остали,463
2013,Број,Доњи Жабар,Укупно,Остали,9
2013,Број,Доњи Жабар,M,Остали,1
2013,Број,Доњи Жабар,Ж,Остали,8
2013,Број,Град Зворник,Укупно,Остали,120
2013,Број,Град Зворник,M,Остали,55
2013,Број,Град Зворник,Ж,Остали,65
2013,Број,Источна Илиџа,Укупно,Остали,96
2013,Број,Источна Илиџа,M,Остали,44
2013,Број,Источна Илиџа,Ж,Остали,52
2013,Број,Источни Дрвар,Укупно,Остали,0
2013,Број,Источни Дрвар,M,Остали,0
2013,Број,Источни Дрвар,Ж,Остали,0
2013,Број,Источни Мостар,Укупно,Остали,0
2013,Број,Источни Мостар,M,Остали,0
2013,Број,Источни Мостар,Ж,Остали,0
2013,Број,Источни Стари Град,Укупно,Остали,7
2013,Број,Источни Стари Град,M,Остали,5
2013,Број,Источни Стари Град,Ж,Остали,2
2013,Број,Источно Ново Сарајево,Укупно,Остали,163
2013,Број,Источно Ново Сарајево,M,Остали,72
2013,Број,Источно Ново Сарајево,Ж,Остали,91
2013,Број,Језеро,Укупно,Остали,1
2013,Број,Језеро,M,Остали,1
2013,Број,Језеро,Ж,Остали,0
2013,Број,Калиновик,Укупно,Остали,15
2013,Број,Калиновик,M,Остали,8
2013,Број,Калиновик,Ж,Остали,7
2013,Број,Кнежево,Укупно,Остали,37
2013,Број,Кнежево,M,Остали,21
2013,Број,Кнежево,Ж,Остали,16
2013,Број,Козарска Дубица,Укупно,Остали,219
2013,Број,Козарска Дубица,M,Остали,102
2013,Број,Козарска Дубица,Ж,Остали,117
2013,Број,Костајница,Укупно,Остали,42
2013,Број,Костајница,M,Остали,20
2013,Број,Костајница,Ж,Остали,22
2013,Број,Котор Варош,Укупно,Остали,129
2013,Број,Котор Варош,M,Остали,63
2013,Број,Котор Варош,Ж,Остали,66
2013,Број,Крупа на Уни,Укупно,Остали,0
2013,Број,Крупа на Уни,M,Остали,0
2013,Број,Крупа на Уни,Ж,Остали,0
2013,Број,Купрес,Укупно,Остали,0
2013,Број,Купрес,M,Остали,0
2013,Број,Купрес,Ж,Остали,0
2013,Број,Лакташи,Укупно,Остали,562
2013,Број,Лакташи,M,Остали,285
2013,Број,Лакташи,Ж,Остали,277
2013,Број,Лопаре,Укупно,Остали,31
2013,Број,Лопаре,M,Остали,16
2013,Број,Лопаре,Ж,Остали,15
2013,Број,Љубиње,Укупно,Остали,13
2013,Број,Љубиње,M,Остали,7
2013,Број,Љубиње,Ж,Остали,6
2013,Број,Милићи,Укупно,Остали,19
2013,Број,Милићи,M,Остали,7
2013,Број,Милићи,Ж,Остали,12
2013,Број,Модрича,Укупно,Остали,412
2013,Број,Модрича,M,Остали,207
2013,Број,Модрича,Ж,Остали,205
2013,Број,Мркоњић Град,Укупно,Остали,37
2013,Број,Мркоњић Град,M,Остали,17
2013,Број,Мркоњић Град,Ж,Остали,20
2013,Број,Невесиње,Укупно,Остали,18
2013,Број,Невесиње,M,Остали,5
2013,Број,Невесиње,Ж,Остали,13
2013,Број,Нови Град,Укупно,Остали,200
2013,Број,Нови Град,M,Остали,100
2013,Број,Нови Град,Ж,Остали,100
2013,Број,Ново Горажде,Укупно,Остали,22
2013,Број,Ново Горажде,M,Остали,11
2013,Број,Ново Горажде,Ж,Остали,11
2013,Број,Осмаци,Укупно,Остали,5
2013,Број,Осмаци,M,Остали,2
2013,Број,Осмаци,Ж,Остали,3
2013,Број,Оштра Лука,Укупно,Остали,8
2013,Број,Оштра Лука,M,Остали,3
2013,Број,Оштра Лука,Ж,Остали,5
2013,Број,Пале,Укупно,Остали,70
2013,Број,Пале,M,Остали,31
2013,Број,Пале,Ж,Остали,39
2013,Број,Пелагићево,Укупно,Остали,9
2013,Број,Пелагићево,M,Остали,4
2013,Број,Пелагићево,Ж,Остали,5
2013,Број,Петровац,Укупно,Остали,3
2013,Број,Петровац,M,Остали,1
2013,Број,Петровац,Ж,Остали,2
2013,Број,Петрово,Укупно,Остали,30
2013,Број,Петрово,M,Остали,19
2013,Број,Петрово,Ж,Остали,11
2013,Број,Град Приједор,Укупно,Остали,1495
2013,Број,Град Приједор,M,Остали,712
2013,Број,Град Приједор,Ж,Остали,783
2013,Број,Прњавор,Укупно,Остали,1452
2013,Број,Прњавор,M,Остали,738
2013,Број,Прњавор,Ж,Остали,714
2013,Број,Рибник,Укупно,Остали,11
2013,Број,Рибник,M,Остали,3
2013,Број,Рибник,Ж,Остали,8
2013,Број,Рогатица,Укупно,Остали,41
2013,Број,Рогатица,M,Остали,20
2013,Број,Рогатица,Ж,Остали,21
2013,Број,Рудо,Укупно,Остали,26
2013,Број,Рудо,M,Остали,14
2013,Број,Рудо,Ж,Остали,12
2013,Број,Соколац,Укупно,Остали,38
2013,Број,Соколац,M,Остали,19
2013,Број,Соколац,Ж,Остали,19
2013,Број,Србац,Укупно,Остали,280
2013,Број,Србац,M,Остали,146
2013,Број,Србац,Ж,Остали,134
2013,Број,Сребреница,Укупно,Остали,59
2013,Број,Сребреница,M,Остали,34
2013,Број,Сребреница,Ж,Остали,25
2013,Број,Теслић,Укупно,Остали,454
2013,Број,Теслић,M,Остали,222
2013,Број,Теслић,Ж,Остали,232
2013,Број,Град Требиње,Укупно,Остали,398
2013,Број,Град Требиње,M,Остали,204
2013,Број,Град Требиње,Ж,Остали,194
2013,Број,Трново,Укупно,Остали,10
2013,Број,Трново,M,Остали,7
2013,Број,Трново,Ж,Остали,3
2013,Број,Угљевик,Укупно,Остали,36
2013,Број,Угљевик,M,Остали,17
2013,Број,Угљевик,Ж,Остали,19
2013,Број,Фоча,Укупно,Остали,160
2013,Број,Фоча,M,Остали,90
2013,Број,Фоча,Ж,Остали,70
2013,Број,Хан Пијесак,Укупно,Остали,21
2013,Број,Хан Пијесак,M,Остали,14
2013,Број,Хан Пијесак,Ж,Остали,7
2013,Број,Чајниче,Укупно,Остали,24
2013,Број,Чајниче,M,Остали,13
2013,Број,Чајниче,Ж,Остали,11
2013,Број,Челинац,Укупно,Остали,122
2013,Број,Челинац,M,Остали,55
2013,Број,Челинац,Ж,Остали,67
2013,Број,Шамац,Укупно,Остали,135
2013,Број,Шамац,M,Остали,67
2013,Број,Шамац,Ж,Остали,68
2013,Број,Шековићи,Укупно,Остали,12
2013,Број,Шековићи,M,Остали,7
2013,Број,Шековићи,Ж,Остали,5
2013,Број,Шипово,Укупно,Остали,34
2013,Број,Шипово,M,Остали,14
2013,Број,Шипово,Ж,Остали,20
2013,Број,Република Српска,Укупно,Не изјашњава се,7861
2013,Број,Република Српска,M,Не изјашњава се,3202
2013,Број,Република Српска,Ж,Не изјашњава се,4659
2013,Број,Град Бања Лука,Укупно,Не изјашњава се,2641
2013,Број,Град Бања Лука,M,Не изјашњава се,1044
2013,Број,Град Бања Лука,Ж,Не изјашњава се,1597
2013,Број,Берковићи,Укупно,Не изјашњава се,0
2013,Број,Берковићи,M,Не изјашњава се,0
2013,Број,Берковићи,Ж,Не изјашњава се,0
2013,Број,Град Бијељина,Укупно,Не изјашњава се,654
2013,Број,Град Бијељина,M,Не изјашњава се,272
2013,Број,Град Бијељина,Ж,Не изјашњава се,382
2013,Број,Билећа,Укупно,Не изјашњава се,30
2013,Број,Билећа,M,Не изјашњава се,10
2013,Број,Билећа,Ж,Не изјашњава се,20
2013,Број,Братунац,Укупно,Не изјашњава се,22
2013,Број,Братунац,M,Не изјашњава се,11
2013,Број,Братунац,Ж,Не изјашњава се,11
2013,Број,Брод,Укупно,Не изјашњава се,142
2013,Број,Брод,M,Не изјашњава се,50
2013,Број,Брод,Ж,Не изјашњава се,92
2013,Број,Вишеград,Укупно,Не изјашњава се,19
2013,Број,Вишеград,M,Не изјашњава се,10
2013,Број,Вишеград,Ж,Не изјашњава се,9
2013,Број,Власеница,Укупно,Не изјашњава се,20
2013,Број,Власеница,M,Не изјашњава се,11
2013,Број,Власеница,Ж,Не изјашњава се,9
2013,Број,Вукосавље,Укупно,Не изјашњава се,32
2013,Број,Вукосавље,M,Не изјашњава се,15
2013,Број,Вукосавље,Ж,Не изјашњава се,17
2013,Број,Гацко,Укупно,Не изјашњава се,3
2013,Број,Гацко,M,Не изјашњава се,0
2013,Број,Гацко,Ж,Не изјашњава се,3
2013,Број,Град Градишка,Укупно,Не изјашњава се,411
2013,Број,Град Градишка,M,Не изјашњава се,174
2013,Број,Град Градишка,Ж,Не изјашњава се,237
2013,Број,Град Дервента,Укупно,Не изјашњава се,242
2013,Број,Град Дервента,M,Не изјашњава се,113
2013,Број,Град Дервента,Ж,Не изјашњава се,129
2013,Број,Град Добој,Укупно,Не изјашњава се,467
2013,Број,Град Добој,M,Не изјашњава се,198
2013,Број,Град Добој,Ж,Не изјашњава се,269
2013,Број,Доњи Жабар,Укупно,Не изјашњава се,5
2013,Број,Доњи Жабар,M,Не изјашњава се,2
2013,Број,Доњи Жабар,Ж,Не изјашњава се,3
2013,Број,Град Зворник,Укупно,Не изјашњава се,70
2013,Број,Град Зворник,M,Не изјашњава се,31
2013,Број,Град Зворник,Ж,Не изјашњава се,39
2013,Број,Источна Илиџа,Укупно,Не изјашњава се,96
2013,Број,Источна Илиџа,M,Не изјашњава се,38
2013,Број,Источна Илиџа,Ж,Не изјашњава се,58
2013,Број,Источни Дрвар,Укупно,Не изјашњава се,0
2013,Број,Источни Дрвар,M,Не изјашњава се,0
2013,Број,Источни Дрвар,Ж,Не изјашњава се,0
2013,Број,Источни Мостар,Укупно,Не изјашњава се,0
2013,Број,Источни Мостар,M,Не изјашњава се,0
2013,Број,Источни Мостар,Ж,Не изјашњава се,0
2013,Број,Источни Стари Град,Укупно,Не изјашњава се,2
2013,Број,Источни Стари Град,M,Не изјашњава се,0
2013,Број,Источни Стари Град,Ж,Не изјашњава се,2
2013,Број,Источно Ново Сарајево,Укупно,Не изјашњава се,61
2013,Број,Источно Ново Сарајево,M,Не изјашњава се,26
2013,Број,Источно Ново Сарајево,Ж,Не изјашњава се,35
2013,Број,Језеро,Укупно,Не изјашњава се,1
2013,Број,Језеро,M,Не изјашњава се,0
2013,Број,Језеро,Ж,Не изјашњава се,1
2013,Број,Калиновик,Укупно,Не изјашњава се,1
2013,Број,Калиновик,M,Не изјашњава се,1
2013,Број,Калиновик,Ж,Не изјашњава се,0
2013,Број,Кнежево,Укупно,Не изјашњава се,4
2013,Број,Кнежево,M,Не изјашњава се,3
2013,Број,Кнежево,Ж,Не изјашњава се,1
2013,Број,Козарска Дубица,Укупно,Не изјашњава се,162
2013,Број,Козарска Дубица,M,Не изјашњава се,63
2013,Број,Козарска Дубица,Ж,Не изјашњава се,99
2013,Број,Костајница,Укупно,Не изјашњава се,66
2013,Број,Костајница,M,Не изјашњава се,28
2013,Број,Костајница,Ж,Не изјашњава се,38
2013,Број,Котор Варош,Укупно,Не изјашњава се,115
2013,Број,Котор Варош,M,Не изјашњава се,42
2013,Број,Котор Варош,Ж,Не изјашњава се,73
2013,Број,Крупа на Уни,Укупно,Не изјашњава се,0
2013,Број,Крупа на Уни,M,Не изјашњава се,0
2013,Број,Крупа на Уни,Ж,Не изјашњава се,0
2013,Број,Купрес,Укупно,Не изјашњава се,1
2013,Број,Купрес,M,Не изјашњава се,1
2013,Број,Купрес,Ж,Не изјашњава се,0
2013,Број,Лакташи,Укупно,Не изјашњава се,237
2013,Број,Лакташи,M,Не изјашњава се,103
2013,Број,Лакташи,Ж,Не изјашњава се,134
2013,Број,Лопаре,Укупно,Не изјашњава се,23
2013,Број,Лопаре,M,Не изјашњава се,5
2013,Број,Лопаре,Ж,Не изјашњава се,18
2013,Број,Љубиње,Укупно,Не изјашњава се,5
2013,Број,Љубиње,M,Не изјашњава се,2
2013,Број,Љубиње,Ж,Не изјашњава се,3
2013,Број,Милићи,Укупно,Не изјашњава се,7
2013,Број,Милићи,M,Не изјашњава се,3
2013,Број,Милићи,Ж,Не изјашњава се,4
2013,Број,Модрича,Укупно,Не изјашњава се,156
2013,Број,Модрича,M,Не изјашњава се,63
2013,Број,Модрича,Ж,Не изјашњава се,93
2013,Број,Мркоњић Град,Укупно,Не изјашњава се,35
2013,Број,Мркоњић Град,M,Не изјашњава се,19
2013,Број,Мркоњић Град,Ж,Не изјашњава се,16
2013,Број,Невесиње,Укупно,Не изјашњава се,18
2013,Број,Невесиње,M,Не изјашњава се,8
2013,Број,Невесиње,Ж,Не изјашњава се,10
2013,Број,Нови Град,Укупно,Не изјашњава се,137
2013,Број,Нови Град,M,Не изјашњава се,56
2013,Број,Нови Град,Ж,Не изјашњава се,81
2013,Број,Ново Горажде,Укупно,Не изјашњава се,6
2013,Број,Ново Горажде,M,Не изјашњава се,3
2013,Број,Ново Горажде,Ж,Не изјашњава се,3
2013,Број,Осмаци,Укупно,Не изјашњава се,5
2013,Број,Осмаци,M,Не изјашњава се,3
2013,Број,Осмаци,Ж,Не изјашњава се,2
2013,Број,Оштра Лука,Укупно,Не изјашњава се,12
2013,Број,Оштра Лука,M,Не изјашњава се,4
2013,Број,Оштра Лука,Ж,Не изјашњава се,8
2013,Број,Пале,Укупно,Не изјашњава се,53
2013,Број,Пале,M,Не изјашњава се,20
2013,Број,Пале,Ж,Не изјашњава се,33
2013,Број,Пелагићево,Укупно,Не изјашњава се,3
2013,Број,Пелагићево,M,Не изјашњава се,1
2013,Број,Пелагићево,Ж,Не изјашњава се,2
2013,Број,Петровац,Укупно,Не изјашњава се,0
2013,Број,Петровац,M,Не изјашњава се,0
2013,Број,Петровац,Ж,Не изјашњава се,0
2013,Број,Петрово,Укупно,Не изјашњава се,21
2013,Број,Петрово,M,Не изјашњава се,10
2013,Број,Петрово,Ж,Не изјашњава се,11
2013,Број,Град Приједор,Укупно,Не изјашњава се,718
2013,Број,Град Приједор,M,Не изјашњава се,267
2013,Број,Град Приједор,Ж,Не изјашњава се,451
2013,Број,Прњавор,Укупно,Не изјашњава се,225
2013,Број,Прњавор,M,Не изјашњава се,96
2013,Број,Прњавор,Ж,Не изјашњава се,129
2013,Број,Рибник,Укупно,Не изјашњава се,2
2013,Број,Рибник,M,Не изјашњава се,0
2013,Број,Рибник,Ж,Не изјашњава се,2
2013,Број,Рогатица,Укупно,Не изјашњава се,12
2013,Број,Рогатица,M,Не изјашњава се,7
2013,Број,Рогатица,Ж,Не изјашњава се,5
2013,Број,Рудо,Укупно,Не изјашњава се,5
2013,Број,Рудо,M,Не изјашњава се,3
2013,Број,Рудо,Ж,Не изјашњава се,2
2013,Број,Соколац,Укупно,Не изјашњава се,13
2013,Број,Соколац,M,Не изјашњава се,5
2013,Број,Соколац,Ж,Не изјашњава се,8
2013,Број,Србац,Укупно,Не изјашњава се,89
2013,Број,Србац,M,Не изјашњава се,45
2013,Број,Србац,Ж,Не изјашњава се,44
2013,Број,Сребреница,Укупно,Не изјашњава се,22
2013,Број,Сребреница,M,Не изјашњава се,10
2013,Број,Сребреница,Ж,Не изјашњава се,12
2013,Број,Теслић,Укупно,Не изјашњава се,339
2013,Број,Теслић,M,Не изјашњава се,136
2013,Број,Теслић,Ж,Не изјашњава се,203
2013,Број,Град Требиње,Укупно,Не изјашњава се,180
2013,Број,Град Требиње,M,Не изјашњава се,77
2013,Број,Град Требиње,Ж,Не изјашњава се,103
2013,Број,Трново,Укупно,Не изјашњава се,9
2013,Број,Трново,M,Не изјашњава се,4
2013,Број,Трново,Ж,Не изјашњава се,5
2013,Број,Угљевик,Укупно,Не изјашњава се,21
2013,Број,Угљевик,M,Не изјашњава се,10
2013,Број,Угљевик,Ж,Не изјашњава се,11
2013,Број,Фоча,Укупно,Не изјашњава се,30
2013,Број,Фоча,M,Не изјашњава се,10
2013,Број,Фоча,Ж,Не изјашњава се,20
2013,Број,Хан Пијесак,Укупно,Не изјашњава се,3
2013,Број,Хан Пијесак,M,Не изјашњава се,1
2013,Број,Хан Пијесак,Ж,Не изјашњава се,2
2013,Број,Чајниче,Укупно,Не изјашњава се,3
2013,Број,Чајниче,M,Не изјашњава се,1
2013,Број,Чајниче,Ж,Не изјашњава се,2
2013,Број,Челинац,Укупно,Не изјашњава се,35
2013,Број,Челинац,M,Не изјашњава се,16
2013,Број,Челинац,Ж,Не изјашњава се,19
2013,Број,Шамац,Укупно,Не изјашњава се,141
2013,Број,Шамац,M,Не изјашњава се,57
2013,Број,Шамац,Ж,Не изјашњава се,84
2013,Број,Шековићи,Укупно,Не изјашњава се,5
2013,Број,Шековићи,M,Не изјашњава се,2
2013,Број,Шековићи,Ж,Не изјашњава се,3
2013,Број,Шипово,Укупно,Не изјашњава се,24
2013,Број,Шипово,M,Не изјашњава се,12
2013,Број,Шипово,Ж,Не изјашњава се,12
2013,Број,Република Српска,Укупно,Непознато,1997
2013,Број,Република Српска,M,Непознато,916
2013,Број,Република Српска,Ж,Непознато,1081
2013,Број,Град Бања Лука,Укупно,Непознато,328
2013,Број,Град Бања Лука,M,Непознато,153
2013,Број,Град Бања Лука,Ж,Непознато,175
2013,Број,Берковићи,Укупно,Непознато,1
2013,Број,Берковићи,M,Непознато,0
2013,Број,Берковићи,Ж,Непознато,1
2013,Број,Град Бијељина,Укупно,Непознато,90
2013,Број,Град Бијељина,M,Непознато,37
2013,Број,Град Бијељина,Ж,Непознато,53
2013,Број,Билећа,Укупно,Непознато,11
2013,Број,Билећа,M,Непознато,4
2013,Број,Билећа,Ж,Непознато,7
2013,Број,Братунац,Укупно,Непознато,35
2013,Број,Братунац,M,Непознато,16
