Year,UNIT_MEASURE,Научна област,Врста образовања,Пол,Value
2019,Број,"Природне науке, математика и статистика",Докторанти,Ж,4
2019,Број,"Инжeњерство, производња и грађевинарство",Докторанти,Ж,0
2019,Број,Информационе и комуникационе технологије,Докторанти,Ж,0
2019,Број,Здравство и социјална заштита,Докторанти,Ж,46
2019,Број,"Пољопривреда, шумарство, рибарство и ветеринарство",Докторанти,Ж,3
2019,Број,"Друштвене науке, новинарство и информисање",Докторанти,Ж,30
2019,Број,"Пословање, администрација и право",Докторанти,Ж,3
2019,Број,Образовање,Докторанти,Ж,3
2019,Број,Хуманистичке науке и умјетност,Докторанти,Ж,5
2019,Број,Услуге,Докторанти,Ж,0
2020,Број,Укупно,Уписани на магистарске студије,Оба пола,4
2020,Број,"Природне науке, математика и статистика",Уписани на магистарске студије,Оба пола,0
2020,Број,"Инжeњерство, производња и грађевинарство",Уписани на магистарске студије,Оба пола,0
2020,Број,Информационе и комуникационе технологије,Уписани на магистарске студије,Оба пола,0
2020,Број,Здравство и социјална заштита,Уписани на магистарске студије,Оба пола,0
2020,Број,"Пољопривреда, шумарство, рибарство и ветеринарство",Уписани на магистарске студије,Оба пола,0
2020,Број,"Друштвене науке, новинарство и информисање",Уписани на магистарске студије,Оба пола,0
2020,Број,"Пословање, администрација и право",Уписани на магистарске студије,Оба пола,2
2020,Број,Образовање,Уписани на магистарске студије,Оба пола,2
2020,Број,Хуманистичке науке и умјетност,Уписани на магистарске студије,Оба пола,0
2020,Број,Услуге,Уписани на магистарске студије,Оба пола,0
2020,Број,Укупно,Уписани на магистарске студије,M,3
2020,Број,"Природне науке, математика и статистика",Уписани на магистарске студије,M,0
2020,Број,"Инжeњерство, производња и грађевинарство",Уписани на магистарске студије,M,0
2020,Број,Информационе и комуникационе технологије,Уписани на магистарске студије,M,0
2020,Број,Здравство и социјална заштита,Уписани на магистарске студије,M,0
2020,Број,"Пољопривреда, шумарство, рибарство и ветеринарство",Уписани на магистарске студије,M,0
2020,Број,"Друштвене науке, новинарство и информисање",Уписани на магистарске студије,M,0
2020,Број,"Пословање, администрација и право",Уписани на магистарске студије,M,1
2020,Број,Образовање,Уписани на магистарске студије,M,2
2020,Број,Хуманистичке науке и умјетност,Уписани на магистарске студије,M,0
2020,Број,Услуге,Уписани на магистарске студије,M,0
2020,Број,Укупно,Уписани на магистарске студије,Ж,1
2020,Број,"Природне науке, математика и статистика",Уписани на магистарске студије,Ж,0
2020,Број,"Инжeњерство, производња и грађевинарство",Уписани на магистарске студије,Ж,0
2020,Број,Информационе и комуникационе технологије,Уписани на магистарске студије,Ж,0
2020,Број,Здравство и социјална заштита,Уписани на магистарске студије,Ж,0
2020,Број,"Пољопривреда, шумарство, рибарство и ветеринарство",Уписани на магистарске студије,Ж,0
2020,Број,"Друштвене науке, новинарство и информисање",Уписани на магистарске студије,Ж,0
2020,Број,"Пословање, администрација и право",Уписани на магистарске студије,Ж,1
2020,Број,Образовање,Уписани на магистарске студије,Ж,0
2020,Број,Хуманистичке науке и умјетност,Уписани на магистарске студије,Ж,0
2020,Број,Услуге,Уписани на магистарске студије,Ж,0
2020,Број,Укупно,Уписани на мастер студије,Оба пола,2 430
2020,Број,"Природне науке, математика и статистика",Уписани на мастер студије,Оба пола,93
2020,Број,"Инжeњерство, производња и грађевинарство",Уписани на мастер студије,Оба пола,399
2020,Број,Информационе и комуникационе технологије,Уписани на мастер студије,Оба пола,117
2020,Број,Здравство и социјална заштита,Уписани на мастер студије,Оба пола,52
2020,Број,"Пољопривреда, шумарство, рибарство и ветеринарство",Уписани на мастер студије,Оба пола,216
2020,Број,"Друштвене науке, новинарство и информисање",Уписани на мастер студије,Оба пола,619
2020,Број,"Пословање, администрација и право",Уписани на мастер студије,Оба пола,216
2020,Број,Образовање,Уписани на мастер студије,Оба пола,381
2020,Број,Хуманистичке науке и умјетност,Уписани на мастер студије,Оба пола,328
2020,Број,Услуге,Уписани на мастер студије,Оба пола,9
2020,Број,Укупно,Уписани на мастер студије,M,1 036
2020,Број,"Природне науке, математика и статистика",Уписани на мастер студије,M,26
2020,Број,"Инжeњерство, производња и грађевинарство",Уписани на мастер студије,M,252
2020,Број,Информационе и комуникационе технологије,Уписани на мастер студије,M,82
2020,Број,Здравство и социјална заштита,Уписани на мастер студије,M,10
2020,Број,"Пољопривреда, шумарство, рибарство и ветеринарство",Уписани на мастер студије,M,119
2020,Број,"Друштвене науке, новинарство и информисање",Уписани на мастер студије,M,194
2020,Број,"Пословање, администрација и право",Уписани на мастер студије,M,79
2020,Број,Образовање,Уписани на мастер студије,M,129
2020,Број,Хуманистичке науке и умјетност,Уписани на мастер студије,M,142
2020,Број,Услуге,Уписани на мастер студије,M,3
2020,Број,Укупно,Уписани на мастер студије,Ж,1 394
2020,Број,"Природне науке, математика и статистика",Уписани на мастер студије,Ж,67
2020,Број,"Инжeњерство, производња и грађевинарство",Уписани на мастер студије,Ж,147
2020,Број,Информационе и комуникационе технологије,Уписани на мастер студије,Ж,35
2020,Број,Здравство и социјална заштита,Уписани на мастер студије,Ж,42
2020,Број,"Пољопривреда, шумарство, рибарство и ветеринарство",Уписани на мастер студије,Ж,97
2020,Број,"Друштвене науке, новинарство и информисање",Уписани на мастер студије,Ж,425
2020,Број,"Пословање, администрација и право",Уписани на мастер студије,Ж,137
2020,Број,Образовање,Уписани на мастер студије,Ж,252
2020,Број,Хуманистичке науке и умјетност,Уписани на мастер студије,Ж,186
2020,Број,Услуге,Уписани на мастер студије,Ж,6
2020,Број,Укупно,Уписани на специјалистичке студије,Оба пола,170
2020,Број,"Природне науке, математика и статистика",Уписани на специјалистичке студије,Оба пола,0
2020,Број,"Инжeњерство, производња и грађевинарство",Уписани на специјалистичке студије,Оба пола,0
2020,Број,Информационе и комуникационе технологије,Уписани на специјалистичке студије,Оба пола,0
2020,Број,Здравство и социјална заштита,Уписани на специјалистичке студије,Оба пола,170
2020,Број,"Пољопривреда, шумарство, рибарство и ветеринарство",Уписани на специјалистичке студије,Оба пола,0
2020,Број,"Друштвене науке, новинарство и информисање",Уписани на специјалистичке студије,Оба пола,0
2020,Број,"Пословање, администрација и право",Уписани на специјалистичке студије,Оба пола,0
2020,Број,Образовање,Уписани на специјалистичке студије,Оба пола,0
2020,Број,Хуманистичке науке и умјетност,Уписани на специјалистичке студије,Оба пола,0
2020,Број,Услуге,Уписани на специјалистичке студије,Оба пола,0
2020,Број,Укупно,Уписани на специјалистичке студије,M,39
2020,Број,"Природне науке, математика и статистика",Уписани на специјалистичке студије,M,0
2020,Број,"Инжeњерство, производња и грађевинарство",Уписани на специјалистичке студије,M,0
2020,Број,Информационе и комуникационе технологије,Уписани на специјалистичке студије,M,0
2020,Број,Здравство и социјална заштита,Уписани на специјалистичке студије,M,39
2020,Број,"Пољопривреда, шумарство, рибарство и ветеринарство",Уписани на специјалистичке студије,M,0
2020,Број,"Друштвене науке, новинарство и информисање",Уписани на специјалистичке студије,M,0
2020,Број,"Пословање, администрација и право",Уписани на специјалистичке студије,M,0
2020,Број,Образовање,Уписани на специјалистичке студије,M,0
2020,Број,Хуманистичке науке и умјетност,Уписани на специјалистичке студије,M,0
2020,Број,Услуге,Уписани на специјалистичке студије,M,0
2020,Број,Укупно,Уписани на специјалистичке студије,Ж,131
2020,Број,"Природне науке, математика и статистика",Уписани на специјалистичке студије,Ж,0
2020,Број,"Инжeњерство, производња и грађевинарство",Уписани на специјалистичке студије,Ж,0
2020,Број,Информационе и комуникационе технологије,Уписани на специјалистичке студије,Ж,0
2020,Број,Здравство и социјална заштита,Уписани на специјалистичке студије,Ж,131
2020,Број,"Пољопривреда, шумарство, рибарство и ветеринарство",Уписани на специјалистичке студије,Ж,0
2020,Број,"Друштвене науке, новинарство и информисање",Уписани на специјалистичке студије,Ж,0
2020,Број,"Пословање, администрација и право",Уписани на специјалистичке студије,Ж,0
2020,Број,Образовање,Уписани на специјалистичке студије,Ж,0
2020,Број,Хуманистичке науке и умјетност,Уписани на специјалистичке студије,Ж,0
2020,Број,Услуге,Уписани на специјалистичке студије,Ж,0
2020,Број,Укупно,Докторанти,Оба пола,184
2020,Број,"Природне науке, математика и статистика",Докторанти,Оба пола,12
2020,Број,"Инжeњерство, производња и грађевинарство",Докторанти,Оба пола,2
2020,Број,Информационе и комуникационе технологије,Докторанти,Оба пола,5
2020,Број,Здравство и социјална заштита,Докторанти,Оба пола,96
2020,Број,"Пољопривреда, шумарство, рибарство и ветеринарство",Докторанти,Оба пола,14
2020,Број,"Друштвене науке, новинарство и информисање",Докторанти,Оба пола,22
2020,Број,"Пословање, администрација и право",Докторанти,Оба пола,1
2020,Број,Образовање,Докторанти,Оба пола,8
2020,Број,Хуманистичке науке и умјетност,Докторанти,Оба пола,24
2020,Број,Услуге,Докторанти,Оба пола,0
2020,Број,Укупно,Докторанти,M,79
2020,Број,"Природне науке, математика и статистика",Докторанти,M,8
2020,Број,"Инжeњерство, производња и грађевинарство",Докторанти,M,1
2020,Број,Информационе и комуникационе технологије,Докторанти,M,3
2020,Број,Здравство и социјална заштита,Докторанти,M,35
2020,Број,"Пољопривреда, шумарство, рибарство и ветеринарство",Докторанти,M,9
2020,Број,"Друштвене науке, новинарство и информисање",Докторанти,M,12
2020,Број,"Пословање, администрација и право",Докторанти,M,0
2020,Број,Образовање,Докторанти,M,8
2020,Број,Хуманистичке науке и умјетност,Докторанти,M,3
2020,Број,Услуге,Докторанти,M,0
2020,Број,Укупно,Докторанти,Ж,105
2020,Број,"Природне науке, математика и статистика",Докторанти,Ж,4
2020,Број,"Инжeњерство, производња и грађевинарство",Докторанти,Ж,1
2020,Број,Информационе и комуникационе технологије,Докторанти,Ж,2
2020,Број,Здравство и социјална заштита,Докторанти,Ж,61
2020,Број,"Пољопривреда, шумарство, рибарство и ветеринарство",Докторанти,Ж,5
2020,Број,"Друштвене науке, новинарство и информисање",Докторанти,Ж,10
2020,Број,"Пословање, администрација и право",Докторанти,Ж,1
2020,Број,Образовање,Докторанти,Ж,0
2020,Број,Хуманистичке науке и умјетност,Докторанти,Ж,21
2020,Број,Услуге,Докторанти,Ж,0
