Year,UNIT_MEASURE,Administrativna oblast,Spol,Mother tounge,Value
2013,Broj,Ugljevik,Oba spola,croatian,14
2013,Broj,Ugljevik,M,croatian,1
2013,Broj,Ugljevik,Ž,croatian,13
2013,Broj,Foča,Oba spola,croatian,19
2013,Broj,Foča,M,croatian,3
2013,Broj,Foča,Ž,croatian,16
2013,Broj,Han Pijesak,Oba spola,croatian,3
2013,Broj,Han Pijesak,M,croatian,0
2013,Broj,Han Pijesak,Ž,croatian,3
2013,Broj,Čajniče,Oba spola,croatian,3
2013,Broj,Čajniče,M,croatian,0
2013,Broj,Čajniče,Ž,croatian,3
2013,Broj,Čelinac,Oba spola,croatian,15
2013,Broj,Čelinac,M,croatian,2
2013,Broj,Čelinac,Ž,croatian,13
2013,Broj,Šamac,Oba spola,croatian,2006
2013,Broj,Šamac,M,croatian,964
2013,Broj,Šamac,Ž,croatian,1042
2013,Broj,Šekovići,Oba spola,croatian,3
2013,Broj,Šekovići,M,croatian,0
2013,Broj,Šekovići,Ž,croatian,3
2013,Broj,Šipovo,Oba spola,croatian,11
2013,Broj,Šipovo,M,croatian,0
2013,Broj,Šipovo,Ž,croatian,11
2013,Broj,Republika Srpska,Oba spola,serbian,982480
2013,Broj,Republika Srpska,M,serbian,481743
2013,Broj,Republika Srpska,Ž,serbian,500737
2013,Broj,Grad Banja Luka,Oba spola,serbian,166022
2013,Broj,Grad Banja Luka,M,serbian,80369
2013,Broj,Grad Banja Luka,Ž,serbian,85653
2013,Broj,Berkovići,Oba spola,serbian,1875
2013,Broj,Berkovići,M,serbian,942
2013,Broj,Berkovići,Ž,serbian,933
2013,Broj,Grad Bijeljina,Oba spola,serbian,90547
2013,Broj,Grad Bijeljina,M,serbian,44290
2013,Broj,Grad Bijeljina,Ž,serbian,46257
2013,Broj,Bileća,Oba spola,serbian,10534
2013,Broj,Bileća,M,serbian,5307
2013,Broj,Bileća,Ž,serbian,5227
2013,Broj,Bratunac,Oba spola,serbian,11930
2013,Broj,Bratunac,M,serbian,5937
2013,Broj,Bratunac,Ž,serbian,5993
2013,Broj,Brod,Oba spola,serbian,11154
2013,Broj,Brod,M,serbian,5490
2013,Broj,Brod,Ž,serbian,5664
2013,Broj,Višegrad,Oba spola,serbian,8981
2013,Broj,Višegrad,M,serbian,4351
2013,Broj,Višegrad,Ž,serbian,4630
2013,Broj,Vlasenica,Oba spola,serbian,7160
2013,Broj,Vlasenica,M,serbian,3493
2013,Broj,Vlasenica,Ž,serbian,3667
2013,Broj,Vukosavlje,Oba spola,serbian,1471
2013,Broj,Vukosavlje,M,serbian,727
2013,Broj,Vukosavlje,Ž,serbian,744
2013,Broj,Gacko,Oba spola,serbian,8356
2013,Broj,Gacko,M,serbian,4234
2013,Broj,Gacko,Ž,serbian,4122
2013,Broj,Grad Gradiška,Oba spola,serbian,41393
2013,Broj,Grad Gradiška,M,serbian,20221
2013,Broj,Grad Gradiška,Ž,serbian,21172
2013,Broj,Grad Derventa,Oba spola,serbian,21749
2013,Broj,Grad Derventa,M,serbian,10593
2013,Broj,Grad Derventa,Ž,serbian,11156
2013,Broj,Grad Doboj,Oba spola,serbian,51338
2013,Broj,Grad Doboj,M,serbian,25045
2013,Broj,Grad Doboj,Ž,serbian,26293
2013,Broj,Donji Žabar,Oba spola,serbian,2652
2013,Broj,Donji Žabar,M,serbian,1345
2013,Broj,Donji Žabar,Ž,serbian,1307
2013,Broj,Grad Zvornik,Oba spola,serbian,37330
2013,Broj,Grad Zvornik,M,serbian,18483
2013,Broj,Grad Zvornik,Ž,serbian,18847
2013,Broj,Istočna Ilidža,Oba spola,serbian,13532
2013,Broj,Istočna Ilidža,M,serbian,6502
2013,Broj,Istočna Ilidža,Ž,serbian,7030
2013,Broj,Istočni Drvar,Oba spola,serbian,65
2013,Broj,Istočni Drvar,M,serbian,44
2013,Broj,Istočni Drvar,Ž,serbian,21
2013,Broj,Istočni Mostar,Oba spola,serbian,152
2013,Broj,Istočni Mostar,M,serbian,84
2013,Broj,Istočni Mostar,Ž,serbian,68
2013,Broj,Istočni Stari Grad,Oba spola,serbian,1063
2013,Broj,Istočni Stari Grad,M,serbian,521
2013,Broj,Istočni Stari Grad,Ž,serbian,542
2013,Broj,Istočno Novo Sarajevo,Oba spola,serbian,10078
2013,Broj,Istočno Novo Sarajevo,M,serbian,4805
2013,Broj,Istočno Novo Sarajevo,Ž,serbian,5273
2013,Broj,Jezero,Oba spola,serbian,782
2013,Broj,Jezero,M,serbian,412
2013,Broj,Jezero,Ž,serbian,370
2013,Broj,Kalinovik,Oba spola,serbian,1907
2013,Broj,Kalinovik,M,serbian,924
2013,Broj,Kalinovik,Ž,serbian,983
2013,Broj,Kneževo,Oba spola,serbian,8909
2013,Broj,Kneževo,M,serbian,4431
2013,Broj,Kneževo,Ž,serbian,4478
2013,Broj,Kozarska Dubica,Oba spola,serbian,18376
2013,Broj,Kozarska Dubica,M,serbian,9029
2013,Broj,Kozarska Dubica,Ž,serbian,9347
2013,Broj,Kostajnica,Oba spola,serbian,4175
2013,Broj,Kostajnica,M,serbian,2078
2013,Broj,Kostajnica,Ž,serbian,2097
2013,Broj,Kotor Varoš,Oba spola,serbian,12926
2013,Broj,Kotor Varoš,M,serbian,6387
2013,Broj,Kotor Varoš,Ž,serbian,6539
2013,Broj,Krupa Na Uni,Oba spola,serbian,1554
2013,Broj,Krupa Na Uni,M,serbian,840
2013,Broj,Krupa Na Uni,Ž,serbian,714
2013,Broj,Kupres,Oba spola,serbian,290
2013,Broj,Kupres,M,serbian,155
2013,Broj,Kupres,Ž,serbian,135
2013,Broj,Laktaši,Oba spola,serbian,33263
2013,Broj,Laktaši,M,serbian,16465
2013,Broj,Laktaši,Ž,serbian,16798
2013,Broj,Lopare,Oba spola,serbian,13299
2013,Broj,Lopare,M,serbian,6707
2013,Broj,Lopare,Ž,serbian,6592
2013,Broj,Ljubinje,Oba spola,serbian,3295
2013,Broj,Ljubinje,M,serbian,1623
2013,Broj,Ljubinje,Ž,serbian,1672
2013,Broj,Milići,Oba spola,serbian,6880
2013,Broj,Milići,M,serbian,3495
2013,Broj,Milići,Ž,serbian,3385
2013,Broj,Modriča,Oba spola,serbian,19633
2013,Broj,Modriča,M,serbian,9640
2013,Broj,Modriča,Ž,serbian,9993
2013,Broj,Mrkonjić Grad,Oba spola,serbian,15370
2013,Broj,Mrkonjić Grad,M,serbian,7392
2013,Broj,Mrkonjić Grad,Ž,serbian,7978
2013,Broj,Nevesinje,Oba spola,serbian,11987
2013,Broj,Nevesinje,M,serbian,5961
2013,Broj,Nevesinje,Ž,serbian,6026
2013,Broj,Novi Grad,Oba spola,serbian,19602
2013,Broj,Novi Grad,M,serbian,9805
2013,Broj,Novi Grad,Ž,serbian,9797
2013,Broj,Novo Goražde,Oba spola,serbian,1564
2013,Broj,Novo Goražde,M,serbian,823
2013,Broj,Novo Goražde,Ž,serbian,741
2013,Broj,Osmaci,Oba spola,serbian,2850
2013,Broj,Osmaci,M,serbian,1452
2013,Broj,Osmaci,Ž,serbian,1398
2013,Broj,Oštra Luka,Oba spola,serbian,2540
2013,Broj,Oštra Luka,M,serbian,1309
2013,Broj,Oštra Luka,Ž,serbian,1231
2013,Broj,Pale,Oba spola,serbian,20039
2013,Broj,Pale,M,serbian,9599
2013,Broj,Pale,Ž,serbian,10440
2013,Broj,Pelagićevo,Oba spola,serbian,3140
2013,Broj,Pelagićevo,M,serbian,1561
2013,Broj,Pelagićevo,Ž,serbian,1579
2013,Broj,Petrovac,Oba spola,serbian,353
2013,Broj,Petrovac,M,serbian,169
2013,Broj,Petrovac,Ž,serbian,184
2013,Broj,Petrovo,Oba spola,serbian,6252
2013,Broj,Petrovo,M,serbian,3020
2013,Broj,Petrovo,Ž,serbian,3232
2013,Broj,Grad Prijedor,Oba spola,serbian,55452
2013,Broj,Grad Prijedor,M,serbian,27205
2013,Broj,Grad Prijedor,Ž,serbian,28247
2013,Broj,Prnjavor,Oba spola,serbian,30213
2013,Broj,Prnjavor,M,serbian,14687
2013,Broj,Prnjavor,Ž,serbian,15526
2013,Broj,Ribnik,Oba spola,serbian,5830
2013,Broj,Ribnik,M,serbian,2891
2013,Broj,Ribnik,Ž,serbian,2939
2013,Broj,Rogatica,Oba spola,serbian,9233
2013,Broj,Rogatica,M,serbian,4508
2013,Broj,Rogatica,Ž,serbian,4725
2013,Broj,Rudo,Oba spola,serbian,6979
2013,Broj,Rudo,M,serbian,3527
2013,Broj,Rudo,Ž,serbian,3452
2013,Broj,Sokolac,Oba spola,serbian,10911
2013,Broj,Sokolac,M,serbian,5366
2013,Broj,Sokolac,Ž,serbian,5545
2013,Broj,Srbac,Oba spola,serbian,16269
2013,Broj,Srbac,M,serbian,7994
2013,Broj,Srbac,Ž,serbian,8275
2013,Broj,Srebrenica,Oba spola,serbian,5469
2013,Broj,Srebrenica,M,serbian,2745
2013,Broj,Srebrenica,Ž,serbian,2724
2013,Broj,Teslić,Oba spola,serbian,28458
2013,Broj,Teslić,M,serbian,13628
2013,Broj,Teslić,Ž,serbian,14830
2013,Broj,Grad Trebinje,Oba spola,serbian,26940
2013,Broj,Grad Trebinje,M,serbian,13155
2013,Broj,Grad Trebinje,Ž,serbian,13785
2013,Broj,Trnovo,Oba spola,serbian,1141
2013,Broj,Trnovo,M,serbian,537
2013,Broj,Trnovo,Ž,serbian,604
2013,Broj,Ugljevik,Oba spola,serbian,13052
2013,Broj,Ugljevik,M,serbian,6622
2013,Broj,Ugljevik,Ž,serbian,6430
2013,Broj,Foča,Oba spola,serbian,16299
2013,Broj,Foča,M,serbian,8200
2013,Broj,Foča,Ž,serbian,8099
2013,Broj,Han Pijesak,Oba spola,serbian,3002
2013,Broj,Han Pijesak,M,serbian,1415
2013,Broj,Han Pijesak,Ž,serbian,1587
2013,Broj,Čajniče,Oba spola,serbian,3820
2013,Broj,Čajniče,M,serbian,1898
2013,Broj,Čajniče,Ž,serbian,1922
2013,Broj,Čelinac,Oba spola,serbian,14622
2013,Broj,Čelinac,M,serbian,7247
2013,Broj,Čelinac,Ž,serbian,7375
2013,Broj,Šamac,Oba spola,serbian,12894
2013,Broj,Šamac,M,serbian,6289
2013,Broj,Šamac,Ž,serbian,6605
2013,Broj,Šekovići,Oba spola,serbian,6196
2013,Broj,Šekovići,M,serbian,3044
2013,Broj,Šekovići,Ž,serbian,3152
2013,Broj,Šipovo,Oba spola,serbian,9332
2013,Broj,Šipovo,M,serbian,4725
2013,Broj,Šipovo,Ž,serbian,4607
2013,Broj,Republika Srpska,Oba spola,Drugo,17824
2013,Broj,Republika Srpska,M,Drugo,8017
2013,Broj,Republika Srpska,Ž,Drugo,9807
2013,Broj,Grad Banja Luka,Oba spola,Drugo,5207
2013,Broj,Grad Banja Luka,M,Drugo,2214
2013,Broj,Grad Banja Luka,Ž,Drugo,2993
2013,Broj,Berkovići,Oba spola,Drugo,5
2013,Broj,Berkovići,M,Drugo,2
2013,Broj,Berkovići,Ž,Drugo,3
2013,Broj,Grad Bijeljina,Oba spola,Drugo,1418
2013,Broj,Grad Bijeljina,M,Drugo,673
2013,Broj,Grad Bijeljina,Ž,Drugo,745
2013,Broj,Bileća,Oba spola,Drugo,32
2013,Broj,Bileća,M,Drugo,18
2013,Broj,Bileća,Ž,Drugo,14
2013,Broj,Bratunac,Oba spola,Drugo,69
2013,Broj,Bratunac,M,Drugo,33
2013,Broj,Bratunac,Ž,Drugo,36
2013,Broj,Brod,Oba spola,Drugo,283
2013,Broj,Brod,M,Drugo,111
2013,Broj,Brod,Ž,Drugo,172
2013,Broj,Višegrad,Oba spola,Drugo,66
2013,Broj,Višegrad,M,Drugo,32
2013,Broj,Višegrad,Ž,Drugo,34
2013,Broj,Vlasenica,Oba spola,Drugo,89
2013,Broj,Vlasenica,M,Drugo,36
2013,Broj,Vlasenica,Ž,Drugo,53
2013,Broj,Vukosavlje,Oba spola,Drugo,116
2013,Broj,Vukosavlje,M,Drugo,68
2013,Broj,Vukosavlje,Ž,Drugo,48
2013,Broj,Gacko,Oba spola,Drugo,9
2013,Broj,Gacko,M,Drugo,5
2013,Broj,Gacko,Ž,Drugo,4
2013,Broj,Grad Gradiška,Oba spola,Drugo,1025
2013,Broj,Grad Gradiška,M,Drugo,481
2013,Broj,Grad Gradiška,Ž,Drugo,544
2013,Broj,Grad Derventa,Oba spola,Drugo,447
2013,Broj,Grad Derventa,M,Drugo,196
2013,Broj,Grad Derventa,Ž,Drugo,251
2013,Broj,Grad Doboj,Oba spola,Drugo,1380
2013,Broj,Grad Doboj,M,Drugo,644
2013,Broj,Grad Doboj,Ž,Drugo,736
2013,Broj,Donji Žabar,Oba spola,Drugo,15
2013,Broj,Donji Žabar,M,Drugo,4
2013,Broj,Donji Žabar,Ž,Drugo,11
2013,Broj,Grad Zvornik,Oba spola,Drugo,116
2013,Broj,Grad Zvornik,M,Drugo,48
2013,Broj,Grad Zvornik,Ž,Drugo,68
2013,Broj,Istočna Ilidža,Oba spola,Drugo,125
2013,Broj,Istočna Ilidža,M,Drugo,50
2013,Broj,Istočna Ilidža,Ž,Drugo,75
2013,Broj,Istočni Drvar,Oba spola,Drugo,0
2013,Broj,Istočni Drvar,M,Drugo,0
2013,Broj,Istočni Drvar,Ž,Drugo,0
2013,Broj,Istočni Mostar,Oba spola,Drugo,0
2013,Broj,Istočni Mostar,M,Drugo,0
2013,Broj,Istočni Mostar,Ž,Drugo,0
2013,Broj,Istočni Stari Grad,Oba spola,Drugo,6
2013,Broj,Istočni Stari Grad,M,Drugo,2
2013,Broj,Istočni Stari Grad,Ž,Drugo,4
2013,Broj,Istočno Novo Sarajevo,Oba spola,Drugo,199
2013,Broj,Istočno Novo Sarajevo,M,Drugo,86
2013,Broj,Istočno Novo Sarajevo,Ž,Drugo,113
2013,Broj,Jezero,Oba spola,Drugo,1
2013,Broj,Jezero,M,Drugo,1
2013,Broj,Jezero,Ž,Drugo,0
2013,Broj,Kalinovik,Oba spola,Drugo,11
2013,Broj,Kalinovik,M,Drugo,8
2013,Broj,Kalinovik,Ž,Drugo,3
2013,Broj,Kneževo,Oba spola,Drugo,30
2013,Broj,Kneževo,M,Drugo,8
2013,Broj,Kneževo,Ž,Drugo,22
2013,Broj,Kozarska Dubica,Oba spola,Drugo,209
2013,Broj,Kozarska Dubica,M,Drugo,89
2013,Broj,Kozarska Dubica,Ž,Drugo,120
2013,Broj,Kostajnica,Oba spola,Drugo,112
2013,Broj,Kostajnica,M,Drugo,51
2013,Broj,Kostajnica,Ž,Drugo,61
2013,Broj,Kotor Varoš,Oba spola,Drugo,181
2013,Broj,Kotor Varoš,M,Drugo,75
2013,Broj,Kotor Varoš,Ž,Drugo,106
2013,Broj,Krupa Na Uni,Oba spola,Drugo,0
2013,Broj,Krupa Na Uni,M,Drugo,0
2013,Broj,Krupa Na Uni,Ž,Drugo,0
2013,Broj,Kupres,Oba spola,Drugo,3
2013,Broj,Kupres,M,Drugo,2
2013,Broj,Kupres,Ž,Drugo,1
2013,Broj,Laktaši,Oba spola,Drugo,578
2013,Broj,Laktaši,M,Drugo,286
2013,Broj,Laktaši,Ž,Drugo,292
2013,Broj,Lopare,Oba spola,Drugo,28
2013,Broj,Lopare,M,Drugo,9
2013,Broj,Lopare,Ž,Drugo,19
2013,Broj,Ljubinje,Oba spola,Drugo,3
2013,Broj,Ljubinje,M,Drugo,1
2013,Broj,Ljubinje,Ž,Drugo,2
2013,Broj,Milići,Oba spola,Drugo,9
2013,Broj,Milići,M,Drugo,1
2013,Broj,Milići,Ž,Drugo,8
2013,Broj,Modriča,Oba spola,Drugo,470
2013,Broj,Modriča,M,Drugo,208
2013,Broj,Modriča,Ž,Drugo,262
2013,Broj,Mrkonjić Grad,Oba spola,Drugo,97
2013,Broj,Mrkonjić Grad,M,Drugo,52
2013,Broj,Mrkonjić Grad,Ž,Drugo,45
2013,Broj,Nevesinje,Oba spola,Drugo,17
2013,Broj,Nevesinje,M,Drugo,4
2013,Broj,Nevesinje,Ž,Drugo,13
2013,Broj,Novi Grad,Oba spola,Drugo,263
2013,Broj,Novi Grad,M,Drugo,108
2013,Broj,Novi Grad,Ž,Drugo,155
2013,Broj,Novo Goražde,Oba spola,Drugo,4
2013,Broj,Novo Goražde,M,Drugo,3
2013,Broj,Novo Goražde,Ž,Drugo,1
2013,Broj,Osmaci,Oba spola,Drugo,8
2013,Broj,Osmaci,M,Drugo,1
2013,Broj,Osmaci,Ž,Drugo,7
2013,Broj,Oštra Luka,Oba spola,Drugo,32
2013,Broj,Oštra Luka,M,Drugo,16
2013,Broj,Oštra Luka,Ž,Drugo,16
2013,Broj,Pale,Oba spola,Drugo,108
2013,Broj,Pale,M,Drugo,42
2013,Broj,Pale,Ž,Drugo,66
2013,Broj,Pelagićevo,Oba spola,Drugo,30
2013,Broj,Pelagićevo,M,Drugo,12
2013,Broj,Pelagićevo,Ž,Drugo,18
2013,Broj,Petrovac,Oba spola,Drugo,1
2013,Broj,Petrovac,M,Drugo,0
2013,Broj,Petrovac,Ž,Drugo,1
2013,Broj,Petrovo,Oba spola,Drugo,41
2013,Broj,Petrovo,M,Drugo,15
2013,Broj,Petrovo,Ž,Drugo,26
2013,Broj,Grad Prijedor,Oba spola,Drugo,1883
2013,Broj,Grad Prijedor,M,Drugo,879
2013,Broj,Grad Prijedor,Ž,Drugo,1004
2013,Broj,Prnjavor,Oba spola,Drugo,1131
2013,Broj,Prnjavor,M,Drugo,565
2013,Broj,Prnjavor,Ž,Drugo,566
2013,Broj,Ribnik,Oba spola,Drugo,13
2013,Broj,Ribnik,M,Drugo,5
2013,Broj,Ribnik,Ž,Drugo,8
2013,Broj,Rogatica,Oba spola,Drugo,35
2013,Broj,Rogatica,M,Drugo,17
2013,Broj,Rogatica,Ž,Drugo,18
2013,Broj,Rudo,Oba spola,Drugo,8
2013,Broj,Rudo,M,Drugo,3
2013,Broj,Rudo,Ž,Drugo,5
2013,Broj,Sokolac,Oba spola,Drugo,35
2013,Broj,Sokolac,M,Drugo,9
2013,Broj,Sokolac,Ž,Drugo,26
2013,Broj,Srbac,Oba spola,Drugo,180
2013,Broj,Srbac,M,Drugo,91
2013,Broj,Srbac,Ž,Drugo,89
2013,Broj,Srebrenica,Oba spola,Drugo,49
2013,Broj,Srebrenica,M,Drugo,32
2013,Broj,Srebrenica,Ž,Drugo,17
2013,Broj,Teslić,Oba spola,Drugo,864
2013,Broj,Teslić,M,Drugo,390
2013,Broj,Teslić,Ž,Drugo,474
2013,Broj,Grad Trebinje,Oba spola,Drugo,269
2013,Broj,Grad Trebinje,M,Drugo,101
2013,Broj,Grad Trebinje,Ž,Drugo,168
2013,Broj,Trnovo,Oba spola,Drugo,8
2013,Broj,Trnovo,M,Drugo,5
2013,Broj,Trnovo,Ž,Drugo,3
2013,Broj,Ugljevik,Oba spola,Drugo,36
2013,Broj,Ugljevik,M,Drugo,15
2013,Broj,Ugljevik,Ž,Drugo,21
2013,Broj,Foča,Oba spola,Drugo,63
2013,Broj,Foča,M,Drugo,35
2013,Broj,Foča,Ž,Drugo,28
2013,Broj,Han Pijesak,Oba spola,Drugo,7
2013,Broj,Han Pijesak,M,Drugo,6
2013,Broj,Han Pijesak,Ž,Drugo,1
2013,Broj,Čajniče,Oba spola,Drugo,12
2013,Broj,Čajniče,M,Drugo,6
2013,Broj,Čajniče,Ž,Drugo,6
2013,Broj,Čelinac,Oba spola,Drugo,74
2013,Broj,Čelinac,M,Drugo,26
2013,Broj,Čelinac,Ž,Drugo,48
2013,Broj,Šamac,Oba spola,Drugo,277
2013,Broj,Šamac,M,Drugo,116
2013,Broj,Šamac,Ž,Drugo,161
2013,Broj,Šekovići,Oba spola,Drugo,11
2013,Broj,Šekovići,M,Drugo,4
2013,Broj,Šekovići,Ž,Drugo,7
2013,Broj,Šipovo,Oba spola,Drugo,26
2013,Broj,Šipovo,M,Drugo,17
2013,Broj,Šipovo,Ž,Drugo,9
2013,Broj,Republika Srpska,Oba spola,Nepoznato,2502
2013,Broj,Republika Srpska,M,Nepoznato,1156
2013,Broj,Republika Srpska,Ž,Nepoznato,1346
2013,Broj,Grad Banja Luka,Oba spola,Nepoznato,411
2013,Broj,Grad Banja Luka,M,Nepoznato,189
2013,Broj,Grad Banja Luka,Ž,Nepoznato,222
2013,Broj,Berkovići,Oba spola,Nepoznato,2
2013,Broj,Berkovići,M,Nepoznato,0
2013,Broj,Berkovići,Ž,Nepoznato,2
2013,Broj,Grad Bijeljina,Oba spola,Nepoznato,124
2013,Broj,Grad Bijeljina,M,Nepoznato,51
2013,Broj,Grad Bijeljina,Ž,Nepoznato,73
2013,Broj,Bileća,Oba spola,Nepoznato,14
2013,Broj,Bileća,M,Nepoznato,7
2013,Broj,Bileća,Ž,Nepoznato,7
2013,Broj,Bratunac,Oba spola,Nepoznato,46
2013,Broj,Bratunac,M,Nepoznato,21
2013,Broj,Bratunac,Ž,Nepoznato,25
2013,Broj,Brod,Oba spola,Nepoznato,44
2013,Broj,Brod,M,Nepoznato,20
2013,Broj,Brod,Ž,Nepoznato,24
2013,Broj,Višegrad,Oba spola,Nepoznato,178
2013,Broj,Višegrad,M,Nepoznato,2
2013,Broj,Višegrad,Ž,Nepoznato,176
2013,Broj,Vlasenica,Oba spola,Nepoznato,29
2013,Broj,Vlasenica,M,Nepoznato,14
2013,Broj,Vlasenica,Ž,Nepoznato,15
2013,Broj,Vukosavlje,Oba spola,Nepoznato,15
2013,Broj,Vukosavlje,M,Nepoznato,2
2013,Broj,Vukosavlje,Ž,Nepoznato,13
2013,Broj,Gacko,Oba spola,Nepoznato,10
2013,Broj,Gacko,M,Nepoznato,2
2013,Broj,Gacko,Ž,Nepoznato,8
2013,Broj,Grad Gradiška,Oba spola,Nepoznato,85
2013,Broj,Grad Gradiška,M,Nepoznato,39
2013,Broj,Grad Gradiška,Ž,Nepoznato,46
2013,Broj,Grad Derventa,Oba spola,Nepoznato,74
2013,Broj,Grad Derventa,M,Nepoznato,33
2013,Broj,Grad Derventa,Ž,Nepoznato,41
2013,Broj,Grad Doboj,Oba spola,Nepoznato,178
2013,Broj,Grad Doboj,M,Nepoznato,70
2013,Broj,Grad Doboj,Ž,Nepoznato,108
2013,Broj,Donji Žabar,Oba spola,Nepoznato,6
2013,Broj,Donji Žabar,M,Nepoznato,4
2013,Broj,Donji Žabar,Ž,Nepoznato,2
2013,Broj,Grad Zvornik,Oba spola,Nepoznato,119
2013,Broj,Grad Zvornik,M,Nepoznato,52
2013,Broj,Grad Zvornik,Ž,Nepoznato,67
2013,Broj,Istočna Ilidža,Oba spola,Nepoznato,13
2013,Broj,Istočna Ilidža,M,Nepoznato,7
2013,Broj,Istočna Ilidža,Ž,Nepoznato,6
2013,Broj,Istočni Drvar,Oba spola,Nepoznato,0
2013,Broj,Istočni Drvar,M,Nepoznato,0
2013,Broj,Istočni Drvar,Ž,Nepoznato,0
2013,Broj,Istočni Mostar,Oba spola,Nepoznato,3
2013,Broj,Istočni Mostar,M,Nepoznato,1
2013,Broj,Istočni Mostar,Ž,Nepoznato,2
2013,Broj,Istočni Stari Grad,Oba spola,Nepoznato,2
2013,Broj,Istočni Stari Grad,M,Nepoznato,2
2013,Broj,Istočni Stari Grad,Ž,Nepoznato,0
2013,Broj,Istočno Novo Sarajevo,Oba spola,Nepoznato,9
2013,Broj,Istočno Novo Sarajevo,M,Nepoznato,2
2013,Broj,Istočno Novo Sarajevo,Ž,Nepoznato,7
2013,Broj,Jezero,Oba spola,Nepoznato,1
2013,Broj,Jezero,M,Nepoznato,1
2013,Broj,Jezero,Ž,Nepoznato,0
2013,Broj,Kalinovik,Oba spola,Nepoznato,4
2013,Broj,Kalinovik,M,Nepoznato,2
2013,Broj,Kalinovik,Ž,Nepoznato,2
2013,Broj,Kneževo,Oba spola,Nepoznato,8
2013,Broj,Kneževo,M,Nepoznato,4
2013,Broj,Kneževo,Ž,Nepoznato,4
2013,Broj,Kozarska Dubica,Oba spola,Nepoznato,23
2013,Broj,Kozarska Dubica,M,Nepoznato,10
2013,Broj,Kozarska Dubica,Ž,Nepoznato,13
2013,Broj,Kostajnica,Oba spola,Nepoznato,3
2013,Broj,Kostajnica,M,Nepoznato,1
2013,Broj,Kostajnica,Ž,Nepoznato,2
2013,Broj,Kotor Varoš,Oba spola,Nepoznato,23
2013,Broj,Kotor Varoš,M,Nepoznato,15
2013,Broj,Kotor Varoš,Ž,Nepoznato,8
2013,Broj,Krupa Na Uni,Oba spola,Nepoznato,0
2013,Broj,Krupa Na Uni,M,Nepoznato,0
2013,Broj,Krupa Na Uni,Ž,Nepoznato,0
2013,Broj,Kupres,Oba spola,Nepoznato,0
2013,Broj,Kupres,M,Nepoznato,0
2013,Broj,Kupres,Ž,Nepoznato,0
2013,Broj,Laktaši,Oba spola,Nepoznato,82
2013,Broj,Laktaši,M,Nepoznato,36
2013,Broj,Laktaši,Ž,Nepoznato,46
2013,Broj,Lopare,Oba spola,Nepoznato,24
2013,Broj,Lopare,M,Nepoznato,12
2013,Broj,Lopare,Ž,Nepoznato,12
2013,Broj,Ljubinje,Oba spola,Nepoznato,4
2013,Broj,Ljubinje,M,Nepoznato,2
2013,Broj,Ljubinje,Ž,Nepoznato,2
2013,Broj,Milići,Oba spola,Nepoznato,11
2013,Broj,Milići,M,Nepoznato,4
2013,Broj,Milići,Ž,Nepoznato,7
2013,Broj,Modriča,Oba spola,Nepoznato,133
2013,Broj,Modriča,M,Nepoznato,71
2013,Broj,Modriča,Ž,Nepoznato,62
2013,Broj,Mrkonjić Grad,Oba spola,Nepoznato,16
2013,Broj,Mrkonjić Grad,M,Nepoznato,7
2013,Broj,Mrkonjić Grad,Ž,Nepoznato,9
2013,Broj,Nevesinje,Oba spola,Nepoznato,17
2013,Broj,Nevesinje,M,Nepoznato,5
2013,Broj,Nevesinje,Ž,Nepoznato,12
2013,Broj,Novi Grad,Oba spola,Nepoznato,36
2013,Broj,Novi Grad,M,Nepoznato,20
2013,Broj,Novi Grad,Ž,Nepoznato,16
2013,Broj,Novo Goražde,Oba spola,Nepoznato,8
2013,Broj,Novo Goražde,M,Nepoznato,3
2013,Broj,Novo Goražde,Ž,Nepoznato,5
2013,Broj,Osmaci,Oba spola,Nepoznato,5
2013,Broj,Osmaci,M,Nepoznato,2
2013,Broj,Osmaci,Ž,Nepoznato,3
2013,Broj,Oštra Luka,Oba spola,Nepoznato,2
2013,Broj,Oštra Luka,M,Nepoznato,2
2013,Broj,Oštra Luka,Ž,Nepoznato,0
2013,Broj,Pale,Oba spola,Nepoznato,11
2013,Broj,Pale,M,Nepoznato,8
2013,Broj,Pale,Ž,Nepoznato,3
2013,Broj,Pelagićevo,Oba spola,Nepoznato,5
2013,Broj,Pelagićevo,M,Nepoznato,1
2013,Broj,Pelagićevo,Ž,Nepoznato,4
2013,Broj,Petrovac,Oba spola,Nepoznato,0
2013,Broj,Petrovac,M,Nepoznato,0
2013,Broj,Petrovac,Ž,Nepoznato,0
2013,Broj,Petrovo,Oba spola,Nepoznato,5
2013,Broj,Petrovo,M,Nepoznato,2
2013,Broj,Petrovo,Ž,Nepoznato,3
2013,Broj,Grad Prijedor,Oba spola,Nepoznato,394
2013,Broj,Grad Prijedor,M,Nepoznato,269
2013,Broj,Grad Prijedor,Ž,Nepoznato,125
2013,Broj,Prnjavor,Oba spola,Nepoznato,50
2013,Broj,Prnjavor,M,Nepoznato,20
2013,Broj,Prnjavor,Ž,Nepoznato,30
2013,Broj,Ribnik,Oba spola,Nepoznato,3
2013,Broj,Ribnik,M,Nepoznato,3
2013,Broj,Ribnik,Ž,Nepoznato,0
2013,Broj,Rogatica,Oba spola,Nepoznato,5
2013,Broj,Rogatica,M,Nepoznato,2
