Year,UNIT_MEASURE,Oпштина,Пол,Старост,Value
2013,Број,Доњи Жабар,Ж,60-64,122
2013,Број,Град Зворник,Укупно,60-64,3811
2013,Број,Град Зворник,M,60-64,1836
2013,Број,Град Зворник,Ж,60-64,1975
2013,Број,Источна Илиџа,Укупно,60-64,1160
2013,Број,Источна Илиџа,M,60-64,545
2013,Број,Источна Илиџа,Ж,60-64,615
2013,Број,Источни Дрвар,Укупно,60-64,11
2013,Број,Источни Дрвар,M,60-64,7
2013,Број,Источни Дрвар,Ж,60-64,4
2013,Број,Источни Мостар,Укупно,60-64,16
2013,Број,Источни Мостар,M,60-64,10
2013,Број,Источни Мостар,Ж,60-64,6
2013,Број,Источни Стари Град,Укупно,60-64,105
2013,Број,Источни Стари Град,M,60-64,46
2013,Број,Источни Стари Град,Ж,60-64,59
2013,Број,Источно Ново Сарајево,Укупно,60-64,710
2013,Број,Источно Ново Сарајево,M,60-64,329
2013,Број,Источно Ново Сарајево,Ж,60-64,381
2013,Број,Језеро,Укупно,60-64,69
2013,Број,Језеро,M,60-64,33
2013,Број,Језеро,Ж,60-64,36
2013,Број,Калиновик,Укупно,60-64,156
2013,Број,Калиновик,M,60-64,80
2013,Број,Калиновик,Ж,60-64,76
2013,Број,Кнежево,Укупно,60-64,720
2013,Број,Кнежево,M,60-64,329
2013,Број,Кнежево,Ж,60-64,391
2013,Број,Козарска Дубица,Укупно,60-64,1557
2013,Број,Козарска Дубица,M,60-64,760
2013,Број,Козарска Дубица,Ж,60-64,797
2013,Број,Костајница,Укупно,60-64,417
2013,Број,Костајница,M,60-64,205
2013,Број,Костајница,Ж,60-64,212
2013,Број,Котор Варош,Укупно,60-64,1149
2013,Број,Котор Варош,M,60-64,547
2013,Број,Котор Варош,Ж,60-64,602
2013,Број,Крупа на Уни,Укупно,60-64,110
2013,Број,Крупа на Уни,M,60-64,55
2013,Број,Крупа на Уни,Ж,60-64,55
2013,Број,Купрес,Укупно,60-64,13
2013,Број,Купрес,M,60-64,5
2013,Број,Купрес,Ж,60-64,8
2013,Број,Лакташи,Укупно,60-64,2396
2013,Број,Лакташи,M,60-64,1167
2013,Број,Лакташи,Ж,60-64,1229
2013,Број,Лопаре,Укупно,60-64,1102
2013,Број,Лопаре,M,60-64,570
2013,Број,Лопаре,Ж,60-64,532
2013,Број,Љубиње,Укупно,60-64,249
2013,Број,Љубиње,M,60-64,125
2013,Број,Љубиње,Ж,60-64,124
2013,Број,Милићи,Укупно,60-64,796
2013,Број,Милићи,M,60-64,379
2013,Број,Милићи,Ж,60-64,417
2013,Број,Модрича,Укупно,60-64,1834
2013,Број,Модрича,M,60-64,879
2013,Број,Модрича,Ж,60-64,955
2013,Број,Мркоњић Град,Укупно,60-64,1359
2013,Број,Мркоњић Град,M,60-64,660
2013,Број,Мркоњић Град,Ж,60-64,699
2013,Број,Невесиње,Укупно,60-64,914
2013,Број,Невесиње,M,60-64,428
2013,Број,Невесиње,Ж,60-64,486
2013,Број,Нови Град,Укупно,60-64,1869
2013,Број,Нови Град,M,60-64,924
2013,Број,Нови Град,Ж,60-64,945
2013,Број,Ново Горажде,Укупно,60-64,283
2013,Број,Ново Горажде,M,60-64,146
2013,Број,Ново Горажде,Ж,60-64,137
2013,Број,Осмаци,Укупно,60-64,378
2013,Број,Осмаци,M,60-64,174
2013,Број,Осмаци,Ж,60-64,204
2013,Број,Оштра Лука,Укупно,60-64,201
2013,Број,Оштра Лука,M,60-64,112
2013,Број,Оштра Лука,Ж,60-64,89
2013,Број,Пале,Укупно,60-64,1487
2013,Број,Пале,M,60-64,706
2013,Број,Пале,Ж,60-64,781
2013,Број,Пелагићево,Укупно,60-64,374
2013,Број,Пелагићево,M,60-64,187
2013,Број,Пелагићево,Ж,60-64,187
2013,Број,Петровац,Укупно,60-64,27
2013,Број,Петровац,M,60-64,12
2013,Број,Петровац,Ж,60-64,15
2013,Број,Петрово,Укупно,60-64,499
2013,Број,Петрово,M,60-64,241
2013,Број,Петрово,Ж,60-64,258
2013,Број,Град Приједор,Укупно,60-64,5930
2013,Број,Град Приједор,M,60-64,2766
2013,Број,Град Приједор,Ж,60-64,3164
2013,Број,Прњавор,Укупно,60-64,2548
2013,Број,Прњавор,M,60-64,1213
2013,Број,Прњавор,Ж,60-64,1335
2013,Број,Рибник,Укупно,60-64,522
2013,Број,Рибник,M,60-64,239
2013,Број,Рибник,Ж,60-64,283
2013,Број,Рогатица,Укупно,60-64,843
2013,Број,Рогатица,M,60-64,403
2013,Број,Рогатица,Ж,60-64,440
2013,Број,Рудо,Укупно,60-64,632
2013,Број,Рудо,M,60-64,318
2013,Број,Рудо,Ж,60-64,314
2013,Број,Соколац,Укупно,60-64,955
2013,Број,Соколац,M,60-64,445
2013,Број,Соколац,Ж,60-64,510
2013,Број,Србац,Укупно,60-64,1300
2013,Број,Србац,M,60-64,638
2013,Број,Србац,Ж,60-64,662
2013,Број,Сребреница,Укупно,60-64,888
2013,Број,Сребреница,M,60-64,390
2013,Број,Сребреница,Ж,60-64,498
2013,Број,Теслић,Укупно,60-64,2763
2013,Број,Теслић,M,60-64,1279
2013,Број,Теслић,Ж,60-64,1484
2013,Број,Град Требиње,Укупно,60-64,2078
2013,Број,Град Требиње,M,60-64,990
2013,Број,Град Требиње,Ж,60-64,1088
2013,Број,Трново,Укупно,60-64,168
2013,Број,Трново,M,60-64,79
2013,Број,Трново,Ж,60-64,89
2013,Број,Угљевик,Укупно,60-64,993
2013,Број,Угљевик,M,60-64,523
2013,Број,Угљевик,Ж,60-64,470
2013,Број,Фоча,Укупно,60-64,1282
2013,Број,Фоча,M,60-64,617
2013,Број,Фоча,Ж,60-64,665
2013,Број,Хан Пијесак,Укупно,60-64,272
2013,Број,Хан Пијесак,M,60-64,131
2013,Број,Хан Пијесак,Ж,60-64,141
2013,Број,Чајниче,Укупно,60-64,365
2013,Број,Чајниче,M,60-64,178
2013,Број,Чајниче,Ж,60-64,187
2013,Број,Челинац,Укупно,60-64,1015
2013,Број,Челинац,M,60-64,499
2013,Број,Челинац,Ж,60-64,516
2013,Број,Шамац,Укупно,60-64,1300
2013,Број,Шамац,M,60-64,582
2013,Број,Шамац,Ж,60-64,718
2013,Број,Шековићи,Укупно,60-64,550
2013,Број,Шековићи,M,60-64,249
2013,Број,Шековићи,Ж,60-64,301
2013,Број,Шипово,Укупно,60-64,779
2013,Број,Шипово,M,60-64,380
2013,Број,Шипово,Ж,60-64,399
2013,Број,Град Бања Лука,Укупно,65-69,8896
2013,Број,Град Бања Лука,M,65-69,4146
2013,Број,Град Бања Лука,Ж,65-69,4750
2013,Број,Берковићи,Укупно,65-69,123
2013,Број,Берковићи,M,65-69,53
2013,Број,Берковићи,Ж,65-69,70
2013,Број,Град Бијељина,Укупно,65-69,5241
2013,Број,Град Бијељина,M,65-69,2436
2013,Број,Град Бијељина,Ж,65-69,2805
2013,Број,Билећа,Укупно,65-69,548
2013,Број,Билећа,M,65-69,236
2013,Број,Билећа,Ж,65-69,312
2013,Број,Братунац,Укупно,65-69,789
2013,Број,Братунац,M,65-69,339
2013,Број,Братунац,Ж,65-69,450
2013,Број,Брод,Укупно,65-69,852
2013,Број,Брод,M,65-69,380
2013,Број,Брод,Ж,65-69,472
2013,Број,Вишеград,Укупно,65-69,591
2013,Број,Вишеград,M,65-69,265
2013,Број,Вишеград,Ж,65-69,326
2013,Број,Власеница,Укупно,65-69,411
2013,Број,Власеница,M,65-69,180
2013,Број,Власеница,Ж,65-69,231
2013,Број,Вукосавље,Укупно,65-69,236
2013,Број,Вукосавље,M,65-69,91
2013,Број,Вукосавље,Ж,65-69,145
2013,Број,Гацко,Укупно,65-69,362
2013,Број,Гацко,M,65-69,165
2013,Број,Гацко,Ж,65-69,197
2013,Број,Град Градишка,Укупно,65-69,2768
2013,Број,Град Градишка,M,65-69,1290
2013,Број,Град Градишка,Ж,65-69,1478
2013,Број,Град Дервента,Укупно,65-69,1520
2013,Број,Град Дервента,M,65-69,686
2013,Број,Град Дервента,Ж,65-69,834
2013,Број,Град Добој,Укупно,65-69,3701
2013,Број,Град Добој,M,65-69,1673
2013,Број,Град Добој,Ж,65-69,2028
2013,Број,Доњи Жабар,Укупно,65-69,213
2013,Број,Доњи Жабар,M,65-69,91
2013,Број,Доњи Жабар,Ж,65-69,122
2013,Број,Град Зворник,Укупно,65-69,2357
2013,Број,Град Зворник,M,65-69,1066
2013,Број,Град Зворник,Ж,65-69,1291
2013,Број,Источна Илиџа,Укупно,65-69,708
2013,Број,Источна Илиџа,M,65-69,295
2013,Број,Источна Илиџа,Ж,65-69,413
2013,Број,Источни Дрвар,Укупно,65-69,1
2013,Број,Источни Дрвар,M,65-69,0
2013,Број,Источни Дрвар,Ж,65-69,1
2013,Број,Источни Мостар,Укупно,65-69,9
2013,Број,Источни Мостар,M,65-69,4
2013,Број,Источни Мостар,Ж,65-69,5
2013,Број,Источни Стари Град,Укупно,65-69,82
2013,Број,Источни Стари Град,M,65-69,37
2013,Број,Источни Стари Град,Ж,65-69,45
2013,Број,Источно Ново Сарајево,Укупно,65-69,490
2013,Број,Источно Ново Сарајево,M,65-69,204
2013,Број,Источно Ново Сарајево,Ж,65-69,286
2013,Број,Језеро,Укупно,65-69,41
2013,Број,Језеро,M,65-69,22
2013,Број,Језеро,Ж,65-69,19
2013,Број,Калиновик,Укупно,65-69,124
2013,Број,Калиновик,M,65-69,52
2013,Број,Калиновик,Ж,65-69,72
2013,Број,Кнежево,Укупно,65-69,564
2013,Број,Кнежево,M,65-69,259
2013,Број,Кнежево,Ж,65-69,305
2013,Број,Козарска Дубица,Укупно,65-69,901
2013,Број,Козарска Дубица,M,65-69,409
2013,Број,Козарска Дубица,Ж,65-69,492
2013,Број,Костајница,Укупно,65-69,243
2013,Број,Костајница,M,65-69,122
2013,Број,Костајница,Ж,65-69,121
2013,Број,Котор Варош,Укупно,65-69,846
2013,Број,Котор Варош,M,65-69,353
2013,Број,Котор Варош,Ж,65-69,493
2013,Број,Крупа на Уни,Укупно,65-69,89
2013,Број,Крупа на Уни,M,65-69,51
2013,Број,Крупа на Уни,Ж,65-69,38
2013,Број,Купрес,Укупно,65-69,28
2013,Број,Купрес,M,65-69,13
2013,Број,Купрес,Ж,65-69,15
2013,Број,Лакташи,Укупно,65-69,1650
2013,Број,Лакташи,M,65-69,808
2013,Број,Лакташи,Ж,65-69,842
2013,Број,Лопаре,Укупно,65-69,770
2013,Број,Лопаре,M,65-69,365
2013,Број,Лопаре,Ж,65-69,405
2013,Број,Љубиње,Укупно,65-69,140
2013,Број,Љубиње,M,65-69,57
2013,Број,Љубиње,Ж,65-69,83
2013,Број,Милићи,Укупно,65-69,375
2013,Број,Милићи,M,65-69,177
2013,Број,Милићи,Ж,65-69,198
2013,Број,Модрича,Укупно,65-69,1438
2013,Број,Модрича,M,65-69,676
2013,Број,Модрича,Ж,65-69,762
2013,Број,Мркоњић Град,Укупно,65-69,989
2013,Број,Мркоњић Град,M,65-69,443
2013,Број,Мркоњић Град,Ж,65-69,546
2013,Број,Невесиње,Укупно,65-69,611
2013,Број,Невесиње,M,65-69,241
2013,Број,Невесиње,Ж,65-69,370
2013,Број,Нови Град,Укупно,65-69,1281
2013,Број,Нови Град,M,65-69,567
2013,Број,Нови Град,Ж,65-69,714
2013,Број,Ново Горажде,Укупно,65-69,144
2013,Број,Ново Горажде,M,65-69,80
2013,Број,Ново Горажде,Ж,65-69,64
2013,Број,Осмаци,Укупно,65-69,248
2013,Број,Осмаци,M,65-69,124
2013,Број,Осмаци,Ж,65-69,124
2013,Број,Оштра Лука,Укупно,65-69,137
2013,Број,Оштра Лука,M,65-69,59
2013,Број,Оштра Лука,Ж,65-69,78
2013,Број,Пале,Укупно,65-69,907
2013,Број,Пале,M,65-69,385
2013,Број,Пале,Ж,65-69,522
2013,Број,Пелагићево,Укупно,65-69,342
2013,Број,Пелагићево,M,65-69,157
2013,Број,Пелагићево,Ж,65-69,185
2013,Број,Петровац,Укупно,65-69,21
2013,Број,Петровац,M,65-69,9
2013,Број,Петровац,Ж,65-69,12
2013,Број,Петрово,Укупно,65-69,361
2013,Број,Петрово,M,65-69,141
2013,Број,Петрово,Ж,65-69,220
2013,Број,Град Приједор,Укупно,65-69,4100
2013,Број,Град Приједор,M,65-69,1922
2013,Број,Град Приједор,Ж,65-69,2178
2013,Број,Прњавор,Укупно,65-69,2096
2013,Број,Прњавор,M,65-69,946
2013,Број,Прњавор,Ж,65-69,1150
2013,Број,Рибник,Укупно,65-69,400
2013,Број,Рибник,M,65-69,181
2013,Број,Рибник,Ж,65-69,219
2013,Број,Рогатица,Укупно,65-69,494
2013,Број,Рогатица,M,65-69,215
2013,Број,Рогатица,Ж,65-69,279
2013,Број,Рудо,Укупно,65-69,477
2013,Број,Рудо,M,65-69,225
2013,Број,Рудо,Ж,65-69,252
2013,Број,Соколац,Укупно,65-69,574
2013,Број,Соколац,M,65-69,253
2013,Број,Соколац,Ж,65-69,321
2013,Број,Србац,Укупно,65-69,996
2013,Број,Србац,M,65-69,481
2013,Број,Србац,Ж,65-69,515
2013,Број,Сребреница,Укупно,65-69,525
2013,Број,Сребреница,M,65-69,211
2013,Број,Сребреница,Ж,65-69,314
2013,Број,Теслић,Укупно,65-69,2067
2013,Број,Теслић,M,65-69,879
2013,Број,Теслић,Ж,65-69,1188
2013,Број,Град Требиње,Укупно,65-69,1349
2013,Број,Град Требиње,M,65-69,607
2013,Број,Град Требиње,Ж,65-69,742
2013,Број,Трново,Укупно,65-69,117
2013,Број,Трново,M,65-69,37
2013,Број,Трново,Ж,65-69,80
2013,Број,Угљевик,Укупно,65-69,695
2013,Број,Угљевик,M,65-69,349
2013,Број,Угљевик,Ж,65-69,346
2013,Број,Фоча,Укупно,65-69,900
2013,Број,Фоча,M,65-69,405
2013,Број,Фоча,Ж,65-69,495
2013,Број,Хан Пијесак,Укупно,65-69,194
2013,Број,Хан Пијесак,M,65-69,70
2013,Број,Хан Пијесак,Ж,65-69,124
2013,Број,Чајниче,Укупно,65-69,264
2013,Број,Чајниче,M,65-69,114
2013,Број,Чајниче,Ж,65-69,150
2013,Број,Челинац,Укупно,65-69,721
2013,Број,Челинац,M,65-69,329
2013,Број,Челинац,Ж,65-69,392
2013,Број,Шамац,Укупно,65-69,1039
2013,Број,Шамац,M,65-69,483
2013,Број,Шамац,Ж,65-69,556
2013,Број,Шековићи,Укупно,65-69,391
2013,Број,Шековићи,M,65-69,183
2013,Број,Шековићи,Ж,65-69,208
2013,Број,Шипово,Укупно,65-69,526
2013,Број,Шипово,M,65-69,240
2013,Број,Шипово,Ж,65-69,286
2013,Број,Град Бања Лука,Укупно,70-74,7288
2013,Број,Град Бања Лука,M,70-74,3115
2013,Број,Град Бања Лука,Ж,70-74,4173
2013,Број,Берковићи,Укупно,70-74,141
2013,Број,Берковићи,M,70-74,54
2013,Број,Берковићи,Ж,70-74,87
2013,Број,Град Бијељина,Укупно,70-74,4695
2013,Број,Град Бијељина,M,70-74,2030
2013,Број,Град Бијељина,Ж,70-74,2665
2013,Број,Билећа,Укупно,70-74,521
2013,Број,Билећа,M,70-74,226
2013,Број,Билећа,Ж,70-74,295
2013,Број,Братунац,Укупно,70-74,627
2013,Број,Братунац,M,70-74,243
2013,Број,Братунац,Ж,70-74,384
2013,Број,Брод,Укупно,70-74,777
2013,Број,Брод,M,70-74,323
2013,Број,Брод,Ж,70-74,454
2013,Број,Вишеград,Укупно,70-74,556
2013,Број,Вишеград,M,70-74,223
2013,Број,Вишеград,Ж,70-74,333
2013,Број,Власеница,Укупно,70-74,339
2013,Број,Власеница,M,70-74,133
2013,Број,Власеница,Ж,70-74,206
2013,Број,Вукосавље,Укупно,70-74,239
2013,Број,Вукосавље,M,70-74,113
2013,Број,Вукосавље,Ж,70-74,126
2013,Број,Гацко,Укупно,70-74,372
2013,Број,Гацко,M,70-74,161
2013,Број,Гацко,Ж,70-74,211
2013,Број,Град Градишка,Укупно,70-74,2333
2013,Број,Град Градишка,M,70-74,1026
2013,Број,Град Градишка,Ж,70-74,1307
2013,Број,Град Дервента,Укупно,70-74,1411
2013,Број,Град Дервента,M,70-74,614
2013,Број,Град Дервента,Ж,70-74,797
2013,Број,Град Добој,Укупно,70-74,3637
2013,Број,Град Добој,M,70-74,1586
2013,Број,Град Добој,Ж,70-74,2051
2013,Број,Доњи Жабар,Укупно,70-74,223
2013,Број,Доњи Жабар,M,70-74,97
2013,Број,Доњи Жабар,Ж,70-74,126
2013,Број,Град Зворник,Укупно,70-74,1993
2013,Број,Град Зворник,M,70-74,843
2013,Број,Град Зворник,Ж,70-74,1150
2013,Број,Источна Илиџа,Укупно,70-74,595
2013,Број,Источна Илиџа,M,70-74,247
2013,Број,Источна Илиџа,Ж,70-74,348
2013,Број,Источни Дрвар,Укупно,70-74,2
2013,Број,Источни Дрвар,M,70-74,1
2013,Број,Источни Дрвар,Ж,70-74,1
2013,Број,Источни Мостар,Укупно,70-74,24
2013,Број,Источни Мостар,M,70-74,10
2013,Број,Источни Мостар,Ж,70-74,14
2013,Број,Источни Стари Град,Укупно,70-74,77
2013,Број,Источни Стари Град,M,70-74,33
2013,Број,Источни Стари Град,Ж,70-74,44
2013,Број,Источно Ново Сарајево,Укупно,70-74,484
2013,Број,Источно Ново Сарајево,M,70-74,196
2013,Број,Источно Ново Сарајево,Ж,70-74,288
2013,Број,Језеро,Укупно,70-74,42
2013,Број,Језеро,M,70-74,17
2013,Број,Језеро,Ж,70-74,25
2013,Број,Калиновик,Укупно,70-74,144
2013,Број,Калиновик,M,70-74,53
2013,Број,Калиновик,Ж,70-74,91
2013,Број,Кнежево,Укупно,70-74,468
2013,Број,Кнежево,M,70-74,212
2013,Број,Кнежево,Ж,70-74,256
2013,Број,Козарска Дубица,Укупно,70-74,1079
2013,Број,Козарска Дубица,M,70-74,427
2013,Број,Козарска Дубица,Ж,70-74,652
2013,Број,Костајница,Укупно,70-74,245
2013,Број,Костајница,M,70-74,107
2013,Број,Костајница,Ж,70-74,138
2013,Број,Котор Варош,Укупно,70-74,682
2013,Број,Котор Варош,M,70-74,293
2013,Број,Котор Варош,Ж,70-74,389
2013,Број,Крупа на Уни,Укупно,70-74,99
2013,Број,Крупа на Уни,M,70-74,42
2013,Број,Крупа на Уни,Ж,70-74,57
2013,Број,Купрес,Укупно,70-74,44
2013,Број,Купрес,M,70-74,18
2013,Број,Купрес,Ж,70-74,26
2013,Број,Лакташи,Укупно,70-74,1495
2013,Број,Лакташи,M,70-74,678
2013,Број,Лакташи,Ж,70-74,817
2013,Број,Лопаре,Укупно,70-74,716
2013,Број,Лопаре,M,70-74,298
2013,Број,Лопаре,Ж,70-74,418
2013,Број,Љубиње,Укупно,70-74,161
2013,Број,Љубиње,M,70-74,68
2013,Број,Љубиње,Ж,70-74,93
2013,Број,Милићи,Укупно,70-74,255
2013,Број,Милићи,M,70-74,104
2013,Број,Милићи,Ж,70-74,151
2013,Број,Модрича,Укупно,70-74,1300
2013,Број,Модрича,M,70-74,574
2013,Број,Модрича,Ж,70-74,726
2013,Број,Мркоњић Град,Укупно,70-74,787
2013,Број,Мркоњић Град,M,70-74,341
2013,Број,Мркоњић Град,Ж,70-74,446
2013,Број,Невесиње,Укупно,70-74,675
2013,Број,Невесиње,M,70-74,273
2013,Број,Невесиње,Ж,70-74,402
2013,Број,Нови Град,Укупно,70-74,1222
2013,Број,Нови Град,M,70-74,532
2013,Број,Нови Град,Ж,70-74,690
2013,Број,Ново Горажде,Укупно,70-74,131
2013,Број,Ново Горажде,M,70-74,50
2013,Број,Ново Горажде,Ж,70-74,81
2013,Број,Осмаци,Укупно,70-74,206
2013,Број,Осмаци,M,70-74,94
2013,Број,Осмаци,Ж,70-74,112
2013,Број,Оштра Лука,Укупно,70-74,168
2013,Број,Оштра Лука,M,70-74,63
2013,Број,Оштра Лука,Ж,70-74,105
2013,Број,Пале,Укупно,70-74,951
2013,Број,Пале,M,70-74,388
2013,Број,Пале,Ж,70-74,563
2013,Број,Пелагићево,Укупно,70-74,326
2013,Број,Пелагићево,M,70-74,133
2013,Број,Пелагићево,Ж,70-74,193
2013,Број,Петровац,Укупно,70-74,25
2013,Број,Петровац,M,70-74,9
2013,Број,Петровац,Ж,70-74,16
2013,Број,Петрово,Укупно,70-74,424
2013,Број,Петрово,M,70-74,180
2013,Број,Петрово,Ж,70-74,244
2013,Број,Град Приједор,Укупно,70-74,4031
2013,Број,Град Приједор,M,70-74,1686
2013,Број,Град Приједор,Ж,70-74,2345
2013,Број,Прњавор,Укупно,70-74,2020
2013,Број,Прњавор,M,70-74,906
2013,Број,Прњавор,Ж,70-74,1114
2013,Број,Рибник,Укупно,70-74,366
2013,Број,Рибник,M,70-74,148
2013,Број,Рибник,Ж,70-74,218
2013,Број,Рогатица,Укупно,70-74,594
2013,Број,Рогатица,M,70-74,259
2013,Број,Рогатица,Ж,70-74,335
2013,Број,Рудо,Укупно,70-74,440
2013,Број,Рудо,M,70-74,194
2013,Број,Рудо,Ж,70-74,246
2013,Број,Соколац,Укупно,70-74,533
2013,Број,Соколац,M,70-74,244
2013,Број,Соколац,Ж,70-74,289
2013,Број,Србац,Укупно,70-74,979
2013,Број,Србац,M,70-74,453
2013,Број,Србац,Ж,70-74,526
2013,Број,Сребреница,Укупно,70-74,454
2013,Број,Сребреница,M,70-74,158
2013,Број,Сребреница,Ж,70-74,296
2013,Број,Теслић,Укупно,70-74,1850
2013,Број,Теслић,M,70-74,771
2013,Број,Теслић,Ж,70-74,1079
2013,Број,Град Требиње,Укупно,70-74,1348
2013,Број,Град Требиње,M,70-74,573
2013,Број,Град Требиње,Ж,70-74,775
2013,Број,Трново,Укупно,70-74,121
2013,Број,Трново,M,70-74,46
2013,Број,Трново,Ж,70-74,75
2013,Број,Угљевик,Укупно,70-74,669
2013,Број,Угљевик,M,70-74,302
2013,Број,Угљевик,Ж,70-74,367
2013,Број,Фоча,Укупно,70-74,1032
2013,Број,Фоча,M,70-74,412
2013,Број,Фоча,Ж,70-74,620
2013,Број,Хан Пијесак,Укупно,70-74,182
2013,Број,Хан Пијесак,M,70-74,70
2013,Број,Хан Пијесак,Ж,70-74,112
2013,Број,Чајниче,Укупно,70-74,252
2013,Број,Чајниче,M,70-74,96
2013,Број,Чајниче,Ж,70-74,156
2013,Број,Челинац,Укупно,70-74,638
2013,Број,Челинац,M,70-74,275
2013,Број,Челинац,Ж,70-74,363
2013,Број,Шамац,Укупно,70-74,972
2013,Број,Шамац,M,70-74,410
2013,Број,Шамац,Ж,70-74,562
2013,Број,Шековићи,Укупно,70-74,277
2013,Број,Шековићи,M,70-74,121
2013,Број,Шековићи,Ж,70-74,156
2013,Број,Шипово,Укупно,70-74,411
2013,Број,Шипово,M,70-74,173
2013,Број,Шипово,Ж,70-74,238
2013,Број,Град Бања Лука,Укупно,75-79,6258
2013,Број,Град Бања Лука,M,75-79,2605
2013,Број,Град Бања Лука,Ж,75-79,3653
2013,Број,Берковићи,Укупно,75-79,129
2013,Број,Берковићи,M,75-79,57
2013,Број,Берковићи,Ж,75-79,72
2013,Број,Град Бијељина,Укупно,75-79,4195
2013,Број,Град Бијељина,M,75-79,1774
2013,Број,Град Бијељина,Ж,75-79,2421
2013,Број,Билећа,Укупно,75-79,449
2013,Број,Билећа,M,75-79,183
2013,Број,Билећа,Ж,75-79,266
2013,Број,Братунац,Укупно,75-79,521
2013,Број,Братунац,M,75-79,167
2013,Број,Братунац,Ж,75-79,354
2013,Број,Брод,Укупно,75-79,578
2013,Број,Брод,M,75-79,208
2013,Број,Брод,Ж,75-79,370
2013,Број,Вишеград,Укупно,75-79,538
2013,Број,Вишеград,M,75-79,204
2013,Број,Вишеград,Ж,75-79,334
2013,Број,Власеница,Укупно,75-79,298
2013,Број,Власеница,M,75-79,102
2013,Број,Власеница,Ж,75-79,196
2013,Број,Вукосавље,Укупно,75-79,196
2013,Број,Вукосавље,M,75-79,75
2013,Број,Вукосавље,Ж,75-79,121
2013,Број,Гацко,Укупно,75-79,352
2013,Број,Гацко,M,75-79,141
2013,Број,Гацко,Ж,75-79,211
2013,Број,Град Градишка,Укупно,75-79,2050
2013,Број,Град Градишка,M,75-79,806
2013,Број,Град Градишка,Ж,75-79,1244
2013,Број,Град Дервента,Укупно,75-79,1176
2013,Број,Град Дервента,M,75-79,457
2013,Број,Град Дервента,Ж,75-79,719
2013,Број,Град Добој,Укупно,75-79,2914
2013,Број,Град Добој,M,75-79,1161
2013,Број,Град Добој,Ж,75-79,1753
2013,Број,Доњи Жабар,Укупно,75-79,190
2013,Број,Доњи Жабар,M,75-79,82
2013,Број,Доњи Жабар,Ж,75-79,108
2013,Број,Град Зворник,Укупно,75-79,1704
2013,Број,Град Зворник,M,75-79,653
2013,Број,Град Зворник,Ж,75-79,1051
2013,Број,Источна Илиџа,Укупно,75-79,555
2013,Број,Источна Илиџа,M,75-79,227
2013,Број,Источна Илиџа,Ж,75-79,328
2013,Број,Источни Дрвар,Укупно,75-79,2
2013,Број,Источни Дрвар,M,75-79,1
2013,Број,Источни Дрвар,Ж,75-79,1
2013,Број,Источни Мостар,Укупно,75-79,21
2013,Број,Источни Мостар,M,75-79,8
2013,Број,Источни Мостар,Ж,75-79,13
2013,Број,Источни Стари Град,Укупно,75-79,84
2013,Број,Источни Стари Град,M,75-79,33
2013,Број,Источни Стари Град,Ж,75-79,51
2013,Број,Источно Ново Сарајево,Укупно,75-79,396
2013,Број,Источно Ново Сарајево,M,75-79,154
2013,Број,Источно Ново Сарајево,Ж,75-79,242
2013,Број,Језеро,Укупно,75-79,42
2013,Број,Језеро,M,75-79,18
2013,Број,Језеро,Ж,75-79,24
2013,Број,Калиновик,Укупно,75-79,135
2013,Број,Калиновик,M,75-79,53
2013,Број,Калиновик,Ж,75-79,82
2013,Број,Кнежево,Укупно,75-79,345
2013,Број,Кнежево,M,75-79,130
2013,Број,Кнежево,Ж,75-79,215
2013,Број,Козарска Дубица,Укупно,75-79,1231
2013,Број,Козарска Дубица,M,75-79,488
2013,Број,Козарска Дубица,Ж,75-79,743
2013,Број,Костајница,Укупно,75-79,242
2013,Број,Костајница,M,75-79,108
2013,Број,Костајница,Ж,75-79,134
2013,Број,Котор Варош,Укупно,75-79,542
2013,Број,Котор Варош,M,75-79,218
2013,Број,Котор Варош,Ж,75-79,324
2013,Број,Крупа на Уни,Укупно,75-79,119
2013,Број,Крупа на Уни,M,75-79,44
2013,Број,Крупа на Уни,Ж,75-79,75
2013,Број,Купрес,Укупно,75-79,42
2013,Број,Купрес,M,75-79,17
2013,Број,Купрес,Ж,75-79,25
2013,Број,Лакташи,Укупно,75-79,1124
2013,Број,Лакташи,M,75-79,451
2013,Број,Лакташи,Ж,75-79,673
2013,Број,Лопаре,Укупно,75-79,777
2013,Број,Лопаре,M,75-79,314
2013,Број,Лопаре,Ж,75-79,463
2013,Број,Љубиње,Укупно,75-79,166
2013,Број,Љубиње,M,75-79,58
2013,Број,Љубиње,Ж,75-79,108
2013,Број,Милићи,Укупно,75-79,263
2013,Број,Милићи,M,75-79,98
2013,Број,Милићи,Ж,75-79,165
2013,Број,Модрича,Укупно,75-79,1091
2013,Број,Модрича,M,75-79,475
2013,Број,Модрича,Ж,75-79,616
2013,Број,Мркоњић Град,Укупно,75-79,814
2013,Број,Мркоњић Град,M,75-79,321
2013,Број,Мркоњић Град,Ж,75-79,493
2013,Број,Невесиње,Укупно,75-79,600
2013,Број,Невесиње,M,75-79,233
2013,Број,Невесиње,Ж,75-79,367
2013,Број,Нови Град,Укупно,75-79,1148
2013,Број,Нови Град,M,75-79,444
2013,Број,Нови Град,Ж,75-79,704
2013,Број,Ново Горажде,Укупно,75-79,140
2013,Број,Ново Горажде,M,75-79,63
