Year,UNIT_MEASURE,Administrative area,Sex,Type of disability,Value
2013,Number,Gacko,F,Walking or climbing the stairs,233
2013,Number,City of Gradiska,Both sexes,Walking or climbing the stairs,2675
2013,Number,City of Gradiska,M,Walking or climbing the stairs,1074
2013,Number,City of Gradiska,F,Walking or climbing the stairs,1601
2013,Number,City of Derventa,Both sexes,Walking or climbing the stairs,1590
2013,Number,City of Derventa,M,Walking or climbing the stairs,695
2013,Number,City of Derventa,F,Walking or climbing the stairs,895
2013,Number,City of Doboj,Both sexes,Walking or climbing the stairs,4793
2013,Number,City of Doboj,M,Walking or climbing the stairs,1953
2013,Number,City of Doboj,F,Walking or climbing the stairs,2840
2013,Number,Donji Zabar,Both sexes,Walking or climbing the stairs,182
2013,Number,Donji Zabar,M,Walking or climbing the stairs,76
2013,Number,Donji Zabar,F,Walking or climbing the stairs,106
2013,Number,City of Zvornik,Both sexes,Walking or climbing the stairs,2535
2013,Number,City of Zvornik,M,Walking or climbing the stairs,1092
2013,Number,City of Zvornik,F,Walking or climbing the stairs,1443
2013,Number,East Ilidza,Both sexes,Walking or climbing the stairs,644
2013,Number,East Ilidza,M,Walking or climbing the stairs,267
2013,Number,East Ilidza,F,Walking or climbing the stairs,377
2013,Number,East Drvar,Both sexes,Walking or climbing the stairs,7
2013,Number,East Drvar,M,Walking or climbing the stairs,4
2013,Number,East Drvar,F,Walking or climbing the stairs,3
2013,Number,East Mostar,Both sexes,Walking or climbing the stairs,8
2013,Number,East Mostar,M,Walking or climbing the stairs,2
2013,Number,East Mostar,F,Walking or climbing the stairs,6
2013,Number,East Stari Grad,Both sexes,Walking or climbing the stairs,53
2013,Number,East Stari Grad,M,Walking or climbing the stairs,22
2013,Number,East Stari Grad,F,Walking or climbing the stairs,31
2013,Number,East Novo Sarajevo,Both sexes,Walking or climbing the stairs,380
2013,Number,East Novo Sarajevo,M,Walking or climbing the stairs,163
2013,Number,East Novo Sarajevo,F,Walking or climbing the stairs,217
2013,Number,Jezero,Both sexes,Walking or climbing the stairs,60
2013,Number,Jezero,M,Walking or climbing the stairs,29
2013,Number,Jezero,F,Walking or climbing the stairs,31
2013,Number,Kalinovik,Both sexes,Walking or climbing the stairs,132
2013,Number,Kalinovik,M,Walking or climbing the stairs,54
2013,Number,Kalinovik,F,Walking or climbing the stairs,78
2013,Number,Knezevo,Both sexes,Walking or climbing the stairs,568
2013,Number,Knezevo,M,Walking or climbing the stairs,255
2013,Number,Knezevo,F,Walking or climbing the stairs,313
2013,Number,Kozarska Dubica,Both sexes,Walking or climbing the stairs,1369
2013,Number,Kozarska Dubica,M,Walking or climbing the stairs,549
2013,Number,Kozarska Dubica,F,Walking or climbing the stairs,820
2013,Number,Kostajnica,Both sexes,Walking or climbing the stairs,312
2013,Number,Kostajnica,M,Walking or climbing the stairs,133
2013,Number,Kostajnica,F,Walking or climbing the stairs,179
2013,Number,Kotor Varos,Both sexes,Walking or climbing the stairs,1074
2013,Number,Kotor Varos,M,Walking or climbing the stairs,475
2013,Number,Kotor Varos,F,Walking or climbing the stairs,599
2013,Number,Krupa Na Uni,Both sexes,Walking or climbing the stairs,112
2013,Number,Krupa Na Uni,M,Walking or climbing the stairs,43
2013,Number,Krupa Na Uni,F,Walking or climbing the stairs,69
2013,Number,Kupres,Both sexes,Walking or climbing the stairs,33
2013,Number,Kupres,M,Walking or climbing the stairs,18
2013,Number,Kupres,F,Walking or climbing the stairs,15
2013,Number,Laktasi,Both sexes,Walking or climbing the stairs,1426
2013,Number,Laktasi,M,Walking or climbing the stairs,650
2013,Number,Laktasi,F,Walking or climbing the stairs,776
2013,Number,Lopare,Both sexes,Walking or climbing the stairs,984
2013,Number,Lopare,M,Walking or climbing the stairs,447
2013,Number,Lopare,F,Walking or climbing the stairs,537
2013,Number,Ljubinje,Both sexes,Walking or climbing the stairs,119
2013,Number,Ljubinje,M,Walking or climbing the stairs,48
2013,Number,Ljubinje,F,Walking or climbing the stairs,71
2013,Number,Milici,Both sexes,Walking or climbing the stairs,508
2013,Number,Milici,M,Walking or climbing the stairs,224
2013,Number,Milici,F,Walking or climbing the stairs,284
2013,Number,Modrica,Both sexes,Walking or climbing the stairs,1527
2013,Number,Modrica,M,Walking or climbing the stairs,635
2013,Number,Modrica,F,Walking or climbing the stairs,892
2013,Number,Mrkonjic Grad,Both sexes,Walking or climbing the stairs,798
2013,Number,Mrkonjic Grad,M,Walking or climbing the stairs,355
2013,Number,Mrkonjic Grad,F,Walking or climbing the stairs,443
2013,Number,Nevesinje,Both sexes,Walking or climbing the stairs,551
2013,Number,Nevesinje,M,Walking or climbing the stairs,209
2013,Number,Nevesinje,F,Walking or climbing the stairs,342
2013,Number,Novi Grad,Both sexes,Walking or climbing the stairs,1711
2013,Number,Novi Grad,M,Walking or climbing the stairs,700
2013,Number,Novi Grad,F,Walking or climbing the stairs,1011
2013,Number,Novo Gorazde,Both sexes,Walking or climbing the stairs,135
2013,Number,Novo Gorazde,M,Walking or climbing the stairs,61
2013,Number,Novo Gorazde,F,Walking or climbing the stairs,74
2013,Number,Osmaci,Both sexes,Walking or climbing the stairs,288
2013,Number,Osmaci,M,Walking or climbing the stairs,125
2013,Number,Osmaci,F,Walking or climbing the stairs,163
2013,Number,Ostra Luka,Both sexes,Walking or climbing the stairs,224
2013,Number,Ostra Luka,M,Walking or climbing the stairs,99
2013,Number,Ostra Luka,F,Walking or climbing the stairs,125
2013,Number,Pale,Both sexes,Walking or climbing the stairs,822
2013,Number,Pale,M,Walking or climbing the stairs,366
2013,Number,Pale,F,Walking or climbing the stairs,456
2013,Number,Pelagicevo,Both sexes,Walking or climbing the stairs,445
2013,Number,Pelagicevo,M,Walking or climbing the stairs,165
2013,Number,Pelagicevo,F,Walking or climbing the stairs,280
2013,Number,Petrovac,Both sexes,Walking or climbing the stairs,8
2013,Number,Petrovac,M,Walking or climbing the stairs,5
2013,Number,Petrovac,F,Walking or climbing the stairs,3
2013,Number,Petrovo,Both sexes,Walking or climbing the stairs,602
2013,Number,Petrovo,M,Walking or climbing the stairs,231
2013,Number,Petrovo,F,Walking or climbing the stairs,371
2013,Number,City of Prijedor,Both sexes,Walking or climbing the stairs,4451
2013,Number,City of Prijedor,M,Walking or climbing the stairs,1891
2013,Number,City of Prijedor,F,Walking or climbing the stairs,2560
2013,Number,Prnjavor,Both sexes,Walking or climbing the stairs,2094
2013,Number,Prnjavor,M,Walking or climbing the stairs,860
2013,Number,Prnjavor,F,Walking or climbing the stairs,1234
2013,Number,Ribnik,Both sexes,Walking or climbing the stairs,438
2013,Number,Ribnik,M,Walking or climbing the stairs,182
2013,Number,Ribnik,F,Walking or climbing the stairs,256
2013,Number,Rogatica,Both sexes,Walking or climbing the stairs,640
2013,Number,Rogatica,M,Walking or climbing the stairs,264
2013,Number,Rogatica,F,Walking or climbing the stairs,376
2013,Number,Rudo,Both sexes,Walking or climbing the stairs,399
2013,Number,Rudo,M,Walking or climbing the stairs,165
2013,Number,Rudo,F,Walking or climbing the stairs,234
2013,Number,Sokolac,Both sexes,Walking or climbing the stairs,600
2013,Number,Sokolac,M,Walking or climbing the stairs,248
2013,Number,Sokolac,F,Walking or climbing the stairs,352
2013,Number,Srbac,Both sexes,Walking or climbing the stairs,910
2013,Number,Srbac,M,Walking or climbing the stairs,412
2013,Number,Srbac,F,Walking or climbing the stairs,498
2013,Number,Srebrenica,Both sexes,Walking or climbing the stairs,621
2013,Number,Srebrenica,M,Walking or climbing the stairs,256
2013,Number,Srebrenica,F,Walking or climbing the stairs,365
2013,Number,Teslic,Both sexes,Walking or climbing the stairs,2201
2013,Number,Teslic,M,Walking or climbing the stairs,973
2013,Number,Teslic,F,Walking or climbing the stairs,1228
2013,Number,City of Trebinje,Both sexes,Walking or climbing the stairs,1198
2013,Number,City of Trebinje,M,Walking or climbing the stairs,489
2013,Number,City of Trebinje,F,Walking or climbing the stairs,709
2013,Number,Trnovo,Both sexes,Walking or climbing the stairs,104
2013,Number,Trnovo,M,Walking or climbing the stairs,41
2013,Number,Trnovo,F,Walking or climbing the stairs,63
2013,Number,Ugljevik,Both sexes,Walking or climbing the stairs,734
2013,Number,Ugljevik,M,Walking or climbing the stairs,312
2013,Number,Ugljevik,F,Walking or climbing the stairs,422
2013,Number,Foca,Both sexes,Walking or climbing the stairs,945
2013,Number,Foca,M,Walking or climbing the stairs,438
2013,Number,Foca,F,Walking or climbing the stairs,507
2013,Number,Han Pijesak,Both sexes,Walking or climbing the stairs,187
2013,Number,Han Pijesak,M,Walking or climbing the stairs,65
2013,Number,Han Pijesak,F,Walking or climbing the stairs,122
2013,Number,Cajnice,Both sexes,Walking or climbing the stairs,262
2013,Number,Cajnice,M,Walking or climbing the stairs,108
2013,Number,Cajnice,F,Walking or climbing the stairs,154
2013,Number,Celinac,Both sexes,Walking or climbing the stairs,1038
2013,Number,Celinac,M,Walking or climbing the stairs,469
2013,Number,Celinac,F,Walking or climbing the stairs,569
2013,Number,Samac,Both sexes,Walking or climbing the stairs,1041
2013,Number,Samac,M,Walking or climbing the stairs,413
2013,Number,Samac,F,Walking or climbing the stairs,628
2013,Number,Sekovici,Both sexes,Walking or climbing the stairs,283
2013,Number,Sekovici,M,Walking or climbing the stairs,125
2013,Number,Sekovici,F,Walking or climbing the stairs,158
2013,Number,Sipovo,Both sexes,Walking or climbing the stairs,496
2013,Number,Sipovo,M,Walking or climbing the stairs,223
2013,Number,Sipovo,F,Walking or climbing the stairs,273
2013,Number,Republika Srpska,Both sexes,Memory or concentration,18330
2013,Number,Republika Srpska,M,Memory or concentration,8168
2013,Number,Republika Srpska,F,Memory or concentration,10162
2013,Number,City of Banja Luka,Both sexes,Memory or concentration,2300
2013,Number,City of Banja Luka,M,Memory or concentration,1087
2013,Number,City of Banja Luka,F,Memory or concentration,1213
2013,Number,Berkovici,Both sexes,Memory or concentration,35
2013,Number,Berkovici,M,Memory or concentration,13
2013,Number,Berkovici,F,Memory or concentration,22
2013,Number,City of Bijeljina,Both sexes,Memory or concentration,1415
2013,Number,City of Bijeljina,M,Memory or concentration,630
2013,Number,City of Bijeljina,F,Memory or concentration,785
2013,Number,Bileca,Both sexes,Memory or concentration,126
2013,Number,Bileca,M,Memory or concentration,61
2013,Number,Bileca,F,Memory or concentration,65
2013,Number,Bratunac,Both sexes,Memory or concentration,290
2013,Number,Bratunac,M,Memory or concentration,116
2013,Number,Bratunac,F,Memory or concentration,174
2013,Number,Brod,Both sexes,Memory or concentration,239
2013,Number,Brod,M,Memory or concentration,104
2013,Number,Brod,F,Memory or concentration,135
2013,Number,Visegrad,Both sexes,Memory or concentration,309
2013,Number,Visegrad,M,Memory or concentration,75
2013,Number,Visegrad,F,Memory or concentration,234
2013,Number,Vlasenica,Both sexes,Memory or concentration,137
2013,Number,Vlasenica,M,Memory or concentration,60
2013,Number,Vlasenica,F,Memory or concentration,77
2013,Number,Vukosavlje,Both sexes,Memory or concentration,74
2013,Number,Vukosavlje,M,Memory or concentration,37
2013,Number,Vukosavlje,F,Memory or concentration,37
2013,Number,Gacko,Both sexes,Memory or concentration,90
2013,Number,Gacko,M,Memory or concentration,42
2013,Number,Gacko,F,Memory or concentration,48
2013,Number,City of Gradiska,Both sexes,Memory or concentration,831
2013,Number,City of Gradiska,M,Memory or concentration,338
2013,Number,City of Gradiska,F,Memory or concentration,493
2013,Number,City of Derventa,Both sexes,Memory or concentration,455
2013,Number,City of Derventa,M,Memory or concentration,195
2013,Number,City of Derventa,F,Memory or concentration,260
2013,Number,City of Doboj,Both sexes,Memory or concentration,1369
2013,Number,City of Doboj,M,Memory or concentration,596
2013,Number,City of Doboj,F,Memory or concentration,773
2013,Number,Donji Zabar,Both sexes,Memory or concentration,40
2013,Number,Donji Zabar,M,Memory or concentration,19
2013,Number,Donji Zabar,F,Memory or concentration,21
2013,Number,City of Zvornik,Both sexes,Memory or concentration,762
2013,Number,City of Zvornik,M,Memory or concentration,330
2013,Number,City of Zvornik,F,Memory or concentration,432
2013,Number,East Ilidza,Both sexes,Memory or concentration,149
2013,Number,East Ilidza,M,Memory or concentration,64
2013,Number,East Ilidza,F,Memory or concentration,85
2013,Number,East Drvar,Both sexes,Memory or concentration,1
2013,Number,East Drvar,M,Memory or concentration,0
2013,Number,East Drvar,F,Memory or concentration,1
2013,Number,East Mostar,Both sexes,Memory or concentration,3
2013,Number,East Mostar,M,Memory or concentration,2
2013,Number,East Mostar,F,Memory or concentration,1
2013,Number,East Stari Grad,Both sexes,Memory or concentration,20
2013,Number,East Stari Grad,M,Memory or concentration,9
2013,Number,East Stari Grad,F,Memory or concentration,11
2013,Number,East Novo Sarajevo,Both sexes,Memory or concentration,104
2013,Number,East Novo Sarajevo,M,Memory or concentration,49
2013,Number,East Novo Sarajevo,F,Memory or concentration,55
2013,Number,Jezero,Both sexes,Memory or concentration,27
2013,Number,Jezero,M,Memory or concentration,15
2013,Number,Jezero,F,Memory or concentration,12
2013,Number,Kalinovik,Both sexes,Memory or concentration,27
2013,Number,Kalinovik,M,Memory or concentration,10
2013,Number,Kalinovik,F,Memory or concentration,17
2013,Number,Knezevo,Both sexes,Memory or concentration,238
2013,Number,Knezevo,M,Memory or concentration,113
2013,Number,Knezevo,F,Memory or concentration,125
2013,Number,Kozarska Dubica,Both sexes,Memory or concentration,331
2013,Number,Kozarska Dubica,M,Memory or concentration,154
2013,Number,Kozarska Dubica,F,Memory or concentration,177
2013,Number,Kostajnica,Both sexes,Memory or concentration,98
2013,Number,Kostajnica,M,Memory or concentration,41
2013,Number,Kostajnica,F,Memory or concentration,57
2013,Number,Kotor Varos,Both sexes,Memory or concentration,339
2013,Number,Kotor Varos,M,Memory or concentration,154
2013,Number,Kotor Varos,F,Memory or concentration,185
2013,Number,Krupa Na Uni,Both sexes,Memory or concentration,40
2013,Number,Krupa Na Uni,M,Memory or concentration,19
2013,Number,Krupa Na Uni,F,Memory or concentration,21
2013,Number,Kupres,Both sexes,Memory or concentration,13
2013,Number,Kupres,M,Memory or concentration,9
2013,Number,Kupres,F,Memory or concentration,4
2013,Number,Laktasi,Both sexes,Memory or concentration,410
2013,Number,Laktasi,M,Memory or concentration,204
2013,Number,Laktasi,F,Memory or concentration,206
2013,Number,Lopare,Both sexes,Memory or concentration,281
2013,Number,Lopare,M,Memory or concentration,140
2013,Number,Lopare,F,Memory or concentration,141
2013,Number,Ljubinje,Both sexes,Memory or concentration,44
2013,Number,Ljubinje,M,Memory or concentration,17
2013,Number,Ljubinje,F,Memory or concentration,27
2013,Number,Milici,Both sexes,Memory or concentration,158
2013,Number,Milici,M,Memory or concentration,64
2013,Number,Milici,F,Memory or concentration,94
2013,Number,Modrica,Both sexes,Memory or concentration,478
2013,Number,Modrica,M,Memory or concentration,194
2013,Number,Modrica,F,Memory or concentration,284
2013,Number,Mrkonjic Grad,Both sexes,Memory or concentration,228
2013,Number,Mrkonjic Grad,M,Memory or concentration,98
2013,Number,Mrkonjic Grad,F,Memory or concentration,130
2013,Number,Nevesinje,Both sexes,Memory or concentration,144
2013,Number,Nevesinje,M,Memory or concentration,55
2013,Number,Nevesinje,F,Memory or concentration,89
2013,Number,Novi Grad,Both sexes,Memory or concentration,475
2013,Number,Novi Grad,M,Memory or concentration,223
2013,Number,Novi Grad,F,Memory or concentration,252
2013,Number,Novo Gorazde,Both sexes,Memory or concentration,36
2013,Number,Novo Gorazde,M,Memory or concentration,13
2013,Number,Novo Gorazde,F,Memory or concentration,23
2013,Number,Osmaci,Both sexes,Memory or concentration,95
2013,Number,Osmaci,M,Memory or concentration,43
2013,Number,Osmaci,F,Memory or concentration,52
2013,Number,Ostra Luka,Both sexes,Memory or concentration,60
2013,Number,Ostra Luka,M,Memory or concentration,30
2013,Number,Ostra Luka,F,Memory or concentration,30
2013,Number,Pale,Both sexes,Memory or concentration,212
2013,Number,Pale,M,Memory or concentration,91
2013,Number,Pale,F,Memory or concentration,121
2013,Number,Pelagicevo,Both sexes,Memory or concentration,133
2013,Number,Pelagicevo,M,Memory or concentration,65
2013,Number,Pelagicevo,F,Memory or concentration,68
2013,Number,Petrovac,Both sexes,Memory or concentration,3
2013,Number,Petrovac,M,Memory or concentration,1
2013,Number,Petrovac,F,Memory or concentration,2
2013,Number,Petrovo,Both sexes,Memory or concentration,150
2013,Number,Petrovo,M,Memory or concentration,62
2013,Number,Petrovo,F,Memory or concentration,88
2013,Number,City of Prijedor,Both sexes,Memory or concentration,1532
2013,Number,City of Prijedor,M,Memory or concentration,766
2013,Number,City of Prijedor,F,Memory or concentration,766
2013,Number,Prnjavor,Both sexes,Memory or concentration,567
2013,Number,Prnjavor,M,Memory or concentration,240
2013,Number,Prnjavor,F,Memory or concentration,327
2013,Number,Ribnik,Both sexes,Memory or concentration,123
2013,Number,Ribnik,M,Memory or concentration,56
2013,Number,Ribnik,F,Memory or concentration,67
2013,Number,Rogatica,Both sexes,Memory or concentration,169
2013,Number,Rogatica,M,Memory or concentration,72
2013,Number,Rogatica,F,Memory or concentration,97
2013,Number,Rudo,Both sexes,Memory or concentration,123
2013,Number,Rudo,M,Memory or concentration,53
2013,Number,Rudo,F,Memory or concentration,70
2013,Number,Sokolac,Both sexes,Memory or concentration,164
2013,Number,Sokolac,M,Memory or concentration,64
2013,Number,Sokolac,F,Memory or concentration,100
2013,Number,Srbac,Both sexes,Memory or concentration,316
2013,Number,Srbac,M,Memory or concentration,148
2013,Number,Srbac,F,Memory or concentration,168
2013,Number,Srebrenica,Both sexes,Memory or concentration,218
2013,Number,Srebrenica,M,Memory or concentration,82
2013,Number,Srebrenica,F,Memory or concentration,136
2013,Number,Teslic,Both sexes,Memory or concentration,644
2013,Number,Teslic,M,Memory or concentration,272
2013,Number,Teslic,F,Memory or concentration,372
2013,Number,City of Trebinje,Both sexes,Memory or concentration,313
2013,Number,City of Trebinje,M,Memory or concentration,143
2013,Number,City of Trebinje,F,Memory or concentration,170
2013,Number,Trnovo,Both sexes,Memory or concentration,39
2013,Number,Trnovo,M,Memory or concentration,22
2013,Number,Trnovo,F,Memory or concentration,17
2013,Number,Ugljevik,Both sexes,Memory or concentration,191
2013,Number,Ugljevik,M,Memory or concentration,78
2013,Number,Ugljevik,F,Memory or concentration,113
2013,Number,Foca,Both sexes,Memory or concentration,265
2013,Number,Foca,M,Memory or concentration,126
2013,Number,Foca,F,Memory or concentration,139
2013,Number,Han Pijesak,Both sexes,Memory or concentration,49
2013,Number,Han Pijesak,M,Memory or concentration,15
2013,Number,Han Pijesak,F,Memory or concentration,34
2013,Number,Cajnice,Both sexes,Memory or concentration,67
2013,Number,Cajnice,M,Memory or concentration,30
2013,Number,Cajnice,F,Memory or concentration,37
2013,Number,Celinac,Both sexes,Memory or concentration,298
2013,Number,Celinac,M,Memory or concentration,150
2013,Number,Celinac,F,Memory or concentration,148
2013,Number,Samac,Both sexes,Memory or concentration,252
2013,Number,Samac,M,Memory or concentration,110
2013,Number,Samac,F,Memory or concentration,142
2013,Number,Sekovici,Both sexes,Memory or concentration,94
2013,Number,Sekovici,M,Memory or concentration,38
2013,Number,Sekovici,F,Memory or concentration,56
2013,Number,Sipovo,Both sexes,Memory or concentration,137
2013,Number,Sipovo,M,Memory or concentration,61
2013,Number,Sipovo,F,Memory or concentration,76
2013,Number,Republika Srpska,Both sexes,Dressing and maintaining personal hygiene,13502
2013,Number,Republika Srpska,M,Dressing and maintaining personal hygiene,5773
2013,Number,Republika Srpska,F,Dressing and maintaining personal hygiene,7729
2013,Number,City of Banja Luka,Both sexes,Dressing and maintaining personal hygiene,1717
2013,Number,City of Banja Luka,M,Dressing and maintaining personal hygiene,774
2013,Number,City of Banja Luka,F,Dressing and maintaining personal hygiene,943
2013,Number,Berkovici,Both sexes,Dressing and maintaining personal hygiene,29
2013,Number,Berkovici,M,Dressing and maintaining personal hygiene,11
2013,Number,Berkovici,F,Dressing and maintaining personal hygiene,18
2013,Number,City of Bijeljina,Both sexes,Dressing and maintaining personal hygiene,1050
2013,Number,City of Bijeljina,M,Dressing and maintaining personal hygiene,468
2013,Number,City of Bijeljina,F,Dressing and maintaining personal hygiene,582
2013,Number,Bileca,Both sexes,Dressing and maintaining personal hygiene,107
2013,Number,Bileca,M,Dressing and maintaining personal hygiene,44
2013,Number,Bileca,F,Dressing and maintaining personal hygiene,63
2013,Number,Bratunac,Both sexes,Dressing and maintaining personal hygiene,172
2013,Number,Bratunac,M,Dressing and maintaining personal hygiene,76
2013,Number,Bratunac,F,Dressing and maintaining personal hygiene,96
2013,Number,Brod,Both sexes,Dressing and maintaining personal hygiene,143
2013,Number,Brod,M,Dressing and maintaining personal hygiene,55
2013,Number,Brod,F,Dressing and maintaining personal hygiene,88
2013,Number,Visegrad,Both sexes,Dressing and maintaining personal hygiene,232
2013,Number,Visegrad,M,Dressing and maintaining personal hygiene,60
2013,Number,Visegrad,F,Dressing and maintaining personal hygiene,172
2013,Number,Vlasenica,Both sexes,Dressing and maintaining personal hygiene,104
2013,Number,Vlasenica,M,Dressing and maintaining personal hygiene,49
2013,Number,Vlasenica,F,Dressing and maintaining personal hygiene,55
2013,Number,Vukosavlje,Both sexes,Dressing and maintaining personal hygiene,53
2013,Number,Vukosavlje,M,Dressing and maintaining personal hygiene,30
2013,Number,Vukosavlje,F,Dressing and maintaining personal hygiene,23
2013,Number,Gacko,Both sexes,Dressing and maintaining personal hygiene,74
2013,Number,Gacko,M,Dressing and maintaining personal hygiene,25
2013,Number,Gacko,F,Dressing and maintaining personal hygiene,49
2013,Number,City of Gradiska,Both sexes,Dressing and maintaining personal hygiene,617
2013,Number,City of Gradiska,M,Dressing and maintaining personal hygiene,252
2013,Number,City of Gradiska,F,Dressing and maintaining personal hygiene,365
2013,Number,City of Derventa,Both sexes,Dressing and maintaining personal hygiene,298
2013,Number,City of Derventa,M,Dressing and maintaining personal hygiene,114
2013,Number,City of Derventa,F,Dressing and maintaining personal hygiene,184
2013,Number,City of Doboj,Both sexes,Dressing and maintaining personal hygiene,1011
2013,Number,City of Doboj,M,Dressing and maintaining personal hygiene,408
2013,Number,City of Doboj,F,Dressing and maintaining personal hygiene,603
2013,Number,Donji Zabar,Both sexes,Dressing and maintaining personal hygiene,31
2013,Number,Donji Zabar,M,Dressing and maintaining personal hygiene,11
2013,Number,Donji Zabar,F,Dressing and maintaining personal hygiene,20
2013,Number,City of Zvornik,Both sexes,Dressing and maintaining personal hygiene,518
2013,Number,City of Zvornik,M,Dressing and maintaining personal hygiene,239
2013,Number,City of Zvornik,F,Dressing and maintaining personal hygiene,279
2013,Number,East Ilidza,Both sexes,Dressing and maintaining personal hygiene,175
2013,Number,East Ilidza,M,Dressing and maintaining personal hygiene,83
2013,Number,East Ilidza,F,Dressing and maintaining personal hygiene,92
2013,Number,East Drvar,Both sexes,Dressing and maintaining personal hygiene,0
2013,Number,East Drvar,M,Dressing and maintaining personal hygiene,0
2013,Number,East Drvar,F,Dressing and maintaining personal hygiene,0
2013,Number,East Mostar,Both sexes,Dressing and maintaining personal hygiene,2
2013,Number,East Mostar,M,Dressing and maintaining personal hygiene,1
2013,Number,East Mostar,F,Dressing and maintaining personal hygiene,1
2013,Number,East Stari Grad,Both sexes,Dressing and maintaining personal hygiene,15
2013,Number,East Stari Grad,M,Dressing and maintaining personal hygiene,6
2013,Number,East Stari Grad,F,Dressing and maintaining personal hygiene,9
2013,Number,East Novo Sarajevo,Both sexes,Dressing and maintaining personal hygiene,77
2013,Number,East Novo Sarajevo,M,Dressing and maintaining personal hygiene,34
2013,Number,East Novo Sarajevo,F,Dressing and maintaining personal hygiene,43
2013,Number,Jezero,Both sexes,Dressing and maintaining personal hygiene,18
2013,Number,Jezero,M,Dressing and maintaining personal hygiene,9
2013,Number,Jezero,F,Dressing and maintaining personal hygiene,9
2013,Number,Kalinovik,Both sexes,Dressing and maintaining personal hygiene,26
2013,Number,Kalinovik,M,Dressing and maintaining personal hygiene,8
2013,Number,Kalinovik,F,Dressing and maintaining personal hygiene,18
2013,Number,Knezevo,Both sexes,Dressing and maintaining personal hygiene,171
2013,Number,Knezevo,M,Dressing and maintaining personal hygiene,70
2013,Number,Knezevo,F,Dressing and maintaining personal hygiene,101
2013,Number,Kozarska Dubica,Both sexes,Dressing and maintaining personal hygiene,243
2013,Number,Kozarska Dubica,M,Dressing and maintaining personal hygiene,108
2013,Number,Kozarska Dubica,F,Dressing and maintaining personal hygiene,135
2013,Number,Kostajnica,Both sexes,Dressing and maintaining personal hygiene,69
2013,Number,Kostajnica,M,Dressing and maintaining personal hygiene,24
2013,Number,Kostajnica,F,Dressing and maintaining personal hygiene,45
2013,Number,Kotor Varos,Both sexes,Dressing and maintaining personal hygiene,228
2013,Number,Kotor Varos,M,Dressing and maintaining personal hygiene,100
2013,Number,Kotor Varos,F,Dressing and maintaining personal hygiene,128
2013,Number,Krupa Na Uni,Both sexes,Dressing and maintaining personal hygiene,19
2013,Number,Krupa Na Uni,M,Dressing and maintaining personal hygiene,5
2013,Number,Krupa Na Uni,F,Dressing and maintaining personal hygiene,14
2013,Number,Kupres,Both sexes,Dressing and maintaining personal hygiene,6
2013,Number,Kupres,M,Dressing and maintaining personal hygiene,3
2013,Number,Kupres,F,Dressing and maintaining personal hygiene,3
2013,Number,Laktasi,Both sexes,Dressing and maintaining personal hygiene,324
2013,Number,Laktasi,M,Dressing and maintaining personal hygiene,162
2013,Number,Laktasi,F,Dressing and maintaining personal hygiene,162
2013,Number,Lopare,Both sexes,Dressing and maintaining personal hygiene,190
2013,Number,Lopare,M,Dressing and maintaining personal hygiene,85
2013,Number,Lopare,F,Dressing and maintaining personal hygiene,105
2013,Number,Ljubinje,Both sexes,Dressing and maintaining personal hygiene,44
2013,Number,Ljubinje,M,Dressing and maintaining personal hygiene,18
2013,Number,Ljubinje,F,Dressing and maintaining personal hygiene,26
2013,Number,Milici,Both sexes,Dressing and maintaining personal hygiene,107
2013,Number,Milici,M,Dressing and maintaining personal hygiene,42
2013,Number,Milici,F,Dressing and maintaining personal hygiene,65
2013,Number,Modrica,Both sexes,Dressing and maintaining personal hygiene,383
2013,Number,Modrica,M,Dressing and maintaining personal hygiene,152
2013,Number,Modrica,F,Dressing and maintaining personal hygiene,231
2013,Number,Mrkonjic Grad,Both sexes,Dressing and maintaining personal hygiene,203
2013,Number,Mrkonjic Grad,M,Dressing and maintaining personal hygiene,83
2013,Number,Mrkonjic Grad,F,Dressing and maintaining personal hygiene,120
2013,Number,Nevesinje,Both sexes,Dressing and maintaining personal hygiene,104
2013,Number,Nevesinje,M,Dressing and maintaining personal hygiene,38
2013,Number,Nevesinje,F,Dressing and maintaining personal hygiene,66
2013,Number,Novi Grad,Both sexes,Dressing and maintaining personal hygiene,373
2013,Number,Novi Grad,M,Dressing and maintaining personal hygiene,156
2013,Number,Novi Grad,F,Dressing and maintaining personal hygiene,217
2013,Number,Novo Gorazde,Both sexes,Dressing and maintaining personal hygiene,20
2013,Number,Novo Gorazde,M,Dressing and maintaining personal hygiene,7
2013,Number,Novo Gorazde,F,Dressing and maintaining personal hygiene,13
2013,Number,Osmaci,Both sexes,Dressing and maintaining personal hygiene,43
2013,Number,Osmaci,M,Dressing and maintaining personal hygiene,16
2013,Number,Osmaci,F,Dressing and maintaining personal hygiene,27
2013,Number,Ostra Luka,Both sexes,Dressing and maintaining personal hygiene,39
2013,Number,Ostra Luka,M,Dressing and maintaining personal hygiene,17
2013,Number,Ostra Luka,F,Dressing and maintaining personal hygiene,22
2013,Number,Pale,Both sexes,Dressing and maintaining personal hygiene,174
2013,Number,Pale,M,Dressing and maintaining personal hygiene,80
2013,Number,Pale,F,Dressing and maintaining personal hygiene,94
2013,Number,Pelagicevo,Both sexes,Dressing and maintaining personal hygiene,71
2013,Number,Pelagicevo,M,Dressing and maintaining personal hygiene,33
