Year,UNIT_MEASURE,Administrativna oblast,Spol,Disabilities,Value
2013,Broj,Republika Srpska,Oba spola,Ukupno,1170342
2013,Broj,Republika Srpska,M,Ukupno,571812
2013,Broj,Republika Srpska,Ž,Ukupno,598530
2013,Broj,Grad Banja Luka,Oba spola,Ukupno,180053
2013,Broj,Grad Banja Luka,M,Ukupno,86510
2013,Broj,Grad Banja Luka,Ž,Ukupno,93543
2013,Broj,Berkovići,Oba spola,Ukupno,2041
2013,Broj,Berkovići,M,Ukupno,1032
2013,Broj,Berkovići,Ž,Ukupno,1009
2013,Broj,Grad Bijeljina,Oba spola,Ukupno,103874
2013,Broj,Grad Bijeljina,M,Ukupno,50760
2013,Broj,Grad Bijeljina,Ž,Ukupno,53114
2013,Broj,Bileća,Oba spola,Ukupno,10607
2013,Broj,Bileća,M,Ukupno,5346
2013,Broj,Bileća,Ž,Ukupno,5261
2013,Broj,Bratunac,Oba spola,Ukupno,18651
2013,Broj,Bratunac,M,Ukupno,9210
2013,Broj,Bratunac,Ž,Ukupno,9441
2013,Broj,Brod,Oba spola,Ukupno,15720
2013,Broj,Brod,M,Ukupno,7670
2013,Broj,Brod,Ž,Ukupno,8050
2013,Broj,Višegrad,Oba spola,Ukupno,10118
2013,Broj,Višegrad,M,Ukupno,4834
2013,Broj,Višegrad,Ž,Ukupno,5284
2013,Broj,Vlasenica,Oba spola,Ukupno,10657
2013,Broj,Vlasenica,M,Ukupno,5193
2013,Broj,Vlasenica,Ž,Ukupno,5464
2013,Broj,Vukosavlje,Oba spola,Ukupno,4363
2013,Broj,Vukosavlje,M,Ukupno,2185
2013,Broj,Vukosavlje,Ž,Ukupno,2178
2013,Broj,Gacko,Oba spola,Ukupno,8710
2013,Broj,Gacko,M,Ukupno,4423
2013,Broj,Gacko,Ž,Ukupno,4287
2013,Broj,Grad Gradiška,Oba spola,Ukupno,49196
2013,Broj,Grad Gradiška,M,Ukupno,23944
2013,Broj,Grad Gradiška,Ž,Ukupno,25252
2013,Broj,Grad Derventa,Oba spola,Ukupno,25922
2013,Broj,Grad Derventa,M,Ukupno,12629
2013,Broj,Grad Derventa,Ž,Ukupno,13293
2013,Broj,Grad Doboj,Oba spola,Ukupno,68514
2013,Broj,Grad Doboj,M,Ukupno,33222
2013,Broj,Grad Doboj,Ž,Ukupno,35292
2013,Broj,Donji Žabar,Oba spola,Ukupno,3669
2013,Broj,Donji Žabar,M,Ukupno,1853
2013,Broj,Donji Žabar,Ž,Ukupno,1816
2013,Broj,Grad Zvornik,Oba spola,Ukupno,54407
2013,Broj,Grad Zvornik,M,Ukupno,26803
2013,Broj,Grad Zvornik,Ž,Ukupno,27604
2013,Broj,Istočna Ilidža,Oba spola,Ukupno,14437
2013,Broj,Istočna Ilidža,M,Ukupno,6905
2013,Broj,Istočna Ilidža,Ž,Ukupno,7532
2013,Broj,Istočni Drvar,Oba spola,Ukupno,66
2013,Broj,Istočni Drvar,M,Ukupno,44
2013,Broj,Istočni Drvar,Ž,Ukupno,22
2013,Broj,Istočni Mostar,Oba spola,Ukupno,244
2013,Broj,Istočni Mostar,M,Ukupno,138
2013,Broj,Istočni Mostar,Ž,Ukupno,106
2013,Broj,Istočni Stari Grad,Oba spola,Ukupno,1116
2013,Broj,Istočni Stari Grad,M,Ukupno,552
2013,Broj,Istočni Stari Grad,Ž,Ukupno,564
2013,Broj,Istočno Novo Sarajevo,Oba spola,Ukupno,10401
2013,Broj,Istočno Novo Sarajevo,M,Ukupno,4936
2013,Broj,Istočno Novo Sarajevo,Ž,Ukupno,5465
2013,Broj,Jezero,Oba spola,Ukupno,1039
2013,Broj,Jezero,M,Ukupno,534
2013,Broj,Jezero,Ž,Ukupno,505
2013,Broj,Kalinovik,Oba spola,Ukupno,1962
2013,Broj,Kalinovik,M,Ukupno,950
2013,Broj,Kalinovik,Ž,Ukupno,1012
2013,Broj,Kneževo,Oba spola,Ukupno,9368
2013,Broj,Kneževo,M,Ukupno,4632
2013,Broj,Kneževo,Ž,Ukupno,4736
2013,Broj,Kozarska Dubica,Oba spola,Ukupno,20681
2013,Broj,Kozarska Dubica,M,Ukupno,10094
2013,Broj,Kozarska Dubica,Ž,Ukupno,10587
2013,Broj,Kostajnica,Oba spola,Ukupno,5645
2013,Broj,Kostajnica,M,Ukupno,2780
2013,Broj,Kostajnica,Ž,Ukupno,2865
2013,Broj,Kotor Varoš,Oba spola,Ukupno,18361
2013,Broj,Kotor Varoš,M,Ukupno,9007
2013,Broj,Kotor Varoš,Ž,Ukupno,9354
2013,Broj,Krupa Na Uni,Oba spola,Ukupno,1560
2013,Broj,Krupa Na Uni,M,Ukupno,841
2013,Broj,Krupa Na Uni,Ž,Ukupno,719
2013,Broj,Kupres,Oba spola,Ukupno,293
2013,Broj,Kupres,M,Ukupno,157
2013,Broj,Kupres,Ž,Ukupno,136
2013,Broj,Laktaši,Oba spola,Ukupno,34210
2013,Broj,Laktaši,M,Ukupno,16905
2013,Broj,Laktaši,Ž,Ukupno,17305
2013,Broj,Lopare,Oba spola,Ukupno,14689
2013,Broj,Lopare,M,Ukupno,7377
2013,Broj,Lopare,Ž,Ukupno,7312
2013,Broj,Ljubinje,Oba spola,Ukupno,3319
2013,Broj,Ljubinje,M,Ukupno,1633
2013,Broj,Ljubinje,Ž,Ukupno,1686
2013,Broj,Milići,Oba spola,Ukupno,10445
2013,Broj,Milići,M,Ukupno,5252
2013,Broj,Milići,Ž,Ukupno,5193
2013,Broj,Modriča,Oba spola,Ukupno,24490
2013,Broj,Modriča,M,Ukupno,11969
2013,Broj,Modriča,Ž,Ukupno,12521
2013,Broj,Mrkonjić Grad,Oba spola,Ukupno,15926
2013,Broj,Mrkonjić Grad,M,Ukupno,7660
2013,Broj,Mrkonjić Grad,Ž,Ukupno,8266
2013,Broj,Nevesinje,Oba spola,Ukupno,12542
2013,Broj,Nevesinje,M,Ukupno,6236
2013,Broj,Nevesinje,Ž,Ukupno,6306
2013,Broj,Novi Grad,Oba spola,Ukupno,25240
2013,Broj,Novi Grad,M,Ukupno,12580
2013,Broj,Novi Grad,Ž,Ukupno,12660
2013,Broj,Novo Goražde,Oba spola,Ukupno,2915
2013,Broj,Novo Goražde,M,Ukupno,1500
2013,Broj,Novo Goražde,Ž,Ukupno,1415
2013,Broj,Osmaci,Oba spola,Ukupno,5546
2013,Broj,Osmaci,M,Ukupno,2779
2013,Broj,Osmaci,Ž,Ukupno,2767
2013,Broj,Oštra Luka,Oba spola,Ukupno,2705
2013,Broj,Oštra Luka,M,Ukupno,1386
2013,Broj,Oštra Luka,Ž,Ukupno,1319
2013,Broj,Pale,Oba spola,Ukupno,20359
2013,Broj,Pale,M,Ukupno,9744
2013,Broj,Pale,Ž,Ukupno,10615
2013,Broj,Pelagićevo,Oba spola,Ukupno,4358
2013,Broj,Pelagićevo,M,Ukupno,2151
2013,Broj,Pelagićevo,Ž,Ukupno,2207
2013,Broj,Petrovac,Oba spola,Ukupno,354
2013,Broj,Petrovac,M,Ukupno,169
2013,Broj,Petrovac,Ž,Ukupno,185
2013,Broj,Petrovo,Oba spola,Ukupno,6317
2013,Broj,Petrovo,M,Ukupno,3043
2013,Broj,Petrovo,Ž,Ukupno,3274
2013,Broj,Grad Prijedor,Oba spola,Ukupno,80916
2013,Broj,Grad Prijedor,M,Ukupno,39418
2013,Broj,Grad Prijedor,Ž,Ukupno,41498
2013,Broj,Prnjavor,Oba spola,Ukupno,34357
2013,Broj,Prnjavor,M,Ukupno,16675
2013,Broj,Prnjavor,Ž,Ukupno,17682
2013,Broj,Ribnik,Oba spola,Ukupno,5851
2013,Broj,Ribnik,M,Ukupno,2900
2013,Broj,Ribnik,Ž,Ukupno,2951
2013,Broj,Rogatica,Oba spola,Ukupno,10302
2013,Broj,Rogatica,M,Ukupno,5053
2013,Broj,Rogatica,Ž,Ukupno,5249
2013,Broj,Rudo,Oba spola,Ukupno,7578
2013,Broj,Rudo,M,Ukupno,3840
2013,Broj,Rudo,Ž,Ukupno,3738
2013,Broj,Sokolac,Oba spola,Ukupno,11620
2013,Broj,Sokolac,M,Ukupno,5723
2013,Broj,Sokolac,Ž,Ukupno,5897
2013,Broj,Srbac,Oba spola,Ukupno,16933
2013,Broj,Srbac,M,Ukupno,8295
2013,Broj,Srbac,Ž,Ukupno,8638
2013,Broj,Srebrenica,Oba spola,Ukupno,11698
2013,Broj,Srebrenica,M,Ukupno,5714
2013,Broj,Srebrenica,Ž,Ukupno,5984
2013,Broj,Teslić,Oba spola,Ukupno,37236
2013,Broj,Teslić,M,Ukupno,17894
2013,Broj,Teslić,Ž,Ukupno,19342
2013,Broj,Grad Trebinje,Oba spola,Ukupno,28239
2013,Broj,Grad Trebinje,M,Ukupno,13760
2013,Broj,Grad Trebinje,Ž,Ukupno,14479
2013,Broj,Trnovo,Oba spola,Ukupno,1983
2013,Broj,Trnovo,M,Ukupno,953
2013,Broj,Trnovo,Ž,Ukupno,1030
2013,Broj,Ugljevik,Oba spola,Ukupno,15118
2013,Broj,Ugljevik,M,Ukupno,7626
2013,Broj,Ugljevik,Ž,Ukupno,7492
2013,Broj,Foča,Oba spola,Ukupno,17580
2013,Broj,Foča,M,Ukupno,8880
2013,Broj,Foča,Ž,Ukupno,8700
2013,Broj,Han Pijesak,Oba spola,Ukupno,3445
2013,Broj,Han Pijesak,M,Ukupno,1632
2013,Broj,Han Pijesak,Ž,Ukupno,1813
2013,Broj,Čajniče,Oba spola,Ukupno,4679
2013,Broj,Čajniče,M,Ukupno,2347
2013,Broj,Čajniče,Ž,Ukupno,2332
2013,Broj,Čelinac,Oba spola,Ukupno,15117
2013,Broj,Čelinac,M,Ukupno,7477
2013,Broj,Čelinac,Ž,Ukupno,7640
2013,Broj,Šamac,Oba spola,Ukupno,16308
2013,Broj,Šamac,M,Ukupno,7908
2013,Broj,Šamac,Ž,Ukupno,8400
2013,Broj,Šekovići,Oba spola,Ukupno,6323
2013,Broj,Šekovići,M,Ukupno,3103
2013,Broj,Šekovići,Ž,Ukupno,3220
2013,Broj,Šipovo,Oba spola,Ukupno,9969
2013,Broj,Šipovo,M,Ukupno,5046
2013,Broj,Šipovo,Ž,Ukupno,4923
2013,Broj,Republika Srpska,Oba spola,disabilities_T,102262
2013,Broj,Republika Srpska,M,disabilities_T,46720
2013,Broj,Republika Srpska,Ž,disabilities_T,55542
2013,Broj,Grad Banja Luka,Oba spola,disabilities_T,13450
2013,Broj,Grad Banja Luka,M,disabilities_T,6251
2013,Broj,Grad Banja Luka,Ž,disabilities_T,7199
2013,Broj,Berkovići,Oba spola,disabilities_T,165
2013,Broj,Berkovići,M,disabilities_T,75
2013,Broj,Berkovići,Ž,disabilities_T,90
2013,Broj,Grad Bijeljina,Oba spola,disabilities_T,8763
2013,Broj,Grad Bijeljina,M,disabilities_T,3967
2013,Broj,Grad Bijeljina,Ž,disabilities_T,4796
2013,Broj,Bileća,Oba spola,disabilities_T,813
2013,Broj,Bileća,M,disabilities_T,339
2013,Broj,Bileća,Ž,disabilities_T,474
2013,Broj,Bratunac,Oba spola,disabilities_T,1534
2013,Broj,Bratunac,M,disabilities_T,688
2013,Broj,Bratunac,Ž,disabilities_T,846
2013,Broj,Brod,Oba spola,disabilities_T,1420
2013,Broj,Brod,M,disabilities_T,658
2013,Broj,Brod,Ž,disabilities_T,762
2013,Broj,Višegrad,Oba spola,disabilities_T,1097
2013,Broj,Višegrad,M,disabilities_T,422
2013,Broj,Višegrad,Ž,disabilities_T,675
2013,Broj,Vlasenica,Oba spola,disabilities_T,786
2013,Broj,Vlasenica,M,disabilities_T,393
2013,Broj,Vlasenica,Ž,disabilities_T,393
2013,Broj,Vukosavlje,Oba spola,disabilities_T,472
2013,Broj,Vukosavlje,M,disabilities_T,226
2013,Broj,Vukosavlje,Ž,disabilities_T,246
2013,Broj,Gacko,Oba spola,disabilities_T,597
2013,Broj,Gacko,M,disabilities_T,261
2013,Broj,Gacko,Ž,disabilities_T,336
2013,Broj,Grad Gradiška,Oba spola,disabilities_T,4427
2013,Broj,Grad Gradiška,M,disabilities_T,1965
2013,Broj,Grad Gradiška,Ž,disabilities_T,2462
2013,Broj,Grad Derventa,Oba spola,disabilities_T,2529
2013,Broj,Grad Derventa,M,disabilities_T,1153
2013,Broj,Grad Derventa,Ž,disabilities_T,1376
2013,Broj,Grad Doboj,Oba spola,disabilities_T,7404
2013,Broj,Grad Doboj,M,disabilities_T,3292
2013,Broj,Grad Doboj,Ž,disabilities_T,4112
2013,Broj,Donji Žabar,Oba spola,disabilities_T,313
2013,Broj,Donji Žabar,M,disabilities_T,146
2013,Broj,Donji Žabar,Ž,disabilities_T,167
2013,Broj,Grad Zvornik,Oba spola,disabilities_T,4328
2013,Broj,Grad Zvornik,M,disabilities_T,2027
2013,Broj,Grad Zvornik,Ž,disabilities_T,2301
2013,Broj,Istočna Ilidža,Oba spola,disabilities_T,1025
2013,Broj,Istočna Ilidža,M,disabilities_T,464
2013,Broj,Istočna Ilidža,Ž,disabilities_T,561
2013,Broj,Istočni Drvar,Oba spola,disabilities_T,9
2013,Broj,Istočni Drvar,M,disabilities_T,5
2013,Broj,Istočni Drvar,Ž,disabilities_T,4
2013,Broj,Istočni Mostar,Oba spola,disabilities_T,14
2013,Broj,Istočni Mostar,M,disabilities_T,4
2013,Broj,Istočni Mostar,Ž,disabilities_T,10
2013,Broj,Istočni Stari Grad,Oba spola,disabilities_T,100
2013,Broj,Istočni Stari Grad,M,disabilities_T,42
2013,Broj,Istočni Stari Grad,Ž,disabilities_T,58
2013,Broj,Istočno Novo Sarajevo,Oba spola,disabilities_T,611
2013,Broj,Istočno Novo Sarajevo,M,disabilities_T,276
2013,Broj,Istočno Novo Sarajevo,Ž,disabilities_T,335
2013,Broj,Jezero,Oba spola,disabilities_T,80
2013,Broj,Jezero,M,disabilities_T,37
2013,Broj,Jezero,Ž,disabilities_T,43
2013,Broj,Kalinovik,Oba spola,disabilities_T,203
2013,Broj,Kalinovik,M,disabilities_T,88
2013,Broj,Kalinovik,Ž,disabilities_T,115
2013,Broj,Kneževo,Oba spola,disabilities_T,933
2013,Broj,Kneževo,M,disabilities_T,449
2013,Broj,Kneževo,Ž,disabilities_T,484
2013,Broj,Kozarska Dubica,Oba spola,disabilities_T,2078
2013,Broj,Kozarska Dubica,M,disabilities_T,919
2013,Broj,Kozarska Dubica,Ž,disabilities_T,1159
2013,Broj,Kostajnica,Oba spola,disabilities_T,475
2013,Broj,Kostajnica,M,disabilities_T,216
2013,Broj,Kostajnica,Ž,disabilities_T,259
2013,Broj,Kotor Varoš,Oba spola,disabilities_T,1857
2013,Broj,Kotor Varoš,M,disabilities_T,865
2013,Broj,Kotor Varoš,Ž,disabilities_T,992
2013,Broj,Krupa Na Uni,Oba spola,disabilities_T,204
2013,Broj,Krupa Na Uni,M,disabilities_T,93
2013,Broj,Krupa Na Uni,Ž,disabilities_T,111
2013,Broj,Kupres,Oba spola,disabilities_T,49
2013,Broj,Kupres,M,disabilities_T,27
2013,Broj,Kupres,Ž,disabilities_T,22
2013,Broj,Laktaši,Oba spola,disabilities_T,2445
2013,Broj,Laktaši,M,disabilities_T,1196
2013,Broj,Laktaši,Ž,disabilities_T,1249
2013,Broj,Lopare,Oba spola,disabilities_T,1612
2013,Broj,Lopare,M,disabilities_T,791
2013,Broj,Lopare,Ž,disabilities_T,821
2013,Broj,Ljubinje,Oba spola,disabilities_T,197
2013,Broj,Ljubinje,M,disabilities_T,84
2013,Broj,Ljubinje,Ž,disabilities_T,113
2013,Broj,Milići,Oba spola,disabilities_T,860
2013,Broj,Milići,M,disabilities_T,392
2013,Broj,Milići,Ž,disabilities_T,468
2013,Broj,Modriča,Oba spola,disabilities_T,2458
2013,Broj,Modriča,M,disabilities_T,1119
2013,Broj,Modriča,Ž,disabilities_T,1339
2013,Broj,Mrkonjić Grad,Oba spola,disabilities_T,1300
2013,Broj,Mrkonjić Grad,M,disabilities_T,602
2013,Broj,Mrkonjić Grad,Ž,disabilities_T,698
2013,Broj,Nevesinje,Oba spola,disabilities_T,876
2013,Broj,Nevesinje,M,disabilities_T,379
2013,Broj,Nevesinje,Ž,disabilities_T,497
2013,Broj,Novi Grad,Oba spola,disabilities_T,2687
2013,Broj,Novi Grad,M,disabilities_T,1179
2013,Broj,Novi Grad,Ž,disabilities_T,1508
2013,Broj,Novo Goražde,Oba spola,disabilities_T,206
2013,Broj,Novo Goražde,M,disabilities_T,101
2013,Broj,Novo Goražde,Ž,disabilities_T,105
2013,Broj,Osmaci,Oba spola,disabilities_T,513
2013,Broj,Osmaci,M,disabilities_T,234
2013,Broj,Osmaci,Ž,disabilities_T,279
2013,Broj,Oštra Luka,Oba spola,disabilities_T,394
2013,Broj,Oštra Luka,M,disabilities_T,205
2013,Broj,Oštra Luka,Ž,disabilities_T,189
2013,Broj,Pale,Oba spola,disabilities_T,1289
2013,Broj,Pale,M,disabilities_T,594
2013,Broj,Pale,Ž,disabilities_T,695
2013,Broj,Pelagićevo,Oba spola,disabilities_T,688
2013,Broj,Pelagićevo,M,disabilities_T,299
2013,Broj,Pelagićevo,Ž,disabilities_T,389
2013,Broj,Petrovac,Oba spola,disabilities_T,16
2013,Broj,Petrovac,M,disabilities_T,6
2013,Broj,Petrovac,Ž,disabilities_T,10
2013,Broj,Petrovo,Oba spola,disabilities_T,944
2013,Broj,Petrovo,M,disabilities_T,399
2013,Broj,Petrovo,Ž,disabilities_T,545
2013,Broj,Grad Prijedor,Oba spola,disabilities_T,7173
2013,Broj,Grad Prijedor,M,disabilities_T,3333
2013,Broj,Grad Prijedor,Ž,disabilities_T,3840
2013,Broj,Prnjavor,Oba spola,disabilities_T,3309
2013,Broj,Prnjavor,M,disabilities_T,1497
2013,Broj,Prnjavor,Ž,disabilities_T,1812
2013,Broj,Ribnik,Oba spola,disabilities_T,701
2013,Broj,Ribnik,M,disabilities_T,323
2013,Broj,Ribnik,Ž,disabilities_T,378
2013,Broj,Rogatica,Oba spola,disabilities_T,1012
2013,Broj,Rogatica,M,disabilities_T,464
2013,Broj,Rogatica,Ž,disabilities_T,548
2013,Broj,Rudo,Oba spola,disabilities_T,596
2013,Broj,Rudo,M,disabilities_T,258
2013,Broj,Rudo,Ž,disabilities_T,338
2013,Broj,Sokolac,Oba spola,disabilities_T,944
2013,Broj,Sokolac,M,disabilities_T,422
2013,Broj,Sokolac,Ž,disabilities_T,522
2013,Broj,Srbac,Oba spola,disabilities_T,1526
2013,Broj,Srbac,M,disabilities_T,714
2013,Broj,Srbac,Ž,disabilities_T,812
2013,Broj,Srebrenica,Oba spola,disabilities_T,1061
2013,Broj,Srebrenica,M,disabilities_T,447
2013,Broj,Srebrenica,Ž,disabilities_T,614
2013,Broj,Teslić,Oba spola,disabilities_T,3562
2013,Broj,Teslić,M,disabilities_T,1683
2013,Broj,Teslić,Ž,disabilities_T,1879
2013,Broj,Grad Trebinje,Oba spola,disabilities_T,1860
2013,Broj,Grad Trebinje,M,disabilities_T,823
2013,Broj,Grad Trebinje,Ž,disabilities_T,1037
2013,Broj,Trnovo,Oba spola,disabilities_T,171
2013,Broj,Trnovo,M,disabilities_T,70
2013,Broj,Trnovo,Ž,disabilities_T,101
2013,Broj,Ugljevik,Oba spola,disabilities_T,1179
2013,Broj,Ugljevik,M,disabilities_T,532
2013,Broj,Ugljevik,Ž,disabilities_T,647
2013,Broj,Foča,Oba spola,disabilities_T,1473
2013,Broj,Foča,M,disabilities_T,725
2013,Broj,Foča,Ž,disabilities_T,748
2013,Broj,Han Pijesak,Oba spola,disabilities_T,269
2013,Broj,Han Pijesak,M,disabilities_T,99
2013,Broj,Han Pijesak,Ž,disabilities_T,170
2013,Broj,Čajniče,Oba spola,disabilities_T,461
2013,Broj,Čajniče,M,disabilities_T,208
2013,Broj,Čajniče,Ž,disabilities_T,253
2013,Broj,Čelinac,Oba spola,disabilities_T,1672
2013,Broj,Čelinac,M,disabilities_T,800
2013,Broj,Čelinac,Ž,disabilities_T,872
2013,Broj,Šamac,Oba spola,disabilities_T,1634
2013,Broj,Šamac,M,disabilities_T,724
2013,Broj,Šamac,Ž,disabilities_T,910
2013,Broj,Šekovići,Oba spola,disabilities_T,595
2013,Broj,Šekovići,M,disabilities_T,279
2013,Broj,Šekovići,Ž,disabilities_T,316
2013,Broj,Šipovo,Oba spola,disabilities_T,843
2013,Broj,Šipovo,M,disabilities_T,391
2013,Broj,Šipovo,Ž,disabilities_T,452
2013,Broj,Republika Srpska,Oba spola,eyesight,43020
2013,Broj,Republika Srpska,M,eyesight,18052
2013,Broj,Republika Srpska,Ž,eyesight,24968
2013,Broj,Grad Banja Luka,Oba spola,eyesight,5370
2013,Broj,Grad Banja Luka,M,eyesight,2232
2013,Broj,Grad Banja Luka,Ž,eyesight,3138
2013,Broj,Berkovići,Oba spola,eyesight,73
2013,Broj,Berkovići,M,eyesight,33
2013,Broj,Berkovići,Ž,eyesight,40
2013,Broj,Grad Bijeljina,Oba spola,eyesight,3450
2013,Broj,Grad Bijeljina,M,eyesight,1424
2013,Broj,Grad Bijeljina,Ž,eyesight,2026
2013,Broj,Bileća,Oba spola,eyesight,375
2013,Broj,Bileća,M,eyesight,159
2013,Broj,Bileća,Ž,eyesight,216
2013,Broj,Bratunac,Oba spola,eyesight,791
2013,Broj,Bratunac,M,eyesight,328
2013,Broj,Bratunac,Ž,eyesight,463
2013,Broj,Brod,Oba spola,eyesight,596
2013,Broj,Brod,M,eyesight,252
2013,Broj,Brod,Ž,eyesight,344
2013,Broj,Višegrad,Oba spola,eyesight,409
2013,Broj,Višegrad,M,eyesight,162
2013,Broj,Višegrad,Ž,eyesight,247
2013,Broj,Vlasenica,Oba spola,eyesight,372
2013,Broj,Vlasenica,M,eyesight,171
2013,Broj,Vlasenica,Ž,eyesight,201
2013,Broj,Vukosavlje,Oba spola,eyesight,157
2013,Broj,Vukosavlje,M,eyesight,74
2013,Broj,Vukosavlje,Ž,eyesight,83
2013,Broj,Gacko,Oba spola,eyesight,245
2013,Broj,Gacko,M,eyesight,107
2013,Broj,Gacko,Ž,eyesight,138
2013,Broj,Grad Gradiška,Oba spola,eyesight,1881
2013,Broj,Grad Gradiška,M,eyesight,754
2013,Broj,Grad Gradiška,Ž,eyesight,1127
2013,Broj,Grad Derventa,Oba spola,eyesight,1172
2013,Broj,Grad Derventa,M,eyesight,476
2013,Broj,Grad Derventa,Ž,eyesight,696
2013,Broj,Grad Doboj,Oba spola,eyesight,3265
2013,Broj,Grad Doboj,M,eyesight,1332
2013,Broj,Grad Doboj,Ž,eyesight,1933
2013,Broj,Donji Žabar,Oba spola,eyesight,122
2013,Broj,Donji Žabar,M,eyesight,50
2013,Broj,Donji Žabar,Ž,eyesight,72
2013,Broj,Grad Zvornik,Oba spola,eyesight,1920
2013,Broj,Grad Zvornik,M,eyesight,842
2013,Broj,Grad Zvornik,Ž,eyesight,1078
2013,Broj,Istočna Ilidža,Oba spola,eyesight,423
2013,Broj,Istočna Ilidža,M,eyesight,183
2013,Broj,Istočna Ilidža,Ž,eyesight,240
2013,Broj,Istočni Drvar,Oba spola,eyesight,5
2013,Broj,Istočni Drvar,M,eyesight,2
2013,Broj,Istočni Drvar,Ž,eyesight,3
2013,Broj,Istočni Mostar,Oba spola,eyesight,9
2013,Broj,Istočni Mostar,M,eyesight,3
2013,Broj,Istočni Mostar,Ž,eyesight,6
2013,Broj,Istočni Stari Grad,Oba spola,eyesight,49
2013,Broj,Istočni Stari Grad,M,eyesight,22
2013,Broj,Istočni Stari Grad,Ž,eyesight,27
2013,Broj,Istočno Novo Sarajevo,Oba spola,eyesight,255
2013,Broj,Istočno Novo Sarajevo,M,eyesight,90
2013,Broj,Istočno Novo Sarajevo,Ž,eyesight,165
2013,Broj,Jezero,Oba spola,eyesight,44
2013,Broj,Jezero,M,eyesight,18
2013,Broj,Jezero,Ž,eyesight,26
2013,Broj,Kalinovik,Oba spola,eyesight,87
2013,Broj,Kalinovik,M,eyesight,35
2013,Broj,Kalinovik,Ž,eyesight,52
2013,Broj,Kneževo,Oba spola,eyesight,355
2013,Broj,Kneževo,M,eyesight,159
2013,Broj,Kneževo,Ž,eyesight,196
2013,Broj,Kozarska Dubica,Oba spola,eyesight,788
2013,Broj,Kozarska Dubica,M,eyesight,329
2013,Broj,Kozarska Dubica,Ž,eyesight,459
2013,Broj,Kostajnica,Oba spola,eyesight,226
2013,Broj,Kostajnica,M,eyesight,104
2013,Broj,Kostajnica,Ž,eyesight,122
2013,Broj,Kotor Varoš,Oba spola,eyesight,894
2013,Broj,Kotor Varoš,M,eyesight,374
2013,Broj,Kotor Varoš,Ž,eyesight,520
2013,Broj,Krupa Na Uni,Oba spola,eyesight,98
2013,Broj,Krupa Na Uni,M,eyesight,47
2013,Broj,Krupa Na Uni,Ž,eyesight,51
2013,Broj,Kupres,Oba spola,eyesight,12
2013,Broj,Kupres,M,eyesight,8
2013,Broj,Kupres,Ž,eyesight,4
2013,Broj,Laktaši,Oba spola,eyesight,1042
2013,Broj,Laktaši,M,eyesight,460
2013,Broj,Laktaši,Ž,eyesight,582
2013,Broj,Lopare,Oba spola,eyesight,691
2013,Broj,Lopare,M,eyesight,297
2013,Broj,Lopare,Ž,eyesight,394
2013,Broj,Ljubinje,Oba spola,eyesight,82
2013,Broj,Ljubinje,M,eyesight,36
2013,Broj,Ljubinje,Ž,eyesight,46
2013,Broj,Milići,Oba spola,eyesight,390
2013,Broj,Milići,M,eyesight,165
2013,Broj,Milići,Ž,eyesight,225
2013,Broj,Modriča,Oba spola,eyesight,990
2013,Broj,Modriča,M,eyesight,443
2013,Broj,Modriča,Ž,eyesight,547
2013,Broj,Mrkonjić Grad,Oba spola,eyesight,524
2013,Broj,Mrkonjić Grad,M,eyesight,227
2013,Broj,Mrkonjić Grad,Ž,eyesight,297
2013,Broj,Nevesinje,Oba spola,eyesight,401
2013,Broj,Nevesinje,M,eyesight,187
2013,Broj,Nevesinje,Ž,eyesight,214
2013,Broj,Novi Grad,Oba spola,eyesight,1236
2013,Broj,Novi Grad,M,eyesight,483
2013,Broj,Novi Grad,Ž,eyesight,753
2013,Broj,Novo Goražde,Oba spola,eyesight,86
2013,Broj,Novo Goražde,M,eyesight,35
2013,Broj,Novo Goražde,Ž,eyesight,51
2013,Broj,Osmaci,Oba spola,eyesight,243
2013,Broj,Osmaci,M,eyesight,102
2013,Broj,Osmaci,Ž,eyesight,141
2013,Broj,Oštra Luka,Oba spola,eyesight,176
2013,Broj,Oštra Luka,M,eyesight,88
2013,Broj,Oštra Luka,Ž,eyesight,88
2013,Broj,Pale,Oba spola,eyesight,492
2013,Broj,Pale,M,eyesight,213
2013,Broj,Pale,Ž,eyesight,279
2013,Broj,Pelagićevo,Oba spola,eyesight,310
2013,Broj,Pelagićevo,M,eyesight,132
2013,Broj,Pelagićevo,Ž,eyesight,178
2013,Broj,Petrovac,Oba spola,eyesight,6
2013,Broj,Petrovac,M,eyesight,2
2013,Broj,Petrovac,Ž,eyesight,4
2013,Broj,Petrovo,Oba spola,eyesight,433
2013,Broj,Petrovo,M,eyesight,178
2013,Broj,Petrovo,Ž,eyesight,255
2013,Broj,Grad Prijedor,Oba spola,eyesight,2857
2013,Broj,Grad Prijedor,M,eyesight,1209
2013,Broj,Grad Prijedor,Ž,eyesight,1648
2013,Broj,Prnjavor,Oba spola,eyesight,1364
2013,Broj,Prnjavor,M,eyesight,564
2013,Broj,Prnjavor,Ž,eyesight,800
2013,Broj,Ribnik,Oba spola,eyesight,293
2013,Broj,Ribnik,M,eyesight,137
