Year,UNIT_MEASURE,Grad/opština,Pol,Starost,Value
2022,Broj,Kostajnica,Ukupno,80-84,160
2022,Broj,Kostajnica,M,80-84,90
2022,Broj,Kostajnica,Ž,80-84,70
2022,Broj,Kotor Varoš,Ukupno,80-84,322
2022,Broj,Kotor Varoš,M,80-84,193
2022,Broj,Kotor Varoš,Ž,80-84,129
2022,Broj,Kozarska Dubica,Ukupno,80-84,650
2022,Broj,Kozarska Dubica,M,80-84,431
2022,Broj,Kozarska Dubica,Ž,80-84,219
2022,Broj,Krupa Na Uni,Ukupno,80-84,56
2022,Broj,Krupa Na Uni,M,80-84,39
2022,Broj,Krupa Na Uni,Ž,80-84,17
2022,Broj,Kupres,Ukupno,80-84,29
2022,Broj,Kupres,M,80-84,18
2022,Broj,Kupres,Ž,80-84,11
2022,Broj,Laktaši,Ukupno,80-84,836
2022,Broj,Laktaši,M,80-84,508
2022,Broj,Laktaši,Ž,80-84,328
2022,Broj,Ljubinje,Ukupno,80-84,112
2022,Broj,Ljubinje,M,80-84,69
2022,Broj,Ljubinje,Ž,80-84,43
2022,Broj,Lopare,Ukupno,80-84,422
2022,Broj,Lopare,M,80-84,256
2022,Broj,Lopare,Ž,80-84,166
2022,Broj,Milići,Ukupno,80-84,147
2022,Broj,Milići,M,80-84,93
2022,Broj,Milići,Ž,80-84,54
2022,Broj,Modriča,Ukupno,80-84,717
2022,Broj,Modriča,M,80-84,410
2022,Broj,Modriča,Ž,80-84,307
2022,Broj,Mrkonjić Grad,Ukupno,80-84,468
2022,Broj,Mrkonjić Grad,M,80-84,286
2022,Broj,Mrkonjić Grad,Ž,80-84,182
2022,Broj,Nevesinje,Ukupno,80-84,441
2022,Broj,Nevesinje,M,80-84,286
2022,Broj,Nevesinje,Ž,80-84,155
2022,Broj,Novi Grad,Ukupno,80-84,653
2022,Broj,Novi Grad,M,80-84,416
2022,Broj,Novi Grad,Ž,80-84,237
2022,Broj,Novo Goražde,Ukupno,80-84,103
2022,Broj,Novo Goražde,M,80-84,64
2022,Broj,Novo Goražde,Ž,80-84,39
2022,Broj,Osmaci,Ukupno,80-84,138
2022,Broj,Osmaci,M,80-84,78
2022,Broj,Osmaci,Ž,80-84,60
2022,Broj,Oštra Luka,Ukupno,80-84,67
2022,Broj,Oštra Luka,M,80-84,45
2022,Broj,Oštra Luka,Ž,80-84,22
2022,Broj,Pale,Ukupno,80-84,580
2022,Broj,Pale,M,80-84,362
2022,Broj,Pale,Ž,80-84,218
2022,Broj,Pelagićevo,Ukupno,80-84,230
2022,Broj,Pelagićevo,M,80-84,147
2022,Broj,Pelagićevo,Ž,80-84,83
2022,Broj,Petrovac,Ukupno,80-84,40
2022,Broj,Petrovac,M,80-84,24
2022,Broj,Petrovac,Ž,80-84,16
2022,Broj,Petrovo,Ukupno,80-84,223
2022,Broj,Petrovo,M,80-84,140
2022,Broj,Petrovo,Ž,80-84,83
2022,Broj,Prnjavor,Ukupno,80-84,1163
2022,Broj,Prnjavor,M,80-84,695
2022,Broj,Prnjavor,Ž,80-84,468
2022,Broj,Republika Srpska,Ukupno,80-84,31802
2022,Broj,Republika Srpska,M,80-84,19612
2022,Broj,Republika Srpska,Ž,80-84,12190
2022,Broj,Ribnik,Ukupno,80-84,188
2022,Broj,Ribnik,M,80-84,120
2022,Broj,Ribnik,Ž,80-84,68
2022,Broj,Rogatica,Ukupno,80-84,376
2022,Broj,Rogatica,M,80-84,228
2022,Broj,Rogatica,Ž,80-84,148
2022,Broj,Rudo,Ukupno,80-84,280
2022,Broj,Rudo,M,80-84,165
2022,Broj,Rudo,Ž,80-84,115
2022,Broj,Šamac,Ukupno,80-84,580
2022,Broj,Šamac,M,80-84,353
2022,Broj,Šamac,Ž,80-84,227
2022,Broj,Šekovići,Ukupno,80-84,148
2022,Broj,Šekovići,M,80-84,91
2022,Broj,Šekovići,Ž,80-84,57
2022,Broj,Šipovo,Ukupno,80-84,238
2022,Broj,Šipovo,M,80-84,144
2022,Broj,Šipovo,Ž,80-84,94
2022,Broj,Sokolac,Ukupno,80-84,337
2022,Broj,Sokolac,M,80-84,192
2022,Broj,Sokolac,Ž,80-84,145
2022,Broj,Srbac,Ukupno,80-84,553
2022,Broj,Srbac,M,80-84,320
2022,Broj,Srbac,Ž,80-84,233
2022,Broj,Srebrenica,Ukupno,80-84,282
2022,Broj,Srebrenica,M,80-84,186
2022,Broj,Srebrenica,Ž,80-84,96
2022,Broj,Stanari,Ukupno,80-84,241
2022,Broj,Stanari,M,80-84,143
2022,Broj,Stanari,Ž,80-84,98
2022,Broj,Teslić,Ukupno,80-84,929
2022,Broj,Teslić,M,80-84,570
2022,Broj,Teslić,Ž,80-84,359
2022,Broj,Trnovo,Ukupno,80-84,100
2022,Broj,Trnovo,M,80-84,59
2022,Broj,Trnovo,Ž,80-84,41
2022,Broj,Ugljevik,Ukupno,80-84,397
2022,Broj,Ugljevik,M,80-84,230
2022,Broj,Ugljevik,Ž,80-84,167
2022,Broj,Višegrad,Ukupno,80-84,353
2022,Broj,Višegrad,M,80-84,221
2022,Broj,Višegrad,Ž,80-84,132
2022,Broj,Vlasenica,Ukupno,80-84,184
2022,Broj,Vlasenica,M,80-84,124
2022,Broj,Vlasenica,Ž,80-84,60
2022,Broj,Vukosavlje,Ukupno,80-84,139
2022,Broj,Vukosavlje,M,80-84,72
2022,Broj,Vukosavlje,Ž,80-84,67
2022,Broj,Berkovići,Ukupno,85-89,57
2022,Broj,Berkovići,M,85-89,39
2022,Broj,Berkovići,Ž,85-89,18
2022,Broj,Bileća,Ukupno,85-89,147
2022,Broj,Bileća,M,85-89,89
2022,Broj,Bileća,Ž,85-89,58
2022,Broj,Bratunac,Ukupno,85-89,189
2022,Broj,Bratunac,M,85-89,129
2022,Broj,Bratunac,Ž,85-89,60
2022,Broj,Brod,Ukupno,85-89,226
2022,Broj,Brod,M,85-89,155
2022,Broj,Brod,Ž,85-89,71
2022,Broj,Čajniče,Ukupno,85-89,89
2022,Broj,Čajniče,M,85-89,56
2022,Broj,Čajniče,Ž,85-89,33
2022,Broj,Čelinac,Ukupno,85-89,160
2022,Broj,Čelinac,M,85-89,99
2022,Broj,Čelinac,Ž,85-89,61
2022,Broj,Donji Žabar,Ukupno,85-89,102
2022,Broj,Donji Žabar,M,85-89,61
2022,Broj,Donji Žabar,Ž,85-89,41
2022,Broj,Foča,Ukupno,85-89,306
2022,Broj,Foča,M,85-89,188
2022,Broj,Foča,Ž,85-89,118
2022,Broj,Gacko,Ukupno,85-89,120
2022,Broj,Gacko,M,85-89,80
2022,Broj,Gacko,Ž,85-89,40
2022,Broj,Grad Banja Luka,Ukupno,85-89,2043
2022,Broj,Grad Banja Luka,M,85-89,1286
2022,Broj,Grad Banja Luka,Ž,85-89,757
2022,Broj,Grad Bijeljina,Ukupno,85-89,1174
2022,Broj,Grad Bijeljina,M,85-89,728
2022,Broj,Grad Bijeljina,Ž,85-89,446
2022,Broj,Grad Derventa,Ukupno,85-89,429
2022,Broj,Grad Derventa,M,85-89,277
2022,Broj,Grad Derventa,Ž,85-89,152
2022,Broj,Grad Doboj,Ukupno,85-89,405
2022,Broj,Grad Doboj,M,85-89,279
2022,Broj,Grad Doboj,Ž,85-89,126
2022,Broj,Grad Gradiška,Ukupno,85-89,581
2022,Broj,Grad Gradiška,M,85-89,384
2022,Broj,Grad Gradiška,Ž,85-89,197
2022,Broj,Grad Prijedor,Ukupno,85-89,1078
2022,Broj,Grad Prijedor,M,85-89,702
2022,Broj,Grad Prijedor,Ž,85-89,376
2022,Broj,Grad Trebinje,Ukupno,85-89,491
2022,Broj,Grad Trebinje,M,85-89,316
2022,Broj,Grad Trebinje,Ž,85-89,175
2022,Broj,Grad Zvornik,Ukupno,85-89,602
2022,Broj,Grad Zvornik,M,85-89,400
2022,Broj,Grad Zvornik,Ž,85-89,202
2022,Broj,Han Pijesak,Ukupno,85-89,78
2022,Broj,Han Pijesak,M,85-89,49
2022,Broj,Han Pijesak,Ž,85-89,29
2022,Broj,Istočna Ilidža,Ukupno,85-89,197
2022,Broj,Istočna Ilidža,M,85-89,116
2022,Broj,Istočna Ilidža,Ž,85-89,81
2022,Broj,Istočni Drvar,Ukupno,85-89,0
2022,Broj,Istočni Drvar,M,85-89,0
2022,Broj,Istočni Drvar,Ž,85-89,0
2022,Broj,Istočni Mostar,Ukupno,85-89,12
2022,Broj,Istočni Mostar,M,85-89,9
2022,Broj,Istočni Mostar,Ž,85-89,3
2022,Broj,Istočni Stari Grad,Ukupno,85-89,32
2022,Broj,Istočni Stari Grad,M,85-89,21
2022,Broj,Istočni Stari Grad,Ž,85-89,11
2022,Broj,Istočno Novo Sarajevo,Ukupno,85-89,149
2022,Broj,Istočno Novo Sarajevo,M,85-89,95
2022,Broj,Istočno Novo Sarajevo,Ž,85-89,54
2022,Broj,Jezero,Ukupno,85-89,21
2022,Broj,Jezero,M,85-89,10
2022,Broj,Jezero,Ž,85-89,11
2022,Broj,Kalinovik,Ukupno,85-89,37
2022,Broj,Kalinovik,M,85-89,25
2022,Broj,Kalinovik,Ž,85-89,12
2022,Broj,Kneževo,Ukupno,85-89,78
2022,Broj,Kneževo,M,85-89,55
2022,Broj,Kneževo,Ž,85-89,23
2022,Broj,Kostajnica,Ukupno,85-89,69
2022,Broj,Kostajnica,M,85-89,36
2022,Broj,Kostajnica,Ž,85-89,33
2022,Broj,Kotor Varoš,Ukupno,85-89,134
2022,Broj,Kotor Varoš,M,85-89,87
2022,Broj,Kotor Varoš,Ž,85-89,47
2022,Broj,Kozarska Dubica,Ukupno,85-89,367
2022,Broj,Kozarska Dubica,M,85-89,236
2022,Broj,Kozarska Dubica,Ž,85-89,131
2022,Broj,Krupa Na Uni,Ukupno,85-89,27
2022,Broj,Krupa Na Uni,M,85-89,18
2022,Broj,Krupa Na Uni,Ž,85-89,9
2022,Broj,Kupres,Ukupno,85-89,18
2022,Broj,Kupres,M,85-89,14
2022,Broj,Kupres,Ž,85-89,4
2022,Broj,Laktaši,Ukupno,85-89,364
2022,Broj,Laktaši,M,85-89,243
2022,Broj,Laktaši,Ž,85-89,121
2022,Broj,Ljubinje,Ukupno,85-89,70
2022,Broj,Ljubinje,M,85-89,47
2022,Broj,Ljubinje,Ž,85-89,23
2022,Broj,Lopare,Ukupno,85-89,264
2022,Broj,Lopare,M,85-89,165
2022,Broj,Lopare,Ž,85-89,99
2022,Broj,Milići,Ukupno,85-89,109
2022,Broj,Milići,M,85-89,69
2022,Broj,Milići,Ž,85-89,40
2022,Broj,Modriča,Ukupno,85-89,344
2022,Broj,Modriča,M,85-89,224
2022,Broj,Modriča,Ž,85-89,120
2022,Broj,Mrkonjić Grad,Ukupno,85-89,302
2022,Broj,Mrkonjić Grad,M,85-89,200
2022,Broj,Mrkonjić Grad,Ž,85-89,102
2022,Broj,Nevesinje,Ukupno,85-89,240
2022,Broj,Nevesinje,M,85-89,160
2022,Broj,Nevesinje,Ž,85-89,80
2022,Broj,Novi Grad,Ukupno,85-89,320
2022,Broj,Novi Grad,M,85-89,223
2022,Broj,Novi Grad,Ž,85-89,97
2022,Broj,Novo Goražde,Ukupno,85-89,61
2022,Broj,Novo Goražde,M,85-89,31
2022,Broj,Novo Goražde,Ž,85-89,30
2022,Broj,Osmaci,Ukupno,85-89,70
2022,Broj,Osmaci,M,85-89,47
2022,Broj,Osmaci,Ž,85-89,23
2022,Broj,Oštra Luka,Ukupno,85-89,39
2022,Broj,Oštra Luka,M,85-89,27
2022,Broj,Oštra Luka,Ž,85-89,12
2022,Broj,Pale,Ukupno,85-89,299
2022,Broj,Pale,M,85-89,199
2022,Broj,Pale,Ž,85-89,100
2022,Broj,Pelagićevo,Ukupno,85-89,99
2022,Broj,Pelagićevo,M,85-89,70
2022,Broj,Pelagićevo,Ž,85-89,29
2022,Broj,Petrovac,Ukupno,85-89,11
2022,Broj,Petrovac,M,85-89,9
2022,Broj,Petrovac,Ž,85-89,2
2022,Broj,Petrovo,Ukupno,85-89,105
2022,Broj,Petrovo,M,85-89,68
2022,Broj,Petrovo,Ž,85-89,37
2022,Broj,Prnjavor,Ukupno,85-89,458
2022,Broj,Prnjavor,M,85-89,294
2022,Broj,Prnjavor,Ž,85-89,164
2022,Broj,Republika Srpska,Ukupno,85-89,15255
2022,Broj,Republika Srpska,M,85-89,9817
2022,Broj,Republika Srpska,Ž,85-89,5438
2022,Broj,Ribnik,Ukupno,85-89,96
2022,Broj,Ribnik,M,85-89,62
2022,Broj,Ribnik,Ž,85-89,34
2022,Broj,Rogatica,Ukupno,85-89,179
2022,Broj,Rogatica,M,85-89,109
2022,Broj,Rogatica,Ž,85-89,70
2022,Broj,Rudo,Ukupno,85-89,151
2022,Broj,Rudo,M,85-89,86
2022,Broj,Rudo,Ž,85-89,65
2022,Broj,Šamac,Ukupno,85-89,273
2022,Broj,Šamac,M,85-89,179
2022,Broj,Šamac,Ž,85-89,94
2022,Broj,Šekovići,Ukupno,85-89,67
2022,Broj,Šekovići,M,85-89,46
2022,Broj,Šekovići,Ž,85-89,21
2022,Broj,Šipovo,Ukupno,85-89,151
2022,Broj,Šipovo,M,85-89,96
2022,Broj,Šipovo,Ž,85-89,55
2022,Broj,Sokolac,Ukupno,85-89,223
2022,Broj,Sokolac,M,85-89,138
2022,Broj,Sokolac,Ž,85-89,85
2022,Broj,Srbac,Ukupno,85-89,256
2022,Broj,Srbac,M,85-89,172
2022,Broj,Srbac,Ž,85-89,84
2022,Broj,Srebrenica,Ukupno,85-89,108
2022,Broj,Srebrenica,M,85-89,84
2022,Broj,Srebrenica,Ž,85-89,24
2022,Broj,Stanari,Ukupno,85-89,90
2022,Broj,Stanari,M,85-89,52
2022,Broj,Stanari,Ž,85-89,38
2022,Broj,Teslić,Ukupno,85-89,459
2022,Broj,Teslić,M,85-89,272
2022,Broj,Teslić,Ž,85-89,187
2022,Broj,Trnovo,Ukupno,85-89,59
2022,Broj,Trnovo,M,85-89,31
2022,Broj,Trnovo,Ž,85-89,28
2022,Broj,Ugljevik,Ukupno,85-89,216
2022,Broj,Ugljevik,M,85-89,141
2022,Broj,Ugljevik,Ž,85-89,75
2022,Broj,Višegrad,Ukupno,85-89,174
2022,Broj,Višegrad,M,85-89,117
2022,Broj,Višegrad,Ž,85-89,57
2022,Broj,Vlasenica,Ukupno,85-89,92
2022,Broj,Vlasenica,M,85-89,58
2022,Broj,Vlasenica,Ž,85-89,34
2022,Broj,Vukosavlje,Ukupno,85-89,88
2022,Broj,Vukosavlje,M,85-89,59
2022,Broj,Vukosavlje,Ž,85-89,29
2022,Broj,Berkovići,Ukupno,90+,24
2022,Broj,Berkovići,M,90+,11
2022,Broj,Berkovići,Ž,90+,13
2022,Broj,Bileća,Ukupno,90+,64
2022,Broj,Bileća,M,90+,45
2022,Broj,Bileća,Ž,90+,19
2022,Broj,Bratunac,Ukupno,90+,69
2022,Broj,Bratunac,M,90+,33
2022,Broj,Bratunac,Ž,90+,36
2022,Broj,Brod,Ukupno,90+,96
2022,Broj,Brod,M,90+,76
2022,Broj,Brod,Ž,90+,20
2022,Broj,Čajniče,Ukupno,90+,31
2022,Broj,Čajniče,M,90+,22
2022,Broj,Čajniče,Ž,90+,9
2022,Broj,Čelinac,Ukupno,90+,39
2022,Broj,Čelinac,M,90+,21
2022,Broj,Čelinac,Ž,90+,18
2022,Broj,Donji Žabar,Ukupno,90+,46
2022,Broj,Donji Žabar,M,90+,29
2022,Broj,Donji Žabar,Ž,90+,17
2022,Broj,Foča,Ukupno,90+,95
2022,Broj,Foča,M,90+,56
2022,Broj,Foča,Ž,90+,39
2022,Broj,Gacko,Ukupno,90+,66
2022,Broj,Gacko,M,90+,36
2022,Broj,Gacko,Ž,90+,30
2022,Broj,Grad Banja Luka,Ukupno,90+,567
2022,Broj,Grad Banja Luka,M,90+,383
2022,Broj,Grad Banja Luka,Ž,90+,184
2022,Broj,Grad Bijeljina,Ukupno,90+,266
2022,Broj,Grad Bijeljina,M,90+,177
2022,Broj,Grad Bijeljina,Ž,90+,89
2022,Broj,Grad Derventa,Ukupno,90+,95
2022,Broj,Grad Derventa,M,90+,63
2022,Broj,Grad Derventa,Ž,90+,32
2022,Broj,Grad Doboj,Ukupno,90+,32
2022,Broj,Grad Doboj,M,90+,20
2022,Broj,Grad Doboj,Ž,90+,12
2022,Broj,Grad Gradiška,Ukupno,90+,167
2022,Broj,Grad Gradiška,M,90+,99
2022,Broj,Grad Gradiška,Ž,90+,68
2022,Broj,Grad Prijedor,Ukupno,90+,365
2022,Broj,Grad Prijedor,M,90+,224
2022,Broj,Grad Prijedor,Ž,90+,141
2022,Broj,Grad Trebinje,Ukupno,90+,176
2022,Broj,Grad Trebinje,M,90+,127
2022,Broj,Grad Trebinje,Ž,90+,49
2022,Broj,Grad Zvornik,Ukupno,90+,188
2022,Broj,Grad Zvornik,M,90+,110
2022,Broj,Grad Zvornik,Ž,90+,78
2022,Broj,Han Pijesak,Ukupno,90+,24
2022,Broj,Han Pijesak,M,90+,15
2022,Broj,Han Pijesak,Ž,90+,9
2022,Broj,Istočna Ilidža,Ukupno,90+,74
2022,Broj,Istočna Ilidža,M,90+,46
2022,Broj,Istočna Ilidža,Ž,90+,28
2022,Broj,Istočni Drvar,Ukupno,90+,4
2022,Broj,Istočni Drvar,M,90+,2
2022,Broj,Istočni Drvar,Ž,90+,2
2022,Broj,Istočni Mostar,Ukupno,90+,7
2022,Broj,Istočni Mostar,M,90+,2
2022,Broj,Istočni Mostar,Ž,90+,5
2022,Broj,Istočni Stari Grad,Ukupno,90+,1
2022,Broj,Istočni Stari Grad,M,90+,0
2022,Broj,Istočni Stari Grad,Ž,90+,1
2022,Broj,Istočno Novo Sarajevo,Ukupno,90+,35
2022,Broj,Istočno Novo Sarajevo,M,90+,30
2022,Broj,Istočno Novo Sarajevo,Ž,90+,5
2022,Broj,Jezero,Ukupno,90+,7
2022,Broj,Jezero,M,90+,4
2022,Broj,Jezero,Ž,90+,3
2022,Broj,Kalinovik,Ukupno,90+,21
2022,Broj,Kalinovik,M,90+,12
2022,Broj,Kalinovik,Ž,90+,9
2022,Broj,Kneževo,Ukupno,90+,35
2022,Broj,Kneževo,M,90+,30
2022,Broj,Kneževo,Ž,90+,5
2022,Broj,Kostajnica,Ukupno,90+,37
2022,Broj,Kostajnica,M,90+,22
2022,Broj,Kostajnica,Ž,90+,15
2022,Broj,Kotor Varoš,Ukupno,90+,17
2022,Broj,Kotor Varoš,M,90+,14
2022,Broj,Kotor Varoš,Ž,90+,3
2022,Broj,Kozarska Dubica,Ukupno,90+,92
2022,Broj,Kozarska Dubica,M,90+,63
2022,Broj,Kozarska Dubica,Ž,90+,29
2022,Broj,Krupa Na Uni,Ukupno,90+,7
2022,Broj,Krupa Na Uni,M,90+,6
2022,Broj,Krupa Na Uni,Ž,90+,1
2022,Broj,Laktaši,Ukupno,90+,140
2022,Broj,Laktaši,M,90+,86
2022,Broj,Laktaši,Ž,90+,54
2022,Broj,Ljubinje,Ukupno,90+,42
2022,Broj,Ljubinje,M,90+,25
2022,Broj,Ljubinje,Ž,90+,17
2022,Broj,Lopare,Ukupno,90+,98
2022,Broj,Lopare,M,90+,68
2022,Broj,Lopare,Ž,90+,30
2022,Broj,Milići,Ukupno,90+,36
2022,Broj,Milići,M,90+,26
2022,Broj,Milići,Ž,90+,10
2022,Broj,Modriča,Ukupno,90+,95
2022,Broj,Modriča,M,90+,57
2022,Broj,Modriča,Ž,90+,38
2022,Broj,Mrkonjić Grad,Ukupno,90+,87
2022,Broj,Mrkonjić Grad,M,90+,61
2022,Broj,Mrkonjić Grad,Ž,90+,26
2022,Broj,Nevesinje,Ukupno,90+,83
2022,Broj,Nevesinje,M,90+,56
2022,Broj,Nevesinje,Ž,90+,27
2022,Broj,Novi Grad,Ukupno,90+,93
2022,Broj,Novi Grad,M,90+,62
2022,Broj,Novi Grad,Ž,90+,31
2022,Broj,Novo Goražde,Ukupno,90+,30
2022,Broj,Novo Goražde,M,90+,15
2022,Broj,Novo Goražde,Ž,90+,15
2022,Broj,Osmaci,Ukupno,90+,37
2022,Broj,Osmaci,M,90+,18
2022,Broj,Osmaci,Ž,90+,19
2022,Broj,Oštra Luka,Ukupno,90+,11
2022,Broj,Oštra Luka,M,90+,9
2022,Broj,Oštra Luka,Ž,90+,2
2022,Broj,Pale,Ukupno,90+,56
2022,Broj,Pale,M,90+,32
2022,Broj,Pale,Ž,90+,24
2022,Broj,Pelagićevo,Ukupno,90+,48
2022,Broj,Pelagićevo,M,90+,37
2022,Broj,Pelagićevo,Ž,90+,11
2022,Broj,Petrovac,Ukupno,90+,4
2022,Broj,Petrovac,M,90+,4
2022,Broj,Petrovac,Ž,90+,0
2022,Broj,Petrovo,Ukupno,90+,26
2022,Broj,Petrovo,M,90+,13
2022,Broj,Petrovo,Ž,90+,13
2022,Broj,Prnjavor,Ukupno,90+,92
2022,Broj,Prnjavor,M,90+,70
2022,Broj,Prnjavor,Ž,90+,22
2022,Broj,Republika Srpska,Ukupno,90+,4598
2022,Broj,Republika Srpska,M,90+,2983
2022,Broj,Republika Srpska,Ž,90+,1615
2022,Broj,Ribnik,Ukupno,90+,32
2022,Broj,Ribnik,M,90+,23
2022,Broj,Ribnik,Ž,90+,9
2022,Broj,Rogatica,Ukupno,90+,70
2022,Broj,Rogatica,M,90+,45
2022,Broj,Rogatica,Ž,90+,25
2022,Broj,Rudo,Ukupno,90+,47
2022,Broj,Rudo,M,90+,27
2022,Broj,Rudo,Ž,90+,20
2022,Broj,Šamac,Ukupno,90+,99
2022,Broj,Šamac,M,90+,69
2022,Broj,Šamac,Ž,90+,30
2022,Broj,Šekovići,Ukupno,90+,15
2022,Broj,Šekovići,M,90+,12
2022,Broj,Šekovići,Ž,90+,3
2022,Broj,Šipovo,Ukupno,90+,45
2022,Broj,Šipovo,M,90+,24
2022,Broj,Šipovo,Ž,90+,21
2022,Broj,Sokolac,Ukupno,90+,57
2022,Broj,Sokolac,M,90+,30
2022,Broj,Sokolac,Ž,90+,27
2022,Broj,Srbac,Ukupno,90+,96
2022,Broj,Srbac,M,90+,65
2022,Broj,Srbac,Ž,90+,31
2022,Broj,Srebrenica,Ukupno,90+,37
2022,Broj,Srebrenica,M,90+,24
2022,Broj,Srebrenica,Ž,90+,13
2022,Broj,Stanari,Ukupno,90+,8
2022,Broj,Stanari,M,90+,1
2022,Broj,Stanari,Ž,90+,7
2022,Broj,Teslić,Ukupno,90+,106
2022,Broj,Teslić,M,90+,70
2022,Broj,Teslić,Ž,90+,36
2022,Broj,Trnovo,Ukupno,90+,28
2022,Broj,Trnovo,M,90+,19
2022,Broj,Trnovo,Ž,90+,9
2022,Broj,Ugljevik,Ukupno,90+,93
2022,Broj,Ugljevik,M,90+,60
2022,Broj,Ugljevik,Ž,90+,33
2022,Broj,Višegrad,Ukupno,90+,66
2022,Broj,Višegrad,M,90+,40
2022,Broj,Višegrad,Ž,90+,26
2022,Broj,Vlasenica,Ukupno,90+,32
2022,Broj,Vlasenica,M,90+,24
2022,Broj,Vlasenica,Ž,90+,8
2022,Broj,Vukosavlje,Ukupno,90+,37
2022,Broj,Vukosavlje,M,90+,28
2022,Broj,Vukosavlje,Ž,90+,9
2022,Broj,Kupres,Ukupno,90+,5
2022,Broj,Kupres,M,90+,5
2022,Broj,Kupres,Ž,90+,0
2022,Broj,Republika Srpska,Ukupno,Ukupno,1120236
2022,Broj,Republika Srpska,M,Ukupno,551376
2022,Broj,Republika Srpska,Ž,Ukupno,568860
2022,Broj,Grad Banja Luka,Ukupno,Ukupno,185177
2022,Broj,Grad Banja Luka,M,Ukupno,89025
2022,Broj,Grad Banja Luka,Ž,Ukupno,96152
2022,Broj,Berkovići,Ukupno,Ukupno,1766
2022,Broj,Berkovići,M,Ukupno,933
2022,Broj,Berkovići,Ž,Ukupno,833
2022,Broj,Grad Bijeljina,Ukupno,Ukupno,103105
2022,Broj,Grad Bijeljina,M,Ukupno,50650
2022,Broj,Grad Bijeljina,Ž,Ukupno,52455
2022,Broj,Bileća,Ukupno,Ukupno,9771
2022,Broj,Bileća,M,Ukupno,4993
2022,Broj,Bileća,Ž,Ukupno,4778
2022,Broj,Bratunac,Ukupno,Ukupno,17668
2022,Broj,Bratunac,M,Ukupno,8848
2022,Broj,Bratunac,Ž,Ukupno,8820
2022,Broj,Brod,Ukupno,Ukupno,14737
2022,Broj,Brod,M,Ukupno,7253
2022,Broj,Brod,Ž,Ukupno,7484
2022,Broj,Višegrad,Ukupno,Ukupno,8821
2022,Broj,Višegrad,M,Ukupno,4264
2022,Broj,Višegrad,Ž,Ukupno,4557
2022,Broj,Vlasenica,Ukupno,Ukupno,9803
2022,Broj,Vlasenica,M,Ukupno,4900
2022,Broj,Vlasenica,Ž,Ukupno,4903
2022,Broj,Vukosavlje,Ukupno,Ukupno,4171
2022,Broj,Vukosavlje,M,Ukupno,2131
2022,Broj,Vukosavlje,Ž,Ukupno,2040
2022,Broj,Gacko,Ukupno,Ukupno,8102
2022,Broj,Gacko,M,Ukupno,4151
2022,Broj,Gacko,Ž,Ukupno,3951
2022,Broj,Grad Gradiška,Ukupno,Ukupno,46284
2022,Broj,Grad Gradiška,M,Ukupno,22798
2022,Broj,Grad Gradiška,Ž,Ukupno,23486
2022,Broj,Grad Derventa,Ukupno,Ukupno,24583
2022,Broj,Grad Derventa,M,Ukupno,12036
2022,Broj,Grad Derventa,Ž,Ukupno,12547
2022,Broj,Grad Doboj,Ukupno,Ukupno,58305
2022,Broj,Grad Doboj,M,Ukupno,28280
2022,Broj,Grad Doboj,Ž,Ukupno,30025
2022,Broj,Donji Žabar,Ukupno,Ukupno,3228
2022,Broj,Donji Žabar,M,Ukupno,1675
2022,Broj,Donji Žabar,Ž,Ukupno,1553
2022,Broj,Grad Zvornik,Ukupno,Ukupno,52318
2022,Broj,Grad Zvornik,M,Ukupno,25846
2022,Broj,Grad Zvornik,Ž,Ukupno,26472
2022,Broj,Istočni Drvar,Ukupno,Ukupno,105
2022,Broj,Istočni Drvar,M,Ukupno,81
2022,Broj,Istočni Drvar,Ž,Ukupno,24
2022,Broj,Istočni Mostar,Ukupno,Ukupno,244
2022,Broj,Istočni Mostar,M,Ukupno,147
2022,Broj,Istočni Mostar,Ž,Ukupno,97
2022,Broj,Grad Istočno Sarajevo,Ukupno,Ukupno,60120
2022,Broj,Grad Istočno Sarajevo,M,Ukupno,29379
2022,Broj,Grad Istočno Sarajevo,Ž,Ukupno,30741
2022,Broj,Istočna Ilidža,Ukupno,Ukupno,14035
2022,Broj,Istočna Ilidža,M,Ukupno,6820
2022,Broj,Istočna Ilidža,Ž,Ukupno,7215
2022,Broj,Istočno Novo Sarajevo,Ukupno,Ukupno,12552
2022,Broj,Istočno Novo Sarajevo,M,Ukupno,6104
2022,Broj,Istočno Novo Sarajevo,Ž,Ukupno,6448
2022,Broj,Istočni Stari Grad,Ukupno,Ukupno,972
2022,Broj,Istočni Stari Grad,M,Ukupno,522
2022,Broj,Istočni Stari Grad,Ž,Ukupno,450
2022,Broj,Pale,Ukupno,Ukupno,19850
2022,Broj,Pale,M,Ukupno,9530
2022,Broj,Pale,Ž,Ukupno,10320
2022,Broj,Sokolac,Ukupno,Ukupno,10744
2022,Broj,Sokolac,M,Ukupno,5389
2022,Broj,Sokolac,Ž,Ukupno,5355
2022,Broj,Trnovo,Ukupno,Ukupno,1967
2022,Broj,Trnovo,M,Ukupno,1014
2022,Broj,Trnovo,Ž,Ukupno,953
2022,Broj,Jezero,Ukupno,Ukupno,938
2022,Broj,Jezero,M,Ukupno,496
2022,Broj,Jezero,Ž,Ukupno,442
2022,Broj,Kalinovik,Ukupno,Ukupno,1611
2022,Broj,Kalinovik,M,Ukupno,840
